Item,Mar '25,Dec '24,Sep '24,Jun '24,Mar '24,Dec '23,Sep '23,Jun '23,Mar '23,Dec '22,Sep '22,Jun '22,Mar '22,Dec '21,Sep '21,Jun '21,Mar '21,Dec '20,Sep '20,Jun '20,Mar '20,Dec '19,Sep '19,Jun '19,Mar '19,Dec '18,Sep '18,Jun '18,Mar '18,Dec '17,Sep '17,Jun '17,Mar '17,Dec '16,Sep '16,Jun '16,Mar '16,Dec '15,Sep '15,Jun '15,Mar '15,Dec '14,Sep '14,Jun '14,Mar '14,Dec '13,Sep '13,Jun '13,Mar '13,Dec '12
Interest Earned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(a) Int. /Disc. on Adv/Bills,10485.22,10348.96,10132.72,9779.27,9473.58,9209.87,8676.3,8298.24,7780.85,7143.26,6397.58,5656.76,5222.99,4963.08,4611.52,4581.1,4413.02,4636.56,4710.78,4975.75,5282.82,5252.84,5288.32,5187.41,4977.59,4766.28,4459.2,4168.18,3924.45,3765.88,3559.47,3478.15,3367.62,3403.06,3349.23,3282.19,3205.57,3158.88,3059.43,3046.49,1962.58,1922.6,1825.78,1757.71,1707.16,1701.66,1644.29,1621.71,1670.41,1597.49
(b) Income on Investment,2743.35,2721.46,2771.91,2592.18,2466.42,2275.79,2148.47,2007.4,1884.34,1646.37,1486.03,1441.91,1591.55,1677.51,1721.79,1698.41,1743.07,1797.09,1803.9,1489.35,1300.93,1322.96,1355.79,1277.57,1234.47,1299.65,1196.77,1141.88,1113.03,960.78,973.4,885.79,848.16,937.86,947.81,947.21,925.45,856.97,838.96,841.03,612.32,564.94,521.64,516.95,498.2,483.89,509.56,558.39,530.99,491.64
(c) Int. on balances With RBI,153.29,244.97,224.47,271.8,160.13,239.88,273.55,105.82,86.94,122.54,148.71,192.1,170.81,205.82,206.98,139.81,233.04,297.59,259.95,384.16,154.45,87.47,40.27,99.05,103.24,105.68,80.02,92.48,183.7,207.23,149.09,215.27,138.58,31.8,18.21,29.73,44.5,16.13,9.99,15.89,4.1,11.0,3.26,5.7,6.84,6.33,7.17,6.84,6.66,5.22
(d) Others,147.91,112.19,87.17,102.86,206.93,73.48,94.51,88.54,68.81,86.44,60.49,47.72,80.59,50.41,55.99,60.46,59.73,59.3,61.42,62.6,66.48,72.33,77.22,75.85,86.97,78.72,74.91,77.16,102.19,75.31,78.18,76.57,77.64,94.89,97.22,127.72,89.89,89.72,97.27,88.02,1.94,1.56,1.8,5.99,0.28,0.42,11.31,3.07,0.32,0.23
Other Income,3182.46,2622.8,2684.19,2929.04,2978.29,2297.02,2314.53,2683.26,2186.29,2099.98,1954.19,1243.76,1826.32,1363.66,1812.59,1583.03,1949.53,1334.38,1452.03,773.54,1489.39,1341.43,1224.41,1304.73,1270.29,963.88,1205.27,1164.59,1151.63,1039.82,953.88,906.88,1002.65,910.22,831.11,733.18,681.91,722.16,615.73,592.43,668.14,494.1,466.45,399.76,340.48,299.71,297.13,462.39,363.85,304.86
EXPENDITURE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Interest Expended,6246.2,6231.33,6196.66,5903.76,5397.71,5245.5,4896.19,4266.31,3718.39,3345.69,2993.4,2641.45,2544.54,2562.52,2575.72,2538.13,2606.05,2783.72,2922.84,3188.01,3245.03,3306.07,3412.01,3466.84,3354.4,3311.25,3121.8,2896.8,2743.62,2615.48,2447.48,2410.23,2270.63,2417.29,2417.11,2467.75,2408.17,2355.49,2326.91,2393.24,1457.77,1440.66,1313.55,1284.15,1245.94,1279.56,1248.22,1273.35,1304.98,1271.73
Employees Cost,2106.26,1952.48,1951.39,1870.5,1826.42,1748.34,1634.61,1647.0,1454.49,1477.76,1414.74,1172.84,1122.8,1199.84,1177.41,1082.3,868.9,959.28,990.07,910.88,969.59,1091.52,915.01,901.51,856.74,836.99,745.24,720.42,766.44,734.21,722.96,706.16,680.61,697.4,699.49,667.14,634.03,618.16,623.01,928.78,378.9,367.9,354.52,348.41,315.66,277.34,264.65,301.44,288.26,263.59
Other Expenses,2887.57,2685.56,2653.16,2646.78,2599.66,2535.99,2366.45,2320.38,2186.98,2425.3,2071.35,1984.7,1885.02,1797.12,1535.58,1321.32,1515.95,1298.58,1077.68,962.8,1354.17,1291.37,1150.43,1177.34,1179.16,1127.56,1054.16,994.54,946.99,879.28,818.77,850.91,781.41,735.44,686.9,670.11,710.97,665.0,626.7,664.87,551.68,448.07,417.22,388.03,384.26,350.38,350.05,298.83,325.59,291.5
Depreciation,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Operating Profit before Provisions and contingencies,5472.2,5181.01,5099.25,5254.11,5461.56,4566.21,4610.11,4949.57,4647.37,3849.84,3567.51,2783.26,3339.9,2701.0,3120.16,3121.06,3407.49,3083.34,3297.49,2623.71,2725.28,2388.07,2508.56,2398.92,2282.26,1938.41,2094.97,2032.53,2017.95,1820.05,1724.81,1595.36,1702.0,1527.7,1440.08,1315.03,1194.15,1205.21,1044.76,596.97,860.73,737.57,733.64,665.52,607.1,584.73,606.54,778.78,653.4,572.62
Provisions And Contingencies,909.38,794.11,660.39,578.48,263.73,579.14,366.55,364.31,147.57,148.83,137.0,23.59,-306.21,-131.74,423.99,934.77,1179.41,599.03,368.59,962.01,1047.47,444.0,407.93,316.76,171.26,-32.3,353.8,469.63,306.91,212.77,216.53,203.74,267.37,192.1,197.76,179.51,200.41,235.25,176.4,305.31,66.94,29.92,53.65,13.99,-6.19,69.74,72.29,168.86,37.43,42.36
Exceptional Items,--,--,--,3519.9,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
P/L Before Tax,4562.82,4386.9,4438.86,8195.53,5197.83,3987.07,4243.56,4585.26,4499.8,3701.01,3430.51,2759.67,3646.11,2832.74,2696.17,2186.29,2228.08,2484.31,2928.9,1661.7,1677.81,1944.07,2100.63,2082.16,2111.0,1970.71,1741.17,1562.9,1711.04,1607.28,1508.28,1391.62,1434.63,1335.6,1242.32,1135.52,993.74,969.96,868.36,291.66,793.79,707.65,679.99,651.53,613.29,514.99,534.25,609.92,615.97,530.26
Tax,1011.08,1082.1,1095.14,1945.71,1064.53,982.06,1052.59,1132.96,1004.21,909.13,849.83,688.52,878.71,701.38,664.16,544.37,545.71,630.77,744.42,417.25,411.21,348.17,376.15,721.96,703.2,679.78,599.52,537.96,586.99,554.07,513.97,478.89,458.15,455.84,429.03,393.55,297.96,335.24,298.86,101.88,266.65,243.13,235.47,221.73,206.11,175.01,181.71,207.1,179.76,168.58
P/L After Tax from Ordinary Activities,3551.74,3304.8,3343.72,6249.82,4133.3,3005.01,3190.97,3452.3,3495.59,2791.88,2580.68,2071.15,2767.4,2131.36,2032.01,1641.92,1682.37,1853.54,2184.48,1244.45,1266.6,1595.9,1724.48,1360.2,1407.8,1290.93,1141.65,1024.94,1124.05,1053.21,994.31,912.73,976.48,879.76,813.29,741.97,695.78,634.72,569.5,189.78,527.14,464.52,444.52,429.8,407.18,339.98,352.54,402.82,436.21,361.68
Prior Year Adjustments,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Extra Ordinary Items,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Net Profit/(Loss) For the Period,3551.74,3304.8,3343.72,6249.82,4133.3,3005.01,3190.97,3452.3,3495.59,2791.88,2580.68,2071.15,2767.4,2131.36,2032.01,1641.92,1682.37,1853.54,2184.48,1244.45,1266.6,1595.9,1724.48,1360.2,1407.8,1290.93,1141.65,1024.94,1124.05,1053.21,994.31,912.73,976.48,879.76,813.29,741.97,695.78,634.72,569.5,189.78,527.14,464.52,444.52,429.8,407.18,339.98,352.54,402.82,436.21,361.68
Equity Share Capital,994.11,994.09,994.06,993.98,993.96,993.83,993.75,993.61,993.28,993.04,992.87,992.72,992.33,991.95,991.54,991.34,990.92,990.24,989.6,989.4,956.52,955.52,955.01,954.67,954.38,953.77,953.5,953.07,952.82,952.35,952.0,951.75,920.45,919.63,918.64,917.19,917.19,916.25,915.26,456.42,386.18,385.86,385.67,385.23,385.16,384.56,384.12,383.63,373.31,372.1
Reserves Excluding Revaluation Reserves,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Equity Dividend Rate (%),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
ANALYTICAL RATIOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a) % of Share by Govt.,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
b) Capital Adequacy Ratio - Basel -I,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
c) Capital Adequacy Ratio - Basel -II,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,19.01,17.5,18.23,18.16,16.05,15.63
EPS Before Extra Ordinary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Basic EPS,17.86,16.62,16.82,31.44,20.6,15.12,16.06,17.38,17.39,14.06,13.0,10.43,13.74,10.75,10.25,8.28,8.29,9.36,11.04,6.43,6.37,8.35,9.03,7.13,7.38,6.77,5.99,5.38,5.9,5.53,5.22,4.88,5.31,4.79,4.43,4.04,3.8,3.47,3.28,2.08,6.83,6.02,5.77,5.58,5.29,4.42,4.59,5.32,5.85,4.86
Diluted EPS,17.86,16.62,16.82,31.44,20.6,15.12,16.05,17.38,17.39,14.06,12.99,10.43,13.74,10.74,10.24,8.28,8.28,9.36,11.04,6.42,6.36,8.34,9.02,7.12,7.37,6.76,5.98,5.37,5.89,5.52,5.22,4.87,5.3,4.78,4.42,4.04,3.79,3.46,3.26,2.07,6.81,6.01,5.75,5.57,5.28,4.41,4.58,5.3,5.83,4.84
EPS After Extra Ordinary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPA Ratios :,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i) Gross NPA,6133.85,6266.25,6033.17,5477.15,5274.78,6301.67,6087.23,5909.24,5768.32,5994.57,6210.23,6378.57,6469.74,6982.8,7657.96,7931.77,7425.51,4928.04,5335.95,5619.33,5026.89,5413.2,5033.55,4613.52,4467.94,4128.68,4033.07,3899.45,3825.38,3714.99,3814.17,3726.62,3578.61,3177.88,3180.66,3058.81,2838.11,2690.34,2655.38,2421.17,1237.23,1219.86,1165.4,1079.02,1059.44,1076.18,1005.97,995.39,758.11,740.02
ii) Net NPA,1343.44,1680.98,1723.83,1376.33,1270.57,1225.26,1274.81,1301.8,1193.3,1344.77,1630.37,1749.33,1736.71,2003.53,2491.44,2792.29,2705.17,1064.02,1303.78,1777.1,1557.89,1925.08,1811.4,1524.38,1544.37,1397.27,1500.76,1527.14,1665.05,1727.96,1918.83,1777.93,1718.07,1379.07,1516.76,1467.11,1261.96,1110.75,1167.6,1077.34,609.08,629.81,611.47,559.54,573.56,584.52,486.92,495.77,311.41,322.71
i) % of Gross NPA,1.42,1.5,1.49,1.39,1.39,1.73,1.72,1.77,1.78,1.9,2.08,2.24,2.34,2.71,3.19,3.56,3.25,2.26,2.55,2.7,2.25,2.46,2.32,2.19,2.14,2.07,2.15,2.17,2.22,2.31,2.47,2.58,2.59,2.42,2.49,2.5,2.36,2.3,2.35,2.31,1.85,1.87,1.89,1.88,1.98,2.01,1.97,1.95,1.55,1.46
ii) % of Net NPA,0.31,0.41,0.43,0.35,0.34,0.34,0.37,0.4,0.37,0.43,0.55,0.62,0.64,0.79,1.06,1.28,1.21,0.5,0.64,0.87,0.71,0.89,0.85,0.73,0.75,0.71,0.81,0.86,0.98,1.09,1.26,1.25,1.26,1.07,1.2,1.21,1.06,0.96,1.05,1.04,0.92,0.97,1.0,0.98,1.08,1.1,0.96,0.98,0.64,0.64
Return on Assets %,0.54,0.53,0.55,1.05,0.74,0.55,0.62,0.7,0.74,0.62,0.59,0.5,0.67,0.51,0.52,0.43,0.43,0.49,0.59,0.34,0.38,0.5,0.55,0.44,0.46,0.45,0.41,0.39,0.43,0.44,0.44,0.42,0.47,0.44,0.42,0.38,0.37,0.36,0.34,0.11,0.51,0.48,0.49,0.49,0.48,0.41,0.43,0.48,0.53,0.46
Public Share Holding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No Of Shares (Crores),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,121.23,60.37,46.33,46.26,46.22,45.98,43.46,43.34,43.26,43.16,41.09,40.85
Share Holding (%),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,66.23,66.14,59.98,59.95,59.93,59.67,56.42,56.35,56.31,56.25,55.04,54.89
Promoters and Promoter Group Shareholding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a) Pledged/Encumbered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
- Number of shares (Crores),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,61.82,30.91,30.91,30.91,30.91,31.07,33.57,33.57,33.57,33.57,33.57,33.57
- Per. of shares (as a % of the total sh. of prom. and promoter group),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
- Per. of shares (as a % of the total Share Cap. of the company),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,33.77,33.86,40.02,40.05,40.07,40.33,43.58,43.65,43.69,43.75,44.96,45.11
b) Non-encumbered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Notes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
