Item,Mar '25,Dec '24,Sep '24,Jun '24,Mar '24,Dec '23,Sep '23,Jun '23,Mar '23,Dec '22,Sep '22,Jun '22,Mar '22,Dec '21,Sep '21,Jun '21,Mar '21,Dec '20,Sep '20,Jun '20,Mar '20,Dec '19,Sep '19,Jun '19,Mar '19,Dec '18,Sep '18,Jun '18,Mar '18,Dec '17,Sep '17,Jun '17,Mar '17,Dec '16,Sep '16,Jun '16,Mar '16,Dec '15,Sep '15,Jun '15,Mar '15,Dec '14,Sep '14,Jun '14,Mar '14,Dec '13,Sep '13,Jun '13,Mar '13,Dec '12
Net Sales/Income from operations,111178.96,113135.8,102790.39,113096.01,116555.12,115494.24,102985.56,112978.23,118112.08,119158.1,114807.59,121065.89,108773.57,101045.25,101631.67,70921.28,76882.32,66731.39,50146.36,38785.05,68991.44,74732.79,64340.78,76317.94,73990.42,79203.11,72291.82,71696.73,65239.31,60616.36,53325.2,57125.8,57036.48,53493.16,44646.41,46890.15,43554.5,46449.18,46222.26,52020.49,51304.28,57872.82,61978.51,66749.65,74736.6,64734.23,61757.38,58705.28,66282.01,62339.84
Other Operating Income,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,49.54,46.31,48.52,--,54.79,52.82,50.6,41.84,41.69,46.65,40.57,35.36,33.39,27.13,31.16,28.71,28.9
Total Income From Operations,111178.96,113135.8,102790.39,113096.01,116555.12,115494.24,102985.56,112978.23,118112.08,119158.1,114807.59,121065.89,108773.57,101045.25,101631.67,70921.28,76882.32,66731.39,50146.36,38785.05,68991.44,74732.79,64340.78,76317.94,73990.42,79203.11,72291.82,71696.73,65239.31,60616.36,53325.2,57125.8,57036.48,53542.7,44692.72,46938.67,43554.5,46503.97,46275.08,52071.09,51346.12,57914.51,62025.16,66790.22,74771.96,64767.62,61784.51,58736.44,66310.72,62368.74
EXPENDITURE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Consumption of Raw Materials,58045.06,50822.63,57604.14,58847.58,56552.95,56210.58,49768.39,50321.23,55118.15,56016.65,59555.15,63588.25,44459.52,36966.88,30476.81,26805.25,28602.16,18801.99,14510.95,9238.46,27889.0,29286.45,27252.22,28801.63,28763.28,30998.99,30968.44,28688.5,25430.0,21449.89,17428.52,17159.04,18206.72,18224.29,16533.94,14745.76,11313.07,14031.64,16850.61,18811.27,17586.5,22219.99,29309.2,25308.7,29299.25,28249.53,28846.73,22801.92,23186.66,24092.23
Purchase of Traded Goods,38941.26,43537.68,36775.63,40391.88,41546.51,45771.04,40275.49,37639.8,46069.04,49166.52,49353.45,55347.67,55925.37,53744.41,43078.08,36337.94,40024.71,38741.78,28077.87,20956.51,37545.27,34334.95,32415.66,38868.37,36765.46,38620.54,35649.35,35938.71,32669.94,31463.64,29192.81,32136.34,34037.2,28953.15,24153.08,27076.66,24396.86,25416.91,24816.68,26198.4,24502.93,28080.75,29737.8,34730.23,36561.9,34496.78,29186.55,30652.64,32929.13,32784.52
Increase/Decrease in Stocks,-1558.49,3568.28,-3048.11,1370.08,1443.18,-68.88,-6291.84,2925.85,-956.09,2991.91,-2227.75,-739.69,-2711.24,495.38,-1597.17,-475.7,-2789.94,81.02,-1351.94,427.29,-2509.99,3288.71,-2846.9,1611.56,-1528.46,4654.13,-2524.5,-2304.22,-1267.3,120.18,-1001.19,2468.91,-1767.39,-782.81,-617.75,-2409.66,269.71,1131.91,-135.09,-432.22,823.41,3356.59,-1595.63,1928.95,-999.06,472.66,-1816.75,312.85,19.09,361.07
Power & Fuel,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Employees Cost,736.46,1201.4,768.91,781.47,849.0,1068.02,758.97,882.49,838.93,739.58,560.72,624.57,913.99,892.13,769.43,738.9,1132.84,869.46,1571.95,902.92,930.79,893.4,922.39,944.87,1036.86,801.95,950.31,875.06,957.08,776.58,888.65,808.67,1436.79,681.85,661.53,649.29,819.78,633.55,611.94,692.54,486.58,230.45,578.3,790.27,790.95,605.91,668.07,831.42,856.04,595.19
Depreciation,1974.59,1804.17,1772.91,1680.79,1716.52,1824.44,1599.81,1609.34,1595.82,1582.01,1556.6,1610.65,1273.55,1168.01,1168.13,1144.58,999.76,993.63,988.81,995.85,947.42,973.11,952.26,914.1,914.88,778.14,757.1,739.16,741.25,677.43,640.6,589.2,523.84,483.61,452.38,431.49,429.64,453.49,421.33,540.14,699.06,626.45,633.29,557.22,618.92,559.23,538.2,530.47,582.01,465.68
