Item,Mar '25,Dec '24,Sep '24,Jun '24,Mar '24,Dec '23,Sep '23,Jun '23,Mar '23,Dec '22,Sep '22,Jun '22,Mar '22,Dec '21,Sep '21,Jun '21,Mar '21,Dec '20,Sep '20,Jun '20,Mar '20,Dec '19,Sep '19,Jun '19,Mar '19,Dec '18,Sep '18,Jun '18,Mar '18,Dec '17,Sep '17,Jun '17,Mar '17,Dec '16,Sep '16,Jun '16,Mar '16,Dec '15,Sep '15,Jun '15,Mar '15,Dec '14,Sep '14,Jun '14,Mar '14,Dec '13,Sep '13,Jun '13,Mar '13,Dec '12
Net Sales/Income from operations,173.61,185.23,207.93,185.64,139.38,132.83,179.22,173.66,144.67,130.6,136.95,116.39,111.94,128.22,160.4,127.5,122.88,123.16,116.92,119.73,100.12,154.17,133.26,157.8,140.74,139.76,131.24,125.16,110.44,110.83,103.41,101.89,96.24,89.31,82.62,79.55,78.64,77.16,75.49,67.55,60.92,57.46,54.38,45.93,41.39,40.85,39.76,35.93,29.11,29.33
Other Operating Income,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,11.4,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Total Income From Operations,173.61,185.23,207.93,185.64,139.38,132.83,179.22,173.66,144.67,130.6,136.95,116.39,111.94,128.22,160.4,127.5,122.88,123.16,116.92,119.73,100.12,154.17,133.26,157.8,140.74,139.76,131.24,125.16,110.44,110.83,114.8,101.89,96.24,89.31,82.62,79.55,78.64,77.16,75.49,67.55,60.92,57.46,54.38,45.93,41.39,40.85,39.76,35.93,29.11,29.33
EXPENDITURE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Consumption of Raw Materials,34.25,33.29,32.72,36.38,40.18,43.43,45.84,42.68,40.67,39.47,36.36,34.86,42.91,30.06,45.5,37.55,32.97,32.05,28.63,18.83,20.39,24.0,30.85,20.88,22.71,24.68,23.0,23.65,20.79,25.12,24.05,20.25,16.89,13.19,16.95,17.44,18.39,10.01,10.58,10.01,9.29,9.84,6.6,6.32,5.17,5.41,8.11,8.15,7.18,8.16
Purchase of Traded Goods,17.39,19.24,24.36,16.18,22.91,13.05,19.97,20.84,15.31,12.14,10.31,10.62,13.3,14.01,16.17,14.17,20.21,13.28,23.09,26.35,29.35,46.22,29.05,38.56,38.07,37.93,37.46,32.03,26.42,21.74,20.08,24.04,22.99,26.31,23.54,24.5,23.95,26.15,27.97,25.31,22.97,20.56,24.91,20.21,18.96,18.74,17.9,15.5,12.14,13.17
Increase/Decrease in Stocks,3.66,8.19,4.7,7.81,-19.59,-14.93,-9.37,0.21,0.89,-1.07,2.51,-4.0,-11.79,7.84,-1.23,-3.81,0.59,2.77,-7.51,3.58,-3.36,0.76,-0.92,2.39,1.24,-3.15,-0.63,0.03,-2.67,1.67,-0.99,-0.39,1.4,-1.35,0.43,-0.36,-3.32,1.65,1.36,-1.59,-0.08,0.91,-0.49,-0.74,0.08,1.1,-1.13,-0.19,0.36,-1.19
Power & Fuel,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Employees Cost,14.39,13.89,12.99,10.86,9.77,9.52,9.1,9.72,10.71,9.49,8.21,8.27,7.51,8.44,7.41,7.11,7.31,7.34,5.72,6.22,4.76,6.9,6.64,6.7,7.58,11.68,11.29,11.46,9.82,9.87,10.16,8.97,7.82,8.52,6.93,6.38,6.98,5.81,5.34,5.35,4.63,4.43,3.97,3.5,3.33,2.91,2.66,2.35,1.98,1.75
Depreciation,6.09,6.01,6.49,6.18,6.93,6.76,6.72,6.67,6.29,6.47,6.51,6.37,6.95,6.31,6.31,6.2,5.97,5.61,5.43,5.43,5.68,5.3,4.32,4.36,4.16,5.67,5.57,5.45,6.17,4.52,4.44,3.84,5.03,2.97,2.59,2.66,2.56,2.64,2.1,3.09,1.36,1.83,1.89,1.55,0.86,0.52,0.43,0.44,0.35,0.34
Excise Duty,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Admin. And Selling Expenses,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
R & D Expenses,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,2.02,1.38,1.76,1.54,--,--,--,--,--,--,--,--,--
Provisions And Contingencies,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Exp. Capitalised,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Other Expenses,28.88,33.23,35.0,33.03,28.43,18.44,24.23,23.59,12.22,19.06,22.14,20.53,21.6,14.39,21.15,16.17,18.52,10.74,10.77,7.3,10.46,18.78,15.14,13.28,14.94,19.44,17.88,17.44,21.25,15.46,14.09,15.05,13.76,17.61,12.83,11.21,12.98,9.43,8.31,8.19,8.23,9.44,8.07,7.44,3.93,3.31,7.18,6.43,2.07,1.99
"P/L Before Other Inc. , Int., Excpt. Items & Tax",68.95,71.38,91.67,75.2,50.75,56.56,82.73,69.95,58.58,45.04,50.91,39.74,31.46,47.17,65.09,50.11,37.31,51.37,50.79,52.02,32.86,52.2,48.18,71.63,52.03,43.51,36.67,35.1,28.66,32.45,42.96,30.13,28.36,22.06,19.35,17.71,17.11,19.46,18.45,15.43,12.97,10.44,9.43,7.64,9.06,8.86,4.6,3.26,5.04,5.11
Other Income,41.25,28.83,43.01,21.5,36.18,17.9,24.49,27.27,12.22,29.36,22.45,34.97,10.26,8.54,18.42,19.33,7.36,3.98,3.24,4.05,33.01,8.43,4.58,2.41,3.31,7.37,6.67,18.05,3.07,2.25,2.74,3.86,1.81,1.48,1.63,1.32,1.53,1.15,0.79,0.84,0.62,0.73,0.54,0.69,1.35,0.82,0.48,0.3,0.21,0.47
