Item,Mar '25,Dec '24,Sep '24,Jun '24,Mar '24,Dec '23,Sep '23,Jun '23,Mar '23,Dec '22,Sep '22,Jun '22,Mar '22,Dec '21,Sep '21,Jun '21,Mar '21,Dec '20,Sep '20,Jun '20,Mar '20,Dec '19,Sep '19,Jun '19,Mar '19,Dec '18,Sep '18,Jun '18,Mar '18,Dec '17,Sep '17,Jun '17,Mar '17,Dec '16,Sep '16,Jun '16,Mar '16,Dec '15,Sep '15,Jun '15,Mar '15,Dec '14,Sep '14,Jun '14,Mar '14,Dec '13,Sep '13,Jun '13,Mar '13,Dec '12
Net Sales/Income from operations,1299.28,1207.24,905.49,1044.59,1001.67,902.25,830.34,983.26,1253.46,1058.69,862.3,987.8,916.38,643.83,435.06,533.07,546.04,389.41,348.32,300.63,392.45,384.59,329.37,403.28,481.6,435.88,357.3,388.44,393.27,313.02,251.86,315.12,343.13,303.08,224.49,311.73,315.96,268.58,227.96,271.75,287.64,248.35,213.27,259.92,273.85,211.2,208.16,203.55,259.62,217.77
Other Operating Income,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1.62,0.85,0.98,1.57,1.17,1.13,1.38,1.98,0.49,1.13,1.97,4.23,1.16,1.44,0.43,0.72,0.4
Total Income From Operations,1299.28,1207.24,905.49,1044.59,1001.67,902.25,830.34,983.26,1253.46,1058.69,862.3,987.8,916.38,643.83,435.06,533.07,546.04,389.41,348.32,300.63,392.45,384.59,329.37,403.28,481.6,435.88,357.3,388.44,393.27,313.02,251.86,315.12,343.13,304.7,225.34,312.71,317.53,269.75,229.09,273.14,289.62,248.84,214.4,261.89,278.09,212.36,209.6,203.98,260.34,218.17
EXPENDITURE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Consumption of Raw Materials,699.95,612.83,451.48,590.19,537.06,463.68,411.44,636.45,763.13,729.46,550.61,753.57,618.18,430.76,273.98,324.27,325.72,240.15,180.67,172.17,234.25,218.84,168.51,250.52,292.68,265.47,184.54,226.3,240.23,184.68,132.15,192.96,197.55,173.57,121.12,186.33,185.79,158.31,133.04,165.82,145.53,155.98,131.87,166.48,147.31,118.45,100.39,123.08,159.28,128.81
Purchase of Traded Goods,42.37,75.31,62.17,51.33,24.47,85.51,73.7,48.92,51.64,55.01,54.76,52.15,42.29,42.28,34.48,41.29,46.84,32.94,28.39,13.99,29.62,26.59,30.51,15.55,14.84,23.32,21.34,33.27,19.21,24.49,27.48,17.84,28.61,16.2,17.21,14.05,17.33,21.33,11.89,10.66,51.24,0.18,2.73,1.38,18.4,11.16,19.0,2.32,3.68,22.69
Increase/Decrease in Stocks,-5.7,18.73,-11.28,-7.57,18.55,14.44,10.29,-23.06,37.63,-16.09,-3.76,-23.29,-9.7,-6.32,-5.23,-4.11,-9.59,-3.47,-4.49,0.08,-6.68,3.07,0.82,-11.16,0.34,-3.5,24.12,-7.04,-6.01,-2.76,-2.27,-6.05,-3.12,1.94,0.9,-1.51,0.01,-0.9,-1.78,-0.31,-0.59,3.37,3.37,-3.77,-2.37,-2.67,3.51,-2.28,2.58,-3.75
Power & Fuel,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Employees Cost,70.34,56.43,52.78,52.73,52.24,48.17,42.6,42.5,40.97,39.43,35.06,29.9,47.2,28.62,27.71,28.36,26.82,24.59,23.32,21.25,24.43,21.63,22.36,23.83,24.07,23.31,21.86,19.68,17.66,17.98,15.91,17.45,15.53,13.67,12.2,12.95,11.44,11.22,10.12,10.63,9.62,9.61,10.01,11.19,11.11,9.01,8.9,9.67,8.9,8.08
Depreciation,20.75,19.1,17.86,16.93,16.2,16.13,15.72,15.32,14.73,14.41,14.11,13.77,14.95,12.29,11.86,10.34,9.75,9.67,9.39,9.17,8.91,8.6,8.55,7.9,7.52,7.38,7.17,6.86,6.77,6.68,6.86,5.78,5.06,4.84,4.73,4.65,4.39,4.49,4.45,4.39,6.96,3.63,3.56,3.52,3.24,3.31,3.08,2.94,2.65,2.67
