Item,Mar '25,Dec '24,Sep '24,Jun '24,Mar '24,Dec '23,Sep '23,Jun '23,Mar '23,Dec '22,Sep '22,Jun '22,Mar '22,Dec '21,Sep '21,Jun '21,Mar '21,Dec '20,Sep '20,Jun '20,Mar '20,Dec '19,Sep '19,Jun '19,Mar '19,Dec '18,Sep '18,Jun '18,Mar '18,Dec '17,Sep '17,Jun '17,Mar '17,Dec '16,Sep '16,Jun '16,Mar '16,Dec '15,Sep '15,Jun '15,Mar '15,Dec '14,Sep '14,Jun '14,Mar '14,Dec '13,Sep '13,Jun '13,Mar '13,Dec '12
Net Sales/Income from operations,124.86,127.46,115.58,118.23,115.6,119.84,112.4,117.87,122.54,123.88,117.87,112.22,102.95,85.86,59.84,39.29,83.52,80.59,44.9,40.16,98.22,119.86,113.07,113.28,110.38,112.14,108.59,109.23,104.44,100.14,94.47,98.16,91.92,99.96,92.87,91.17,91.47,91.15,86.89,86.29,80.79,81.16,77.89,75.61,78.68,75.59,70.72,69.82,72.21,69.34
Other Operating Income,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Total Income From Operations,124.86,127.46,115.58,118.23,115.6,119.84,112.4,117.87,122.54,123.88,117.87,112.22,102.95,85.86,59.84,39.29,83.52,80.59,44.9,40.16,98.22,119.86,113.07,113.28,110.38,112.14,108.59,109.23,104.44,100.14,94.47,98.16,91.92,99.96,92.87,91.17,91.47,91.15,86.89,86.29,80.79,81.16,77.89,75.61,78.68,75.59,70.72,69.82,72.21,69.34
EXPENDITURE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Consumption of Raw Materials,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Purchase of Traded Goods,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Increase/Decrease in Stocks,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Power & Fuel,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,10.64,11.8,10.43,10.4,10.2,10.3,8.9,10.75,11.12,10.65,7.95,9.42,9.76,10.25,7.88,8.8,9.15,7.53,9.65,10.22
Employees Cost,7.76,12.52,8.31,9.11,8.1,12.17,9.15,6.63,5.27,10.46,8.9,7.9,5.57,5.72,5.9,4.0,3.64,4.21,2.64,2.2,3.41,10.12,4.87,4.97,5.21,8.22,5.75,5.03,4.5,5.28,3.74,3.68,3.06,4.5,3.14,3.18,2.67,3.38,2.72,2.52,2.75,2.16,2.02,2.04,1.82,1.9,2.03,2.03,2.04,1.9
Depreciation,15.85,11.98,8.68,8.13,10.76,8.09,8.03,7.88,7.49,8.39,7.67,7.1,7.47,7.24,7.12,6.83,9.09,10.24,11.54,11.51,14.34,10.87,10.48,10.62,11.4,11.45,10.95,10.39,11.01,10.44,10.01,8.83,8.16,7.59,7.2,7.11,7.57,7.41,7.19,7.15,8.44,7.64,7.47,7.5,6.53,5.86,6.53,6.52,7.07,6.87
Excise Duty,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Admin. And Selling Expenses,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
R & D Expenses,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Provisions And Contingencies,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Exp. Capitalised,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Other Expenses,47.39,33.76,35.03,32.1,28.72,30.25,29.79,29.05,37.15,26.95,25.15,30.68,32.62,22.62,28.06,19.22,49.9,30.23,21.82,11.08,38.46,43.43,41.73,38.27,39.02,37.64,35.46,35.38,35.55,32.91,18.21,18.68,18.17,18.27,15.48,14.98,18.72,16.6,14.51,13.42,18.67,18.07,15.75,13.51,20.97,15.16,11.69,12.78,12.63,9.84
"P/L Before Other Inc. , Int., Excpt. Items & Tax",53.85,69.21,63.56,68.9,68.02,69.33,65.43,74.31,72.63,78.08,76.16,66.53,57.3,50.27,18.75,9.24,20.9,35.92,8.91,15.37,42.0,55.43,56.0,59.42,54.75,54.83,56.43,58.43,53.38,51.51,51.87,55.17,52.09,59.2,56.84,55.59,53.62,53.02,51.34,52.55,42.99,43.86,42.89,42.31,41.48,43.87,41.32,40.97,40.83,40.52
Other Income,21.65,14.04,104.52,6.04,5.29,4.82,92.69,5.92,9.78,7.67,6.32,40.15,25.82,13.29,14.88,35.44,13.61,270.05,9.05,4.86,3.7,5.49,28.44,4.85,11.61,4.83,42.85,3.32,4.86,3.15,38.27,6.41,8.99,-1.5,24.36,23.22,25.08,25.05,23.87,25.02,25.89,25.8,23.09,21.95,21.56,19.66,17.24,21.54,14.05,12.59
"P/L Before Int., Excpt. Items & Tax",75.5,83.25,168.08,74.94,73.31,74.15,158.12,80.23,82.4,85.75,82.48,106.69,83.12,63.56,33.63,44.67,34.5,305.97,17.96,20.23,45.71,60.92,84.44,64.28,66.36,59.65,99.28,61.75,58.24,54.66,90.13,61.58,61.08,57.71,81.2,78.82,78.7,78.07,75.21,77.57,68.87,69.67,65.99,64.26,63.04,63.54,58.56,62.51,54.87,53.1
Interest,19.23,18.63,18.11,16.77,15.94,16.21,15.97,16.46,16.44,17.04,17.74,14.6,17.76,14.59,15.55,15.67,12.7,13.33,17.01,19.38,19.11,19.58,18.64,18.45,19.04,20.47,21.19,17.04,17.55,17.53,19.59,19.82,16.61,22.26,22.7,19.7,18.28,17.71,15.75,17.05,18.85,20.57,17.89,13.35,12.93,14.61,9.71,7.17,6.58,6.99
P/L Before Exceptional Items & Tax,56.27,64.62,149.97,58.17,57.37,57.94,142.15,63.77,65.97,68.71,64.74,92.08,65.36,48.97,18.08,29.01,21.81,292.64,0.95,0.85,26.59,41.34,65.8,45.83,47.32,39.18,78.09,44.7,40.69,37.12,70.54,41.76,44.48,35.44,58.5,59.12,60.42,60.36,59.47,60.52,50.02,49.1,48.1,50.91,50.11,48.93,48.85,55.34,48.3,46.11
Exceptional Items,-6.99,--,--,47.38,--,--,--,--,48.44,--,--,--,--,24.22,--,208.87,--,--,--,--,--,--,-1.25,--,--,--,--,--,--,--,--,--,--,-35.0,--,--,-28.0,--,--,--,-84.25,--,--,--,--,--,--,--,--,--
P/L Before Tax,49.28,64.62,149.97,105.54,57.37,57.94,142.15,63.77,114.41,68.71,64.74,92.08,65.36,73.19,18.08,237.88,21.81,292.64,0.95,0.85,26.59,41.34,64.55,45.83,47.32,39.18,78.09,44.7,40.69,37.12,70.54,41.76,44.48,0.44,58.5,59.12,32.42,60.36,59.47,60.52,-34.23,49.1,48.1,50.91,50.11,48.93,48.85,55.34,48.3,46.11
Tax,-2.28,8.8,16.06,9.54,4.5,7.72,16.21,12.59,13.25,14.38,9.34,8.86,7.86,10.85,2.7,3.17,13.82,9.87,0.24,0.07,6.46,8.23,5.86,10.21,10.15,8.41,7.62,10.04,9.28,7.96,7.47,10.57,7.69,-5.23,12.28,14.25,16.22,15.04,14.84,15.77,13.7,11.03,11.6,15.7,13.74,11.11,12.32,13.51,12.18,11.97
P/L After Tax from Ordinary Activities,51.57,55.81,133.92,96.0,52.87,50.22,125.94,51.18,101.16,54.33,55.4,83.22,57.5,62.33,15.38,234.71,7.99,282.78,0.71,0.77,20.14,33.11,58.69,35.63,37.18,30.77,70.47,34.67,31.41,29.17,63.07,31.19,36.79,5.67,46.22,44.87,16.19,45.32,44.63,44.75,-47.93,38.07,36.5,35.21,36.37,37.82,36.53,41.83,36.12,34.14
Prior Year Adjustments,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Extra Ordinary Items,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Net Profit/(Loss) For the Period,51.57,55.81,133.92,96.0,52.87,50.22,125.94,51.18,101.16,54.33,55.4,83.22,57.5,62.33,15.38,234.71,7.99,282.78,0.71,0.77,20.14,33.11,58.69,35.63,37.18,30.77,70.47,34.67,31.41,29.17,63.07,31.19,36.79,5.67,46.22,44.87,16.19,45.32,44.63,44.75,-47.93,38.07,36.5,35.21,36.37,37.82,36.53,41.83,36.12,34.14
Equity Share Capital,71.5,71.5,71.5,35.75,35.74,35.73,35.73,35.73,35.72,35.72,35.71,35.71,35.7,34.43,34.4,34.38,34.37,34.36,34.34,30.69,30.69,30.68,30.67,30.67,30.66,30.65,30.64,30.64,30.63,30.62,30.62,30.61,30.61,30.61,30.61,30.61,30.6,30.6,30.6,29.0,28.99,28.98,28.98,28.97,28.97,28.97,28.97,28.97,28.97,28.97
Reserves Excluding Revaluation Reserves,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Equity Dividend Rate (%),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
EPS Before Extra Ordinary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Basic EPS,1.44,1.56,3.75,5.36,2.91,2.81,7.05,2.87,5.66,3.04,2.9,4.66,3.21,3.49,0.89,13.65,0.24,17.43,0.04,0.05,1.31,2.16,3.83,2.32,2.43,2.01,4.6,2.26,2.05,1.9,4.12,2.04,2.4,0.37,3.02,2.93,1.02,2.96,2.95,3.09,-3.3,2.63,2.52,2.43,2.51,2.61,2.52,2.89,2.49,2.36
Diluted EPS,1.44,1.56,3.74,5.36,2.91,2.81,7.05,2.86,5.66,3.04,2.89,4.66,3.21,3.5,0.9,13.63,0.24,17.39,0.04,0.05,1.31,2.15,3.81,2.32,2.42,1.99,4.59,2.26,2.05,1.9,4.11,2.03,2.39,0.37,3.02,2.93,1.02,2.96,2.94,3.08,-3.3,2.63,2.52,2.43,2.51,2.61,2.52,2.89,2.49,2.36
EPS After Extra Ordinary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public Share Holding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No Of Shares (Crores),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,5.73,4.94,4.94,4.93,4.93,4.93,4.93,4.93,4.93,4.93,4.93,4.93
