Item,Mar '25,Dec '24,Sep '24,Jun '24,Mar '24,Dec '23,Sep '23,Jun '23,Mar '23,Dec '22,Sep '22,Jun '22,Mar '22,Dec '21,Sep '21,Jun '21,Mar '21,Dec '20,Sep '20,Jun '20,Mar '20,Dec '19,Sep '19,Jun '19,Mar '19,Dec '18,Sep '18,Jun '18,Mar '18,Dec '17,Sep '17,Jun '17,Mar '17,Dec '16,Sep '16,Jun '16,Mar '16,Dec '15,Sep '15,Jun '15,Mar '15,Dec '14,Sep '14,Jun '14,Mar '14,Dec '13,Sep '13,Jun '13,Mar '13,Dec '12
Net Sales/Income from operations,3950.57,3759.06,3697.29,3520.6,3596.79,3556.19,3458.51,3406.99,3687.18,3710.81,3554.01,3193.85,2405.92,2215.46,1831.19,1257.39,1550.63,1446.16,1440.74,638.57,1552.53,1664.17,1692.45,1576.12,1542.64,1508.44,1421.5,1287.4,1232.93,1183.9,1126.09,1049.22,1001.89,942.9,962.43,897.04,885.63,926.92,965.81,899.43,912.91,940.97,948.86,867.18,966.48,1040.43,1009.02,901.46,881.78,868.03
Other Operating Income,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,3.84,4.06,2.62,--,2.3,3.37,2.33,3.88,3.44,2.19,1.55,1.57,0.96,1.01,1.24,0.63,1.41
Total Income From Operations,3950.57,3759.06,3697.29,3520.6,3596.79,3556.19,3458.51,3406.99,3687.18,3710.81,3554.01,3193.85,2405.92,2215.46,1831.19,1257.39,1550.63,1446.16,1440.74,638.57,1552.53,1664.17,1692.45,1576.12,1542.64,1508.44,1421.5,1287.4,1232.93,1183.9,1126.09,1049.22,1001.89,946.74,966.49,899.66,885.63,929.22,969.18,901.76,916.79,944.41,951.05,868.73,968.05,1041.39,1010.03,902.7,882.41,869.45
EXPENDITURE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Consumption of Raw Materials,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Purchase of Traded Goods,2941.76,2944.37,2707.45,2481.96,2552.9,2547.63,2380.8,2332.38,2794.07,2864.0,2610.03,2172.77,1518.68,1385.35,929.97,562.09,714.51,606.29,610.34,298.63,825.73,940.69,990.45,921.9,905.65,907.68,842.5,742.07,677.2,673.06,593.05,548.5,553.55,518.12,534.98,477.33,524.33,568.33,624.09,558.62,--,625.84,609.71,541.68,677.75,715.32,692.62,595.74,585.09,576.02
Increase/Decrease in Stocks,-0.52,-1.08,-0.61,-0.15,-0.07,-1.74,-0.49,1.67,-1.55,-0.41,-0.68,-2.21,-0.84,-1.14,-1.7,-0.08,-0.62,0.56,-0.63,0.46,0.47,0.27,0.05,-0.2,0.19,-0.42,-0.04,-0.3,-0.18,-0.33,-0.03,0.14,-0.07,-0.02,-0.2,0.03,0.61,0.17,-0.13,0.08,0.05,-0.33,-0.17,0.29,0.28,-0.11,-0.06,-0.27,-0.08,-0.1
Power & Fuel,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Employees Cost,50.97,50.16,48.43,50.71,65.96,58.28,51.55,50.84,46.68,43.77,49.65,48.08,38.52,47.65,52.39,37.39,34.28,37.46,31.25,31.4,35.01,43.66,36.36,36.67,46.62,34.74,30.09,31.1,27.66,27.4,25.89,25.1,18.35,25.89,23.71,23.76,20.51,24.28,16.7,16.87,16.59,16.34,16.87,16.19,14.48,15.64,14.76,14.68,17.82,13.82
Depreciation,119.82,121.55,118.39,114.31,110.77,101.82,102.23,98.93,93.77,92.49,91.43,85.67,75.27,83.5,80.48,77.81,76.12,74.99,71.11,68.17,65.51,64.13,62.14,60.47,52.24,51.28,50.3,47.26,47.04,45.33,45.02,43.9,24.37,47.87,48.28,46.55,17.77,46.05,46.45,45.98,37.37,37.56,36.96,36.83,55.76,55.83,54.79,53.15,48.86,47.42
