Item,Mar '25,Dec '24,Sep '24,Jun '24,Mar '24,Dec '23,Sep '23,Jun '23,Mar '23,Dec '22,Sep '22,Jun '22,Mar '22,Dec '21,Sep '21,Jun '21,Mar '21,Dec '20,Sep '20,Jun '20,Mar '20,Dec '19,Sep '19,Jun '19,Mar '19,Dec '18,Sep '18,Jun '18,Mar '18,Dec '17,Sep '17,Jun '17,Mar '17,Dec '16,Sep '16,Jun '16,Mar '16,Dec '15,Sep '15,Jun '15,Mar '15,Dec '14,Sep '14,Jun '14,Mar '14,Dec '13,Sep '13,Jun '13,Mar '13,Dec '12
Net Sales/Income from operations,1574.77,1293.53,897.51,1110.33,1424.34,1198.61,1071.56,1112.27,1436.01,1057.4,899.82,976.8,974.06,927.01,711.7,526.0,696.08,440.79,576.89,578.07,629.09,756.05,610.33,587.67,686.74,728.48,730.33,609.35,619.07,535.6,317.63,294.52,388.43,354.05,313.21,338.44,494.12,347.99,398.78,420.45,361.0,487.18,417.67,330.59,388.44,334.41,273.85,275.32,345.26,271.8
Other Operating Income,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,8.86,8.67,--,12.83,16.11,9.65,9.34,13.91,12.34,20.39,18.85,12.44,12.27,13.62,15.76,--,--
Total Income From Operations,1574.77,1293.53,897.51,1110.33,1424.34,1198.61,1071.56,1112.27,1436.01,1057.4,899.82,976.8,974.06,927.01,711.7,526.0,696.08,440.79,576.89,578.07,629.09,756.05,610.33,587.67,686.74,728.48,730.33,609.35,619.07,535.6,317.63,294.52,388.43,362.91,321.88,338.44,506.95,364.1,408.42,429.8,374.91,499.52,438.07,349.44,400.87,346.68,287.47,291.09,345.26,271.8
EXPENDITURE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Consumption of Raw Materials,847.51,706.74,674.36,815.67,933.24,892.97,695.77,776.59,791.87,873.76,720.37,639.7,709.52,686.69,562.69,365.73,406.69,244.2,356.16,352.8,454.48,511.08,411.48,373.13,455.61,512.36,535.0,434.32,443.41,390.13,197.6,204.32,244.39,228.87,198.21,241.6,281.0,242.54,249.91,279.07,242.87,327.67,321.82,256.45,202.36,236.91,192.42,178.11,215.43,177.23
Purchase of Traded Goods,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,4.54,--,--,1.3,0.14,0.01,0.08,1.39,0.08,0.09,0.13,0.77,9.8,2.9,7.89,2.29,1.86,0.03
Increase/Decrease in Stocks,186.4,148.34,-114.38,-55.22,51.6,-84.89,-34.51,-36.58,138.73,-188.42,-128.78,43.42,-63.7,-25.33,-95.82,-35.9,4.45,18.17,26.98,61.94,-35.07,-0.25,-32.55,14.0,45.03,-6.5,-51.58,-20.21,-40.72,-41.81,5.58,-17.81,-6.45,-12.59,7.4,-26.77,49.7,-2.04,24.8,-8.26,10.03,6.28,-41.36,-30.33,44.61,-7.16,-27.45,-2.08,5.12,-16.09
Power & Fuel,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Employees Cost,73.87,68.08,62.29,61.44,55.97,56.47,52.45,59.44,52.13,50.96,46.63,44.7,39.4,41.71,43.84,32.97,39.7,33.42,34.86,32.85,33.14,36.82,39.36,35.49,25.58,32.92,38.07,32.51,31.46,29.18,25.12,23.41,23.4,25.2,24.7,24.51,26.57,24.33,24.79,25.59,21.04,24.4,24.96,21.15,20.27,20.15,18.76,19.75,20.51,16.09
Depreciation,24.27,22.96,22.05,22.5,21.24,21.1,20.3,20.95,19.84,18.95,18.69,19.01,23.1,19.01,18.88,19.22,14.98,13.35,14.21,14.31,14.59,15.17,14.43,14.32,15.0,15.63,15.89,15.91,15.33,15.49,14.56,15.24,15.32,15.12,14.28,14.99,14.79,14.11,14.22,13.65,11.93,13.52,16.23,12.69,11.94,12.21,10.96,10.75,11.14,11.04
