Item,Dec '24,Sep '24,Jun '24,Mar '24,Dec '23,Sep '23,Jun '23,Mar '23,Dec '22,Sep '22,Jun '22,Mar '22,Dec '21,Sep '21,Jun '21,Mar '21,Dec '20,Sep '20,Jun '20,Mar '20,Dec '19,Sep '19,Jun '19,Mar '19,Dec '18,Sep '18,Jun '18,Mar '18,Dec '17,Sep '17,Jun '17,Mar '17,Dec '16,Sep '16,Jun '16,Mar '16,Dec '15,Sep '15,Jun '15,Mar '15,Dec '14,Sep '14,Jun '14,Mar '14,Dec '13,Sep '13,Jun '13,Mar '13,Dec '12,Sep '12
Net Sales/Income from operations,743.47,883.8,880.18,1314.5,905.43,941.47,929.59,1175.59,830.21,847.4,890.6,1010.74,766.3,755.57,739.98,935.79,686.27,601.2,479.37,675.56,557.88,546.2,464.6,715.71,448.89,416.29,556.36,624.37,433.19,393.34,480.75,485.11,380.55,363.24,303.64,294.32,203.49,212.67,174.63,256.21,213.16,170.21,236.44,265.56,207.78,157.0,206.69,227.52,164.03,138.5
Other Operating Income,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,-3.01,1.73,10.26,-0.47,1.52,15.07,4.28,-3.42,-0.54,0.4,0.21,0.04,-5.12,1.09,0.84,0.96,2.42,0.97,0.54
Total Income From Operations,743.47,883.8,880.18,1314.5,905.43,941.47,929.59,1175.59,830.21,847.4,890.6,1010.74,766.3,755.57,739.98,935.79,686.27,601.2,479.37,675.56,557.88,546.2,464.6,715.71,448.89,416.29,556.36,624.37,433.19,393.34,480.75,482.1,382.28,373.5,303.17,295.84,218.56,216.94,171.21,255.67,213.56,170.42,236.48,260.44,208.87,157.85,207.65,229.94,164.99,139.04
EXPENDITURE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Consumption of Raw Materials,338.89,387.89,365.47,514.9,376.38,378.83,390.04,409.99,336.24,315.41,433.11,306.72,270.18,274.57,329.24,332.06,214.09,190.45,189.85,220.01,175.2,172.08,185.99,192.97,148.03,165.22,136.98,164.46,127.62,112.16,101.27,97.47,80.56,77.74,79.32,70.67,58.41,66.15,83.94,97.02,88.4,58.15,93.43,90.2,63.66,63.76,73.01,61.09,52.75,43.68
Purchase of Traded Goods,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Increase/Decrease in Stocks,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Power & Fuel,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Employees Cost,41.35,52.56,41.92,43.24,49.4,41.64,39.27,41.02,44.46,46.94,38.58,40.97,34.25,36.06,33.5,34.83,40.24,29.26,27.76,31.5,30.3,36.28,27.14,24.77,23.57,24.93,19.59,19.97,18.08,19.26,14.81,14.56,14.81,12.99,12.87,11.57,10.57,11.54,9.84,11.03,9.63,8.89,8.53,8.9,8.63,9.07,8.34,7.86,7.17,7.46
Depreciation,22.86,22.61,22.52,32.56,32.54,31.06,28.34,40.05,38.09,36.61,32.67,39.87,35.82,31.97,26.93,38.77,37.33,35.18,33.09,53.76,51.69,47.52,38.87,47.84,45.0,39.26,36.0,49.1,37.14,23.53,24.38,19.49,16.59,14.63,13.17,10.99,10.83,10.78,10.54,12.57,12.89,13.23,15.36,14.1,14.38,14.44,14.31,14.0,14.1,14.23
Excise Duty,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Admin. And Selling Expenses,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,72.87,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
R & D Expenses,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Provisions And Contingencies,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Exp. Capitalised,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Other Expenses,211.65,278.55,280.74,542.26,332.3,354.74,327.02,512.63,293.48,296.29,253.93,455.05,302.98,277.4,233.94,386.71,296.68,257.45,167.42,277.17,227.99,212.05,161.46,353.87,187.18,143.0,289.92,319.22,189.11,179.43,280.14,224.98,229.22,226.79,167.29,168.47,103.01,100.11,52.86,112.92,85.51,73.02,103.47,124.12,102.24,59.46,97.61,126.33,76.65,60.08
"P/L Before Other Inc. , Int., Excpt. Items & Tax",128.73,142.19,169.52,181.54,114.81,135.2,144.91,171.89,117.94,152.15,132.31,168.14,123.08,135.57,116.36,143.42,97.94,88.87,61.24,93.12,72.7,78.26,51.15,96.26,45.12,43.88,73.86,71.62,61.24,58.96,60.15,52.74,41.1,41.34,30.52,34.15,35.73,28.36,14.03,22.13,17.13,17.13,15.69,23.13,19.95,11.12,14.37,20.66,14.32,13.6
Other Income,116.55,297.0,19.6,124.06,6.02,5.02,7.07,9.57,5.87,7.57,9.08,18.51,7.83,10.54,4.8,9.38,26.58,7.59,6.1,7.28,6.97,25.56,16.78,15.14,21.67,8.81,17.76,18.28,6.08,2.69,12.26,0.98,10.22,13.22,5.85,15.37,1.63,7.9,5.59,5.4,2.01,2.2,2.85,10.62,1.88,1.24,1.77,4.79,4.36,0.63
"P/L Before Int., Excpt. Items & Tax",245.28,439.19,189.12,305.6,120.83,140.21,151.98,181.45,123.82,159.72,141.38,186.65,130.91,146.11,121.17,152.79,124.51,96.46,67.34,100.4,79.67,103.82,67.92,111.41,66.78,52.69,91.62,89.9,67.33,61.65,72.41,53.72,51.33,54.56,36.37,49.52,37.37,36.26,19.61,27.53,19.14,19.33,18.55,33.75,21.83,12.36,16.13,25.45,18.68,14.23
Interest,3.08,2.04,4.06,11.28,7.21,5.79,5.02,7.97,15.96,8.4,6.93,6.0,6.35,7.19,7.9,4.32,18.4,15.79,10.21,14.46,14.15,9.76,9.04,7.49,7.26,7.42,7.19,8.79,4.9,4.26,5.19,5.42,6.64,5.56,4.28,4.04,2.6,3.45,2.53,3.18,2.86,3.23,2.97,5.92,3.09,4.43,3.76,3.66,2.75,2.07
P/L Before Exceptional Items & Tax,242.2,437.15,185.06,294.32,113.62,134.43,146.96,173.48,107.86,151.32,134.45,180.64,124.56,138.91,113.27,148.48,106.11,80.67,57.13,85.94,65.52,94.06,58.88,103.92,59.53,45.27,84.42,81.11,62.43,57.4,67.22,48.3,44.69,49.0,32.1,45.48,34.76,32.81,17.08,24.35,16.28,16.09,15.57,27.83,18.75,7.93,12.38,21.79,15.93,12.16
Exceptional Items,--,-15.01,--,--,--,--,--,--,137.97,--,--,--,21.4,--,--,--,--,-11.25,--,--,-6.72,-4.01,--,-2.55,--,--,--,--,--,--,--,--,-10.87,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
P/L Before Tax,242.2,422.14,185.06,294.32,113.62,134.43,146.96,173.48,245.82,151.32,134.45,180.64,145.95,138.91,113.27,148.48,106.11,69.42,57.13,85.94,58.8,90.05,58.88,101.37,59.53,45.27,84.42,81.11,62.43,57.4,67.22,48.3,33.82,49.0,32.1,45.48,34.76,32.81,17.08,24.35,16.28,16.09,15.57,27.83,18.75,7.93,12.38,21.79,15.93,12.16
Tax,60.01,87.74,51.17,96.14,28.09,34.57,36.7,44.88,83.99,43.76,33.61,67.86,45.19,43.67,40.26,71.5,28.53,19.59,17.34,18.73,18.6,19.96,11.17,9.22,7.42,0.26,10.42,1.37,-3.27,-1.67,-0.37,-4.14,3.15,5.07,1.88,5.71,1.96,-22.54,2.06,-0.03,1.4,2.14,-4.22,-0.18,5.28,-0.48,1.28,4.14,3.41,1.51
