Item,Mar '25,Dec '24,Sep '24,Jun '24,Mar '24,Dec '23,Sep '23,Jun '23,Mar '23,Dec '22,Sep '22,Jun '22,Mar '22,Dec '21,Sep '21,Jun '21,Mar '21,Dec '20,Sep '20,Jun '20,Mar '20,Dec '19,Sep '19,Jun '19,Mar '19,Dec '18,Sep '18,Jun '18,Mar '18,Dec '17,Sep '17,Jun '17,Mar '17,Dec '16,Sep '16,Jun '16,Mar '16,Dec '15,Sep '15,Jun '15,Mar '15,Dec '14,Sep '14,Jun '14,Mar '14,Dec '13,Sep '13,Jun '13,Mar '13,Dec '12
Net Sales/Income from operations,1353.99,1256.58,1288.84,1310.33,1278.13,1180.62,1234.31,1215.65,1234.73,1226.87,1218.19,1239.64,1146.44,1024.25,1063.07,938.81,1050.26,914.5,744.25,267.88,701.56,670.33,741.03,905.58,962.44,982.07,969.83,938.79,945.45,848.13,813.72,788.82,775.11,697.66,723.52,701.88,688.03,602.43,650.13,621.62,581.78,575.46,606.34,566.81,507.96,467.47,491.66,515.3,469.44,488.03
Other Operating Income,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,28.99,27.7,22.6,8.85,18.04,22.47,25.79,39.77,45.86,39.39,31.78,32.18,--,--,--,--,--,11.66,14.69,11.12,12.78,11.47,10.18,10.32,18.62,13.16,12.42,11.8,12.66,8.98,10.02,8.23,12.24,12.06
Total Income From Operations,1353.99,1256.58,1288.84,1310.33,1278.13,1180.62,1234.31,1215.65,1234.73,1226.87,1218.19,1239.64,1146.44,1024.25,1063.07,938.81,1079.25,942.2,766.85,276.73,719.6,692.8,766.82,945.35,1008.3,1021.46,1001.61,970.97,945.45,848.13,813.72,788.82,775.11,709.32,738.21,713.0,700.81,613.9,660.31,631.94,600.4,588.62,618.76,578.61,520.62,476.45,501.68,523.53,481.68,500.09
EXPENDITURE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Consumption of Raw Materials,586.62,543.79,564.31,559.68,546.03,503.68,576.55,531.72,556.74,580.24,582.17,578.7,554.59,454.34,486.09,409.43,470.63,404.22,309.7,83.15,296.44,273.88,271.1,403.37,433.51,450.5,456.67,424.26,385.24,362.43,317.38,317.63,287.47,279.02,301.37,284.69,269.99,231.93,284.41,276.38,247.45,258.91,289.67,261.1,220.54,214.84,221.88,238.82,215.97,232.27
Purchase of Traded Goods,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Increase/Decrease in Stocks,-30.52,-36.84,-52.59,-2.31,-3.21,30.27,-38.44,6.08,1.88,-4.12,-38.92,-11.53,-24.94,-2.3,-39.04,-31.69,-20.35,-32.29,-6.42,35.15,0.27,12.16,61.32,-23.87,-11.22,-21.35,-36.4,-18.32,4.12,-15.17,1.87,-6.77,16.58,-4.0,-21.68,-8.03,25.96,16.31,-16.68,-12.39,2.79,-21.28,-29.29,-14.0,-10.19,-6.94,7.9,15.85,-2.23,6.58
Power & Fuel,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Employees Cost,92.74,92.81,92.2,88.86,86.12,86.1,87.05,88.44,81.19,85.58,83.01,84.2,77.72,79.24,78.11,76.66,82.87,68.74,61.63,58.2,61.8,75.39,77.18,88.1,91.88,84.71,86.42,87.46,86.17,81.66,79.25,81.19,84.73,75.7,73.97,69.67,68.19,66.51,65.43,64.69,60.53,62.51,61.68,60.13,59.27,53.76,54.71,55.9,47.83,51.16
Depreciation,44.75,44.61,44.09,42.35,41.67,42.2,43.37,40.83,38.95,39.88,39.43,38.76,38.92,38.31,38.02,37.58,36.22,37.07,36.81,36.48,35.75,34.25,33.81,32.7,29.85,27.8,26.46,25.74,25.17,24.27,23.82,24.81,18.92,22.0,24.71,24.14,24.65,22.43,22.14,22.59,23.87,21.76,15.19,27.5,18.77,19.42,19.3,18.88,17.17,18.16
Excise Duty,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Admin. And Selling Expenses,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
R & D Expenses,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Provisions And Contingencies,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Exp. Capitalised,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Other Expenses,500.78,454.22,471.1,442.89,445.04,383.68,408.54,394.06,400.05,386.28,406.37,379.99,371.62,316.92,338.18,301.07,335.97,298.89,240.93,94.88,243.33,215.25,219.23,301.99,317.88,314.97,305.91,300.98,304.06,268.82,261.72,249.27,243.36,228.63,245.01,231.92,230.5,204.44,231.26,214.94,223.04,215.78,194.39,179.56,178.94,151.17,156.35,153.34,156.76,156.61
"P/L Before Other Inc. , Int., Excpt. Items & Tax",159.62,157.99,169.73,178.86,162.48,134.69,157.24,154.52,155.92,139.01,146.13,169.52,128.53,137.74,161.71,145.76,173.91,165.57,124.2,-31.13,82.01,81.87,104.18,143.06,146.4,164.83,162.55,150.85,140.69,126.12,129.68,122.69,124.05,107.97,114.83,110.61,81.52,72.28,73.75,65.73,42.72,50.94,87.12,64.32,53.29,44.2,41.54,40.74,46.18,35.31
Other Income,8.1,0.31,11.33,1.85,16.65,24.3,4.66,1.96,6.43,9.31,7.66,6.58,10.88,3.97,1.22,9.54,2.36,3.21,6.51,7.64,3.57,8.42,7.36,1.09,7.52,1.94,9.58,15.31,17.34,0.98,5.98,8.82,0.37,5.65,1.96,5.21,19.88,1.25,7.37,5.92,13.97,5.18,3.1,1.11,6.17,4.06,17.26,21.22,5.63,4.24
"P/L Before Int., Excpt. Items & Tax",167.72,158.3,181.06,180.71,179.13,158.99,161.9,156.48,162.35,148.32,153.79,176.1,139.41,141.71,162.93,155.3,176.27,168.78,130.71,-23.49,85.58,90.29,111.54,144.15,153.92,166.77,172.13,166.16,158.03,127.1,135.66,131.51,124.42,113.62,116.79,115.82,101.4,73.53,81.12,71.65,56.69,56.12,90.22,65.43,59.46,48.26,58.8,61.96,51.81,39.55
Interest,5.62,5.2,5.36,3.52,4.79,3.41,3.9,5.89,9.02,6.27,4.33,5.01,3.92,3.23,2.07,4.17,3.41,2.78,0.06,7.91,11.06,9.16,14.04,9.6,7.97,7.92,10.35,12.72,12.31,0.48,13.48,6.29,6.14,10.98,12.3,14.26,18.52,16.26,14.5,10.69,25.09,20.13,23.36,12.81,9.86,9.76,16.29,22.68,18.23,22.38
P/L Before Exceptional Items & Tax,162.1,153.1,175.7,177.19,174.34,155.58,158.0,150.59,153.33,142.05,149.46,171.09,135.49,138.48,160.86,151.13,172.86,166.0,130.65,-31.4,74.52,81.13,97.5,134.55,145.95,158.85,161.78,153.44,145.72,126.62,122.18,125.22,118.28,102.64,104.49,101.56,82.88,57.27,66.62,60.96,31.6,35.99,66.86,52.62,49.6,38.5,42.51,39.28,33.58,17.17
Exceptional Items,12.5,--,--,--,--,--,--,--,--,--,--,--,-30.0,--,--,--,--,--,--,--,-11.3,--,--,--,--,--,--,--,--,--,--,--,-2.37,--,--,--,-43.1,--,--,-2.5,-10.0,--,--,--,-10.0,--,--,--,-10.13,11.41
P/L Before Tax,174.6,153.1,175.7,177.19,174.34,155.58,158.0,150.59,153.33,142.05,149.46,171.09,105.49,138.48,160.86,151.13,172.86,166.0,130.65,-31.4,63.22,81.13,97.5,134.55,145.95,158.85,161.78,153.44,145.72,126.62,122.18,125.22,115.91,102.64,104.49,101.56,39.78,57.27,66.62,58.46,21.6,35.99,66.86,52.62,39.6,38.5,42.51,39.28,23.45,28.58
Tax,40.23,32.74,45.06,45.55,41.8,39.39,40.07,38.06,36.92,35.92,37.71,40.98,34.08,35.14,40.7,38.58,42.84,41.76,33.29,-7.92,16.42,-21.93,26.43,41.44,36.41,47.67,51.56,47.26,50.5,34.96,31.75,35.05,28.25,27.3,27.56,26.01,-35.61,15.52,14.88,16.17,5.63,5.86,15.77,14.5,12.15,9.86,7.16,9.83,7.06,6.04
P/L After Tax from Ordinary Activities,134.37,120.36,130.64,131.64,132.54,116.19,117.93,112.53,116.41,106.13,111.75,130.11,71.41,103.34,120.16,112.55,130.02,124.24,97.36,-23.48,46.8,103.06,71.07,93.11,109.54,111.18,110.22,106.18,95.22,91.66,90.43,90.17,87.66,75.34,76.93,75.55,75.39,41.75,51.74,42.29,15.97,30.13,51.09,38.12,27.45,28.64,35.35,29.45,16.39,22.54
Prior Year Adjustments,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Extra Ordinary Items,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Net Profit/(Loss) For the Period,134.37,120.36,130.64,131.64,132.54,116.19,117.93,112.53,116.41,106.13,111.75,130.11,71.41,103.34,120.16,112.55,130.02,124.24,97.36,-23.48,46.8,103.06,71.07,93.11,109.54,111.18,110.22,106.18,95.22,91.66,90.43,90.17,87.66,75.34,76.93,75.55,75.39,41.75,51.74,42.29,15.97,30.13,51.09,38.12,27.45,28.64,35.35,29.45,16.39,22.54
