Item,Mar '25,Dec '24,Sep '24,Jun '24,Mar '24,Dec '23,Sep '23,Jun '23,Mar '23,Dec '22,Sep '22,Jun '22,Mar '22,Dec '21,Sep '21,Jun '21,Mar '21,Dec '20,Sep '20,Jun '20,Mar '20,Dec '19,Sep '19,Jun '19,Mar '19,Dec '18,Sep '18,Jun '18,Mar '18,Dec '17,Sep '17,Jun '17,Mar '17,Dec '16,Sep '16,Jun '16,Mar '16,Dec '15,Sep '15,Jun '15,Mar '15,Dec '14,Sep '14,Jun '14,Mar '14,Dec '13,Sep '13,Jun '13,Mar '13,Dec '12
Net Sales/Income from operations,665.96,703.71,733.07,741.18,659.25,676.79,731.59,686.4,615.88,598.58,646.43,585.81,537.37,528.65,578.3,521.94,487.27,469.41,499.64,428.68,382.29,407.25,464.21,411.64,504.29,434.33,427.69,405.28,505.41,418.4,419.25,355.9,432.62,370.27,416.18,422.0,426.52,365.83,383.16,398.0,378.53,340.06,354.78,354.89,329.91,296.99,305.92,318.19,272.12,203.78
Other Operating Income,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0.8,0.5,0.52,0.42,0.39,0.14,0.68,0.72,0.36,4.54,4.24,0.44,0.34,3.5,0.44,0.17,0.96,0.4,0.74
Total Income From Operations,665.96,703.71,733.07,741.18,659.25,676.79,731.59,686.4,615.88,598.58,646.43,585.81,537.37,528.65,578.3,521.94,487.27,469.41,499.64,428.68,382.29,407.25,464.21,411.64,504.29,434.33,427.69,405.28,505.41,418.4,419.25,356.7,433.12,370.79,416.6,422.39,426.66,366.51,383.88,398.36,383.08,344.3,355.22,355.23,333.41,297.43,306.09,319.15,272.52,204.52
EXPENDITURE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Consumption of Raw Materials,311.0,343.86,344.98,358.1,295.15,302.53,313.29,329.83,280.41,277.64,385.31,342.18,282.25,266.41,280.14,263.49,223.52,202.11,211.69,160.04,176.93,175.76,177.97,161.65,194.44,189.24,172.79,147.76,172.17,167.45,82.04,144.96,141.75,98.72,136.77,128.74,121.09,113.75,133.19,118.38,96.47,131.08,108.79,120.02,118.08,87.82,70.81,112.18,89.41,67.04
Purchase of Traded Goods,20.04,19.47,8.63,29.1,34.51,33.88,44.73,41.86,31.96,32.09,43.21,39.75,34.46,51.58,58.05,46.07,52.39,67.56,70.45,43.89,49.9,59.07,69.02,53.5,66.5,63.91,70.48,66.94,68.44,74.19,68.88,87.05,97.36,84.98,116.68,89.57,89.67,70.07,73.5,73.88,85.02,71.65,85.36,75.88,63.57,80.66,87.65,50.38,70.06,59.24
Increase/Decrease in Stocks,7.07,-9.97,11.53,-26.29,3.23,3.58,13.47,-13.94,22.0,36.96,-38.37,-24.1,5.28,-6.3,10.51,-12.58,-8.35,-27.16,-19.77,27.95,-15.47,-21.69,5.33,0.04,19.08,-15.91,-12.05,-1.37,12.51,-20.82,71.14,-59.26,9.0,25.58,-42.84,2.47,10.69,-1.4,-14.0,5.87,22.43,-25.23,-1.94,-8.87,7.12,-11.24,4.04,5.55,-4.1,-15.11
Power & Fuel,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Employees Cost,78.16,80.61,80.58,86.06,72.45,75.07,76.83,75.78,64.71,61.69,65.06,59.84,57.0,58.6,58.75,61.0,52.48,58.24,58.72,51.41,45.92,52.12,52.1,50.18,48.83,46.17,46.28,47.32,42.74,43.08,40.58,41.56,35.73,37.27,37.58,39.86,33.06,35.44,35.1,34.8,31.23,43.05,37.64,33.02,30.82,28.78,28.56,30.49,22.99,22.69
Depreciation,14.55,14.28,13.89,13.4,12.86,12.82,12.31,11.96,11.91,10.59,11.21,11.33,16.38,20.98,20.58,20.58,20.04,19.81,19.34,18.72,19.13,19.33,18.83,18.45,16.67,13.96,13.88,13.78,14.59,14.14,13.8,14.06,14.27,13.43,13.42,13.12,17.48,16.93,46.01,16.72,17.66,17.29,18.04,17.38,15.41,15.57,15.45,15.18,15.76,3.25
Excise Duty,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Admin. And Selling Expenses,53.41,63.68,--,--,59.75,60.68,--,50.41,45.93,41.36,41.0,44.34,38.7,38.04,40.33,42.84,38.16,35.09,29.83,19.76,34.65,24.45,27.47,33.36,31.39,23.95,22.46,31.54,53.07,31.95,34.4,43.46,27.92,25.32,30.36,30.26,47.64,47.45,16.81,48.77,47.14,42.1,44.02,37.46,39.6,27.48,29.6,38.68,21.8,10.69
