Item,Mar '25,Dec '24,Sep '24,Jun '24,Mar '24,Dec '23,Sep '23,Jun '23,Mar '23,Dec '22,Sep '22,Jun '22,Mar '22,Dec '21,Sep '21,Jun '21,Mar '21,Dec '20,Sep '20,Jun '20,Mar '20,Dec '19,Sep '19,Jun '19,Mar '19,Dec '18,Sep '18,Jun '18,Mar '18,Dec '17,Sep '17,Jun '17,Mar '17,Dec '16,Sep '16,Jun '16,Mar '16,Dec '15,Sep '15,Jun '15,Mar '15,Dec '14,Sep '14,Jun '14,Mar '14,Dec '13,Sep '13,Jun '13,Mar '13,Dec '12
Net Sales/Income from operations,43.27,416.01,315.02,48.06,56.91,34.99,293.99,335.75,105.48,695.31,425.66,30.2,375.24,298.69,332.7,123.98,204.22,153.5,4.57,37.48,329.0,39.13,26.64,194.57,143.79,80.81,30.45,59.37,163.72,78.95,32.48,81.91,83.93,98.52,79.91,22.84,42.26,35.55,48.08,37.22,179.78,73.59,62.07,66.55,160.69,84.77,25.87,42.92,121.93,90.13
Other Operating Income,430.16,--,--,341.65,431.14,363.6,--,--,403.55,--,--,290.3,--,--,--,--,--,--,117.12,123.36,--,149.83,105.99,--,202.15,2.04,0.92,1.8,4.26,1.33,0.51,1.34,1.29,1.74,1.33,0.32,0.65,0.65,0.6,0.52,2.03,--,--,--,--,--,--,--,--,--
Total Income From Operations,473.43,416.01,315.02,389.71,488.05,398.59,293.99,335.75,509.03,695.31,425.66,320.5,375.24,298.69,332.7,123.98,204.22,153.5,121.69,160.84,329.0,188.96,132.63,194.57,345.94,82.85,31.37,61.17,167.98,80.28,32.99,83.25,85.22,100.26,81.24,23.16,42.91,36.2,48.68,37.74,181.81,73.59,62.07,66.55,160.69,84.77,25.87,42.92,121.93,90.13
EXPENDITURE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Consumption of Raw Materials,1.38,1.1,1.17,1.0,1.21,1.18,0.82,1.02,2.08,1.38,0.54,0.87,0.47,0.1,0.34,0.28,0.6,0.43,0.56,0.65,1.6,1.33,1.11,1.05,2.14,2.06,1.52,1.86,2.47,1.8,1.3,1.36,2.65,2.33,1.74,1.5,2.91,2.6,2.41,2.4,5.21,4.78,3.77,3.27,4.07,3.29,2.81,2.19,3.05,3.13
Purchase of Traded Goods,--,--,--,--,--,--,--,--,24.81,321.09,123.84,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Increase/Decrease in Stocks,16.52,0.6,3.04,8.8,3.29,-21.74,7.23,-6.12,5.05,-6.38,0.8,-6.79,-11.99,--,--,--,--,--,0.39,13.82,-8.2,-0.03,9.17,14.74,-2.18,-16.41,-6.16,15.34,-6.08,-6.35,5.51,49.01,-48.36,42.7,58.79,30.36,-104.41,-2.41,14.97,-2.7,-30.55,-2.47,27.07,-12.28,-28.6,11.09,-5.31,-2.21,-5.11,-0.4
Power & Fuel,--,--,--,--,--,--,--,--,--,--,--,2.0,--,--,--,--,--,--,2.39,--,--,2.55,3.01,2.66,2.25,2.76,3.12,2.68,2.74,3.02,3.18,3.17,2.7,2.93,3.17,2.7,2.69,2.72,2.93,2.55,2.19,1.96,2.3,1.58,1.8,1.58,1.91,1.59,1.35,1.83
Employees Cost,86.02,103.82,99.44,103.9,90.15,110.79,100.34,98.59,102.18,98.58,125.63,95.09,57.89,104.73,147.46,128.76,101.1,100.0,120.0,122.8,158.88,136.66,122.58,127.13,126.49,132.04,105.27,110.86,221.33,98.0,108.45,97.26,103.54,104.55,120.14,87.4,79.1,94.13,89.41,98.08,92.93,87.17,85.52,87.12,97.13,84.82,89.51,83.54,89.03,80.54
Depreciation,13.01,11.31,11.51,10.97,10.79,10.78,10.93,10.83,11.79,11.23,14.69,5.23,5.43,4.99,5.38,5.03,6.39,4.41,4.32,4.55,41.69,4.29,4.17,4.24,13.62,4.25,4.22,4.16,5.5,4.19,3.51,4.94,4.78,4.35,4.19,4.2,2.44,5.74,4.34,3.89,2.32,1.65,1.59,1.61,2.16,1.38,1.44,1.43,0.29,1.58
Excise Duty,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Admin. And Selling Expenses,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
R & D Expenses,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Provisions And Contingencies,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,-0.61,0.22,0.74,-3.29,0.39,1.39,0.97,-10.35,--,--,--,0.36,--,--,--,52.48,--,--,0.05,0.86,0.88,11.62,0.89,20.35,12.42,0.47,7.05,1.52,5.17
Exp. Capitalised,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Other Expenses,244.74,146.64,81.29,174.0,168.62,71.91,76.47,57.52,317.85,56.94,55.25,43.95,62.61,89.11,25.79,82.82,2.47,29.17,70.71,59.1,275.73,53.52,105.41,43.33,177.88,79.41,69.09,65.8,99.0,84.42,42.36,58.82,195.43,92.8,61.42,32.82,115.82,72.86,68.19,37.33,72.84,85.17,47.54,47.49,92.71,96.89,53.81,85.77,34.22,181.52
"P/L Before Other Inc. , Int., Excpt. Items & Tax",111.76,152.54,118.57,91.04,213.99,225.67,98.2,173.91,45.27,212.47,104.91,180.15,260.83,99.76,153.73,-92.91,93.66,19.49,-76.68,-40.08,-140.7,-8.75,-113.04,0.68,29.03,-121.65,-147.08,-140.5,-146.63,-104.8,-131.32,-131.31,-175.88,-149.4,-168.21,-135.82,-108.12,-139.44,-133.57,-103.86,36.01,-105.55,-117.34,-63.13,-28.93,-126.7,-118.77,-136.44,-2.42,-183.24
Other Income,3086.81,9547.58,3961.03,31.87,3212.34,9166.73,2148.56,804.75,3208.99,8671.5,2635.41,36.73,3609.15,5589.51,1690.29,47.98,2381.24,5158.05,87.57,52.32,10897.48,400.65,180.0,88.2,4367.16,5602.25,768.8,148.17,9077.02,196.91,198.38,98.72,13392.75,156.91,1290.82,164.27,14205.04,843.86,1432.91,647.58,9782.76,907.64,2073.1,1383.0,854.56,9885.09,1498.51,3851.69,2679.65,2067.91
"P/L Before Int., Excpt. Items & Tax",3198.57,9700.12,4079.6,122.91,3426.33,9392.4,2246.76,978.66,3254.26,8883.97,2740.32,216.88,3869.98,5689.27,1844.02,-44.93,2474.9,5177.54,10.89,12.24,10756.78,391.9,66.96,88.88,4396.19,5480.6,621.72,7.67,8930.39,92.11,67.06,-32.59,13216.87,7.51,1122.61,28.45,14096.92,704.42,1299.34,543.72,9818.77,802.09,1955.76,1319.87,825.63,9758.39,1379.74,3715.25,2677.23,1884.67
Interest,0.65,0.66,0.66,1.73,0.51,0.51,0.5,0.51,0.47,0.51,0.46,0.48,0.37,0.38,0.37,0.38,0.35,0.38,0.51,0.35,0.67,1.23,1.97,1.39,0.78,2.81,6.26,-66.09,-63.77,-63.97,-65.35,-64.77,-232.58,46.54,25.98,23.83,-217.4,31.33,31.52,30.75,40.26,58.27,67.44,77.85,52.56,45.62,75.71,84.65,94.1,91.56
P/L Before Exceptional Items & Tax,3197.92,9699.46,4078.94,121.18,3425.82,9391.89,2246.26,978.15,3253.79,8883.46,2739.86,216.4,3869.61,5688.89,1843.65,-45.31,2474.55,5177.16,10.38,11.89,10756.11,390.67,64.99,87.49,4395.41,5477.79,615.46,73.76,8994.16,156.08,132.41,32.18,13449.45,-39.03,1096.63,4.62,14314.32,673.09,1267.82,512.97,9778.51,743.82,1888.32,1242.02,773.07,9712.77,1304.03,3630.6,2583.13,1793.11
Exceptional Items,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,-0.78,--,--,--,--,--,--,--,--,--
P/L Before Tax,3197.92,9699.46,4078.94,121.18,3425.82,9391.89,2246.26,978.15,3253.79,8883.46,2739.86,216.4,3869.61,5688.89,1843.65,-45.31,2474.55,5177.16,10.38,11.89,10756.11,390.67,64.99,87.49,4395.41,5477.79,615.46,73.76,8994.16,156.08,132.41,32.18,13449.45,-39.03,1096.63,4.62,14314.32,673.09,1267.82,512.97,9777.73,743.82,1888.32,1242.02,773.07,9712.77,1304.03,3630.6,2583.13,1793.11
Tax,49.05,53.2,-55.03,33.72,89.6,75.49,50.07,60.13,115.53,74.39,45.86,55.42,76.18,44.06,30.52,4.51,-112.59,156.32,-9.85,--,124.46,-68.02,-42.32,4.26,79.75,3.5,3.95,5.55,-27.06,34.94,13.53,--,11.14,--,-0.94,0.94,125.72,1.56,22.05,25.87,148.5,48.0,32.0,40.0,126.93,115.0,90.0,80.0,262.52,96.19
P/L After Tax from Ordinary Activities,3148.87,9646.26,4133.97,87.46,3336.22,9316.4,2196.19,918.02,3138.26,8809.07,2694.0,160.98,3793.43,5644.83,1813.13,-49.82,2587.14,5020.84,20.23,11.89,10631.65,458.69,107.31,83.23,4315.66,5474.29,611.51,68.21,9021.22,121.14,118.88,32.18,13438.31,-39.03,1097.57,3.68,14188.6,671.53,1245.77,487.1,9629.23,695.82,1856.32,1202.02,646.14,9597.77,1214.03,3550.6,2320.61,1696.92
Prior Year Adjustments,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Extra Ordinary Items,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
