Item,Mar '25,Dec '24,Sep '24,Jun '24,Mar '24,Dec '23,Sep '23,Jun '23,Mar '23,Dec '22,Sep '22,Jun '22,Mar '22,Dec '21,Sep '21,Jun '21,Mar '21,Dec '20,Sep '20,Jun '20,Mar '20,Dec '19,Sep '19,Jun '19,Mar '19,Dec '18,Sep '18,Jun '18,Mar '18,Dec '17,Sep '17,Jun '17,Mar '17,Dec '16,Sep '16,Jun '16,Mar '16,Dec '15,Sep '15,Jun '15,Mar '15,Dec '14,Sep '14,Jun '14,Mar '14,Dec '13,Sep '13,Jun '13,Mar '13,Dec '12
Net Sales/Income from operations,3373.23,3136.22,2693.0,2451.55,2486.25,2250.18,2300.88,1945.99,1662.89,1669.39,1807.01,1518.67,1440.77,1333.7,1299.76,885.5,1306.11,1081.95,870.96,228.16,753.85,458.53,488.58,515.5,533.72,509.38,539.18,517.42,504.63,451.8,477.67,422.61,399.64,396.13,433.53,395.48,374.31,365.99,369.43,337.64,347.23,357.09,342.27,300.46,299.11,280.15,269.63,245.89,271.66,256.18
Other Operating Income,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,4.05,5.27,5.35,6.25,4.24,7.31,3.58,9.23,5.23,4.76,4.12,3.93,3.08,3.12,3.16,3.47,6.85
Total Income From Operations,3373.23,3136.22,2693.0,2451.55,2486.25,2250.18,2300.88,1945.99,1662.89,1669.39,1807.01,1518.67,1440.77,1333.7,1299.76,885.5,1306.11,1081.95,870.96,228.16,753.85,458.53,488.58,515.5,533.72,509.38,539.18,517.42,504.63,451.8,477.67,422.61,399.64,400.18,438.8,400.83,380.55,370.24,376.73,341.22,356.46,362.32,347.03,304.57,303.04,283.22,272.75,249.05,275.13,263.03
EXPENDITURE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Consumption of Raw Materials,1938.08,2028.4,1655.67,1500.43,1476.06,1675.17,1230.1,1145.34,949.64,887.77,1047.33,836.37,663.21,749.63,709.77,516.73,733.65,546.01,463.83,90.44,345.4,276.82,303.0,320.34,338.61,326.23,346.23,336.62,312.99,289.89,305.07,270.37,252.91,256.9,285.92,258.05,252.76,239.03,246.89,226.58,231.21,234.73,222.31,202.01,196.67,191.25,184.76,166.82,180.37,183.23
Purchase of Traded Goods,178.07,177.1,171.12,153.95,151.5,191.33,244.72,38.57,180.01,269.35,200.6,200.01,274.48,176.03,194.01,41.0,121.1,178.7,131.76,33.91,128.02,2.63,2.28,0.01,--,--,--,--,--,--,--,--,0.06,0.03,0.05,0.06,0.11,0.01,0.03,2.81,7.27,16.43,14.66,2.98,11.62,5.64,3.08,2.69,0.32,--
Increase/Decrease in Stocks,91.86,-93.91,8.01,-20.88,12.7,-333.53,82.1,120.57,0.59,-49.42,-24.06,-9.92,29.62,-23.71,-40.25,13.93,4.85,-24.2,-35.07,21.86,8.35,-0.23,-3.92,2.49,-1.51,1.23,-1.44,-5.51,1.08,-5.7,-1.19,-3.25,0.81,-1.61,0.34,2.24,-5.0,1.67,0.69,-0.7,3.55,-6.56,-0.26,-0.63,-0.58,-3.63,-2.68,-0.23,1.13,-0.3
Power & Fuel,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Employees Cost,385.87,353.89,316.04,303.2,251.4,254.67,253.79,236.54,202.87,192.52,194.38,175.56,169.42,157.35,167.2,139.5,153.4,123.24,98.1,77.27,102.05,73.95,74.61,78.22,69.58,71.07,72.47,71.55,67.7,64.42,61.65,60.46,56.74,55.78,53.37,51.64,47.57,51.48,43.43,43.96,44.44,40.84,39.96,37.27,33.56,37.04,36.74,32.51,30.5,31.49
Depreciation,118.92,112.45,82.11,76.21,81.57,66.86,63.37,60.21,46.33,54.18,50.76,47.47,55.7,44.44,47.3,43.08,51.76,43.61,37.32,31.69,36.87,21.87,21.92,19.93,17.7,15.97,13.43,12.65,14.03,13.52,13.1,11.86,13.06,12.36,11.71,10.82,15.29,13.13,12.83,11.52,15.24,14.09,12.28,12.1,11.45,10.33,10.55,9.4,11.46,11.34
