Item,Mar '25,Dec '24,Sep '24,Jun '24,Mar '24,Dec '23,Sep '23,Jun '23,Mar '23,Dec '22,Sep '22,Jun '22,Mar '22,Dec '21,Sep '21,Jun '21,Mar '21,Dec '20,Sep '20,Jun '20,Mar '20,Dec '19,Sep '19,Jun '19,Mar '19,Dec '18,Sep '18,Jun '18,Mar '18,Dec '17,Sep '17,Jun '17,Mar '17,Dec '16,Sep '16,Jun '16,Mar '16,Dec '15,Sep '15,Jun '15,Mar '15,Dec '14,Sep '14,Jun '14,Mar '14,Dec '13,Sep '13,Jun '13,Mar '13,Dec '12
Net Sales/Income from operations,1737.95,1798.71,1748.24,1620.5,1507.83,1522.05,1450.24,1339.78,1204.42,1242.9,1244.57,1109.9,1054.73,1100.67,1169.89,1237.51,1315.46,1352.93,1279.36,1224.5,1187.82,1131.04,1043.05,949.38,890.72,897.67,848.77,781.05,751.78,741.68,716.08,718.65,788.71,788.45,751.5,671.53,604.58,570.89,515.17,514.1,494.09,510.8,500.12,452.96,452.63,526.0,518.79,572.33,312.14,586.2
Other Operating Income,0.95,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1.93,2.42,2.47,--,3.01,4.06,1.26,6.75,4.93,2.72,3.36,4.81,8.87,25.32,--,--,--
Total Income From Operations,1738.9,1798.71,1748.24,1620.5,1507.83,1522.05,1450.24,1339.78,1204.42,1242.9,1244.57,1109.9,1054.73,1100.67,1169.89,1237.51,1315.46,1352.93,1279.36,1224.5,1187.82,1131.04,1043.05,949.38,890.72,897.67,848.77,781.05,751.78,741.68,716.08,718.65,788.71,790.39,753.92,674.0,604.58,573.9,519.23,515.37,500.84,515.73,502.84,456.32,457.44,534.87,544.1,572.33,312.14,586.2
EXPENDITURE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Consumption of Raw Materials,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Purchase of Traded Goods,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Increase/Decrease in Stocks,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Power & Fuel,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Employees Cost,307.67,297.19,289.07,276.91,259.02,266.58,244.37,252.2,275.23,259.42,243.83,224.09,207.94,221.43,211.01,168.0,172.07,157.42,161.6,133.57,164.45,168.24,160.02,156.41,157.31,143.05,142.47,137.34,134.21,130.85,125.38,113.68,102.57,103.09,110.33,104.94,100.73,103.03,97.89,97.1,79.54,78.67,72.98,79.72,81.49,81.71,73.27,82.9,89.65,80.35
Depreciation,50.31,51.38,50.9,48.75,48.6,47.98,47.35,43.9,43.79,42.42,41.45,34.96,40.38,44.55,34.26,38.27,38.9,36.72,38.39,41.66,39.68,37.21,38.48,38.7,17.27,17.15,17.08,16.98,15.86,15.17,15.2,14.74,14.37,14.56,14.61,14.72,14.46,13.64,12.91,12.08,12.16,13.14,13.92,14.67,14.31,15.78,18.67,15.14,15.28,15.41
Excise Duty,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Admin. And Selling Expenses,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,7.36,9.16,7.34,17.05,10.13,10.11,14.02,14.51,18.08,14.38,10.23,9.34,--,--,--,--,--,9.83,5.7
R & D Expenses,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Provisions And Contingencies,79.27,77.3,53.19,53.27,28.41,28.03,30.85,21.11,4.31,9.79,22.12,8.84,23.66,17.08,10.38,29.58,12.06,29.53,38.25,50.08,36.96,15.4,13.91,18.58,2.25,1.4,10.98,11.35,--,--,--,7.51,0.83,27.95,13.39,13.43,9.09,6.65,5.67,11.07,7.72,1.02,11.81,--,--,--,--,--,--,--
Exp. Capitalised,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Other Expenses,144.72,134.07,122.47,126.05,128.18,120.11,126.77,111.44,96.36,108.18,105.3,102.03,95.09,129.47,100.85,73.47,80.3,70.71,69.56,73.16,97.5,99.38,98.43,97.64,129.02,133.59,130.67,123.77,141.18,134.98,129.43,106.8,102.77,78.86,66.22,66.22,64.86,71.79,70.08,65.85,61.78,64.39,66.52,83.86,87.75,81.95,80.5,128.24,119.9,62.35
"P/L Before Other Inc. , Int., Excpt. Items & Tax",1156.93,1238.77,1232.61,1115.52,1043.62,1059.35,1000.9,911.13,784.73,823.09,831.87,739.98,687.66,688.14,813.39,928.19,1012.13,1058.55,971.56,926.03,849.23,810.81,732.21,638.05,584.88,602.47,547.56,491.62,460.53,460.69,446.07,468.56,559.01,558.59,532.32,464.55,405.33,364.79,318.18,311.21,325.27,348.28,328.27,278.07,273.9,355.44,371.67,346.04,77.47,422.4
Other Income,2.87,2.03,1.42,1.79,5.43,6.35,6.18,16.78,10.75,5.99,7.79,0.55,8.44,9.74,0.5,5.52,3.28,1.93,14.64,1.4,3.26,2.26,34.24,1.13,1.85,3.28,2.11,1.75,0.58,0.54,0.86,19.69,0.39,0.32,0.87,1.37,0.54,2.08,1.09,0.62,0.63,0.71,1.74,2.13,2.29,0.19,0.36,19.77,10.13,11.26
"P/L Before Int., Excpt. Items & Tax",1159.8,1240.8,1234.03,1117.31,1049.05,1065.7,1007.08,927.91,795.48,829.08,839.66,740.53,696.1,697.88,813.89,933.71,1015.41,1060.48,986.2,927.43,852.49,813.07,766.45,639.18,586.72,605.75,549.67,493.37,461.11,461.22,446.92,488.25,559.4,558.91,533.2,465.92,405.87,366.87,319.27,311.83,325.9,348.99,330.02,280.2,276.18,355.63,372.03,365.82,87.6,433.65
