Item,Mar '25,Dec '24,Sep '24,Jun '24,Mar '24,Dec '23,Sep '23,Jun '23,Mar '23,Dec '22,Sep '22,Jun '22,Mar '22,Dec '21,Sep '21,Jun '21,Mar '21,Dec '20,Sep '20,Jun '20,Mar '20,Dec '19,Sep '19,Jun '19,Mar '19,Dec '18,Sep '18,Jun '18,Mar '18,Dec '17,Sep '17,Jun '17,Mar '17,Dec '16,Sep '16,Jun '16,Mar '16,Dec '15,Sep '15,Jun '15,Mar '15,Dec '14,Sep '14,Jun '14,Mar '14,Dec '13,Sep '13,Jun '13,Mar '13,Dec '12
Net Sales/Income from operations,2673.7,2495.64,2514.63,2492.36,2616.08,2563.7,2677.68,2455.81,2392.82,2480.24,2411.29,2333.57,2162.88,2123.89,2019.16,1726.13,2022.82,1844.64,1473.03,794.03,1351.42,1561.43,1377.81,1804.18,1860.32,1922.59,1943.12,1887.32,1803.47,1732.66,1603.85,1313.37,1614.95,1406.12,1425.88,1463.57,1480.99,1355.13,1489.55,1487.23,1489.89,1512.26,1520.26,1557.8,1568.83,1426.85,1434.99,1480.42,1377.19,1273.99
Other Operating Income,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,18.63,15.78,17.9,16.29,18.58,16.82,17.28,14.85,13.67,10.81,11.6,8.94,15.06,16.39,4.67,3.87,5.64,7.5
Total Income From Operations,2673.7,2495.64,2514.63,2492.36,2616.08,2563.7,2677.68,2455.81,2392.82,2480.24,2411.29,2333.57,2162.88,2123.89,2019.16,1726.13,2022.82,1844.64,1473.03,794.03,1351.42,1561.43,1377.81,1804.18,1860.32,1922.59,1943.12,1887.32,1803.47,1732.66,1603.85,1313.37,1633.58,1421.9,1443.78,1479.86,1499.57,1371.95,1506.83,1502.08,1503.56,1523.07,1531.86,1566.74,1583.89,1443.24,1439.66,1484.29,1382.83,1281.49
EXPENDITURE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Consumption of Raw Materials,1428.79,1460.19,1473.04,1375.06,1424.57,1393.66,1378.52,1315.91,1257.37,1424.31,1469.78,1555.55,1329.76,1350.82,1314.59,1103.92,1126.0,1021.94,787.6,320.33,722.1,790.6,766.21,878.92,905.95,1085.23,1096.57,983.55,944.4,974.01,903.65,926.68,875.47,774.3,761.7,788.7,793.3,777.52,870.23,870.87,882.46,942.19,1003.22,1033.75,966.35,944.99,1041.95,1019.37,766.37,944.57
Purchase of Traded Goods,284.36,244.21,276.97,268.36,258.76,250.9,249.33,238.04,288.13,341.32,234.92,209.97,191.43,130.43,153.4,136.91,175.87,140.92,105.76,29.1,172.69,242.09,66.29,288.35,319.54,341.83,289.9,321.97,231.36,136.4,160.58,139.62,190.82,169.31,118.41,86.99,6.66,7.23,8.73,10.08,10.85,10.25,9.28,10.24,8.88,9.52,8.53,11.81,8.79,10.68
Increase/Decrease in Stocks,92.51,-15.75,-89.02,-67.05,-43.56,-35.71,49.98,54.78,74.13,-33.15,39.43,-100.01,36.54,-34.82,-91.03,-80.96,-42.62,-59.18,3.76,182.56,-37.82,-40.03,-37.44,74.31,59.12,-99.38,-72.28,-67.7,-21.14,48.77,46.83,-144.26,78.8,-75.56,-32.97,-39.01,63.51,-21.66,-19.9,-7.89,36.44,12.41,-19.12,17.67,124.29,16.64,-82.62,-34.17,192.38,-49.42
Power & Fuel,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Employees Cost,202.69,208.65,200.09,207.84,210.81,216.45,216.69,192.25,193.65,180.45,168.12,165.32,161.46,156.05,151.27,138.62,166.85,155.64,120.69,104.81,143.81,143.98,127.95,138.02,125.03,146.88,148.34,140.11,142.47,133.23,126.15,121.75,124.67,132.7,136.22,141.31,138.04,136.82,135.07,124.12,129.63,114.88,110.69,104.28,94.68,100.13,101.61,101.97,91.43,80.36
Depreciation,70.13,67.17,66.58,64.65,65.25,63.09,62.32,61.79,62.71,60.11,58.68,61.08,58.47,60.57,60.99,60.71,60.31,61.77,61.51,62.4,68.26,58.44,57.74,57.95,47.0,46.79,47.63,46.94,44.02,44.33,44.32,42.46,44.23,46.69,45.57,47.09,47.55,44.44,41.58,38.73,34.91,35.33,34.33,34.57,38.2,38.49,38.21,37.57,32.86,26.83
