Item,Mar '25,Dec '24,Sep '24,Jun '24,Mar '24,Dec '23,Sep '23,Jun '23,Mar '23,Dec '22,Sep '22,Jun '22,Mar '22,Dec '21,Sep '21,Jun '21,Mar '21,Dec '20,Sep '20,Jun '20,Mar '20,Dec '19,Sep '19,Jun '19,Mar '19,Dec '18,Sep '18,Jun '18,Mar '18,Dec '17,Sep '17,Jun '17,Mar '17,Dec '16,Sep '16,Jun '16,Mar '16,Dec '15,Sep '15,Jun '15,Mar '15,Dec '14,Sep '14,Jun '14,Mar '14,Dec '13,Sep '13,Jun '13,Mar '13,Dec '12
Net Sales/Income from operations,4254.47,4134.87,3969.86,3752.25,3444.92,4381.33,4166.74,3857.73,3485.68,3541.16,3746.06,3069.83,2882.08,3954.79,3858.82,3948.33,3173.39,3689.88,3711.03,3035.72,3042.01,2821.92,3230.08,3126.21,3276.07,2754.08,3035.62,2902.67,2530.9,2892.44,2975.94,2605.16,2608.51,2587.75,2738.61,2653.01,2722.64,2637.7,2994.66,3451.09,2607.32,2325.17,2349.28,2401.52,2194.19,2253.2,2302.86,2284.7,1906.21,2030.7
Other Operating Income,543.42,836.01,805.17,748.8,591.74,--,497.98,460.46,408.06,358.29,405.21,87.3,64.53,--,76.21,69.08,59.73,41.67,96.86,92.3,91.43,104.28,140.1,103.12,180.46,81.12,59.09,84.9,194.44,77.51,89.33,79.09,86.66,87.25,75.38,88.23,60.14,75.84,76.13,76.86,94.14,141.06,140.35,72.94,93.2,28.38,44.58,179.18,60.48,39.79
Total Income From Operations,4797.89,4970.88,4775.03,4501.05,4036.66,4381.33,4664.72,4318.19,3893.74,3899.45,4151.27,3157.13,2946.61,3954.79,3935.03,4017.41,3233.12,3731.55,3807.89,3128.02,3133.44,2926.2,3370.18,3229.33,3456.53,2835.2,3094.71,2987.57,2725.34,2969.95,3065.27,2684.25,2695.17,2675.0,2813.99,2741.24,2782.78,2713.54,3070.79,3527.95,2701.46,2466.23,2489.63,2474.46,2287.39,2281.58,2347.44,2463.88,1966.69,2070.49
EXPENDITURE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Consumption of Raw Materials,923.6,940.73,974.92,803.59,517.24,677.74,1001.21,887.06,757.67,753.93,997.51,730.18,369.54,1069.56,1061.64,990.38,712.98,872.53,917.99,758.79,766.36,695.3,769.62,767.89,810.51,771.48,764.56,765.7,762.19,908.78,886.26,746.08,801.16,726.18,758.38,670.32,754.54,890.15,926.97,1061.68,1043.9,842.0,856.18,684.66,813.82,860.43,798.19,672.9,700.42,740.03
Purchase of Traded Goods,464.76,475.64,544.27,572.08,467.43,537.32,654.61,701.05,451.92,552.08,535.62,453.77,526.94,578.4,643.66,1101.85,349.66,434.64,601.98,461.57,344.7,370.34,320.06,328.02,285.75,348.19,337.66,287.61,269.73,245.85,277.17,271.48,316.72,267.97,272.55,271.75,308.07,264.79,195.19,269.51,258.55,230.97,256.86,157.03,203.9,217.67,213.6,138.23,93.46,277.77
Increase/Decrease in Stocks,-6.75,-44.56,-100.45,-78.11,176.94,150.36,-138.74,-133.79,203.19,52.74,-11.79,-38.88,405.69,-158.27,-176.78,-599.21,175.46,129.55,-119.39,-195.55,106.56,21.48,35.04,-206.16,72.66,-94.64,58.43,100.25,-35.47,-112.07,-23.81,-40.7,-135.44,-35.69,52.72,174.68,263.19,32.06,49.74,-116.64,-205.92,-97.68,-191.66,146.21,-42.72,-153.0,-94.18,131.78,-49.49,-220.24
Power & Fuel,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Employees Cost,784.93,761.45,744.58,763.91,662.15,648.22,694.71,661.83,595.33,591.25,599.14,484.77,429.0,524.86,538.2,530.27,503.04,553.5,512.87,469.47,477.28,474.11,479.54,480.15,458.86,466.9,456.02,458.06,463.27,436.0,443.58,443.09,394.44,420.59,452.4,461.53,458.48,437.87,422.92,459.29,387.56,375.93,359.28,382.81,332.8,326.34,318.65,306.96,255.07,258.6
Depreciation,147.7,142.62,145.71,137.86,136.81,135.02,179.81,135.95,161.58,129.96,176.01,107.46,116.82,133.95,138.97,136.98,137.01,134.57,140.8,143.73,160.42,143.14,150.93,145.29,144.62,148.58,141.04,135.48,132.97,137.88,132.54,126.22,125.17,134.91,128.94,110.96,119.05,110.83,107.49,105.31,111.48,97.71,109.77,114.24,81.0,82.08,81.65,78.88,78.25,78.0
Excise Duty,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Admin. And Selling Expenses,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
R & D Expenses,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Provisions And Contingencies,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Exp. Capitalised,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Other Expenses,1312.64,1175.79,1173.67,1079.72,1385.01,1011.83,1073.81,997.35,1085.85,1011.34,969.74,669.91,827.79,900.26,885.49,848.63,842.28,745.18,763.47,689.0,973.74,928.03,997.97,821.83,941.57,857.19,905.98,819.27,842.27,811.99,806.66,846.91,1135.54,763.97,826.14,742.54,889.81,756.35,803.72,913.95,824.16,633.29,655.12,571.22,621.3,627.2,558.25,538.64,557.78,521.44
"P/L Before Other Inc. , Int., Excpt. Items & Tax",1171.01,1519.21,1292.33,1222.0,691.08,1220.84,1199.31,1068.74,638.2,808.15,885.04,749.92,270.83,906.03,843.85,1008.51,512.69,861.58,990.17,801.01,304.38,293.8,617.02,892.31,742.56,337.5,431.02,421.2,290.38,541.52,542.87,291.17,57.58,397.07,322.86,309.46,-10.36,221.49,564.76,834.85,281.73,384.01,444.08,418.29,277.29,320.86,471.28,596.49,331.2,414.89
Other Income,293.37,188.69,289.14,213.52,538.61,168.98,205.09,157.98,119.71,127.12,92.28,117.68,316.31,73.0,197.73,79.66,49.33,96.12,39.17,45.66,413.41,73.28,312.75,93.41,94.39,76.95,300.11,106.07,62.88,40.94,180.42,50.64,30.57,44.68,32.77,31.19,60.37,68.86,37.74,113.32,40.75,46.64,23.24,37.28,93.54,53.08,64.52,69.14,58.45,53.48
"P/L Before Int., Excpt. Items & Tax",1464.38,1707.9,1581.47,1435.52,1229.69,1389.82,1404.4,1226.72,757.91,935.27,977.32,867.6,587.14,979.03,1041.58,1088.17,562.02,957.7,1029.34,846.67,717.79,367.08,929.77,985.72,836.95,414.45,731.13,527.27,353.26,582.46,723.29,341.81,88.15,441.75,355.63,340.65,50.01,290.35,602.5,948.17,322.48,430.65,467.32,455.57,370.83,373.94,535.8,665.63,389.65,468.37
Interest,3.49,3.55,3.0,5.07,5.45,9.06,7.8,0.31,10.46,6.85,7.5,2.21,5.78,5.55,7.6,8.0,8.84,10.33,11.69,14.21,9.24,9.55,9.87,7.39,3.99,2.94,7.7,2.34,4.07,1.9,5.17,0.76,4.02,15.31,6.8,12.92,29.39,21.8,49.12,46.75,35.7,43.36,31.84,25.15,25.19,28.3,33.61,40.76,17.63,9.3
P/L Before Exceptional Items & Tax,1460.89,1704.35,1578.47,1430.45,1224.24,1380.76,1396.6,1226.41,747.45,928.42,969.82,865.39,581.36,973.48,1033.98,1080.17,553.18,947.37,1017.65,832.46,708.55,357.53,919.9,978.33,832.96,411.51,723.43,524.93,349.19,580.56,718.12,341.05,84.13,426.44,348.83,327.73,20.62,268.55,553.38,901.42,286.78,387.29,435.48,430.42,345.64,345.64,502.19,624.87,372.02,459.07
Exceptional Items,294.66,--,--,--,--,--,--,--,-185.9,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,-77.52,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
P/L Before Tax,1755.55,1704.35,1578.47,1430.45,1224.24,1380.76,1396.6,1226.41,561.55,928.42,969.82,865.39,581.36,973.48,1033.98,1080.17,553.18,947.37,1017.65,832.46,708.55,357.53,919.9,978.33,832.96,411.51,723.43,524.93,271.67,580.56,718.12,341.05,84.13,426.44,348.83,327.73,20.62,268.55,553.38,901.42,286.78,387.29,435.48,430.42,345.64,345.64,502.19,624.87,372.02,459.07
Tax,270.15,266.2,400.31,374.51,242.21,363.0,366.91,331.39,206.06,249.9,264.63,221.39,105.06,242.65,251.61,288.4,139.77,248.44,272.01,222.16,103.98,75.31,182.52,284.33,198.89,116.19,154.96,134.38,46.86,162.02,151.96,82.04,58.27,85.21,19.59,48.98,11.43,42.3,21.29,206.65,72.88,88.34,99.41,98.25,69.0,84.87,126.16,149.97,104.46,120.29
P/L After Tax from Ordinary Activities,1485.4,1438.15,1178.16,1055.94,982.03,1017.76,1029.69,895.02,355.49,678.52,705.19,644.0,476.3,730.83,782.37,791.77,413.41,698.93,745.64,610.3,604.57,282.22,737.38,694.0,634.07,295.32,568.47,390.55,224.81,418.54,566.16,259.01,25.86,341.23,329.24,278.75,9.19,226.25,532.09,694.77,213.9,298.95,336.07,332.17,276.64,260.77,376.03,474.9,267.56,338.78
Prior Year Adjustments,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Extra Ordinary Items,--,--,--,--,56.37,96.38,--,--,--,--,15.11,115.16,176.66,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Net Profit/(Loss) For the Period,1485.4,1438.15,1178.16,1055.94,1038.4,1114.14,1029.69,895.02,355.49,678.52,720.3,759.16,652.96,730.83,782.37,791.77,413.41,698.93,745.64,610.3,604.57,282.22,737.38,694.0,634.07,295.32,568.47,390.55,224.81,418.54,566.16,259.01,25.86,341.23,329.24,278.75,9.19,226.25,532.09,694.77,213.9,298.95,336.07,332.17,276.64,260.77,376.03,474.9,267.56,338.78
Equity Share Capital,161.52,161.52,161.51,161.5,161.47,161.47,161.47,161.45,161.43,161.43,161.4,161.38,161.36,161.36,161.33,161.32,161.29,161.29,161.27,161.25,161.25,161.25,161.22,161.17,161.14,161.13,161.05,161.04,161.02,160.99,160.94,160.91,160.9,160.88,160.84,160.72,160.68,160.65,160.62,160.62,160.59,160.58,160.58,160.58,160.58,160.58,160.58,160.58,160.58,160.58
Reserves Excluding Revaluation Reserves,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Equity Dividend Rate (%),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
EPS Before Extra Ordinary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Basic EPS,18.39,17.81,14.59,13.08,12.86,13.8,12.76,11.09,4.4,8.41,0.19,7.98,8.09,9.06,9.7,9.82,5.13,8.67,9.25,7.57,7.5,3.5,9.15,8.61,7.87,3.67,7.06,4.85,2.79,5.2,7.03,3.22,0.32,4.25,4.1,3.47,0.11,2.82,6.63,8.65,2.66,3.72,4.18,4.14,3.44,3.25,4.68,5.91,3.33,4.22
Diluted EPS,18.38,17.79,14.58,13.07,12.85,13.79,12.75,11.08,4.4,8.4,0.19,7.97,8.09,9.05,9.68,9.8,5.12,8.65,9.23,7.56,7.49,3.5,9.14,8.6,7.86,3.66,7.05,4.84,2.79,5.19,7.02,3.21,0.32,4.24,4.09,3.46,0.11,2.8,6.59,8.62,2.65,3.71,4.17,4.13,3.44,3.24,4.68,5.91,3.33,4.22
EPS After Extra Ordinary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public Share Holding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No Of Shares (Crores),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,48.9,49.0,49.35,49.82,49.85,49.86,49.83,49.91,49.88,50.1,50.25
Share Holding (%),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,60.9,61.02,61.47,62.05,62.09,62.09,62.06,62.16,62.13,62.4,62.58
Promoters and Promoter Group Shareholding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a) Pledged/Encumbered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
- Number of shares (Crores),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,29.55,29.55,29.55,29.55,29.55,29.55,29.55,29.55,29.55,29.55,29.55
- Per. of shares (as a % of the total sh. of prom. and promoter group),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
- Per. of shares (as a % of the total Share Cap. of the company),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,36.79,36.8,36.8,36.8,36.8,36.8,36.8,36.8,36.8,36.8,36.8
b) Non-encumbered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Notes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
