Item,Mar '25,Dec '24,Sep '24,Jun '24,Mar '24,Dec '23,Sep '23,Jun '23,Mar '23,Dec '22,Sep '22,Jun '22,Mar '22,Dec '21,Sep '21,Jun '21,Mar '21,Dec '20,Sep '20,Jun '20,Mar '20,Dec '19,Sep '19,Jun '19,Mar '19,Dec '18,Sep '18,Jun '18,Mar '18,Dec '17,Sep '17,Jun '17,Mar '17,Dec '16,Sep '16,Jun '16,Mar '16,Dec '15,Sep '15,Jun '15,Mar '15,Dec '14,Sep '14,Jun '14,Mar '14,Dec '13,Sep '13,Jun '13,Mar '13,Dec '12
Net Sales/Income from operations,1166.27,1057.03,988.87,977.59,915.0,762.61,738.11,698.51,577.17,501.37,454.86,406.93,382.92,387.32,393.43,372.56,434.7,454.66,488.5,473.65,519.43,518.41,580.69,559.01,567.16,563.95,565.99,533.46,550.07,498.31,460.73,470.04,471.85,487.85,504.79,508.49,536.26,530.23,526.13,515.72,531.43,524.09,492.6,470.65,484.14,455.33,434.82,436.63,439.47,405.55
Other Operating Income,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Total Income From Operations,1166.27,1057.03,988.87,977.59,915.0,762.61,738.11,698.51,577.17,501.37,454.86,406.93,382.92,387.32,393.43,372.56,434.7,454.66,488.5,473.65,519.43,518.41,580.69,559.01,567.16,563.95,565.99,533.46,550.07,498.31,460.73,470.04,471.85,487.85,504.79,508.49,536.26,530.23,526.13,515.72,531.43,524.09,492.6,470.65,484.14,455.33,434.82,436.63,439.47,405.55
EXPENDITURE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Consumption of Raw Materials,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Purchase of Traded Goods,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Increase/Decrease in Stocks,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Power & Fuel,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Employees Cost,173.44,148.45,212.1,102.23,117.09,112.98,109.31,105.04,119.41,129.39,136.8,129.2,110.14,103.53,99.04,97.14,74.69,69.21,79.71,82.38,90.3,91.18,93.0,99.61,91.63,97.55,93.46,97.77,87.99,82.99,77.97,75.38,57.4,59.24,55.71,57.86,53.12,62.9,63.68,66.89,84.74,73.61,65.2,66.15,60.84,53.68,49.33,49.24,60.84,49.89
Depreciation,19.52,15.27,15.8,14.51,13.93,15.15,14.74,15.49,19.35,15.82,13.93,12.31,13.7,12.95,12.25,10.6,13.16,11.53,13.2,14.26,16.73,18.63,18.35,18.37,13.73,11.97,12.37,12.08,12.77,11.79,11.63,12.79,12.24,13.62,11.66,10.77,8.92,10.65,10.16,9.62,12.0,8.37,7.28,6.86,7.95,7.69,8.87,8.64,8.53,8.7
Excise Duty,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Admin. And Selling Expenses,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
R & D Expenses,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Provisions And Contingencies,158.18,347.87,909.63,42.49,23.94,-6.54,28.06,26.56,-34.7,-45.24,-48.24,-16.35,-1.37,8.09,23.96,37.94,971.51,140.28,126.01,83.04,116.36,116.88,122.19,123.98,42.25,51.34,85.04,83.79,100.38,90.53,78.1,77.36,286.82,91.15,87.77,76.59,87.42,90.69,80.6,78.65,47.93,71.2,56.45,46.98,47.46,43.33,40.32,32.62,29.91,20.09
Exp. Capitalised,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Other Expenses,283.57,135.38,137.83,126.88,100.24,71.7,69.58,62.84,67.62,59.04,60.01,51.04,48.84,38.98,35.35,22.09,31.42,25.37,21.92,19.98,39.82,38.22,38.45,32.29,39.7,45.3,46.11,40.13,76.58,63.32,61.67,61.44,63.64,64.08,63.21,61.7,58.74,64.4,64.36,63.0,67.23,64.85,67.65,62.44,67.33,55.7,55.94,53.18,57.62,57.37
"P/L Before Other Inc. , Int., Excpt. Items & Tax",531.56,410.06,-286.49,691.48,659.8,569.32,516.42,488.58,405.49,342.36,292.36,230.73,211.6,223.77,222.83,204.8,-656.07,208.27,247.65,273.98,256.22,253.5,308.7,284.75,379.84,357.79,329.0,299.69,272.36,249.68,231.36,243.07,51.74,259.77,286.44,301.57,328.07,301.6,307.33,297.55,319.52,306.07,296.02,288.22,300.56,294.93,280.36,292.95,282.58,269.5
Other Income,7.04,0.14,7.63,18.27,6.73,11.15,6.62,13.82,3.98,17.94,25.67,22.11,15.38,6.92,3.7,4.86,11.6,4.78,7.72,4.02,4.99,20.68,11.67,17.64,13.1,7.29,14.3,18.9,10.45,10.55,18.29,18.66,13.28,11.78,13.86,10.14,6.65,5.94,8.77,8.16,5.35,5.53,7.86,7.97,6.42,18.2,19.65,20.5,25.67,23.45
"P/L Before Int., Excpt. Items & Tax",538.6,410.2,-278.86,709.75,666.53,580.47,523.04,502.4,409.47,360.3,318.03,252.84,226.98,230.69,226.53,209.66,-644.48,213.05,255.37,278.0,261.21,274.19,320.37,302.39,392.94,365.08,343.31,318.59,282.81,260.23,249.65,261.73,65.03,271.55,300.3,311.71,334.71,307.53,316.11,305.71,324.87,311.6,303.88,296.19,306.98,313.12,300.0,313.45,308.24,292.95
Interest,458.38,385.02,351.59,320.1,281.06,223.71,215.51,234.82,173.18,159.29,144.08,118.73,110.44,123.87,128.18,146.79,190.7,211.47,228.24,244.19,262.41,267.46,302.73,291.37,267.46,259.82,248.98,240.79,198.67,188.84,194.02,203.15,215.12,225.77,240.47,256.53,249.59,246.95,247.41,254.14,265.47,270.65,267.01,258.31,263.9,274.85,261.77,254.63,246.59,244.2
P/L Before Exceptional Items & Tax,80.22,25.18,-630.45,389.65,385.47,356.76,307.53,267.58,236.29,201.01,173.95,134.11,116.54,106.82,98.35,62.86,-835.18,1.58,27.13,33.81,-1.19,6.73,17.64,11.02,125.49,105.27,94.32,77.8,84.13,71.39,55.63,58.59,-150.09,45.78,59.84,55.19,85.12,60.58,68.7,51.57,59.4,40.95,36.87,37.88,43.08,38.27,38.23,58.82,61.65,48.76
Exceptional Items,--,--,--,--,--,--,1221.2,--,0.36,--,--,20.85,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
