Item,Mar '25,Dec '24,Sep '24,Jun '24,Mar '24,Dec '23,Sep '23,Jun '23,Mar '23,Dec '22,Sep '22,Jun '22,Mar '22,Dec '21,Sep '21,Jun '21,Mar '21,Dec '20,Sep '20,Jun '20,Mar '20,Dec '19,Sep '19,Jun '19,Mar '19,Dec '18,Sep '18,Jun '18,Mar '18,Dec '17,Sep '17,Jun '17,Mar '17,Dec '16,Sep '16,Jun '16,Mar '16,Dec '15,Sep '15,Jun '15,Mar '15,Dec '14,Sep '14,Jun '14,Mar '14,Dec '13,Sep '13,Jun '13,Mar '13,Dec '12
Net Sales/Income from operations,4401.1,4473.62,4724.5,4336.94,4918.8,4718.46,4561.08,3763.05,4519.59,4478.51,3316.22,2967.99,3291.24,2794.65,2519.0,2417.38,3175.76,2176.45,1933.61,1345.99,2492.61,2702.05,2353.08,2580.98,2844.26,2341.91,2337.2,2284.31,2448.6,2114.69,1321.02,1402.29,1723.58,1367.5,1343.53,1279.18,1803.55,1055.36,1317.73,1908.2,2078.56,1775.32,1589.53,1145.11,1363.13,1709.45,1223.71,1206.7,979.04,1722.01
Other Operating Income,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,7.56,10.05,2.12,3.75,21.62,27.24,4.02,4.88,2.11,1.83,3.96,0.45,0.16,5.68,0.31,1.03,0.72
Total Income From Operations,4401.1,4473.62,4724.5,4336.94,4918.8,4718.46,4561.08,3763.05,4519.59,4478.51,3316.22,2967.99,3291.24,2794.65,2519.0,2417.38,3175.76,2176.45,1933.61,1345.99,2492.61,2702.05,2353.08,2580.98,2844.26,2341.91,2337.2,2284.31,2448.6,2114.69,1321.02,1402.29,1723.58,1375.06,1353.58,1281.3,1807.3,1076.98,1344.97,1912.22,2083.44,1777.43,1591.36,1149.07,1363.58,1709.61,1229.39,1207.01,980.07,1722.73
EXPENDITURE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Consumption of Raw Materials,2586.56,2601.49,2461.42,2667.2,3018.59,2722.34,2858.98,2538.01,2741.15,2935.71,2137.84,1965.48,2044.79,1868.82,1473.36,1452.19,1785.5,1263.77,1242.58,864.37,1292.88,1471.58,1482.07,1469.1,1488.4,1465.07,1571.53,1389.89,1426.98,1424.97,888.31,765.03,793.78,681.73,798.65,836.2,986.17,674.19,782.5,986.67,936.28,1140.22,1064.37,740.54,619.51,916.31,840.83,759.39,660.83,892.56
Purchase of Traded Goods,--,--,--,--,--,--,--,18.26,66.6,--,--,--,--,4.61,4.49,8.09,13.68,--,8.11,0.62,23.64,58.03,36.72,175.08,249.48,174.19,46.1,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,4.48,--,--,--,21.38,--
Increase/Decrease in Stocks,54.46,-50.62,311.85,-207.7,-42.69,91.71,-87.64,-403.42,105.78,-2.23,-22.72,-106.31,26.19,-61.86,-53.77,-170.06,144.49,46.31,-171.84,-88.02,210.16,169.62,-95.53,-16.75,118.94,-204.98,-119.26,91.31,57.89,-109.49,-235.73,61.85,180.23,8.55,-66.86,-200.98,82.34,-178.0,-14.42,174.4,252.99,-177.18,-202.85,-131.69,93.36,190.88,-70.38,28.77,-56.95,366.5
Power & Fuel,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Employees Cost,300.0,303.28,303.35,284.43,281.32,286.09,280.64,271.0,259.56,219.22,202.57,195.69,190.74,196.95,194.87,187.75,173.99,175.02,171.67,164.69,171.82,162.66,163.0,158.82,140.96,144.75,147.62,143.84,135.11,129.37,126.0,122.98,120.49,111.72,116.72,116.57,105.59,105.94,108.39,105.47,106.5,90.11,91.24,85.95,76.75,78.73,76.7,68.02,63.36,64.17
Depreciation,121.89,119.34,119.33,118.93,119.5,121.89,117.03,108.29,99.06,93.73,93.34,87.62,93.32,95.37,95.38,87.7,95.08,86.06,82.66,82.18,95.73,74.46,71.37,68.82,71.06,72.67,72.43,65.26,65.86,62.37,68.63,61.61,65.98,57.12,58.41,57.85,55.71,59.87,60.15,58.62,61.99,62.05,63.05,62.07,62.24,53.86,51.26,45.39,36.05,38.63
