Item,Dec '24,Sep '24,Jun '24,Mar '24,Dec '23,Sep '23,Jun '23,Mar '23,Dec '22,Sep '22,Jun '22,Mar '22,Dec '21,Sep '21,Jun '21,Mar '21,Dec '20,Sep '20,Jun '20,Mar '20,Dec '19,Sep '19,Jun '19,Mar '19,Dec '18,Sep '18,Jun '18,Mar '18,Dec '17,Sep '17,Jun '17,Mar '17,Dec '16,Sep '16,Jun '16,Mar '16,Dec '15,Sep '15,Jun '15,Mar '15,Dec '14,Sep '14,Jun '14,Mar '14,Dec '13,Sep '13,Jun '13,Mar '13,Dec '12,Sep '12
Net Sales/Income from operations,1003.5,1063.19,952.23,1025.64,934.31,987.92,882.39,961.81,877.17,900.2,881.48,895.26,848.45,808.29,448.88,738.62,654.36,519.83,200.68,524.19,595.43,589.35,573.71,583.23,578.89,564.45,537.26,544.13,509.93,474.55,438.6,488.54,422.92,459.26,403.62,451.25,388.58,439.06,367.98,404.94,381.85,404.84,360.85,340.37,303.5,349.91,282.26,299.8,282.91,292.45
Other Operating Income,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,2.55,3.45,2.13,3.49,2.03,3.14,2.94,4.28,3.99,2.18,1.89,2.53,2.08,1.88,1.44,1.03,5.32,1.95
Total Income From Operations,1003.5,1063.19,952.23,1025.64,934.31,987.92,882.39,961.81,877.17,900.2,881.48,895.26,848.45,808.29,448.88,738.62,654.36,519.83,200.68,524.19,595.43,589.35,573.71,583.23,578.89,564.45,537.26,544.13,509.93,474.55,438.6,488.54,425.46,462.7,405.75,454.73,390.61,442.2,370.92,409.22,385.83,407.02,362.74,342.9,305.59,351.79,283.7,300.83,288.23,294.4
EXPENDITURE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Consumption of Raw Materials,493.97,525.48,409.63,454.92,396.81,403.03,392.54,382.84,352.72,318.71,347.54,366.27,327.7,280.92,246.66,283.4,232.89,182.22,68.76,202.5,212.0,204.17,232.16,235.65,253.5,239.68,217.61,227.29,203.99,161.73,143.94,159.71,144.78,143.2,153.3,161.11,153.38,162.6,156.7,151.73,168.82,204.94,176.44,144.45,172.34,178.74,143.31,140.82,159.96,163.11
Purchase of Traded Goods,122.13,108.46,137.29,88.63,119.49,135.71,107.51,113.05,121.92,132.97,133.52,106.57,134.15,108.47,57.05,110.46,77.66,50.44,18.84,66.73,67.45,91.47,59.45,67.81,64.4,61.79,51.51,71.0,84.01,87.03,89.22,92.02,73.66,89.16,60.64,68.98,61.15,44.46,42.99,59.74,42.0,47.18,43.75,38.34,27.64,32.57,25.87,33.27,28.17,34.34
Increase/Decrease in Stocks,-45.32,-18.9,-6.45,26.4,-12.77,-18.83,-35.56,13.61,4.13,36.55,-15.43,-13.34,-17.05,29.69,-105.46,-18.14,17.6,28.3,6.97,-12.95,24.66,0.12,0.52,-0.56,-9.14,-6.98,6.28,-24.45,-27.28,5.73,0.76,1.35,1.6,8.08,-9.42,-0.64,-30.76,27.32,-4.06,-1.14,-16.15,-21.05,-5.21,22.71,-18.34,-6.83,-1.46,2.87,-2.77,-15.65
Power & Fuel,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Employees Cost,151.06,149.49,142.84,128.67,129.05,129.95,126.98,119.65,108.85,113.8,115.22,111.69,99.86,99.6,88.69,100.27,85.04,76.39,56.57,86.64,84.59,88.41,84.48,83.68,81.0,84.0,79.02,75.2,72.28,67.58,68.88,66.73,63.74,62.42,63.78,62.62,59.51,56.77,51.74,52.42,49.45,50.96,41.45,39.41,39.53,39.19,33.26,29.72,29.55,30.55
Depreciation,22.02,21.71,21.18,20.91,21.6,22.1,21.83,18.72,18.03,17.81,17.83,17.2,17.16,16.85,16.33,15.92,16.22,16.22,14.27,16.27,17.32,17.02,16.94,14.3,13.6,11.26,10.83,27.73,26.3,13.82,13.19,15.56,14.95,12.62,9.25,12.21,11.61,10.74,10.08,11.86,11.61,10.91,10.43,8.86,8.76,8.15,7.48,7.59,8.51,7.83
Excise Duty,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Admin. And Selling Expenses,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
R & D Expenses,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Provisions And Contingencies,--,--,--,24.06,--,--,--,-49.37,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Exp. Capitalised,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Other Expenses,177.87,176.28,149.9,179.26,194.69,197.67,160.75,219.32,164.53,194.47,155.35,163.13,152.09,128.88,100.75,135.81,119.32,96.62,48.7,111.19,158.08,112.43,104.48,132.98,113.2,111.73,96.29,111.94,89.17,78.44,74.74,84.95,71.1,84.13,69.1,85.34,77.75,77.21,56.79,67.13,68.77,61.17,59.14,38.09,54.04,64.88,73.71,48.39,53.1,68.44
"P/L Before Other Inc. , Int., Excpt. Items & Tax",81.77,100.67,97.83,102.79,85.46,118.29,108.34,143.99,107.0,85.9,127.45,143.74,134.54,143.89,44.87,110.9,105.63,69.63,-13.43,53.8,31.32,75.74,75.68,49.36,62.34,62.97,75.71,55.43,61.46,60.22,47.88,68.22,55.64,63.09,59.09,65.11,57.96,63.1,56.68,67.48,61.35,52.9,36.75,51.04,21.61,35.09,1.54,38.18,11.7,5.78
Other Income,13.43,10.91,13.86,12.05,8.75,8.75,9.9,13.6,6.07,19.47,5.98,5.21,5.83,6.82,4.91,3.67,1.18,1.24,4.61,0.11,1.28,8.55,1.14,2.9,1.57,1.0,0.58,1.3,4.23,0.62,0.55,14.15,0.03,1.31,0.8,0.09,0.72,0.49,0.34,0.87,0.94,1.49,1.33,0.72,6.81,1.0,6.62,4.13,0.46,2.14
"P/L Before Int., Excpt. Items & Tax",95.2,111.57,111.69,114.84,94.21,127.05,118.24,157.59,113.07,105.37,133.44,148.95,140.36,150.71,49.78,114.57,106.81,70.87,-8.82,53.91,32.6,84.29,76.82,52.27,63.91,63.97,76.29,56.73,65.69,60.84,48.43,82.37,55.66,64.4,59.9,65.2,58.68,63.59,57.02,68.35,62.28,54.39,38.08,51.76,28.42,36.08,8.16,42.31,12.17,7.92
Interest,7.9,9.63,8.21,7.09,7.7,5.68,5.67,4.09,3.96,3.44,3.87,3.2,2.14,1.56,2.71,2.89,1.07,1.79,5.05,8.26,9.22,10.81,8.95,9.38,6.25,15.5,13.45,12.19,6.27,7.92,6.29,2.55,11.19,6.03,8.87,10.31,10.68,13.47,12.27,9.02,14.47,12.44,7.37,20.57,7.74,13.1,13.71,2.57,12.23,12.14
P/L Before Exceptional Items & Tax,87.3,101.94,103.48,107.75,86.5,121.37,112.57,153.5,109.11,101.93,129.57,145.75,138.22,149.14,47.07,111.68,105.74,69.08,-13.87,45.65,23.38,73.49,67.87,42.89,57.66,48.47,62.84,44.53,59.42,52.92,42.14,79.81,44.47,58.38,51.03,54.89,47.99,50.12,44.75,59.33,47.81,41.95,30.71,31.19,20.68,22.99,-5.56,39.74,-0.06,-4.22
Exceptional Items,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,-11.81,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,4.02,-8.54,27.75
P/L Before Tax,87.3,101.94,103.48,107.75,86.5,121.37,112.57,153.5,109.11,101.93,129.57,145.75,138.22,149.14,47.07,111.68,93.93,69.08,-13.87,45.65,23.38,73.49,67.87,42.89,57.66,48.47,62.84,44.53,59.42,52.92,42.14,79.81,44.47,58.38,51.03,54.89,47.99,50.12,44.75,59.33,47.81,41.95,30.71,31.19,20.68,22.99,-5.56,43.77,-8.6,23.53
Tax,23.46,26.25,29.58,30.73,21.9,31.04,28.46,40.71,27.75,25.71,33.1,54.72,40.95,46.06,13.19,28.45,28.04,17.64,-5.37,6.85,4.29,21.34,19.73,8.73,16.25,10.65,17.47,8.81,12.76,12.78,8.02,23.91,7.17,9.09,7.97,14.37,6.39,3.86,5.06,11.35,6.44,6.19,4.99,1.79,0.94,0.98,-1.35,1.42,-0.16,2.64
P/L After Tax from Ordinary Activities,63.84,75.69,73.91,77.02,64.61,90.33,84.11,112.79,81.36,76.22,96.47,91.03,97.27,103.08,33.89,83.23,65.88,51.44,-8.49,38.79,19.09,52.15,48.14,34.16,41.41,37.82,45.37,35.72,46.66,40.14,34.12,55.91,37.31,49.29,43.05,40.52,41.6,46.26,39.69,47.97,41.37,35.76,25.72,29.4,19.74,22.01,-4.21,42.35,-8.44,20.89
Prior Year Adjustments,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Extra Ordinary Items,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Net Profit/(Loss) For the Period,63.84,75.69,73.91,77.02,64.61,90.33,84.11,112.79,81.36,76.22,96.47,91.03,97.27,103.08,33.89,83.23,65.88,51.44,-8.49,38.79,19.09,52.15,48.14,34.16,41.41,37.82,45.37,35.72,46.66,40.14,34.12,55.91,37.31,49.29,43.05,40.52,41.6,46.26,39.69,47.97,41.37,35.76,25.72,29.4,19.74,22.01,-4.21,42.35,-8.44,20.89
Equity Share Capital,22.25,22.25,22.25,22.25,22.25,22.25,22.25,22.25,22.25,22.25,22.25,22.25,22.25,22.25,22.25,22.25,22.25,22.25,22.25,22.25,22.25,22.25,22.25,22.25,22.25,22.25,22.25,22.25,22.25,22.25,22.25,22.25,22.25,22.25,22.25,22.25,22.25,22.25,22.25,22.25,22.25,22.25,22.25,22.25,22.25,22.25,22.25,22.25,22.25,22.25
Reserves Excluding Revaluation Reserves,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Equity Dividend Rate (%),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
EPS Before Extra Ordinary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Basic EPS,2.87,3.41,3.33,3.47,2.91,4.07,3.79,5.08,3.66,3.43,4.34,4.1,4.38,4.64,1.53,3.75,2.97,2.32,-0.38,1.75,0.86,2.35,2.17,1.54,1.86,1.7,2.04,1.61,2.1,1.81,1.54,2.52,1.68,2.22,1.93,1.82,1.87,2.08,1.78,2.16,1.86,1.61,1.16,1.32,0.89,0.99,-0.19,1.91,-0.38,0.94
Diluted EPS,2.87,3.41,3.33,3.47,2.91,4.07,3.79,5.08,3.66,3.43,4.34,4.1,4.38,4.64,1.53,3.75,2.97,2.32,-0.38,1.75,0.86,2.35,2.17,1.54,1.86,1.7,2.04,1.61,2.1,1.81,1.54,2.52,1.68,2.22,1.93,1.82,1.87,2.08,1.78,2.16,1.86,1.61,1.16,1.32,0.89,0.99,-0.19,1.91,-0.38,0.94
EPS After Extra Ordinary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public Share Holding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No Of Shares (Crores),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,5.92,5.92,5.92,5.67,5.67,5.67,6.02,6.02,6.02,6.02,6.02,6.02,6.02
Share Holding (%),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,26.67,26.67,26.67,25.54,25.24,25.54,27.12,27.12,27.12,27.12,27.12,27.12,27.12
Promoters and Promoter Group Shareholding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a) Pledged/Encumbered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
- Number of shares (Crores),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,14.89,14.89,14.89,15.14,15.14,15.14,14.79,14.79,14.79,15.89,15.89,15.89,15.89
- Per. of shares (as a % of the total sh. of prom. and promoter group),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,91.41,91.41,91.41,91.54,91.54,91.54,91.35,91.35,91.35,98.15,98.15,98.15,98.15
- Per. of shares (as a % of the total Share Cap. of the company),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,67.03,67.03,67.03,68.16,68.16,68.16,66.58,66.58,66.58,71.53,71.53,71.53,71.53
b) Non-encumbered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Notes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
