Item,Mar '25,Dec '24,Sep '24,Jun '24,Mar '24,Dec '23,Sep '23,Jun '23,Mar '23,Dec '22,Sep '22,Jun '22,Mar '22,Dec '21,Sep '21,Jun '21,Mar '21,Dec '20,Sep '20,Jun '20,Mar '20,Dec '19,Sep '19,Jun '19,Mar '19,Dec '18,Sep '18,Jun '18,Mar '18,Dec '17,Sep '17,Jun '17,Mar '17,Dec '16,Sep '16,Jun '16,Mar '16,Dec '15,Sep '15,Jun '15,Mar '15,Dec '14,Sep '14,Jun '14,Mar '14,Dec '13,Sep '13,Jun '13,Mar '13,Dec '12
Interest Earned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(a) Int. /Disc. on Adv/Bills,32821.33,32048.4,31426.45,30108.54,29423.4,28557.51,27118.87,25844.15,24199.5,22180.28,19928.87,17634.32,16876.68,16234.21,15738.09,14984.58,14639.42,14034.81,14037.91,14576.67,14835.12,14795.57,14304.0,13616.42,12925.2,12523.87,11511.75,10981.8,10690.49,10238.14,10090.26,9847.31,9990.72,9870.0,9905.36,9837.31,10040.51,9862.87,9664.55,9375.22,9333.04,9031.82,8874.04,8392.18,8271.59,8223.83,7736.87,7195.64,6970.69,7065.8
(b) Income on Investment,8210.18,8302.14,8311.33,8156.58,7782.01,7210.67,7020.31,6618.0,5839.75,5343.57,5123.36,4581.78,4219.39,4050.3,4098.07,4041.51,3914.84,4120.45,4313.78,4190.71,3622.95,3678.93,3725.89,3645.44,3337.97,3236.84,3086.25,3135.82,3001.42,2860.71,2878.91,2827.13,2621.66,2947.68,2996.86,2810.87,2652.35,2652.48,2661.4,2659.12,2983.2,3011.99,2972.19,2977.19,2911.17,2922.17,2839.08,2884.63,2820.4,2742.42
(c) Int. on balances With RBI,706.12,489.59,517.11,443.0,430.16,454.19,494.34,412.7,550.75,470.08,348.3,481.38,612.98,547.58,259.5,140.77,307.83,458.13,421.13,444.82,214.21,184.24,136.22,147.48,227.27,134.8,147.47,226.55,166.01,154.04,144.82,198.5,281.93,125.55,37.93,50.05,59.02,36.22,31.47,31.53,38.93,53.13,53.77,49.27,61.62,33.62,47.03,57.71,134.29,136.25
(d) Others,693.17,459.69,282.49,287.66,312.79,472.21,286.87,452.76,431.13,511.7,632.51,974.06,965.85,1250.51,1137.98,1216.55,979.58,1116.4,849.64,712.15,516.4,405.54,399.19,570.72,802.36,384.89,360.16,378.19,406.44,412.46,463.06,586.19,674.22,674.87,699.25,632.02,730.05,794.5,741.45,746.69,383.3,338.27,250.56,348.26,244.87,275.33,190.29,282.7,439.95,193.82
Other Income,7260.07,7068.05,7176.66,7001.92,5648.78,6097.06,5776.68,5435.25,5087.75,5023.63,5054.87,4665.2,4737.42,4987.07,4797.18,3995.86,4111.35,4686.27,4028.31,6142.6,4254.98,4573.98,4194.22,3425.44,3621.02,3882.85,3156.49,3851.81,5678.61,3166.87,5186.24,3387.91,3017.23,3938.31,9119.68,3429.26,5108.93,4216.88,3007.35,2989.89,3496.26,3091.67,2738.39,2849.81,2976.09,2801.01,2166.48,2484.29,2208.19,2214.62
EXPENDITURE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Interest Expended,21237.86,20929.21,20489.4,19442.87,18855.56,18016.03,16612.48,15101.15,13354.34,12040.65,11246.23,10461.52,10070.34,9846.56,9543.9,9447.65,9410.54,9817.33,10256.37,10644.6,10261.79,10518.96,10507.87,10242.63,9672.74,9405.15,8688.05,8620.46,8242.69,7960.08,7867.98,7869.29,7606.37,8254.75,8386.11,8171.73,8077.42,7893.11,7847.39,7697.47,7659.05,7623.55,7493.92,7275.01,7132.73,7199.89,6769.76,6600.21,6562.11,6639.27
Employees Cost,4105.18,3929.05,4136.14,4370.51,3720.24,3812.67,3725.42,3883.66,3401.01,2921.18,2888.53,2849.21,2428.93,2484.84,2384.59,2374.39,2008.43,1949.93,1967.34,2166.08,2234.51,1942.11,2141.32,1953.3,1898.99,1734.0,1661.37,1513.88,1526.18,1362.55,1514.06,1511.16,1480.45,1405.95,1556.66,1290.65,1382.05,1140.43,1212.59,1267.28,1298.8,1117.83,1086.39,1246.86,1262.26,996.87,871.55,1089.43,999.74,940.64
Other Expenses,6683.58,6623.06,6365.32,6159.48,5982.59,6239.32,6129.9,5638.93,5527.15,5296.21,5272.83,4717.12,4620.11,4590.02,4187.61,3662.83,3994.22,3829.04,3165.97,2479.82,3557.27,3628.56,3236.23,2921.11,3108.7,2877.68,2662.99,2631.45,2660.12,2451.84,2394.75,2283.28,2386.92,2371.79,2180.24,2082.4,2023.89,1969.61,1887.81,1799.9,1808.59,1748.51,1610.73,1578.12,1616.86,1620.16,1450.56,1401.17,1407.55,1320.52
Depreciation,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Operating Profit before Provisions and contingencies,17664.25,16886.55,16723.18,16024.84,15038.75,14723.62,14229.27,14139.12,13826.38,13271.22,11680.32,10308.89,10292.94,10148.25,9914.72,8894.4,8539.83,8819.76,8261.09,10776.45,7390.09,7548.63,6874.1,6288.46,6233.39,6146.42,5249.71,5808.38,7513.98,5057.75,6986.5,5183.31,5112.02,5523.92,10636.07,5214.73,7107.5,6559.8,5158.43,5037.8,5468.29,5036.99,4697.91,4516.72,4453.49,4439.04,3887.88,3814.16,3604.12,3452.48
Provisions And Contingencies,890.7,1226.65,1233.09,1332.18,718.49,1049.37,582.63,1292.44,1619.8,2257.44,1644.52,1143.82,1068.95,2007.3,2713.48,2851.69,2883.47,2741.72,2995.27,7593.95,5967.44,2083.2,2506.87,3495.73,5451.41,4244.15,3994.29,5971.29,6625.75,3569.56,4502.93,2608.74,2898.22,2712.7,7082.69,2514.52,3326.21,2844.05,942.16,955.39,1344.73,979.69,849.49,726.08,713.78,694.64,624.8,593.18,460.02,368.73
Exceptional Items,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,-3600.0,--,--,--,--,--,--,--,--,--,--,--,--,--
