Item,Mar '25,Dec '24,Sep '24,Jun '24,Mar '24,Dec '23,Sep '23,Jun '23,Mar '23,Dec '22,Sep '22,Jun '22,Mar '22,Dec '21,Sep '21,Jun '21,Mar '21,Dec '20,Sep '20,Jun '20,Mar '20,Dec '19,Sep '19,Jun '19,Mar '19,Dec '18,Sep '18,Jun '18,Mar '18,Dec '17,Sep '17,Jun '17,Mar '17,Dec '16,Sep '16,Jun '16,Mar '16,Dec '15,Sep '15,Jun '15,Mar '15,Dec '14,Sep '14,Jun '14,Mar '14,Dec '13,Sep '13,Jun '13,Mar '13,Dec '12
Net Sales/Income from operations,2058.54,1970.34,2551.21,2417.88,1651.55,1697.02,2485.39,2570.96,1717.43,2272.2,2887.64,2594.36,1505.76,1932.39,2745.44,2170.21,1341.48,2092.2,2554.03,2518.87,1913.62,1795.07,2605.43,2421.29,1950.34,1571.37,2495.02,2128.99,1136.9,1497.93,1971.42,2325.78,1337.59,1298.35,2351.67,2166.04,1622.46,1344.17,2333.15,1980.33,1449.84,1166.91,2086.01,2033.88,996.01,1123.38,1615.21,1600.51,1037.71,911.57
Other Operating Income,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0.27,1.73,24.85,10.23,51.69,30.75,16.41,23.39,11.75,21.34,21.73,10.13,12.78,20.97,126.78,21.25,34.81,18.86,61.67,98.8
Total Income From Operations,2058.54,1970.34,2551.21,2417.88,1651.55,1697.02,2485.39,2570.96,1717.43,2272.2,2887.64,2594.36,1505.76,1932.39,2745.44,2170.21,1341.48,2092.2,2554.03,2518.87,1913.62,1795.07,2605.43,2421.29,1950.34,1571.37,2495.02,2128.99,1136.9,1497.93,1971.69,2327.51,1362.44,1308.58,2403.36,2196.79,1638.87,1367.56,2344.9,2001.67,1471.57,1177.04,2098.79,2054.85,1122.79,1144.63,1650.02,1619.37,1099.38,1010.37
EXPENDITURE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Consumption of Raw Materials,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Purchase of Traded Goods,--,--,--,--,--,--,--,--,--,--,51.43,103.86,--,--,44.58,--,--,--,--,--,--,--,--,--,12.68,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Increase/Decrease in Stocks,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Power & Fuel,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,42.69,40.32,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Employees Cost,366.99,651.72,318.03,310.5,368.81,309.18,321.23,297.36,416.93,286.68,291.71,306.57,498.35,319.34,306.35,316.74,360.51,378.74,343.81,326.2,382.59,399.34,376.37,357.22,440.23,551.32,361.09,352.01,444.82,375.53,359.91,405.07,614.46,308.75,330.96,320.75,324.67,291.66,274.83,267.2,277.66,283.97,301.05,286.55,364.87,247.14,214.22,231.84,236.0,192.02
Depreciation,293.1,279.22,270.79,281.95,280.19,278.2,276.88,275.73,286.25,288.04,283.8,287.35,280.26,286.5,280.31,279.15,236.12,334.94,333.17,330.27,385.76,387.32,385.66,386.6,411.45,401.55,404.44,372.55,354.9,346.92,350.48,353.59,352.71,355.13,342.16,338.4,343.2,345.36,335.72,334.79,359.46,353.73,357.51,355.17,336.65,315.56,282.54,276.0,254.64,238.96
