Item,Mar '25,Dec '24,Sep '24,Jun '24,Mar '24,Dec '23,Sep '23,Jun '23,Mar '23,Dec '22,Sep '22,Jun '22,Mar '22,Dec '21,Sep '21,Jun '21,Mar '21,Dec '20,Sep '20,Jun '20,Mar '20,Dec '19,Sep '19,Jun '19,Mar '19,Dec '18,Sep '18,Jun '18,Mar '18,Dec '17,Sep '17,Jun '17,Mar '17,Dec '16,Sep '16,Jun '16,Mar '16,Dec '15,Sep '15,Jun '15,Mar '15,Dec '14,Sep '14,Jun '14,Mar '14,Dec '13,Sep '13,Jun '13,Mar '13,Dec '12
Net Sales/Income from operations,42328.96,34984.28,34918.36,30278.75,39553.27,31600.92,28151.12,26930.54,36734.13,27785.41,25769.75,20211.69,37439.22,21551.54,17061.0,13109.0,29754.11,19619.81,15791.68,8149.99,27252.75,19885.85,18751.69,16498.89,29465.24,22342.98,18648.76,15173.69,26941.74,17715.73,15859.84,13937.04,23323.61,15769.19,14589.44,12036.52,22265.41,15732.77,14125.91,11299.31,18967.92,14995.02,12716.84,10337.62,20079.1,14387.51,14509.51,12555.06,20293.83,15429.36
Other Operating Income,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,177.01,116.04,--,--,135.41,109.5,144.37,--,--,--,--,--,--,--,--,--,--
Total Income From Operations,42328.96,34984.28,34918.36,30278.75,39553.27,31600.92,28151.12,26930.54,36734.13,27785.41,25769.75,20211.69,37439.22,21551.54,17061.0,13109.0,29754.11,19619.81,15791.68,8149.99,27252.75,19885.85,18751.69,16498.89,29465.24,22342.98,18648.76,15173.69,26941.74,17715.73,15859.84,13937.04,23323.61,15946.2,14705.48,12036.52,22265.41,15868.18,14235.41,11443.68,18967.92,14995.02,12716.84,10337.62,20079.1,14387.51,14509.51,12555.06,20293.83,15429.36
EXPENDITURE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Consumption of Raw Materials,4816.54,4335.46,3661.0,2406.01,3303.81,2858.6,2596.81,2862.26,4145.27,3259.74,2769.88,2988.15,3628.46,11166.5,1464.97,1287.44,1844.24,1713.07,1331.87,804.76,1411.1,1417.55,7376.37,6733.06,1669.72,10369.84,7406.59,5942.47,2036.85,7739.19,6684.01,1945.86,1822.33,2279.72,2298.42,1702.23,2358.89,2619.46,2048.01,5104.79,2064.89,1744.91,1712.66,1533.66,2265.95,1927.94,2715.94,2880.07,3448.98,2820.36
Purchase of Traded Goods,256.04,455.74,328.4,369.72,122.26,292.56,347.22,316.5,184.97,391.39,304.12,195.8,259.64,319.98,251.54,239.46,448.12,348.89,299.99,141.11,225.38,245.14,196.2,188.9,304.82,358.51,342.32,280.21,404.05,276.25,300.37,315.95,515.55,325.36,285.28,264.65,304.05,289.66,247.15,288.58,411.7,278.7,313.55,292.79,511.56,464.11,469.54,476.95,607.86,516.58
Increase/Decrease in Stocks,1030.65,247.97,-255.35,65.96,788.02,175.39,182.17,-733.75,11.25,-580.75,-918.07,-1443.16,197.47,-1242.44,-521.83,-362.83,-205.18,297.79,394.69,-144.71,327.81,-73.43,-70.5,-245.89,149.14,-657.22,-251.79,-504.59,-169.09,-691.06,-344.79,-305.64,380.11,42.28,12.58,-303.38,525.64,-32.82,597.26,-1024.54,156.88,642.79,-290.69,-787.5,1795.4,18.32,-405.17,-1289.01,822.06,-512.92
Power & Fuel,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Employees Cost,2898.19,2577.11,2514.61,2452.96,2386.49,2205.46,2173.73,2098.76,2247.2,2014.8,2109.73,1926.5,1899.27,1617.18,1567.43,1543.25,1327.16,1395.76,1402.63,1359.83,1425.75,1505.44,1547.7,1448.04,1443.74,1507.83,1595.26,1496.09,1475.1,1428.8,1420.13,1386.84,1364.08,1285.94,1207.1,1289.77,1299.54,1310.41,1221.51,1145.22,1019.24,958.84,1274.37,900.52,1229.55,1068.15,1579.29,1168.76,1134.39,1048.52
Depreciation,487.38,487.96,504.86,480.78,518.42,438.45,415.56,378.56,357.24,334.76,337.57,342.07,307.89,258.73,261.25,260.27,301.02,240.42,249.42,234.76,257.05,244.51,249.7,233.94,269.48,268.32,259.53,254.25,266.51,264.88,259.38,258.4,396.29,266.65,272.93,279.32,227.66,192.0,308.96,268.78,245.83,263.81,237.6,260.93,213.83,199.17,216.36,210.28,222.21,200.35
Excise Duty,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Admin. And Selling Expenses,1373.84,828.89,858.87,832.79,992.56,767.9,875.84,817.55,626.37,707.46,539.31,640.71,827.04,667.58,599.7,645.28,703.53,530.91,594.81,444.7,808.79,768.13,574.65,545.29,329.99,660.15,860.68,680.22,1087.56,642.88,498.27,624.4,836.53,691.87,564.37,647.29,813.87,766.02,655.69,604.62,654.93,545.88,380.64,402.61,239.01,458.86,798.84,565.66,509.32,469.14
R & D Expenses,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Provisions And Contingencies,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Exp. Capitalised,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Other Expenses,28196.19,23644.56,24856.25,22166.5,28528.68,22841.96,20054.72,19695.81,25994.87,19675.92,19057.27,14357.63,26757.77,7302.26,12296.45,8730.55,22046.34,13469.58,10536.86,4962.69,20430.95,14559.26,7574.22,6613.53,22340.85,7963.58,7036.7,6041.02,18647.73,6645.56,5993.28,9004.13,15383.94,9968.88,9250.01,7471.66,14035.29,10026.32,8306.03,4473.5,12170.37,9254.46,7985.11,6908.2,11136.67,8775.3,7949.37,7681.15,11320.36,9612.75
"P/L Before Other Inc. , Int., Excpt. Items & Tax",3270.13,2406.59,2449.72,1504.03,2913.03,2020.6,1505.07,1494.85,3166.96,1982.09,1569.94,1203.99,3561.68,1461.75,1141.49,765.58,3288.88,1623.39,981.41,346.85,2365.92,1219.25,1303.35,982.02,2957.5,1871.97,1399.47,984.02,3193.03,1409.23,1049.19,707.1,2624.78,1085.5,814.79,684.98,2700.47,697.13,850.8,582.73,2244.08,1305.63,1103.6,826.41,2687.13,1475.66,1185.34,861.2,2228.65,1274.58
Other Income,1196.56,1197.38,833.38,2448.52,1020.49,1225.6,2236.28,858.23,1079.92,832.96,1554.22,567.85,702.8,1012.44,1353.77,670.49,674.37,1127.66,935.15,698.26,801.67,632.91,1022.16,462.11,767.24,887.0,723.79,546.71,374.6,446.22,660.91,423.7,345.31,498.74,645.38,482.42,761.26,576.72,480.82,522.23,570.13,621.89,603.33,488.03,495.27,446.78,449.42,472.6,374.38,530.18
"P/L Before Int., Excpt. Items & Tax",4466.69,3603.97,3283.1,3952.55,3933.52,3246.2,3741.35,2353.08,4246.88,2815.05,3124.16,1771.84,4264.48,2474.19,2495.26,1436.07,3963.25,2751.05,1916.56,1045.11,3167.59,1852.16,2325.51,1444.13,3724.74,2758.97,2123.26,1530.73,3567.63,1855.45,1710.1,1130.8,2970.09,1584.24,1460.17,1167.4,3461.73,1273.85,1331.62,1104.96,2814.21,1927.52,1706.93,1314.44,3182.4,1922.44,1634.76,1333.8,2603.03,1804.76
Interest,502.65,542.51,583.12,567.18,644.46,629.84,584.18,547.35,534.01,508.11,578.61,504.5,440.76,412.0,424.21,466.92,486.89,567.81,656.4,708.45,563.71,589.81,559.05,481.63,472.78,488.56,369.74,346.96,373.6,332.18,367.19,359.26,269.25,357.34,360.33,331.11,389.37,398.02,373.99,315.44,334.09,500.41,312.59,271.94,304.92,290.85,242.76,245.28,280.99,237.98
P/L Before Exceptional Items & Tax,3964.04,3061.46,2699.98,3385.37,3289.06,2616.36,3157.17,1805.73,3712.87,2306.94,2545.55,1267.34,3823.72,2062.19,2071.05,969.15,3476.36,2183.24,1260.16,336.66,2603.88,1262.35,1766.46,962.5,3251.96,2270.41,1753.52,1183.77,3194.03,1523.27,1342.91,771.54,2700.84,1226.9,1099.84,836.29,3072.36,875.83,957.63,789.52,2480.12,1427.11,1394.34,1042.5,2877.48,1631.59,1392.0,1088.52,2322.04,1566.78
Exceptional Items,474.78,--,--,--,50.02,--,--,397.97,--,--,--,--,--,--,267.29,--,--,--,-2818.65,--,--,--,--,626.99,-24.7,--,496.79,2.83,198.82,56.8,174.91,--,-961.08,--,1905.05,-50.0,-77.3,91.73,545.85,--,185.72,--,--,171.44,484.11,104.39,--,--,--,--
P/L Before Tax,4438.82,3061.46,2699.98,3385.37,3339.08,2616.36,3157.17,2203.7,3712.87,2306.94,2545.55,1267.34,3823.72,2062.19,2338.34,969.15,3476.36,2183.24,-1558.49,336.66,2603.88,1262.35,1766.46,1589.49,3227.26,2270.41,2250.31,1186.6,3392.85,1580.07,1517.82,771.54,1739.76,1226.9,3004.89,786.29,2995.06,967.56,1503.48,789.52,2665.84,1427.11,1394.34,1213.94,3361.59,1735.98,1392.0,1088.52,2322.04,1566.78
Tax,929.83,642.08,706.87,424.03,673.01,480.18,447.45,411.34,710.02,481.5,436.09,356.12,922.57,391.35,312.9,219.18,1009.32,478.34,208.61,55.01,489.64,205.08,-10.19,315.77,1046.38,635.63,496.6,274.8,947.63,358.18,355.91,213.4,485.68,292.72,286.15,239.55,603.99,166.29,259.47,226.3,605.19,367.31,352.16,320.39,638.11,495.28,414.49,332.49,552.82,445.03
P/L After Tax from Ordinary Activities,3508.99,2419.38,1993.11,2961.34,2666.07,2136.18,2709.72,1792.36,3002.85,1825.44,2109.46,911.22,2901.15,1670.84,2025.44,749.97,2467.04,1704.9,-1767.1,281.65,2114.24,1057.27,1776.65,1273.72,2180.88,1634.78,1753.71,911.8,2445.22,1221.89,1161.91,558.14,1254.08,934.18,2718.74,546.74,2391.07,801.27,1244.01,563.22,2060.65,1059.8,1042.18,893.55,2723.48,1240.7,977.51,756.03,1769.22,1121.75
Prior Year Adjustments,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Extra Ordinary Items,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,-25.93,167.87,8483.61,24.93,140.4,188.82,206.95,118.28,169.4,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,18.72,--
Net Profit/(Loss) For the Period,3508.99,2419.38,1993.11,2961.34,2666.07,2136.18,2709.72,1792.36,3002.85,1825.44,2109.46,911.22,2901.15,1670.84,2025.44,749.97,2441.11,1872.77,6716.51,306.58,2254.64,1246.09,1983.6,1392.0,2350.28,1634.78,1753.71,911.8,2445.22,1221.89,1161.91,558.14,1254.08,934.18,2718.74,546.74,2391.07,801.27,1244.01,563.22,2060.65,1059.8,1042.18,893.55,2723.48,1240.7,977.51,756.03,1787.94,1121.75
Equity Share Capital,275.04,275.03,275.0,274.97,274.93,274.91,274.88,281.11,281.1,281.07,281.04,281.03,281.01,280.97,280.93,280.92,280.91,280.85,280.81,280.8,280.78,280.72,280.65,280.62,280.55,280.44,280.44,280.35,280.27,280.21,280.11,186.68,186.59,186.54,186.47,186.4,186.3,186.24,186.13,186.06,185.91,185.77,185.65,185.54,185.38,185.21,185.05,123.25,123.08,122.98
Reserves Excluding Revaluation Reserves,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Equity Dividend Rate (%),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
EPS Before Extra Ordinary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
