Item,Dec '24,Sep '24,Jun '24,Mar '24,Dec '23,Sep '23,Jun '23,Mar '23,Dec '22,Sep '22,Jun '22,Mar '22,Dec '21,Sep '21,Jun '21,Mar '21,Dec '20,Sep '20,Jun '20,Mar '20,Dec '19,Sep '19,Jun '19,Mar '19,Dec '18,Sep '18,Jun '18,Mar '18,Dec '17,Sep '17,Jun '17,Mar '17,Dec '16,Sep '16,Jun '16,Mar '16,Dec '15,Sep '15,Jun '15,Mar '15,Dec '14,Sep '14,Jun '14,Mar '14,Dec '13,Sep '13,Jun '13,Mar '13,Dec '12,Sep '12
Net Sales/Income from operations,793.58,900.16,1276.11,927.12,885.48,1017.98,1317.78,813.53,857.51,796.43,1193.9,833.01,1033.1,828.67,810.1,781.99,972.34,756.16,606.1,735.16,814.97,795.58,1101.36,888.88,904.45,749.55,1120.39,716.95,683.28,675.9,786.32,582.5,589.43,625.49,760.83,564.97,573.24,567.55,689.45,548.58,552.44,509.02,633.58,520.18,508.34,466.41,601.85,472.67,485.86,433.34
Other Operating Income,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Total Income From Operations,793.58,900.16,1276.11,927.12,885.48,1017.98,1317.78,813.53,857.51,796.43,1193.9,833.01,1033.1,828.67,810.1,781.99,972.34,756.16,606.1,735.16,814.97,795.58,1101.36,888.88,904.45,749.55,1120.39,716.95,683.28,675.9,786.32,582.5,589.43,625.49,760.83,564.97,573.24,567.55,689.45,548.58,552.44,509.02,633.58,520.18,508.34,466.41,601.85,472.67,485.86,433.34
EXPENDITURE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Consumption of Raw Materials,--,219.61,297.14,220.02,175.26,170.51,288.46,--,160.38,147.52,199.37,142.94,158.91,134.13,113.96,--,--,--,--,92.2,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Purchase of Traded Goods,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Increase/Decrease in Stocks,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Power & Fuel,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Employees Cost,72.68,73.11,72.64,71.08,71.04,72.68,69.16,68.69,68.17,69.25,68.46,65.36,66.39,67.61,68.08,66.97,67.25,72.38,73.09,73.11,70.95,74.84,73.49,70.26,71.71,73.47,85.16,76.09,72.2,77.39,68.42,64.28,59.86,71.83,60.3,63.07,59.12,59.27,54.53,52.16,55.69,50.13,45.77,50.63,49.42,48.27,44.21,44.45,47.6,42.89
Depreciation,108.93,191.36,108.93,103.61,110.89,214.34,85.17,75.21,109.22,75.46,207.93,64.84,153.29,35.48,33.06,76.62,68.7,91.28,145.46,232.83,143.63,144.41,158.46,241.93,176.08,81.89,146.77,119.04,114.46,102.69,103.49,76.65,110.69,103.03,100.77,102.52,134.75,117.58,130.17,138.42,125.41,185.01,138.99,112.33,106.06,117.56,117.39,101.69,104.38,113.84
