Item,Mar '25,Dec '24,Sep '24,Jun '24,Mar '24,Dec '23,Sep '23,Jun '23,Mar '23,Dec '22,Sep '22,Jun '22,Mar '22,Dec '21,Sep '21,Jun '21,Mar '21,Dec '20,Sep '20,Jun '20,Mar '20,Dec '19,Sep '19,Jun '19,Mar '19,Dec '18,Sep '18,Jun '18,Mar '18,Dec '17,Sep '17,Jun '17,Mar '17,Dec '16,Sep '16,Jun '16,Mar '16,Dec '15,Sep '15,Jun '15,Mar '15,Dec '14,Sep '14,Jun '14,Mar '14,Dec '13,Sep '13,Jun '13,Mar '13,Dec '12
Net Sales/Income from operations,645.0,517.0,586.0,672.0,706.0,682.0,786.0,720.0,727.0,669.0,719.0,798.0,767.0,835.0,654.0,543.0,563.0,453.0,473.0,350.0,548.0,597.0,833.0,897.0,1390.0,1562.0,2008.0,1777.0,1212.22,933.06,461.9,351.02,366.22,330.79,314.57,271.3,341.6,348.18,312.17,316.49,407.54,310.63,391.77,367.03,475.25,430.25,430.66,394.83,498.26,419.17
Other Operating Income,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,7.17,6.77,5.06,3.89,7.67,8.45,6.1,6.01,8.11,3.45,5.55,3.14,13.7,4.2,10.21,8.98,12.92,9.93
Total Income From Operations,645.0,517.0,586.0,672.0,706.0,682.0,786.0,720.0,727.0,669.0,719.0,798.0,767.0,835.0,654.0,543.0,563.0,453.0,473.0,350.0,548.0,597.0,833.0,897.0,1390.0,1562.0,2008.0,1777.0,1212.22,933.06,461.9,351.02,373.39,337.56,319.63,275.19,349.27,356.63,318.27,322.5,415.65,314.08,397.32,370.17,488.95,434.45,440.87,403.81,511.18,429.1
EXPENDITURE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Consumption of Raw Materials,223.0,297.0,260.0,250.0,320.0,312.0,347.0,456.0,389.0,459.0,451.0,488.0,415.0,405.0,325.0,236.0,182.0,213.0,258.0,117.0,215.0,573.0,510.0,660.0,622.0,642.0,467.0,369.0,257.55,178.74,146.98,128.18,126.04,126.05,135.03,130.2,104.36,121.71,114.12,119.72,151.45,167.08,184.8,190.67,212.8,188.95,185.87,210.49,206.65,223.63
Purchase of Traded Goods,7.0,7.0,7.0,8.0,--,2.0,6.0,9.0,17.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,11.8,--,--,--,--,--,--,--,--,--,0.9,--,--,--,--,--,--,--,--,--,--,7.99
Increase/Decrease in Stocks,111.0,-65.0,-41.0,68.0,176.0,62.0,173.0,81.0,-48.0,-171.0,-180.0,-182.0,-89.0,-35.0,-65.0,-57.0,-33.0,49.0,56.0,170.0,141.0,308.0,-21.0,-268.0,-213.0,-222.0,-109.0,-135.0,30.12,3.32,-16.03,-4.23,35.9,-7.99,-0.49,-7.33,65.32,38.8,9.02,14.94,61.33,-53.91,1.83,-28.95,12.28,-0.19,5.81,-38.59,38.43,-67.2
Power & Fuel,72.0,--,--,--,31.0,--,--,--,99.0,--,116.0,171.0,96.0,--,85.0,--,72.0,--,63.0,36.0,47.0,46.0,67.0,77.0,80.0,85.0,84.0,80.0,75.76,79.65,72.92,70.9,63.32,62.46,59.89,52.58,40.56,47.41,46.79,53.18,48.46,52.0,54.6,65.73,63.01,59.24,56.11,65.93,78.48,81.49
Employees Cost,58.0,60.0,59.0,59.0,57.0,58.0,56.0,54.0,54.0,54.0,57.0,61.0,54.0,57.0,59.0,53.0,50.0,49.0,46.0,40.0,45.0,47.0,61.0,53.0,55.0,58.0,62.0,47.0,45.0,44.64,45.0,41.14,41.08,38.8,37.09,35.07,31.73,35.03,33.59,35.79,34.9,33.45,35.08,35.04,37.25,34.95,31.62,30.91,31.83,33.59
Depreciation,22.0,21.0,20.0,18.0,18.0,19.0,17.0,16.0,14.0,10.0,11.0,11.0,12.0,11.0,11.0,12.0,12.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,22.0,11.0,12.0,11.0,11.11,11.28,12.0,12.04,12.6,9.59,9.65,9.72,10.96,11.13,11.12,11.21,9.48,9.55,10.56,9.16,13.43,13.53,13.52,13.12,13.67,12.92
Excise Duty,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Admin. And Selling Expenses,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
R & D Expenses,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Provisions And Contingencies,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Exp. Capitalised,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Other Expenses,124.0,201.0,212.0,212.0,129.0,224.0,219.0,206.0,130.0,232.0,172.0,185.0,184.0,251.0,126.0,175.0,164.0,147.0,85.0,59.0,79.0,116.0,99.0,115.0,175.0,131.0,137.0,116.0,123.43,108.16,83.11,79.52,92.4,81.89,74.02,54.16,75.15,71.47,67.45,65.55,83.41,73.71,81.19,70.07,95.46,83.01,79.66,69.24,94.0,82.93
"P/L Before Other Inc. , Int., Excpt. Items & Tax",28.0,-4.0,69.0,57.0,-25.0,5.0,-32.0,-102.0,72.0,85.0,92.0,64.0,95.0,146.0,113.0,124.0,116.0,-16.0,-46.0,-83.0,10.0,-504.0,106.0,249.0,649.0,857.0,1355.0,1289.0,657.45,507.27,117.92,23.47,2.05,26.76,4.44,0.79,21.19,31.08,35.28,22.11,26.62,32.2,29.26,28.45,54.72,54.96,68.28,52.71,48.12,53.75
Other Income,54.0,15.0,166.0,190.0,73.0,59.0,87.0,72.0,7.0,39.0,104.0,22.0,74.0,61.0,68.0,76.0,53.0,139.0,47.0,67.0,18.0,42.0,43.0,54.0,63.0,64.0,42.0,28.0,37.04,11.48,19.24,21.13,31.17,12.91,21.97,17.84,8.43,4.39,8.69,4.49,9.01,3.27,4.59,13.87,15.89,10.29,5.33,8.7,9.81,3.27
"P/L Before Int., Excpt. Items & Tax",82.0,11.0,235.0,247.0,48.0,64.0,55.0,-30.0,79.0,124.0,196.0,86.0,169.0,207.0,181.0,200.0,169.0,123.0,1.0,-16.0,28.0,-462.0,149.0,303.0,712.0,921.0,1397.0,1317.0,694.49,518.75,137.16,44.6,33.22,39.67,26.41,18.63,29.62,35.47,43.97,26.6,35.63,35.47,33.85,42.32,70.61,65.25,73.61,61.41,57.93,57.02
Interest,1.0,1.0,3.0,1.0,2.0,2.0,4.0,4.0,3.0,2.0,2.0,2.0,1.0,2.0,--,1.0,1.0,1.0,2.0,2.0,4.0,4.0,4.0,5.0,4.0,3.0,3.0,1.0,1.99,1.71,1.53,0.95,1.1,2.14,1.82,1.44,2.04,1.22,2.13,2.02,2.42,3.67,2.56,3.58,3.92,3.84,4.85,4.35,7.06,5.21
P/L Before Exceptional Items & Tax,81.0,10.0,232.0,246.0,46.0,62.0,51.0,-34.0,76.0,122.0,194.0,84.0,168.0,205.0,181.0,199.0,168.0,122.0,-1.0,-18.0,24.0,-466.0,145.0,298.0,708.0,918.0,1394.0,1316.0,692.5,517.04,135.63,43.65,32.12,37.53,24.59,17.19,27.58,34.25,41.84,24.58,33.21,31.8,31.29,38.74,66.69,61.41,68.76,57.06,50.87,51.81
