Item,Mar '25,Dec '24,Sep '24,Jun '24,Mar '24,Dec '23,Sep '23,Jun '23,Mar '23,Dec '22,Sep '22,Jun '22,Mar '22,Dec '21,Sep '21,Jun '21,Mar '21,Dec '20,Sep '20,Jun '20,Mar '20,Dec '19,Sep '19,Jun '19,Mar '19,Dec '18,Sep '18,Jun '18,Mar '18,Dec '17,Sep '17,Jun '17,Mar '17,Dec '16,Sep '16,Jun '16,Mar '16,Dec '15,Sep '15,Jun '15,Mar '15,Dec '14,Sep '14,Jun '14,Mar '14,Dec '13,Sep '13,Jun '13,Mar '13,Dec '12
Net Sales/Income from operations,521.76,476.41,445.27,56.01,68.55,51.88,48.86,40.3,53.25,50.78,42.53,40.65,47.85,51.78,39.73,27.97,37.32,34.92,28.7,17.61,25.68,32.42,25.64,27.7,31.92,33.16,21.19,16.16,21.03,17.92,16.47,14.94,17.89,16.27,15.65,14.89,16.64,17.71,16.94,15.03,17.62,21.37,16.01,17.25,17.84,24.28,27.03,26.49,58.68,50.56
Other Operating Income,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0.87,0.53,0.76,0.16,0.17,0.31,0.34,0.47,0.28,0.8,0.52,1.03,0.93,2.2,2.22,7.55,0.4
Total Income From Operations,521.76,476.41,445.27,56.01,68.55,51.88,48.86,40.3,53.25,50.78,42.53,40.65,47.85,51.78,39.73,27.97,37.32,34.92,28.7,17.61,25.68,32.42,25.64,27.7,31.92,33.16,21.19,16.16,21.03,17.92,16.47,14.94,17.89,17.14,16.18,15.64,16.79,17.88,17.26,15.37,18.09,21.66,16.8,17.77,18.87,25.2,29.23,28.72,66.23,50.96
EXPENDITURE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Consumption of Raw Materials,--,--,--,--,--,--,--,--,--,--,0.05,0.07,0.06,0.08,0.06,0.06,0.09,0.08,0.77,--,0.39,1.7,0.41,0.72,0.92,0.51,0.25,0.23,0.2,0.15,0.4,0.35,0.27,0.39,0.54,0.45,0.5,--,--,--,--,--,--,--,--,--,--,2.72,--,--
Purchase of Traded Goods,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Increase/Decrease in Stocks,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Power & Fuel,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Employees Cost,178.11,181.24,179.91,38.85,31.96,32.85,32.92,27.12,29.56,29.53,28.32,24.69,19.41,20.63,22.52,16.26,15.49,21.12,16.93,20.35,19.37,22.44,27.02,26.45,25.53,26.51,21.32,18.44,14.69,16.06,17.87,17.21,13.59,13.84,14.05,14.24,12.32,9.22,11.19,10.4,9.78,7.7,6.42,10.1,11.37,15.5,17.2,19.05,26.85,22.71
Depreciation,30.2,30.83,30.75,0.55,0.67,0.47,3.33,1.13,1.05,1.14,1.09,1.15,1.17,1.26,1.4,1.47,1.6,1.62,1.72,1.71,1.66,1.73,1.87,1.97,1.69,1.8,1.9,1.88,1.86,1.92,1.86,2.24,2.37,2.28,2.0,1.88,2.15,1.63,1.1,0.95,0.98,1.02,1.12,1.33,1.98,1.95,2.06,2.05,3.8,2.65
