Item,Mar '25,Dec '24,Sep '24,Jun '24,Mar '24,Dec '23,Sep '23,Jun '23,Mar '23,Dec '22,Sep '22,Jun '22,Mar '22,Dec '21,Sep '21,Jun '21,Mar '21,Dec '20,Sep '20,Jun '20,Mar '20,Dec '19,Sep '19,Jun '19,Mar '19,Dec '18,Sep '18,Jun '18,Mar '18,Dec '17,Sep '17,Jun '17,Mar '17,Dec '16,Sep '16,Jun '16,Mar '16,Dec '15,Sep '15,Jun '15,Mar '15,Dec '14,Sep '14,Jun '14,Mar '14,Dec '13,Sep '13,Jun '13,Mar '13,Dec '12
Net Sales/Income from operations,1870.0,1965.0,1860.0,1886.0,1637.0,1733.0,1791.0,1841.0,1702.0,1891.0,1909.0,1976.0,1686.0,1855.0,1916.0,2043.0,1604.0,1667.0,1550.0,1516.0,1188.0,1434.0,1454.0,1777.0,1290.0,1499.81,1496.75,1684.61,1213.76,1337.59,1246.28,1372.78,1096.79,1140.48,1156.96,1450.11,1030.77,1233.17,1152.41,1442.46,988.81,1189.57,1142.54,1348.65,850.27,928.23,840.9,1055.39,731.33,867.91
Other Operating Income,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,6.67,2.5,3.54,4.28,4.13,1.65,1.78,1.63,3.12,3.31,1.63,3.56,1.9,1.97,2.21,1.63,1.02,2.59
Total Income From Operations,1870.0,1965.0,1860.0,1886.0,1637.0,1733.0,1791.0,1841.0,1702.0,1891.0,1909.0,1976.0,1686.0,1855.0,1916.0,2043.0,1604.0,1667.0,1550.0,1516.0,1188.0,1434.0,1454.0,1777.0,1290.0,1499.81,1496.75,1684.61,1213.76,1337.59,1246.28,1372.78,1103.46,1142.98,1160.5,1454.39,1034.9,1234.82,1154.19,1444.09,991.94,1192.88,1144.17,1352.22,852.17,930.2,843.1,1057.02,732.35,870.51
EXPENDITURE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Consumption of Raw Materials,890.0,1116.0,998.0,964.0,821.0,795.0,961.0,854.0,876.0,887.0,1076.0,983.0,932.0,1019.0,1186.0,1230.0,913.0,864.0,869.0,702.0,686.0,700.0,775.0,769.0,923.0,762.54,844.96,932.55,847.82,794.11,684.17,691.73,678.86,575.3,577.45,531.18,529.18,653.17,639.67,670.41,656.82,606.79,744.4,667.88,501.94,466.11,432.64,441.48,433.79,431.23
Purchase of Traded Goods,96.0,110.0,114.0,88.0,9.0,99.0,117.0,88.0,90.0,115.0,140.0,121.0,105.0,95.0,111.0,99.0,80.0,71.0,66.0,50.0,38.0,35.0,34.0,31.0,31.0,26.85,24.81,25.65,24.31,20.37,12.06,16.72,35.11,43.09,55.01,36.23,33.37,11.92,18.77,15.89,10.49,15.79,49.69,58.74,31.18,29.9,25.06,52.28,22.19,38.13
Increase/Decrease in Stocks,116.0,-101.0,-80.0,-42.0,50.0,40.0,-96.0,67.0,18.0,121.0,-37.0,74.0,-9.0,27.0,-93.0,-11.0,-10.0,32.0,-56.0,90.0,-81.0,44.0,-22.0,197.0,-250.0,68.41,14.65,66.55,-197.41,-66.8,-1.14,43.73,-155.87,-23.01,-35.49,166.93,-60.43,-20.84,-20.64,139.13,-127.51,65.81,-111.15,77.98,-59.1,11.79,-2.53,73.99,-96.47,5.5
Power & Fuel,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Employees Cost,124.0,122.0,132.0,127.0,121.0,113.0,115.0,114.0,108.0,98.0,100.0,103.0,85.0,92.0,96.0,99.0,95.0,97.0,87.0,95.0,68.0,73.0,81.0,86.0,75.0,79.83,74.78,77.25,65.33,65.1,70.83,73.01,62.41,58.47,64.82,65.22,57.29,57.77,50.09,63.06,46.32,48.9,49.33,52.61,34.57,42.61,49.8,44.36,35.51,37.88
Depreciation,38.0,29.0,28.0,28.0,27.0,29.0,26.0,25.0,31.0,28.0,25.0,25.0,24.0,26.0,23.0,24.0,28.0,27.0,26.0,26.0,30.0,27.0,27.0,29.0,25.0,18.69,18.67,19.0,17.2,16.26,17.93,15.51,19.25,15.83,14.28,14.74,24.04,16.48,15.57,12.73,13.56,16.21,13.58,11.4,12.65,13.62,9.77,10.16,7.47,9.64
Excise Duty,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Admin. And Selling Expenses,98.0,--,--,--,114.0,113.0,139.0,119.0,113.0,128.0,112.0,109.0,115.0,132.0,116.0,104.0,102.0,112.0,114.0,88.0,--,--,--,--,--,--,--,126.63,84.8,103.97,122.09,123.72,74.27,103.14,135.91,154.15,115.87,119.75,140.77,135.09,105.59,117.15,119.39,138.38,94.71,103.96,90.48,120.56,88.04,94.75
R & D Expenses,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Provisions And Contingencies,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Exp. Capitalised,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
