Item,Mar '25,Dec '24,Sep '24,Jun '24,Mar '24,Dec '23,Sep '23,Jun '23,Mar '23,Dec '22,Sep '22,Jun '22,Mar '22,Dec '21,Sep '21,Jun '21,Mar '21,Dec '20,Sep '20,Jun '20,Mar '20,Dec '19,Sep '19,Jun '19,Mar '19,Dec '18,Sep '18,Jun '18,Mar '18,Dec '17,Sep '17,Jun '17,Mar '17,Dec '16,Sep '16,Jun '16,Mar '16,Dec '15,Sep '15,Jun '15,Mar '15,Dec '14,Sep '14,Jun '14,Mar '14,Dec '13,Sep '13,Jun '13,Mar '13,Dec '12
Net Sales/Income from operations,13432.0,13274.0,12615.0,11784.0,12077.0,12531.0,12059.0,11451.0,11637.0,12398.0,11424.0,10817.0,10634.0,10662.0,9786.0,9556.0,9249.0,9404.0,8658.0,8362.0,9057.0,8654.0,8130.0,6765.0,6958.0,6556.0,6485.0,6013.0,5711.0,5723.0,5460.0,5179.0,5114.48,4889.26,4705.77,4608.8,4612.64,4471.85,4350.15,4465.5,4385.95,4247.59,4054.4,4771.44,4045.91,3836.21,3843.81,4111.19,2943.69,2766.22
Other Operating Income,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Total Income From Operations,13432.0,13274.0,12615.0,11784.0,12077.0,12531.0,12059.0,11451.0,11637.0,12398.0,11424.0,10817.0,10634.0,10662.0,9786.0,9556.0,9249.0,9404.0,8658.0,8362.0,9057.0,8654.0,8130.0,6765.0,6958.0,6556.0,6485.0,6013.0,5711.0,5723.0,5460.0,5179.0,5114.48,4889.26,4705.77,4608.8,4612.64,4471.85,4350.15,4465.5,4385.95,4247.59,4054.4,4771.44,4045.91,3836.21,3843.81,4111.19,2943.69,2766.22
EXPENDITURE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Consumption of Raw Materials,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Purchase of Traded Goods,41.0,27.0,34.0,31.0,49.0,26.0,30.0,30.0,25.0,83.0,29.0,31.0,33.0,59.0,34.0,29.0,17.0,60.0,34.0,31.0,51.0,46.0,2.0,45.0,34.0,77.0,21.0,10.0,35.0,34.0,32.0,37.0,20.47,23.81,14.51,64.52,77.88,37.18,47.6,111.33,--,--,--,--,--,--,--,--,--,--
Increase/Decrease in Stocks,-2.0,-1.0,2.0,14.0,6.0,-11.0,8.0,7.0,3.0,-7.0,-3.0,-5.0,9.0,-7.0,6.0,-13.0,7.0,1.0,-4.0,-7.0,--,5.0,27.0,-28.0,5.0,-8.0,-6.0,31.0,20.0,-1.0,-4.0,35.0,76.76,-8.78,9.0,-38.35,-2.62,-16.08,-28.09,-25.39,--,--,--,--,--,--,--,--,--,--
Power & Fuel,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Employees Cost,5860.0,5648.0,5501.0,5405.0,5302.0,5173.0,5305.0,5185.0,5139.0,5100.0,4899.0,4661.0,4481.0,4200.0,3751.0,3440.0,3378.0,2886.0,2835.0,2650.0,2622.0,2521.0,2444.0,2329.0,2146.0,2064.0,2008.0,1861.0,1836.0,1878.0,1890.0,1761.0,1939.29,1694.91,1639.67,1569.51,1580.41,1651.37,1635.14,1563.24,1535.66,1457.59,1368.13,1307.01,1269.09,1261.07,1286.78,1275.59,1143.56,1096.06
Depreciation,577.0,613.0,559.0,571.0,604.0,678.0,583.0,506.0,599.0,686.0,560.0,586.0,583.0,728.0,644.0,660.0,784.0,719.0,659.0,651.0,600.0,566.0,393.0,393.0,318.0,328.0,312.0,318.0,284.0,294.0,184.0,131.0,159.84,123.42,102.27,93.36,92.8,95.71,88.38,83.77,74.52,72.28,69.35,127.24,119.04,120.11,124.31,134.66,102.84,103.84
Excise Duty,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Admin. And Selling Expenses,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
R & D Expenses,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Provisions And Contingencies,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Exp. Capitalised,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Other Expenses,3123.0,2613.0,2457.0,2636.0,2677.0,2506.0,2402.0,2547.0,2503.0,2666.0,2546.0,2363.0,2285.0,2510.0,2351.0,2358.0,2834.0,2250.0,2054.0,2212.0,2805.0,2580.0,2486.0,1891.0,2127.0,1825.0,1773.0,1626.0,1433.0,1271.0,1243.0,1234.0,1240.29,1153.58,1080.12,904.06,1131.49,1010.95,1115.68,1243.3,1101.37,924.99,888.87,1050.21,1065.65,1012.66,934.01,1195.82,760.24,644.13
"P/L Before Other Inc. , Int., Excpt. Items & Tax",3833.0,4374.0,4062.0,3127.0,3439.0,4159.0,3731.0,3176.0,3368.0,3870.0,3393.0,3181.0,3243.0,3172.0,3000.0,3082.0,2229.0,3488.0,3080.0,2825.0,2979.0,2936.0,2778.0,2135.0,2328.0,2270.0,2377.0,2167.0,2103.0,2247.0,2115.0,1981.0,1677.83,1902.32,1860.2,2015.7,1732.68,1692.72,1491.44,1489.25,1674.4,1792.73,1728.05,2286.98,1592.13,1442.37,1498.71,1505.12,937.05,922.19
