Item,Mar '25,Dec '24,Sep '24,Jun '24,Mar '24,Dec '23,Sep '23,Jun '23,Mar '23,Dec '22,Sep '22,Jun '22,Mar '22,Dec '21,Sep '21,Jun '21,Mar '21,Dec '20,Sep '20,Jun '20,Mar '20,Dec '19,Sep '19,Jun '19,Mar '19,Dec '18,Sep '18,Jun '18,Mar '18,Dec '17,Sep '17,Jun '17,Mar '17,Dec '16,Sep '16,Jun '16,Mar '16,Dec '15,Sep '15,Jun '15,Mar '15,Dec '14,Sep '14,Jun '14,Mar '14,Dec '13,Sep '13,Jun '13,Mar '13,Dec '12
Net Sales/Income from operations,1002.04,1000.04,973.63,894.93,1112.93,895.84,879.3,753.19,711.7,644.43,416.72,295.4,362.61,115.72,96.34,55.68,149.84,114.32,69.37,29.94,44.73,24.42,15.29,41.3,50.81,63.01,56.14,45.84,36.99,29.58,16.13,14.46,17.92,20.99,34.77,31.13,22.12,21.85,35.44,21.77,36.16,20.41,19.65,34.53,35.5,31.5,19.59,44.98,40.09,136.7
Other Operating Income,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0.33,0.51,0.33,0.16,0.34,5.85,0.63,5.4,1.23,0.3,0.74,6.3,0.34,0.28,0.37,2.59,0.74
Total Income From Operations,1002.04,1000.04,973.63,894.93,1112.93,895.84,879.3,753.19,711.7,644.43,416.72,295.4,362.61,115.72,96.34,55.68,149.84,114.32,69.37,29.94,44.73,24.42,15.29,41.3,50.81,63.01,56.14,45.84,36.99,29.58,16.13,14.46,17.92,21.32,35.29,31.45,22.28,22.19,41.29,22.41,41.56,21.65,19.96,35.28,41.8,31.84,19.87,45.35,42.68,137.44
EXPENDITURE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Consumption of Raw Materials,770.03,783.57,807.61,716.73,854.73,706.02,696.14,586.09,535.37,476.32,300.63,267.76,286.83,84.09,88.33,49.27,125.82,99.25,53.52,18.08,46.05,27.55,13.61,33.51,40.71,52.28,48.78,38.69,31.98,23.77,13.36,10.59,12.93,15.92,28.56,25.39,20.51,17.45,23.62,17.81,31.98,14.51,13.76,27.55,22.64,22.13,12.57,50.0,75.78,88.96
Purchase of Traded Goods,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Increase/Decrease in Stocks,-8.78,-17.23,-56.77,-30.59,14.12,-17.31,-8.81,-2.61,13.91,20.48,11.25,-51.25,-3.25,14.65,-9.82,-4.13,-6.84,-4.63,2.88,6.29,-10.25,-7.96,-2.16,-0.53,1.64,-0.58,-2.4,-1.17,-0.25,-0.8,-0.8,-0.02,1.06,-0.14,0.4,0.51,0.32,0.21,4.75,-0.8,7.71,4.15,3.36,1.91,21.88,6.75,5.08,-9.78,-37.15,12.44
Power & Fuel,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Employees Cost,15.93,14.42,13.91,14.28,15.44,12.35,11.78,11.22,11.26,10.72,10.13,9.06,9.44,3.89,3.68,3.64,4.12,3.47,2.76,2.13,2.68,2.52,2.01,1.81,1.9,1.81,1.64,1.44,1.36,1.18,1.16,1.25,1.37,1.4,1.47,1.61,1.29,1.85,1.99,2.08,2.31,2.1,2.03,2.08,2.54,2.45,2.54,2.99,3.38,3.04
Depreciation,8.11,7.76,7.55,7.28,7.02,6.84,7.12,6.54,6.19,6.14,6.58,6.03,5.9,2.47,2.45,2.41,2.06,2.25,2.18,2.14,1.62,2.28,2.29,2.13,2.69,2.52,2.61,2.56,2.74,2.47,2.61,2.53,3.3,2.39,2.39,2.39,3.61,3.63,3.64,3.63,4.96,5.1,5.17,5.04,7.47,7.56,7.56,7.48,4.23,4.22
