Item,Dec '24,Sep '24,Jun '24,Mar '24,Dec '23,Sep '23,Jun '23,Mar '23,Dec '22,Sep '22,Jun '22,Mar '22,Dec '21,Sep '21,Jun '21,Mar '21,Dec '20,Sep '20,Jun '20,Mar '20,Dec '19,Sep '19,Jun '19,Mar '19,Dec '18,Sep '18,Jun '18,Mar '18,Dec '17,Sep '17,Jun '17,Mar '17,Dec '16,Sep '16,Jun '16,Mar '16,Dec '15,Sep '15,Jun '15,Mar '15,Dec '14,Sep '14,Jun '14,Mar '14,Dec '13,Sep '13,Jun '13,Mar '13,Dec '12,Sep '12
Net Sales/Income from operations,2208.84,2594.89,2296.88,2148.22,1365.1,2233.42,2144.38,1874.97,2161.47,2153.47,1872.24,1720.89,2007.36,2180.87,2129.24,1823.15,1972.48,2062.17,1652.45,1607.73,1816.29,1742.62,1455.23,1530.76,1599.9,1639.81,1563.23,1506.33,1459.25,1619.55,1510.93,1938.56,2114.95,2033.97,1581.02,1719.5,1384.37,1569.69,1225.9,3077.88,646.8,681.31,593.22,652.24,530.32,583.03,507.98,484.14,534.89,525.98
Other Operating Income,42.44,41.21,32.66,--,--,--,--,64.08,--,54.74,39.69,64.66,25.7,--,12.88,27.22,--,--,30.48,--,--,47.2,43.56,56.52,32.14,39.9,55.18,161.42,97.3,40.26,36.85,126.53,76.83,137.47,59.85,211.68,31.9,30.62,21.91,40.84,10.47,11.84,23.24,21.93,1.61,2.35,1.46,1.08,7.65,3.07
Total Income From Operations,2251.28,2636.1,2329.54,2148.22,1365.1,2233.42,2144.38,1939.05,2161.47,2208.21,1911.93,1785.54,2033.05,2180.87,2142.12,1850.37,1972.48,2062.17,1682.92,1607.73,1816.29,1789.82,1498.79,1587.28,1632.04,1679.72,1618.41,1667.75,1556.55,1659.81,1547.78,2065.09,2191.78,2171.44,1640.87,1931.18,1416.27,1600.31,1247.81,3118.72,657.26,693.16,616.46,674.17,531.93,585.37,509.43,485.21,542.55,529.06
EXPENDITURE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Consumption of Raw Materials,714.76,722.57,648.11,685.45,701.17,807.03,796.76,777.09,711.7,830.24,716.84,689.98,642.7,814.41,845.95,645.85,690.33,750.34,591.74,549.64,615.38,567.59,519.37,254.89,536.55,385.92,514.77,531.25,522.47,484.82,500.02,547.88,561.53,605.82,526.79,533.94,433.47,414.08,410.75,1127.67,147.02,155.15,134.17,138.63,104.73,102.58,121.95,103.37,106.7,108.04
Purchase of Traded Goods,89.09,103.65,88.99,81.66,77.72,81.23,82.17,86.05,109.77,101.32,94.05,97.81,125.56,118.09,140.16,84.03,89.8,65.85,76.27,83.61,92.14,92.87,96.61,47.69,90.82,88.11,74.67,63.27,89.2,66.41,69.31,56.03,66.15,68.85,75.96,61.37,63.95,56.46,38.2,54.13,43.8,38.94,37.12,47.95,39.87,33.84,38.31,34.6,46.77,34.49
Increase/Decrease in Stocks,-18.95,7.88,56.92,-2.12,-83.94,6.08,-23.08,-6.43,36.18,-31.03,-30.08,-20.8,5.0,-4.45,4.13,36.54,-19.74,4.16,-15.72,51.89,-13.52,19.69,-9.28,316.88,-2.48,113.4,-17.21,34.73,-30.45,58.5,-10.93,0.1,7.3,-17.86,-73.06,37.45,-37.41,-9.72,-63.88,-47.06,-3.81,-11.09,-7.69,1.62,2.36,10.91,-20.11,2.04,0.79,-3.92
Power & Fuel,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Employees Cost,427.98,408.42,384.4,337.75,379.56,383.0,334.47,306.12,357.17,380.93,302.3,285.52,294.37,349.18,264.12,251.93,280.65,337.58,237.24,242.39,264.12,345.79,220.02,224.23,232.09,312.4,229.69,232.33,255.4,326.43,207.77,221.13,227.41,286.81,179.13,230.02,176.21,212.07,147.95,293.09,119.81,144.55,104.79,102.67,105.3,114.26,73.12,74.21,79.31,88.69
Depreciation,55.16,54.85,53.09,52.4,51.16,49.85,48.75,46.73,46.22,46.17,45.03,41.77,40.8,39.68,37.44,37.0,41.21,36.79,35.81,35.23,37.82,33.32,32.17,26.35,25.7,26.92,33.42,29.82,29.55,28.89,29.94,27.32,26.34,25.8,25.48,26.06,25.15,25.05,23.55,95.15,8.12,7.59,8.6,8.43,8.05,7.05,6.67,6.43,6.31,6.24
Excise Duty,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Admin. And Selling Expenses,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
R & D Expenses,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Provisions And Contingencies,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Exp. Capitalised,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Other Expenses,544.48,614.96,520.01,548.04,474.85,485.23,469.08,558.55,507.82,544.32,395.0,571.45,454.95,444.13,331.11,476.0,401.2,408.88,284.65,478.69,444.62,383.35,363.43,474.85,425.7,388.07,406.2,475.85,453.14,326.2,428.68,567.85,484.99,446.59,331.13,553.12,429.8,456.63,285.82,606.3,219.17,238.66,225.91,207.36,203.4,211.44,164.75,212.86,199.31,202.76
"P/L Before Other Inc. , Int., Excpt. Items & Tax",438.76,723.78,578.02,445.05,-235.43,421.01,436.24,170.94,392.62,336.26,388.79,119.81,469.68,419.82,519.21,319.01,489.02,458.56,472.94,166.29,375.72,347.21,276.48,242.4,323.65,364.89,376.88,300.49,237.24,368.56,323.0,644.78,818.07,755.43,575.43,489.22,325.1,445.73,405.42,989.44,123.16,119.36,113.57,167.5,68.22,105.3,124.75,51.71,103.35,92.77
Other Income,129.19,83.08,55.65,786.27,258.82,46.22,49.36,232.97,89.73,316.73,346.52,178.98,216.74,80.7,138.21,116.86,81.13,63.4,134.85,251.29,94.49,192.47,68.54,168.39,-84.64,226.3,173.65,44.3,37.23,56.3,42.59,-50.25,106.36,-5.8,97.93,66.92,-2.99,27.32,26.04,39.07,12.04,18.6,15.24,13.09,11.23,20.65,22.16,26.58,13.4,64.06
