Item,Mar '25,Dec '24,Sep '24,Jun '24,Mar '24,Dec '23,Sep '23,Jun '23,Mar '23,Dec '22,Sep '22,Jun '22,Mar '22,Dec '21,Sep '21,Jun '21,Mar '21,Dec '20,Sep '20,Jun '20,Mar '20,Dec '19,Sep '19,Jun '19,Mar '19,Dec '18,Sep '18,Jun '18,Mar '18,Dec '17,Sep '17,Jun '17,Mar '17,Dec '16,Sep '16,Jun '16,Mar '16,Dec '15,Sep '15,Jun '15,Mar '15,Dec '14,Sep '14,Jun '14,Mar '14,Dec '13,Sep '13,Jun '13,Mar '13,Dec '12
Net Sales/Income from operations,5240.15,4235.49,3727.0,4834.69,5101.01,4900.82,4584.63,4999.07,4785.11,4068.79,3780.9,4202.69,4098.76,3551.76,3205.87,3449.49,3930.81,3309.43,3022.36,2325.79,3217.54,2848.34,2801.71,3036.41,3284.87,2780.63,2586.59,3069.91,2811.08,2296.23,2136.83,2536.27,2380.26,1843.36,2006.82,2198.65,1998.8,1802.96,1711.87,1719.43,1573.31,1541.89,1605.25,1651.38,1659.99,1316.98,1247.53,1441.43,1456.84,1428.08
Other Operating Income,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0.01,26.39,--,--,0.01,5.16,3.09,2.61,2.83,5.34,4.93,1.15,0.01,7.58,14.79,-0.05
Total Income From Operations,5240.15,4235.49,3727.0,4834.69,5101.01,4900.82,4584.63,4999.07,4785.11,4068.79,3780.9,4202.69,4098.76,3551.76,3205.87,3449.49,3930.81,3309.43,3022.36,2325.79,3217.54,2848.34,2801.71,3036.41,3284.87,2780.63,2586.59,3069.91,2811.08,2296.23,2136.83,2536.27,2380.26,1843.36,2006.83,2225.04,1998.8,1802.96,1711.88,1724.59,1576.4,1544.5,1608.08,1656.72,1664.92,1318.13,1247.54,1449.01,1471.63,1428.03
EXPENDITURE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Consumption of Raw Materials,479.21,371.26,339.96,372.28,417.57,364.9,321.84,361.37,400.76,309.97,285.9,303.26,271.97,283.06,215.68,231.75,258.89,228.08,201.12,145.5,199.71,180.6,180.22,202.74,236.57,211.53,197.38,249.33,207.0,180.85,169.01,212.2,202.79,161.46,155.19,161.22,161.75,152.17,135.38,162.76,138.32,141.04,137.41,124.53,119.46,115.34,104.53,141.45,140.68,128.39
Purchase of Traded Goods,121.97,66.9,52.83,69.13,50.37,53.87,163.04,165.62,9.54,5.7,14.54,8.59,22.1,193.44,23.88,43.16,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Increase/Decrease in Stocks,-41.35,102.25,17.11,-34.88,-107.17,20.54,-28.93,48.92,20.92,-32.63,69.12,-135.93,58.9,-90.76,-31.0,-83.62,69.13,-39.75,-3.02,15.69,-18.08,69.67,-29.44,-17.18,13.48,-6.54,-29.05,-8.5,22.48,-23.94,-10.94,13.69,13.62,-16.99,-67.08,16.97,-7.49,20.59,-9.82,-38.85,-16.71,-16.93,-6.61,24.63,-11.82,-24.34,-4.84,-3.56,0.45,-14.82
Power & Fuel,1153.11,913.41,1001.23,1405.2,1448.97,--,1369.57,--,1572.85,1302.74,1226.97,1442.37,1072.77,807.87,--,--,618.51,556.34,475.35,383.12,621.71,479.32,598.43,648.16,763.32,659.08,614.33,708.31,605.08,505.46,411.8,457.31,460.05,299.09,357.25,327.88,376.85,373.93,372.17,415.68,355.29,395.38,413.47,384.16,381.84,312.25,300.45,406.6,354.49,422.74
Employees Cost,259.38,237.09,249.54,244.61,235.2,234.68,233.18,234.88,220.88,217.86,209.65,217.39,196.66,196.53,202.58,211.46,244.24,169.26,173.16,173.06,169.07,185.6,184.95,191.39,170.46,166.58,170.04,170.74,148.86,146.62,145.38,147.19,135.1,131.31,137.67,133.1,126.96,120.1,122.8,119.01,113.81,109.46,112.75,101.4,91.53,101.07,101.3,94.23,74.71,74.89
Depreciation,746.95,749.59,668.65,642.8,628.09,346.63,331.48,308.47,441.91,413.56,362.79,327.94,301.34,252.1,250.54,232.5,299.29,290.62,278.64,271.35,436.23,432.2,428.32,402.67,420.58,336.09,329.48,305.53,232.99,210.01,225.25,231.15,310.85,317.62,432.2,154.04,306.16,276.61,244.8,238.25,262.94,200.94,222.65,153.82,166.65,115.57,113.87,133.17,126.48,81.83
Excise Duty,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Admin. And Selling Expenses,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
R & D Expenses,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Provisions And Contingencies,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Exp. Capitalised,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Other Expenses,1886.54,1598.0,1473.8,1862.0,1728.85,2993.14,1655.88,3255.7,1667.71,1557.19,1451.69,1548.19,1565.76,1336.09,1896.53,2033.23,1562.88,1306.55,1187.74,907.82,1166.26,1083.82,1023.4,1109.12,1253.21,1039.93,1114.16,1374.82,1198.23,917.62,861.11,1025.92,1057.55,799.54,767.54,828.67,808.74,677.53,675.07,709.22,645.11,609.47,610.64,583.18,652.88,543.27,496.69,423.07,481.11,445.14
"P/L Before Other Inc. , Int., Excpt. Items & Tax",634.34,196.99,-76.12,273.55,699.13,887.06,538.57,624.11,450.54,294.4,160.24,490.88,609.26,573.43,647.66,781.01,877.87,798.33,709.37,429.25,642.64,417.13,415.83,499.51,427.25,373.96,190.25,269.68,396.44,359.61,335.22,448.81,200.3,151.33,224.06,603.16,225.83,182.03,171.48,118.52,77.64,105.14,117.77,285.0,264.38,154.97,135.54,254.05,293.71,289.86
Other Income,150.12,114.87,177.58,134.59,137.87,135.43,126.08,161.71,135.27,161.23,156.59,-21.58,138.09,110.13,149.95,139.17,124.35,106.81,102.4,124.44,97.79,64.94,57.75,51.14,45.09,55.31,51.37,93.63,104.85,87.3,99.51,130.69,151.02,135.61,123.27,71.48,475.19,101.72,95.77,39.23,50.44,20.13,28.05,51.45,49.64,9.9,73.95,84.05,42.78,32.3
"P/L Before Int., Excpt. Items & Tax",784.46,311.86,101.46,408.14,837.0,1022.49,664.65,785.82,585.81,455.63,316.83,469.3,747.35,683.56,797.61,920.18,1002.22,905.14,811.77,553.69,740.43,482.07,473.58,550.65,472.34,429.27,241.62,363.31,501.29,446.91,434.73,579.5,351.32,286.94,347.33,674.64,701.02,283.75,267.25,157.75,128.08,125.27,145.82,336.45,314.02,164.87,209.49,338.1,336.49,322.16
Interest,41.69,52.86,56.7,57.3,64.76,56.11,68.13,75.33,72.61,71.43,67.56,57.33,53.55,55.14,55.57,53.52,55.28,58.52,62.74,70.56,72.61,74.13,71.74,68.04,69.71,59.3,61.78,56.19,43.68,20.74,37.95,32.9,31.44,41.05,29.34,27.59,28.78,23.52,23.47,26.36,27.04,32.26,34.97,30.76,36.3,30.94,31.19,37.82,44.72,56.29
P/L Before Exceptional Items & Tax,742.77,259.0,44.76,350.84,772.24,966.38,596.52,710.49,513.2,384.2,249.27,411.97,693.8,628.42,742.04,866.66,946.94,846.62,749.03,483.13,667.82,407.94,401.84,482.61,402.63,369.97,179.84,307.12,457.61,426.17,396.78,546.6,319.88,245.89,317.99,647.05,672.24,260.23,243.78,131.39,101.04,93.01,110.85,305.69,277.72,133.93,178.3,300.28,291.77,265.87
Exceptional Items,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,-178.13,--,--,--,--,--,--,--,--,--,--,--,--,-23.99,-3.95,-0.8,-6.72,-1.97,-74.3,-3.17,-1.05,-0.04,-0.05,-11.97
P/L Before Tax,742.77,259.0,44.76,350.84,772.24,966.38,596.52,710.49,513.2,384.2,249.27,411.97,693.8,628.42,742.04,866.66,946.94,846.62,749.03,483.13,667.82,407.94,401.84,482.61,402.63,369.97,1.71,307.12,457.61,426.17,396.78,546.6,319.88,245.89,317.99,647.05,672.24,260.23,243.78,107.4,97.09,92.21,104.13,303.72,203.42,130.76,177.25,300.24,291.72,253.9
Tax,186.79,29.59,-48.37,33.13,110.48,232.15,105.19,129.37,-33.01,107.43,59.67,96.42,48.59,136.43,164.34,204.94,179.29,220.39,201.78,112.33,79.67,97.99,92.79,119.58,81.68,68.68,-47.62,27.64,58.37,92.84,185.28,106.49,15.37,10.46,26.49,139.38,9.21,26.48,-2.57,3.29,-22.64,15.18,-4.68,26.7,49.36,15.27,5.03,15.93,17.63,36.46
P/L After Tax from Ordinary Activities,555.98,229.41,93.13,317.71,661.76,734.23,491.33,581.12,546.21,276.77,189.6,315.55,645.21,491.99,577.7,661.72,767.65,626.23,547.25,370.8,588.15,309.95,309.05,363.03,320.95,301.29,49.33,279.48,399.24,333.33,211.5,440.11,304.51,235.43,291.5,507.67,663.03,233.75,246.35,104.11,119.73,77.03,108.81,277.02,154.06,115.49,172.22,284.31,274.09,217.44
Prior Year Adjustments,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,16.65,--,--,68.45,--,--,--,--,--
Extra Ordinary Items,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
