Item,Mar '25,Dec '24,Sep '24,Jun '24,Mar '24,Dec '23,Sep '23,Jun '23,Mar '23,Dec '22,Sep '22,Jun '22,Mar '22,Dec '21,Sep '21,Jun '21,Mar '21,Dec '20,Sep '20,Jun '20,Mar '20,Dec '19,Sep '19,Jun '19,Mar '19,Dec '18,Sep '18,Jun '18,Mar '18,Dec '17,Sep '17,Jun '17,Mar '17,Dec '16,Sep '16,Jun '16,Mar '16,Dec '15,Sep '15,Jun '15,Mar '15,Dec '14,Sep '14,Jun '14,Mar '14,Dec '13,Sep '13,Jun '13,Mar '13,Dec '12
Net Sales/Income from operations,2159.97,2237.15,2300.65,2139.54,2033.59,2204.11,2129.06,2005.48,1789.18,1974.94,1985.03,1813.71,1603.88,1785.18,1838.14,1621.17,1466.36,1658.3,1650.43,1358.35,1089.21,1491.8,1490.45,1289.81,1325.24,1472.31,1480.7,1278.54,1329.3,1394.74,1346.72,1091.66,1226.14,1179.82,1225.66,1042.43,1134.06,1182.61,1218.09,1048.45,1133.51,1167.08,1091.21,977.45,1032.67,1044.7,1024.25,923.12,925.41,921.59
Other Operating Income,24.91,24.54,--,23.39,--,--,39.16,--,33.75,34.86,--,35.7,31.46,32.25,--,39.48,33.38,36.45,28.76,22.3,24.73,32.07,30.83,25.55,30.85,33.33,26.91,31.43,40.46,30.3,17.06,10.56,28.8,16.09,14.68,15.73,17.78,17.2,13.46,14.94,14.85,16.82,14.8,14.08,15.72,13.31,13.87,12.2,15.72,17.51
Total Income From Operations,2184.88,2261.69,2300.65,2162.93,2033.59,2204.11,2168.22,2005.48,1822.93,2009.8,1985.03,1849.41,1635.34,1817.43,1838.14,1660.65,1499.74,1694.75,1679.19,1380.65,1113.94,1523.87,1521.28,1315.36,1356.09,1505.64,1507.61,1309.97,1369.76,1425.04,1363.78,1102.22,1254.94,1195.91,1240.34,1058.16,1151.84,1199.81,1231.55,1063.39,1148.36,1183.9,1106.01,991.53,1048.39,1058.01,1038.12,935.32,941.13,939.1
EXPENDITURE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Consumption of Raw Materials,797.7,745.54,855.92,776.63,722.56,737.75,613.86,890.9,718.36,704.06,957.95,985.89,779.53,704.14,774.07,806.19,635.56,593.18,698.79,466.77,476.43,485.86,567.14,513.25,458.17,501.35,573.47,497.83,504.97,524.57,403.79,451.41,468.35,482.13,459.89,424.4,410.48,515.32,471.99,450.08,433.69,471.17,458.12,451.09,440.01,412.08,412.91,370.66,355.43,410.36
Purchase of Traded Goods,211.33,220.2,202.48,165.8,158.83,120.32,248.04,128.48,47.81,78.19,97.92,71.86,65.05,80.09,99.73,80.67,49.37,103.45,113.77,89.72,72.21,72.01,79.94,56.03,58.98,58.07,75.21,62.44,48.49,66.49,57.18,75.25,58.61,65.04,56.91,35.7,51.99,53.25,49.51,40.15,38.42,44.56,55.17,55.67,48.6,60.4,81.92,51.44,73.55,82.26
Increase/Decrease in Stocks,41.43,57.96,-45.12,-0.16,-23.77,41.97,48.21,-158.14,17.23,139.08,-30.4,-60.44,-54.03,93.93,64.75,-101.67,-21.72,26.84,-93.37,47.05,-91.1,51.3,-12.06,-25.04,32.67,44.66,-35.42,-14.16,-16.85,-28.3,110.62,-19.23,0.72,-50.01,28.51,16.99,57.92,-52.19,-22.28,-31.69,22.2,7.8,13.12,-38.07,9.95,33.36,-5.78,24.52,-8.07,-68.74
Power & Fuel,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Employees Cost,102.9,115.45,132.64,122.89,120.04,117.07,143.65,117.8,113.88,98.18,81.24,78.89,83.61,82.91,72.79,108.21,119.57,98.39,93.08,106.05,44.37,84.4,96.94,93.51,72.28,88.81,76.63,113.78,102.51,99.71,85.24,68.05,75.42,73.24,75.16,72.29,66.54,77.8,89.15,97.88,65.92,78.52,64.2,50.66,57.32,45.74,54.78,42.57,45.72,47.62
Depreciation,49.12,37.25,27.34,27.3,22.08,27.02,32.49,45.29,35.48,25.02,21.68,25.81,21.31,21.88,21.42,21.0,21.59,20.62,20.98,20.19,20.78,21.28,20.28,19.03,17.38,17.44,17.4,16.85,16.27,16.36,15.72,14.96,14.7,14.35,13.92,13.71,12.88,11.37,10.48,10.18,10.63,10.17,10.61,10.26,7.84,8.84,9.68,9.15,7.64,8.0
Excise Duty,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Admin. And Selling Expenses,--,--,--,--,--,--,--,--,175.31,187.81,198.52,125.7,123.98,158.52,130.63,88.0,135.87,173.14,160.89,73.62,--,--,--,--,--,--,--,--,--,--,163.43,142.98,113.37,135.96,154.93,123.96,103.73,133.78,127.49,128.6,133.6,122.97,103.94,127.76,61.07,117.24,109.19,138.39,75.76,107.28
R & D Expenses,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Provisions And Contingencies,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Exp. Capitalised,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Other Expenses,537.35,610.02,596.21,563.51,514.73,539.19,557.08,530.49,268.92,257.75,251.81,232.88,250.98,239.81,244.53,247.4,243.88,227.91,239.12,221.28,309.24,389.22,392.18,370.91,336.35,374.22,427.38,364.03,340.29,367.08,201.1,181.72,196.03,181.64,183.17,176.47,173.58,204.38,264.15,197.89,206.51,231.18,194.03,197.9,207.98,196.05,191.47,161.32,213.53,194.07
"P/L Before Other Inc. , Int., Excpt. Items & Tax",445.05,475.27,531.18,506.96,519.12,620.79,524.89,450.66,445.94,519.71,406.31,388.82,364.91,436.15,430.22,410.85,315.62,451.22,445.93,355.97,282.01,419.8,376.86,287.67,380.26,421.09,372.94,269.2,374.08,379.13,326.7,187.08,327.74,293.56,267.85,194.64,274.72,256.1,241.06,170.3,237.39,217.53,206.82,136.26,215.62,184.3,183.95,137.27,177.57,158.25
Other Income,58.94,62.88,75.38,63.79,60.57,55.34,157.54,182.76,49.87,40.74,27.57,21.29,17.38,18.11,18.27,16.23,12.06,11.72,19.4,22.19,24.11,22.8,24.71,19.64,22.74,22.3,24.82,24.59,21.36,18.52,15.04,18.98,18.53,16.05,15.23,12.84,9.5,13.73,15.36,22.12,9.59,7.9,23.6,15.58,11.18,10.57,4.58,3.9,8.8,21.7
"P/L Before Int., Excpt. Items & Tax",503.99,538.15,606.56,570.75,579.69,676.13,682.43,633.42,495.81,560.45,433.88,410.11,382.29,454.26,448.49,427.08,327.68,462.94,465.33,378.16,306.12,442.6,401.57,307.31,403.0,443.39,397.76,293.79,395.44,397.65,341.74,206.06,346.27,309.61,283.08,207.48,284.22,269.83,256.42,192.42,246.98,225.43,230.42,151.84,226.8,194.87,188.53,141.17,186.37,179.95
Interest,54.91,48.77,44.95,42.51,37.07,36.16,36.18,24.69,1.05,0.72,0.79,0.51,1.2,1.63,3.19,1.85,1.58,4.41,6.67,12.15,20.23,13.0,14.16,10.58,16.91,16.82,17.48,13.65,12.64,12.62,13.28,13.34,12.12,9.2,7.67,7.07,7.33,14.41,16.48,16.45,8.3,9.14,9.71,9.77,11.92,10.85,8.12,7.57,5.86,1.94
P/L Before Exceptional Items & Tax,449.08,489.38,561.61,528.24,542.62,639.97,646.25,608.73,494.76,559.73,433.09,409.6,381.09,452.63,445.3,425.23,326.1,458.53,458.66,366.01,285.89,429.6,387.41,296.73,386.09,426.57,380.28,280.14,382.8,385.03,328.46,192.72,334.15,300.41,275.41,200.41,276.89,255.42,239.94,175.97,238.68,216.29,220.71,142.07,214.88,184.02,180.41,133.6,180.51,178.01
Exceptional Items,-10.16,-0.04,-0.06,-2.03,-1067.99,-5.86,-1.2,-77.7,-0.2,-8.82,-18.57,--,42.83,15.38,--,--,--,--,--,-15.38,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0.84,--,--,8.6,--,--,--,--,--,--
P/L Before Tax,438.92,489.34,561.55,526.21,-525.37,634.11,645.05,531.03,494.56,550.91,414.52,409.6,423.92,468.01,445.3,425.23,326.1,458.53,458.66,350.63,285.89,429.6,387.41,296.73,386.09,426.57,380.28,280.14,382.8,385.03,328.46,192.72,334.15,300.41,275.41,200.41,276.89,255.42,239.94,175.97,239.52,216.29,220.71,150.67,214.88,184.02,180.41,133.6,180.51,178.01
Tax,190.43,147.8,169.01,158.37,175.55,161.53,160.18,140.55,87.05,92.45,86.33,90.07,6.39,88.01,89.04,99.86,75.4,107.15,108.06,78.97,45.54,64.69,52.84,56.67,-520.77,94.68,84.5,59.69,87.67,85.96,72.35,43.16,81.06,69.01,63.46,47.55,67.38,61.51,56.08,40.58,51.46,44.46,46.94,29.88,47.85,35.99,37.79,26.52,30.25,35.93
P/L After Tax from Ordinary Activities,248.49,341.54,392.54,367.84,-700.92,472.58,484.87,390.48,407.51,458.46,328.19,319.53,417.53,380.0,356.26,325.37,250.7,351.38,350.6,271.66,240.35,364.91,334.57,240.06,906.86,331.89,295.78,220.45,295.13,299.07,256.11,149.56,253.09,231.4,211.95,152.86,209.51,193.91,183.86,135.39,188.06,171.83,173.77,120.79,167.03,148.03,142.62,107.08,150.26,142.08
Prior Year Adjustments,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Extra Ordinary Items,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Net Profit/(Loss) For the Period,248.49,341.54,392.54,367.84,-700.92,472.58,484.87,390.48,407.51,458.46,328.19,319.53,417.53,380.0,356.26,325.37,250.7,351.38,350.6,271.66,240.35,364.91,334.57,240.06,906.86,331.89,295.78,220.45,295.13,299.07,256.11,149.56,253.09,231.4,211.95,152.86,209.51,193.91,183.86,135.39,188.06,171.83,173.77,120.79,167.03,148.03,142.62,107.08,150.26,142.08
Equity Share Capital,102.3,102.3,102.29,102.28,102.28,102.28,102.28,102.27,102.27,102.27,102.26,102.26,102.26,102.26,102.26,102.25,102.25,102.25,102.25,102.23,102.23,102.23,102.23,102.22,102.22,102.22,102.22,68.13,68.13,68.13,68.13,68.12,34.06,34.06,34.06,34.05,34.05,34.05,34.05,34.05,34.04,34.04,34.04,34.04,34.04,34.04,34.04,34.03,34.03,34.03
Reserves Excluding Revaluation Reserves,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Equity Dividend Rate (%),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
EPS Before Extra Ordinary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Basic EPS,2.43,3.34,3.84,3.6,-6.85,4.62,4.74,3.82,3.98,4.48,3.21,3.12,4.08,3.72,3.48,3.18,2.45,3.44,3.43,2.66,2.35,3.57,3.27,2.35,8.87,3.25,2.89,3.24,4.33,4.39,3.76,2.19,7.43,6.79,6.22,4.45,6.15,5.69,5.4,3.98,5.52,5.05,5.1,3.55,4.91,4.35,4.19,3.15,4.42,4.17
Diluted EPS,2.43,3.34,3.84,3.59,-6.85,4.62,4.74,3.82,3.98,4.48,3.21,3.12,4.08,3.72,3.48,3.18,2.45,3.44,3.43,2.66,2.35,3.57,3.27,2.35,8.87,3.25,2.89,3.24,4.33,4.39,3.76,2.19,7.43,6.79,6.22,4.45,6.15,5.69,5.4,3.98,5.52,5.05,5.1,3.55,4.91,4.35,4.19,3.15,4.41,4.17
EPS After Extra Ordinary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public Share Holding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No Of Shares (Crores),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,12.5,12.5,12.49,12.49,12.49,12.49,12.49,12.49,12.48,12.42,12.42
Share Holding (%),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,36.71,36.7,36.7,36.7,36.7,36.69,36.69,36.69,36.68,36.49,36.49
Promoters and Promoter Group Shareholding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a) Pledged/Encumbered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
- Number of shares (Crores),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,21.55,21.55,21.55,21.55,21.55,21.55,21.55,21.55,21.55,21.61,21.61
- Per. of shares (as a % of the total sh. of prom. and promoter group),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
- Per. of shares (as a % of the total Share Cap. of the company),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,63.29,63.3,63.3,63.3,63.3,63.31,63.31,63.31,63.32,63.51,63.51
b) Non-encumbered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Notes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
