Item,Mar '25,Dec '24,Sep '24,Jun '24,Mar '24,Dec '23,Sep '23,Jun '23,Mar '23,Dec '22,Sep '22,Jun '22,Mar '22,Dec '21,Sep '21,Jun '21,Mar '21,Dec '20,Sep '20,Jun '20,Mar '20,Dec '19,Sep '19,Jun '19,Mar '19,Dec '18,Sep '18,Jun '18,Mar '18,Dec '17,Sep '17,Jun '17,Mar '17,Dec '16,Sep '16,Jun '16,Mar '16,Dec '15,Sep '15,Jun '15,Mar '15,Dec '14,Sep '14,Jun '14,Mar '14,Dec '13,Sep '13,Jun '13,Mar '13,Dec '12
Net Sales/Income from operations,27.19,14.91,12.86,16.81,16.56,13.86,21.18,23.95,47.69,131.09,31.54,28.46,25.24,62.15,27.87,21.99,28.06,21.81,17.64,185.45,22.71,19.6,17.19,17.32,84.83,19.88,61.35,16.81,20.09,19.42,15.36,23.39,41.6,23.05,94.89,21.48,41.17,33.55,43.12,43.44,42.7,31.28,45.91,35.85,42.57,62.95,25.84,35.67,71.83,4.22
Other Operating Income,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Total Income From Operations,27.19,14.91,12.86,16.81,16.56,13.86,21.18,23.95,47.69,131.09,31.54,28.46,25.24,62.15,27.87,21.99,28.06,21.81,17.64,185.45,22.71,19.6,17.19,17.32,84.83,19.88,61.35,16.81,20.09,19.42,15.36,23.39,41.6,23.05,94.89,21.48,41.17,33.55,43.12,43.44,42.7,31.28,45.91,35.85,42.57,62.95,25.84,35.67,71.83,4.22
EXPENDITURE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Consumption of Raw Materials,5.7,4.58,8.31,4.53,7.46,9.03,6.47,5.17,5.78,5.05,5.58,5.7,6.38,3.67,5.35,2.87,2.18,5.59,4.17,6.24,4.49,4.91,4.39,10.14,2.99,4.61,2.05,2.88,5.15,5.24,0.97,15.39,3.01,8.68,9.27,4.22,4.6,5.07,6.24,2.96,3.06,3.25,1.95,1.84,1.4,2.65,1.45,2.51,2.27,2.0
Purchase of Traded Goods,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Increase/Decrease in Stocks,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Power & Fuel,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Employees Cost,24.83,26.41,28.78,28.94,26.72,29.98,30.71,31.12,29.9,25.66,25.32,25.05,23.08,24.24,23.94,25.52,22.1,22.65,22.83,24.0,24.38,22.76,23.28,22.67,19.33,21.36,19.94,20.43,24.3,24.68,26.52,24.8,19.76,21.89,22.41,20.37,15.91,13.42,13.62,13.65,11.9,11.5,11.26,11.13,8.37,10.77,10.82,10.44,9.93,8.87
Depreciation,2.55,2.75,2.77,2.76,2.69,3.16,3.18,3.1,2.94,3.13,3.0,2.7,2.51,2.58,2.54,2.53,2.6,2.76,2.78,2.78,2.73,2.25,2.25,2.25,1.82,1.9,1.94,1.9,2.02,2.02,2.08,2.06,2.08,2.09,2.11,1.96,1.96,1.91,1.89,1.82,1.78,1.8,2.06,1.6,0.89,0.9,0.9,0.88,0.88,0.88
Excise Duty,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Admin. And Selling Expenses,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
R & D Expenses,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Provisions And Contingencies,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Exp. Capitalised,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Other Expenses,50.58,58.3,79.62,78.46,89.9,77.47,75.47,89.84,101.58,84.2,63.24,75.91,62.32,45.51,53.75,47.87,54.21,56.53,73.01,94.43,92.2,45.64,52.44,79.53,74.43,64.29,44.56,57.29,35.63,47.67,49.33,61.14,52.73,59.55,49.97,33.0,29.3,54.07,39.16,26.82,35.74,34.51,32.74,32.38,37.5,14.22,21.29,12.12,13.91,15.67
"P/L Before Other Inc. , Int., Excpt. Items & Tax",-56.47,-77.13,-106.62,-97.88,-110.21,-105.78,-94.65,-105.28,-92.51,13.05,-65.6,-80.9,-69.05,-13.85,-57.71,-56.8,-53.03,-65.72,-85.15,58.0,-101.09,-55.96,-65.17,-97.27,-13.74,-72.28,-7.14,-65.69,-47.01,-60.19,-63.54,-80.0,-35.98,-69.16,11.13,-38.07,-10.6,-40.92,-17.79,-1.81,-9.78,-19.78,-2.1,-11.1,-5.59,34.41,-8.62,9.72,44.84,-23.2
Other Income,--,0.19,0.04,1.56,4.4,6.39,8.49,10.19,10.73,0.03,0.06,0.18,0.22,0.34,5.98,0.8,0.33,1.6,2.82,0.66,3.12,0.71,2.26,3.67,4.43,3.28,4.57,1.23,0.52,2.14,0.99,1.23,3.74,2.86,4.04,2.99,2.32,0.55,0.21,0.21,0.43,0.93,0.68,1.42,2.64,2.12,3.04,2.2,1.07,0.34
"P/L Before Int., Excpt. Items & Tax",-56.47,-76.94,-106.58,-96.32,-105.81,-99.39,-86.16,-95.09,-81.78,13.08,-65.54,-80.72,-68.83,-13.51,-51.73,-56.0,-52.7,-64.12,-82.33,58.66,-97.97,-55.25,-62.91,-93.6,-9.31,-69.0,-2.57,-64.46,-46.49,-58.05,-62.55,-78.77,-32.24,-66.3,15.17,-35.08,-8.28,-40.37,-17.58,-1.6,-9.35,-18.85,-1.42,-9.68,-2.95,36.53,-5.58,11.92,45.91,-22.86
Interest,4.51,2.77,1.11,0.52,0.88,0.26,0.26,0.26,0.21,2.93,2.86,1.63,2.22,2.33,3.41,5.37,4.02,3.5,1.16,1.97,1.57,0.26,0.25,0.59,0.04,0.02,0.01,0.02,0.01,0.02,0.02,0.07,0.03,0.03,0.43,1.33,1.3,0.65,0.16,0.05,0.05,0.06,0.05,0.06,0.2,0.92,2.07,2.41,1.87,1.23
P/L Before Exceptional Items & Tax,-60.98,-79.71,-107.69,-96.84,-106.69,-99.65,-86.42,-95.35,-81.99,10.15,-68.4,-82.35,-71.05,-15.84,-55.14,-61.37,-56.72,-67.62,-83.49,56.69,-99.54,-55.51,-63.16,-94.19,-9.35,-69.02,-2.58,-64.48,-46.5,-58.07,-62.57,-78.84,-32.27,-66.33,14.74,-36.41,-9.58,-41.02,-17.74,-1.65,-9.4,-18.91,-1.47,-9.74,-3.15,35.61,-7.65,9.51,44.04,-24.09
Exceptional Items,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,48.98,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
P/L Before Tax,-60.98,-79.71,-107.69,-96.84,-106.69,-99.65,-86.42,-95.35,-81.99,10.15,-68.4,-82.35,-71.05,-15.84,-55.14,-61.37,-56.72,-67.62,-83.49,56.69,-99.54,-55.51,-63.16,-94.19,-9.35,-69.02,-2.58,-64.48,2.48,-58.07,-62.57,-78.84,-32.27,-66.33,14.74,-36.41,-9.58,-41.02,-17.74,-1.65,-9.4,-18.91,-1.47,-9.74,-3.15,35.61,-7.65,9.51,44.04,-24.09
