Item,Dec '24,Sep '24,Jun '24,Mar '24,Dec '23,Sep '23,Jun '23,Mar '23,Dec '22,Sep '22,Jun '22,Mar '22,Dec '21,Sep '21,Jun '21,Mar '21,Dec '20,Sep '20,Jun '20,Mar '20,Dec '19,Sep '19,Jun '19,Mar '19,Dec '18,Sep '18,Jun '18,Mar '18,Dec '17,Sep '17,Jun '17,Mar '17,Dec '16,Sep '16,Jun '16,Mar '16,Dec '15,Sep '15,Jun '15,Mar '15,Dec '14,Sep '14,Jun '14,Mar '14,Dec '13,Sep '13,Jun '13,Mar '13,Dec '12,Sep '12
Net Sales/Income from operations,17052.82,18649.12,16857.59,16398.14,15695.74,16393.74,15675.64,16115.9,16082.4,15941.53,17133.05,15331.48,15689.29,12533.6,12142.43,13161.11,11698.6,11098.24,8845.18,10722.29,11704.79,11750.16,11361.35,11850.23,11136.55,10891.23,10554.66,10479.24,9672.57,9676.2,9876.45,11125.54,9248.39,9535.47,9957.66,10062.38,8792.99,8699.36,9077.85,9188.25,8800.22,8930.32,9164.42,9145.14,8623.11,7775.79,7338.52,8180.3,7627.07,7146.0
Other Operating Income,--,--,142.5,181.15,--,156.33,152.56,282.08,143.33,188.38,156.6,199.37,173.03,197.37,74.7,133.55,88.77,84.84,66.14,119.99,100.85,121.31,141.47,141.88,91.11,177.62,152.37,107.49,99.45,87.72,78.21,--,--,125.24,96.38,106.35,74.07,99.53,82.17,104.53,142.37,93.42,83.87,93.38,103.74,86.74,72.18,77.1,85.03,80.58
Total Income From Operations,17052.82,18649.12,17000.09,16579.29,15695.74,16550.07,15828.2,16397.98,16225.73,16129.91,17289.65,15530.85,15862.32,12730.97,12217.13,13294.66,11787.37,11183.08,8911.32,10842.28,11805.64,11871.47,11502.82,11992.11,11227.66,11068.85,10707.03,10586.73,9772.02,9763.92,9954.66,11125.54,9248.39,9660.71,10054.04,10168.73,8867.06,8798.89,9160.02,9292.78,8942.59,9023.74,9248.29,9238.52,8726.85,7862.53,7410.7,8257.4,7712.1,7226.58
EXPENDITURE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Consumption of Raw Materials,5938.51,6030.95,5413.29,5392.67,5546.96,5371.34,4928.8,4978.38,4986.28,5076.57,4768.6,4184.62,4124.05,3931.76,3824.07,3580.4,3312.46,3467.25,3048.44,3254.23,3360.82,3408.42,3098.29,3335.33,3414.82,3381.9,3052.92,3061.4,2941.91,2858.0,2894.9,2972.84,2912.58,3000.1,2880.04,3033.84,2760.36,2691.47,2569.08,2803.44,2731.05,2792.72,2660.62,2707.89,2796.67,2570.45,2188.27,2414.05,2374.48,2079.41
Purchase of Traded Goods,2390.52,1604.71,3124.04,1329.04,1592.18,1285.08,1835.54,1786.4,1386.36,1020.46,4916.63,2996.06,3467.82,1927.92,2342.68,2424.74,1602.97,1149.93,1676.61,987.26,743.9,742.32,1816.23,1331.28,838.57,876.09,1254.38,927.93,498.9,558.82,990.89,1195.73,864.89,501.11,1004.84,819.82,705.4,438.01,629.02,759.37,579.5,638.99,1920.8,1011.38,603.22,541.5,865.37,868.46,646.52,1103.03
Increase/Decrease in Stocks,-558.93,1392.17,-1348.88,-68.77,-359.14,407.82,-348.8,29.36,298.59,840.97,-1208.42,99.21,128.5,-413.52,-380.65,71.02,97.62,119.77,-778.13,-174.43,441.77,330.98,-774.66,-51.02,47.12,21.68,-197.92,11.87,140.22,939.55,-49.79,514.23,-400.9,170.14,360.7,125.98,-437.69,-16.0,543.19,98.87,167.01,123.45,-603.86,150.35,39.49,-133.57,-184.68,265.27,56.0,-318.06
Power & Fuel,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Employees Cost,867.83,815.81,997.75,969.39,809.32,909.22,903.79,893.98,876.97,936.41,862.1,809.54,765.16,753.19,734.1,735.56,720.08,661.03,696.92,666.53,669.11,632.26,690.31,759.99,629.17,596.31,742.97,611.27,595.02,606.54,674.63,571.36,572.31,600.33,700.31,465.35,571.37,578.05,627.46,454.39,419.12,397.87,508.66,410.81,400.82,369.87,426.87,343.4,346.22,289.24
Depreciation,361.82,368.26,430.86,415.36,343.17,413.22,402.49,421.94,407.24,422.02,411.53,445.92,409.29,401.46,395.48,387.97,390.92,382.5,398.18,392.5,416.21,395.67,358.89,350.18,335.36,327.47,298.69,303.99,290.75,282.42,268.21,241.81,266.54,268.44,261.25,254.89,261.87,258.2,257.61,249.57,237.63,243.22,231.32,237.83,225.92,220.87,215.3,206.69,205.22,188.86
