Item,Mar '25,Dec '24,Sep '24,Jun '24,Mar '24,Dec '23,Sep '23,Jun '23,Mar '23,Dec '22,Sep '22,Jun '22,Mar '22,Dec '21,Sep '21,Jun '21,Mar '21,Dec '20,Sep '20,Jun '20,Mar '20,Dec '19,Sep '19,Jun '19,Mar '19,Dec '18,Sep '18,Jun '18,Mar '18,Dec '17,Sep '17,Jun '17,Mar '17,Dec '16,Sep '16,Jun '16,Mar '16,Dec '15,Sep '15,Jun '15,Mar '15,Dec '14,Sep '14,Jun '14,Mar '14,Dec '13,Sep '13,Jun '13,Mar '13,Dec '12
Net Sales/Income from operations,1266.62,1130.88,1124.64,1090.44,1346.44,1301.78,1115.72,1162.99,1428.5,1129.86,1077.77,1272.86,1255.49,1238.0,1151.82,1025.0,1676.54,1211.2,989.29,828.27,898.16,998.63,908.36,1011.44,1263.51,1177.47,776.31,804.15,880.76,1013.4,770.54,690.43,1062.78,864.39,629.04,780.8,650.95,778.53,690.49,608.47,612.91,796.52,532.43,582.62,858.22,1124.44,569.44,528.32,793.87,1028.26
Other Operating Income,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,3.22,0.94,1.11,1.2,2.16,2.57,2.12,1.52,2.08,1.3,1.9,3.89,6.46,0.65,0.39,1.95,6.46
Total Income From Operations,1266.62,1130.88,1124.64,1090.44,1346.44,1301.78,1115.72,1162.99,1428.5,1129.86,1077.77,1272.86,1255.49,1238.0,1151.82,1025.0,1676.54,1211.2,989.29,828.27,898.16,998.63,908.36,1011.44,1263.51,1177.47,776.31,804.15,880.76,1013.4,770.54,690.43,1062.78,867.61,629.98,781.91,652.15,780.69,693.06,610.59,614.44,798.61,533.74,584.52,862.11,1130.9,570.09,528.71,795.82,1034.71
EXPENDITURE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Consumption of Raw Materials,790.0,758.42,767.47,750.66,832.31,996.07,657.07,747.52,982.99,810.77,723.27,767.98,769.37,780.23,594.82,481.75,996.04,843.5,610.85,492.35,681.92,778.07,584.43,629.58,882.0,926.33,487.57,429.95,623.41,730.83,504.33,486.92,717.32,694.52,446.52,465.53,432.15,491.18,417.35,418.75,406.23,610.46,328.16,336.48,576.72,1024.56,400.86,364.39,588.23,851.93
Purchase of Traded Goods,138.48,57.42,40.55,25.58,110.79,34.57,99.49,71.47,106.05,32.77,21.14,186.09,81.56,87.8,166.87,171.19,273.13,117.99,96.76,160.66,42.76,29.56,104.91,162.88,50.88,94.41,87.38,28.91,6.19,48.76,81.96,60.53,182.72,51.42,31.81,127.07,76.02,130.01,135.24,55.18,54.97,49.57,89.41,22.49,36.6,100.15,36.73,16.76,57.9,87.64
Increase/Decrease in Stocks,57.94,-20.41,7.05,-0.57,60.26,-98.23,42.54,28.79,2.18,-37.31,27.76,-77.12,-27.93,12.97,59.04,43.52,-33.25,-82.14,24.87,-10.48,-50.86,-42.35,56.27,30.3,99.96,-137.73,-20.58,103.78,-14.08,-10.14,17.61,-0.6,-32.11,-66.77,6.85,-1.56,1.58,11.16,1.41,-13.58,22.56,-16.01,-0.28,78.86,67.51,-200.23,18.38,31.33,22.91,-77.04
Power & Fuel,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Employees Cost,40.8,29.91,31.52,31.9,36.35,35.62,32.72,29.44,33.71,40.29,22.26,24.95,40.7,37.23,40.98,28.86,43.55,32.32,29.39,22.55,26.94,30.06,22.05,22.86,22.23,33.35,25.48,26.89,28.48,28.77,21.84,19.28,22.64,23.7,20.98,24.02,19.43,20.38,18.68,20.17,20.31,19.35,16.8,19.74,19.54,21.8,15.99,14.87,18.81,17.87
Depreciation,31.75,31.82,31.25,30.82,30.3,30.05,30.49,30.3,23.32,23.8,23.7,23.84,23.09,24.89,23.58,25.77,23.6,25.6,26.76,27.29,24.77,25.36,25.55,25.1,23.37,24.07,24.72,23.48,19.93,19.35,18.76,18.25,19.0,17.66,17.73,17.03,16.9,16.21,16.36,15.59,21.98,14.06,13.41,11.52,12.0,12.02,11.78,11.61,11.43,8.94
Excise Duty,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Admin. And Selling Expenses,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
R & D Expenses,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Provisions And Contingencies,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Exp. Capitalised,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Other Expenses,177.06,182.53,167.98,177.12,195.24,208.38,180.39,183.58,196.5,175.82,189.72,203.93,177.68,160.58,143.96,132.0,207.62,142.32,117.28,87.33,117.2,102.73,95.72,109.86,144.27,124.83,122.18,116.96,119.85,107.78,97.15,84.51,101.7,90.39,74.09,86.04,73.88,80.01,84.44,75.2,74.67,90.34,70.62,71.86,89.99,112.87,71.89,76.17,71.18,94.09
"P/L Before Other Inc. , Int., Excpt. Items & Tax",30.59,91.19,78.82,74.93,81.19,95.32,73.02,71.89,83.75,83.72,69.92,143.19,191.02,134.31,122.56,141.91,165.85,131.61,83.38,48.57,55.43,75.2,19.43,30.86,40.8,112.21,49.56,74.18,96.98,88.05,28.89,21.54,51.51,56.69,32.0,63.78,32.19,31.74,19.58,39.28,13.72,30.82,15.61,43.57,59.75,59.72,14.47,13.59,25.37,51.28
Other Income,25.61,9.38,19.89,28.82,37.27,38.62,42.17,26.44,13.82,27.87,16.25,15.94,19.73,10.44,14.69,9.18,1.45,10.42,10.92,6.04,3.66,2.37,0.82,2.68,2.79,2.05,1.75,5.05,2.43,7.16,4.01,1.03,7.61,3.43,4.2,1.49,3.18,4.33,0.58,1.75,2.54,3.06,1.66,1.78,1.42,1.99,2.92,3.75,3.89,1.8
"P/L Before Int., Excpt. Items & Tax",56.2,100.57,98.71,103.75,118.46,133.94,115.19,98.33,97.57,111.59,86.17,159.13,210.75,144.74,137.25,151.09,167.3,142.03,94.3,54.61,59.09,77.57,20.25,33.54,43.59,114.26,51.31,79.23,99.41,95.21,32.9,22.57,59.12,60.12,36.2,65.27,35.37,36.07,20.16,41.02,16.26,33.88,17.27,45.34,61.17,61.72,17.39,17.34,29.26,53.08
