Item,Mar '25,Dec '24,Sep '24,Jun '24,Mar '24,Dec '23,Sep '23,Jun '23,Mar '23,Dec '22,Sep '22,Jun '22,Mar '22,Dec '21,Sep '21,Jun '21,Mar '21,Dec '20,Sep '20,Jun '20,Mar '20,Dec '19,Sep '19,Jun '19,Mar '19,Dec '18,Sep '18,Jun '18,Mar '18,Dec '17,Sep '17,Jun '17,Mar '17,Dec '16,Sep '16,Jun '16,Mar '16,Dec '15,Sep '15,Jun '15,Mar '15,Dec '14,Sep '14,Jun '14,Mar '14,Dec '13,Sep '13,Jun '13,Mar '13,Dec '12
Net Sales/Income from operations,1890.07,1564.95,1582.08,2383.7,1612.01,1397.79,1400.02,1922.85,1565.23,1172.37,1488.91,1983.74,1610.63,1435.06,1607.1,1340.61,1779.39,1493.98,1599.47,1027.05,1353.62,1271.24,1393.46,1974.2,1355.15,1211.54,1181.5,1651.08,1257.74,958.01,1159.67,1464.04,1014.55,754.2,787.74,1223.3,829.64,762.88,677.69,1068.14,748.18,689.99,709.14,1020.1,636.68,647.15,586.48,855.89,602.86,598.33
Other Operating Income,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,55.95,55.68,49.37,30.58,51.2,35.86,32.13,27.38,31.42,35.43,32.14,29.65,25.62,28.16,25.01,23.99,20.37
Total Income From Operations,1890.07,1564.95,1582.08,2383.7,1612.01,1397.79,1400.02,1922.85,1565.23,1172.37,1488.91,1983.74,1610.63,1435.06,1607.1,1340.61,1779.39,1493.98,1599.47,1027.05,1353.62,1271.24,1393.46,1974.2,1355.15,1211.54,1181.5,1651.08,1257.74,958.01,1159.67,1464.04,1014.55,810.15,843.42,1272.67,860.22,814.08,713.55,1100.27,775.56,721.41,744.57,1052.24,666.33,672.77,614.64,880.9,626.85,618.7
EXPENDITURE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Consumption of Raw Materials,1089.73,867.05,1075.52,1186.51,1081.04,657.31,896.04,1134.5,822.66,813.63,911.6,1232.47,979.99,674.29,844.09,797.83,1178.97,910.82,903.15,296.88,847.01,595.59,906.43,894.72,749.84,641.85,805.7,772.31,623.92,426.29,566.44,613.0,561.55,384.47,410.4,533.45,440.57,347.51,388.83,443.11,404.44,354.57,412.03,451.93,346.95,275.88,353.42,376.36,329.93,291.35
Purchase of Traded Goods,365.19,128.2,72.81,168.66,201.38,41.13,36.33,142.57,379.34,92.5,57.71,199.0,245.78,90.4,140.79,150.35,334.72,88.46,56.12,76.78,336.9,28.92,91.3,185.56,177.38,56.0,61.86,169.34,319.72,77.91,79.66,180.67,264.95,106.69,86.66,157.96,201.2,67.07,52.09,127.23,187.47,69.18,83.07,108.8,133.59,112.28,108.83,132.76,133.71,56.3
Increase/Decrease in Stocks,-208.68,45.52,-120.3,280.48,-229.97,261.76,12.58,79.51,-118.17,-82.73,76.79,-13.19,-124.36,231.05,88.09,-50.06,-367.57,-52.89,34.42,284.09,-345.41,143.69,-188.13,153.32,-80.95,67.51,-134.8,88.49,-144.33,58.23,56.78,144.61,-233.28,-32.21,-27.45,96.94,-154.95,69.24,-46.85,101.43,-153.42,10.53,-57.75,100.42,-69.75,50.56,-93.19,64.72,-74.63,57.22
Power & Fuel,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Employees Cost,199.9,205.97,200.66,201.36,175.95,177.48,154.31,169.92,157.09,145.93,148.14,154.82,148.82,144.31,147.76,157.56,162.59,168.4,150.22,148.68,142.58,147.32,153.48,146.25,131.13,126.17,115.8,119.95,110.89,111.84,121.51,111.01,102.7,103.43,101.75,103.76,93.66,98.1,94.4,91.15,83.31,76.72,78.96,76.28,63.01,68.75,64.84,66.53,61.89,59.14
Depreciation,47.64,45.47,45.96,50.32,55.4,41.42,43.2,46.35,45.58,38.76,35.81,41.2,37.85,32.69,32.64,33.1,36.23,35.11,42.41,28.35,35.74,29.35,33.72,30.51,31.96,25.2,26.92,27.23,23.37,24.84,25.49,27.81,24.84,19.5,20.67,22.46,17.3,18.98,15.98,16.43,20.56,18.18,14.84,14.52,16.55,15.71,15.81,15.76,15.6,14.94
