Item,Mar '25,Dec '24,Sep '24,Jun '24,Mar '24,Dec '23,Sep '23,Jun '23,Mar '23,Dec '22,Sep '22,Jun '22,Mar '22,Dec '21,Sep '21,Jun '21,Mar '21,Dec '20,Sep '20,Jun '20,Mar '20,Dec '19,Sep '19,Jun '19,Mar '19,Dec '18,Sep '18,Jun '18,Mar '18,Dec '17,Sep '17,Jun '17,Mar '17,Dec '16,Sep '16,Jun '16,Mar '16,Dec '15,Sep '15,Jun '15,Mar '15,Dec '14,Sep '14,Jun '14,Mar '14,Dec '13,Sep '13,Jun '13,Mar '13,Dec '12
Net Sales/Income from operations,0.29,0.24,0.27,0.23,0.26,0.22,0.21,61.85,0.22,0.2,0.14,0.07,0.12,0.1,0.12,0.12,0.06,0.08,0.1,0.19,0.11,0.12,--,--,--,--,--,--,0.11,--,--,--,0.2,--,--,--,0.31,--,--,--,0.05,--,0.12,0.13,1.46,0.13,0.13,0.67,1.18,0.24
Other Operating Income,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Total Income From Operations,0.29,0.24,0.27,0.23,0.26,0.22,0.21,61.85,0.22,0.2,0.14,0.07,0.12,0.1,0.12,0.12,0.06,0.08,0.1,0.19,0.11,0.12,--,--,--,--,--,--,0.11,--,--,--,0.2,--,--,--,0.31,--,--,--,0.05,--,0.12,0.13,1.46,0.13,0.13,0.67,1.18,0.24
EXPENDITURE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Consumption of Raw Materials,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Purchase of Traded Goods,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0.2,--,--,--,0.31,--,--,--,0.05,--,--,--,1.32,--,--,0.33,0.99,0.1
Increase/Decrease in Stocks,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Power & Fuel,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Employees Cost,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0.01,0.02,0.03,0.02,0.02
Depreciation,--,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,--,0.0,0.0,0.0,0.0,--,0.0,,,,,,,,,,
Excise Duty,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
