Item,Dec '24,Sep '24,Jun '24,Mar '24,Dec '23,Sep '23,Jun '23,Mar '23,Dec '22,Sep '22,Jun '22,Mar '22,Dec '21,Sep '21,Jun '21,Mar '21,Dec '20,Sep '20,Jun '20,Mar '20,Dec '19,Sep '19,Jun '19,Mar '19,Dec '18,Sep '18,Jun '18,Mar '18,Dec '17,Sep '17,Jun '17,Mar '17,Dec '16,Sep '16,Jun '16,Mar '16,Dec '15,Sep '15,Jun '15,Mar '15,Dec '14,Sep '14,Jun '14,Mar '14,Dec '13,Sep '13,Jun '13,Mar '13,Dec '12,Sep '12
Net Sales/Income from operations,710.0,1178.3,397.1,577.8,578.7,959.7,535.0,1264.1,1299.8,817.0,948.8,1853.2,996.8,867.3,841.9,1367.4,1052.5,949.2,685.1,926.3,1019.7,637.5,772.3,852.4,508.1,768.4,312.2,997.0,769.0,599.6,626.9,562.92,522.66,476.94,565.17,580.14,493.7,550.12,695.17,638.84,592.88,505.88,562.02,532.31,429.54,472.25,495.71,550.18,487.67,223.29
Other Operating Income,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,25.41,12.71,8.44,100.18,46.02,94.35,0.72,37.37,16.48,34.45,1.07,68.85,0.92,3.05,2.57,9.54,4.4,18.12
Total Income From Operations,710.0,1178.3,397.1,577.8,578.7,959.7,535.0,1264.1,1299.8,817.0,948.8,1853.2,996.8,867.3,841.9,1367.4,1052.5,949.2,685.1,926.3,1019.7,637.5,772.3,852.4,508.1,768.4,312.2,997.0,769.0,599.6,626.9,562.92,548.07,489.65,573.61,680.32,539.72,644.47,695.89,676.21,609.36,540.33,563.09,601.16,430.46,475.3,498.28,559.72,492.07,241.41
EXPENDITURE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Consumption of Raw Materials,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Purchase of Traded Goods,66.9,42.1,42.1,61.5,54.8,52.2,52.3,57.6,42.2,48.8,35.3,43.6,27.3,48.5,38.8,54.9,38.5,41.8,29.5,43.3,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,3.92,12.0,34.97,6.0,50.03,--,1.33,--,--,--,--
Increase/Decrease in Stocks,-390.2,199.9,-608.6,-442.4,-130.3,72.6,-5.8,169.5,313.8,-226.9,-174.5,906.0,364.8,26.7,397.7,351.5,438.0,-175.1,220.5,94.1,162.5,-84.2,66.9,-564.7,-146.3,-3.2,--,--,--,--,--,--,-7.43,-92.98,-490.46,-19.21,-54.65,-163.59,60.5,-165.43,-256.84,-217.83,-91.36,-125.55,-203.98,-28.99,19.6,-30.41,29.05,-121.55
Power & Fuel,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Employees Cost,88.2,96.4,104.0,110.7,87.6,76.0,74.6,79.0,72.7,61.7,68.4,65.2,49.9,66.3,47.3,63.8,54.7,48.0,40.3,60.8,57.1,49.8,41.7,50.0,47.8,46.1,43.4,49.0,32.6,36.5,37.6,42.43,40.7,38.87,39.52,19.56,32.19,36.79,33.47,33.35,30.85,33.37,33.27,12.89,25.79,25.7,23.38,33.74,14.95,16.45
Depreciation,107.5,107.5,104.3,112.3,99.4,98.6,89.8,88.3,88.7,82.1,72.6,75.1,69.4,70.0,70.1,76.2,76.3,77.0,76.9,83.7,79.9,76.2,76.0,17.7,15.5,15.3,15.0,14.5,15.5,13.1,12.7,11.47,12.99,12.96,12.11,12.99,12.74,12.67,12.0,12.23,11.37,9.47,9.18,10.75,8.5,8.31,7.98,8.74,8.26,8.26
Excise Duty,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Admin. And Selling Expenses,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
R & D Expenses,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Provisions And Contingencies,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Exp. Capitalised,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Other Expenses,774.0,657.9,680.9,636.5,386.5,516.9,227.6,744.7,552.7,738.2,795.9,495.4,337.4,588.7,227.4,644.8,324.2,775.8,162.4,527.2,524.3,423.1,389.9,1121.4,457.9,577.8,168.8,840.2,631.7,457.4,492.6,428.45,422.98,433.2,877.37,577.09,450.84,621.36,512.44,659.43,635.13,537.64,478.2,540.7,476.8,358.59,326.39,424.33,305.67,274.01
"P/L Before Other Inc. , Int., Excpt. Items & Tax",63.6,74.5,74.4,99.2,80.7,143.4,96.5,125.0,229.7,113.1,151.1,267.9,148.0,67.1,60.6,176.2,120.8,181.7,155.5,117.2,195.9,172.6,197.8,228.0,133.2,132.4,85.0,93.3,89.2,92.6,84.0,80.57,78.83,97.6,135.07,89.89,98.6,137.24,77.48,132.71,176.85,142.71,127.8,112.34,123.35,110.36,120.93,123.32,134.14,64.24
Other Income,114.1,79.0,71.6,90.1,30.8,98.0,35.8,24.9,22.4,25.9,33.8,59.7,84.9,108.8,58.2,57.9,57.9,30.1,28.5,55.2,23.0,96.3,36.4,21.4,37.0,40.0,39.8,42.7,23.8,16.7,28.1,27.58,22.1,22.45,35.52,21.13,32.29,34.37,122.31,66.37,35.86,43.99,52.47,57.92,29.5,28.81,31.03,27.76,19.5,19.49
"P/L Before Int., Excpt. Items & Tax",177.7,153.5,146.0,189.3,111.5,241.4,132.3,149.9,252.1,139.0,184.9,327.6,232.9,175.9,118.8,234.1,178.7,211.8,184.0,172.4,218.9,268.9,234.2,249.4,170.2,172.4,124.8,136.0,113.0,109.3,112.1,108.15,100.93,120.05,170.59,111.02,130.89,171.61,199.79,199.08,212.71,186.7,180.27,170.26,152.85,139.17,151.96,151.08,153.64,83.73
