Item,Mar '25,Dec '24,Sep '24,Jun '24,Mar '24,Dec '23,Sep '23,Jun '23,Mar '23,Dec '22,Sep '22,Jun '22,Mar '22,Dec '21,Sep '21,Jun '21,Mar '21,Dec '20,Sep '20,Jun '20,Mar '20,Dec '19,Sep '19,Jun '19,Mar '19,Dec '18,Sep '18,Jun '18,Mar '18,Dec '17,Sep '17,Jun '17,Mar '17,Dec '16,Sep '16,Jun '16,Mar '16,Dec '15,Sep '15,Jun '15,Mar '15,Dec '14,Sep '14,Jun '14,Mar '14,Dec '13,Sep '13,Jun '13,Mar '13,Dec '12
Net Sales/Income from operations,2448.73,4918.06,4346.18,4933.23,2643.04,4348.57,5385.52,5589.28,3598.67,8296.21,8586.75,7291.18,3307.37,4743.33,4478.61,3539.52,1640.76,3872.64,3986.94,3218.67,1969.09,3832.04,3550.13,2854.69,2610.85,2807.21,2486.09,2190.37,1056.93,2330.1,2067.23,1966.29,1072.76,2431.38,2232.35,1907.76,1595.11,2835.01,2753.52,2439.08,1544.82,2823.12,2506.64,1993.48,1441.18,2359.25,2488.77,1687.22,1543.45,2087.89
Other Operating Income,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0.03,0.04,0.58,0.19,0.11,0.14,1.15,8.29,1.53,1.52,3.16,0.92,0.63,1.51,2.41,0.73,0.65
Total Income From Operations,2448.73,4918.06,4346.18,4933.23,2643.04,4348.57,5385.52,5589.28,3598.67,8296.21,8586.75,7291.18,3307.37,4743.33,4478.61,3539.52,1640.76,3872.64,3986.94,3218.67,1969.09,3832.04,3550.13,2854.69,2610.85,2807.21,2486.09,2190.37,1056.93,2330.1,2067.23,1966.29,1072.76,2431.42,2232.39,1908.34,1595.3,2835.12,2753.66,2440.23,1553.11,2824.64,2508.16,1996.64,1442.1,2359.89,2490.28,1689.63,1544.18,2088.54
EXPENDITURE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Consumption of Raw Materials,1291.87,1596.74,1792.0,1754.04,1350.34,1869.12,1680.21,1682.28,1632.97,2268.98,2563.39,2057.22,1779.57,1507.92,1129.98,951.06,696.06,806.76,704.95,716.42,898.51,990.69,1069.23,814.78,974.39,653.31,585.49,572.44,542.07,481.44,443.15,320.16,429.79,335.47,403.94,360.24,425.89,486.42,535.21,644.52,440.84,733.07,658.37,567.47,488.25,640.02,626.79,462.01,533.84,516.04
Purchase of Traded Goods,1007.93,751.2,693.59,973.56,449.55,600.14,234.26,2890.95,865.28,1691.81,4168.28,2670.23,2688.94,1262.37,803.03,1807.43,155.9,831.2,1638.11,1434.95,347.91,686.04,1036.54,836.95,771.95,1182.43,1018.19,834.26,202.0,658.55,1045.76,892.77,223.16,936.8,1034.67,1033.08,279.0,838.48,1347.08,1613.27,107.47,1063.86,1083.27,639.75,36.87,564.58,898.93,366.06,297.29,691.73
Increase/Decrease in Stocks,-1103.92,594.99,-201.17,165.27,-388.29,-31.77,1502.81,-937.34,-289.54,2016.01,-419.79,479.45,-2773.95,232.78,877.4,-663.22,-151.47,694.46,74.71,-263.84,-379.98,616.94,-9.09,-19.21,-449.16,-15.25,4.5,-50.73,-295.85,388.72,-153.92,107.61,-151.24,399.58,12.29,-258.01,121.84,495.81,-107.73,-815.25,298.79,-53.72,-250.33,-54.34,220.91,197.3,21.42,135.54,-38.75,96.75
Power & Fuel,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,218.53,266.65,207.34,258.08,225.93,252.01,300.02,335.17,371.05,246.24,411.67,387.47,324.86,275.82,371.77,379.36,264.55,309.47,295.29
Employees Cost,61.59,57.87,57.81,55.97,57.21,56.31,53.27,53.98,48.5,47.67,49.71,44.14,44.2,44.73,45.43,45.44,46.12,42.77,43.31,43.12,43.77,37.29,37.18,37.7,35.86,30.19,31.03,29.64,28.89,28.33,38.34,28.0,29.17,38.45,35.65,34.87,38.95,36.44,36.38,43.11,39.74,39.85,41.02,39.15,39.44,36.49,36.91,36.88,37.22,35.5
Depreciation,81.61,83.03,83.26,82.24,78.08,79.11,78.44,77.16,75.92,78.09,78.22,76.06,75.05,76.17,75.18,73.34,74.92,71.7,71.82,70.78,72.02,73.26,72.19,69.39,68.92,16.74,17.01,16.09,8.76,18.28,17.96,17.88,16.57,25.81,24.66,24.89,39.81,39.47,41.36,43.39,39.48,44.55,45.61,43.67,54.93,58.26,60.18,56.93,53.76,57.59
