Item,Mar '25,Dec '24,Sep '24,Jun '24,Mar '24,Dec '23,Sep '23,Jun '23,Mar '23,Dec '22,Sep '22,Jun '22,Mar '22,Dec '21,Sep '21,Jun '21,Mar '21,Dec '20,Sep '20,Jun '20,Mar '20,Dec '19,Sep '19,Jun '19,Mar '19,Dec '18,Sep '18,Jun '18,Mar '18,Dec '17,Sep '17,Jun '17,Mar '17,Dec '16,Sep '16,Jun '16,Mar '16,Dec '15,Sep '15,Jun '15,Mar '15,Dec '14,Sep '14,Jun '14,Mar '14,Dec '13,Sep '13,Jun '13,Mar '13,Dec '12
Net Sales/Income from operations,535.9,514.9,524.0,463.5,732.4,693.9,714.58,706.1,736.5,671.9,691.9,699.3,707.0,687.9,754.5,789.1,725.1,720.3,686.6,710.5,784.5,826.3,779.1,747.9,717.3,676.7,700.6,639.5,577.9,631.7,626.6,555.8,512.7,551.8,582.8,565.3,506.3,522.4,552.8,514.3,459.8,481.1,487.3,486.7,419.9,461.1,472.5,410.0,362.9,400.7
Other Operating Income,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,49.7,43.2,44.1,39.8,38.7,40.9,44.8,40.2,40.2,41.4,42.7,38.1,46.3,33.0,35.4,29.1,30.8,27.6,19.1,25.0,27.2,24.9,25.1,25.2,22.1
Total Income From Operations,535.9,514.9,524.0,463.5,732.4,693.9,714.58,706.1,736.5,671.9,691.9,699.3,707.0,687.9,754.5,789.1,725.1,720.3,686.6,710.5,784.5,826.3,779.1,747.9,717.3,726.4,743.8,683.6,617.7,670.4,667.5,600.6,552.9,592.0,624.2,608.0,544.4,568.7,585.8,549.7,488.9,511.9,514.9,505.8,444.9,488.3,497.4,435.1,388.1,422.8
EXPENDITURE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Consumption of Raw Materials,75.7,102.7,93.1,82.1,143.7,133.5,130.99,154.4,145.5,122.6,121.8,138.8,166.5,128.8,145.6,124.0,156.7,148.3,135.2,65.7,242.2,230.1,208.8,212.0,212.7,217.4,221.2,200.3,162.1,164.2,140.0,170.8,140.2,149.3,153.9,149.1,165.4,141.6,162.0,141.8,141.6,135.4,158.1,157.7,186.7,161.7,156.4,143.8,155.2,152.5
Purchase of Traded Goods,84.1,238.5,201.8,92.5,40.8,134.6,395.22,188.5,210.7,150.8,113.6,182.1,204.5,167.0,199.6,177.9,164.1,160.9,159.2,165.9,118.7,122.7,105.1,120.7,133.0,104.6,97.3,98.4,105.8,88.0,84.8,74.8,43.6,92.7,181.6,84.3,123.9,107.4,56.4,129.6,125.2,215.1,112.6,111.4,48.8,43.1,56.3,61.0,77.2,41.5
Increase/Decrease in Stocks,80.7,-91.4,-34.93,46.5,123.9,12.2,-226.43,-26.6,-51.6,7.7,53.9,-1.4,-71.3,12.6,-13.0,40.0,3.5,6.8,-13.5,84.9,-20.7,7.5,24.1,8.5,-37.8,-9.2,-9.2,-23.9,-18.2,21.1,24.2,1.5,50.9,7.7,-43.0,46.7,-46.6,4.3,46.8,-5.3,-26.9,-88.4,-18.3,-22.7,-22.3,16.2,12.2,-6.0,-67.6,7.7
Power & Fuel,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Employees Cost,53.8,53.8,56.7,60.2,92.4,91.9,93.23,93.7,91.8,103.6,97.3,104.1,100.9,108.2,107.4,112.0,106.3,107.2,109.6,123.7,120.3,115.0,117.0,114.1,103.6,103.5,104.6,100.4,95.6,91.0,96.7,94.9,88.5,96.2,94.8,85.8,83.6,94.5,81.2,78.9,78.7,83.5,71.7,70.5,62.5,62.5,60.6,62.4,56.4,60.9
Depreciation,9.6,9.6,9.0,9.0,10.0,10.2,9.88,9.8,9.7,10.0,10.4,10.6,10.9,10.9,14.3,21.1,20.4,20.4,20.6,20.5,20.7,21.5,26.3,26.0,26.1,25.9,26.0,25.4,25.4,25.7,25.7,25.5,25.3,41.2,30.0,30.0,30.1,29.6,29.0,28.4,25.9,24.6,24.0,24.0,24.0,23.9,23.4,22.7,22.3,22.3
