Item,Mar '25,Dec '24,Sep '24,Jun '24,Mar '24,Dec '23,Sep '23,Jun '23,Mar '23,Dec '22,Sep '22,Jun '22,Mar '22,Dec '21,Sep '21,Jun '21,Mar '21,Dec '20,Sep '20,Jun '20,Mar '20,Dec '19,Sep '19,Jun '19,Mar '19,Dec '18,Sep '18,Jun '18,Mar '18,Dec '17,Sep '17,Jun '17,Mar '17,Dec '16,Sep '16,Jun '16,Mar '16,Dec '15,Sep '15,Jun '15,Mar '15,Dec '14,Sep '14,Jun '14,Mar '14,Dec '13,Sep '13,Jun '13,Mar '13,Dec '12
Net Sales/Income from operations,1412.47,1163.6,1194.35,1342.91,1391.68,1135.19,1058.97,1264.7,1152.59,1000.13,1010.4,953.01,990.03,836.91,825.48,647.24,914.58,797.7,661.72,320.44,710.62,722.1,683.27,765.1,848.05,774.31,762.03,819.97,791.32,684.61,646.71,709.25,700.33,628.19,650.13,651.25,662.65,595.0,584.2,577.16,617.3,604.41,622.51,629.08,632.29,562.36,508.88,583.43,587.7,530.89
Other Operating Income,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,12.67,13.15,13.36,21.34,5.69,5.78,4.34,11.06,7.86,5.4,10.01,10.51,6.67,8.45,7.41,11.02,8.95
Total Income From Operations,1412.47,1163.6,1194.35,1342.91,1391.68,1135.19,1058.97,1264.7,1152.59,1000.13,1010.4,953.01,990.03,836.91,825.48,647.24,914.58,797.7,661.72,320.44,710.62,722.1,683.27,765.1,848.05,774.31,762.03,819.97,791.32,684.61,646.71,709.25,700.33,640.86,663.28,664.61,683.99,600.69,589.98,581.5,628.36,612.27,627.91,639.09,642.8,569.03,517.33,590.84,598.72,539.84
EXPENDITURE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Consumption of Raw Materials,599.39,568.9,704.46,661.29,681.06,564.14,532.78,633.91,569.81,493.38,490.59,485.12,444.29,408.37,401.58,306.26,424.31,355.28,285.88,111.8,343.13,323.35,301.27,335.23,348.54,341.34,363.2,391.03,411.85,355.09,330.08,353.51,351.29,322.94,354.12,323.22,322.83,313.09,259.18,344.63,305.44,316.25,333.96,313.48,308.5,294.48,308.7,344.11,320.75,317.22
Purchase of Traded Goods,203.87,172.43,177.17,216.87,223.07,190.73,200.22,206.3,231.44,186.74,182.71,211.91,219.75,198.14,182.86,136.35,184.58,162.57,125.75,52.74,123.9,140.67,153.5,180.68,155.28,172.97,146.45,143.99,110.74,81.48,81.37,119.37,88.31,85.11,84.51,90.28,87.08,79.76,121.51,32.99,89.73,82.23,88.14,102.82,90.3,28.44,27.82,39.7,33.92,33.05
Increase/Decrease in Stocks,133.72,17.72,-127.2,8.19,17.06,-5.59,-24.89,25.13,-23.78,-3.05,0.74,-35.92,15.59,-12.4,-12.76,3.16,-16.36,6.2,10.52,39.86,-20.79,9.0,-9.2,-6.77,3.96,-1.95,-9.95,16.21,-11.49,-3.59,2.61,-14.31,0.57,-0.81,-21.98,10.75,9.21,-9.69,-13.07,-4.46,10.41,-3.46,-12.87,-0.43,14.11,29.27,-20.69,-21.23,7.92,-19.76
Power & Fuel,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Employees Cost,87.97,84.37,92.13,83.0,87.53,79.23,74.39,65.77,63.08,61.22,56.67,55.51,48.93,54.87,54.25,48.94,56.72,55.71,41.8,44.64,50.04,56.95,57.32,53.51,56.01,53.68,54.5,51.56,48.85,52.85,53.45,50.96,49.26,52.28,50.66,49.37,36.84,50.92,50.2,47.6,44.39,49.75,48.47,45.79,35.68,42.27,43.43,41.21,35.86,38.22
Depreciation,33.71,31.99,26.56,24.74,25.7,25.67,24.34,21.3,21.68,21.23,21.32,20.53,19.14,18.96,19.55,19.58,17.04,15.29,15.07,14.75,16.25,16.84,16.36,17.18,17.3,17.35,18.42,19.77,24.75,28.06,27.94,27.82,28.16,27.56,27.4,27.56,31.68,27.02,26.71,26.09,26.22,25.59,25.71,24.38,24.91,24.4,24.48,24.53,23.04,23.31
