Item,Dec '24,Sep '24,Jun '24,Mar '24,Dec '23,Sep '23,Jun '23,Mar '23,Dec '22,Sep '22,Jun '22,Mar '22,Dec '21,Sep '21,Jun '21,Mar '21,Dec '20,Sep '20,Jun '20,Mar '20,Dec '19,Sep '19,Jun '19,Mar '19,Dec '18,Sep '18,Jun '18,Mar '18,Dec '17,Sep '17,Jun '17,Mar '17,Dec '16,Sep '16,Jun '16,Mar '16,Dec '15,Sep '15,Jun '15,Mar '15,Dec '14,Sep '14,Jun '14,Mar '14,Dec '13,Sep '13,Jun '13,Mar '13,Dec '12,Sep '12
Net Sales/Income from operations,907.99,813.98,903.86,966.46,1044.02,1081.33,1032.89,1046.02,980.21,1066.09,881.99,910.1,836.39,674.52,647.21,636.45,643.75,658.19,490.85,685.31,626.23,603.89,582.64,714.72,670.43,692.55,659.47,650.91,488.15,480.92,460.32,608.35,495.85,483.09,443.94,426.67,462.17,465.19,445.0,588.5,510.14,477.64,442.0,465.74,435.97,432.56,385.66,414.34,377.11,379.5
Other Operating Income,--,--,--,19.24,--,--,--,21.46,16.9,17.07,15.03,13.34,--,--,--,9.85,11.49,22.42,--,26.62,23.18,20.24,19.52,25.34,25.99,25.05,24.04,23.04,15.73,16.19,15.12,16.45,16.52,14.65,15.8,10.91,12.37,12.21,11.46,17.46,21.38,18.78,18.13,10.88,18.83,17.65,15.72,21.41,14.04,14.5
Total Income From Operations,907.99,813.98,903.86,985.7,1044.02,1081.33,1032.89,1067.48,997.11,1083.15,897.02,923.44,836.39,674.52,647.21,646.3,655.24,680.61,490.85,711.92,649.41,624.13,602.16,740.06,696.42,717.6,683.51,673.94,503.88,497.12,475.45,624.81,512.37,497.74,459.74,437.58,474.54,477.39,456.46,605.96,531.52,496.42,460.13,476.62,454.8,450.22,401.38,435.75,391.14,394.0
EXPENDITURE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Consumption of Raw Materials,418.26,355.78,454.86,397.66,544.2,490.44,490.44,517.71,426.21,579.31,491.72,479.09,479.75,414.01,355.76,290.15,302.45,279.63,186.97,280.64,249.19,229.2,270.4,320.86,322.54,307.46,290.05,236.87,188.42,196.11,200.52,210.93,170.03,167.09,166.23,140.62,151.49,157.74,153.54,189.75,187.93,187.87,166.04,180.99,146.55,129.51,121.49,127.2,130.38,130.05
Purchase of Traded Goods,--,--,--,--,--,--,--,2.05,0.18,--,1.29,3.64,3.89,7.1,1.95,5.82,9.17,6.14,11.95,13.76,27.65,29.22,31.4,61.3,51.64,64.39,61.76,62.48,51.45,47.81,58.43,59.31,50.19,47.8,34.08,16.71,32.92,32.38,31.95,33.25,43.92,63.69,62.15,20.41,65.74,69.47,55.62,59.62,56.04,60.32
Increase/Decrease in Stocks,17.47,-6.86,-65.12,71.4,-43.92,23.05,-9.48,-1.74,42.5,-47.77,-0.15,44.54,-33.82,-86.02,-34.45,31.34,-19.39,-24.21,-0.17,41.89,-2.1,26.41,-21.65,-8.49,-39.47,-17.78,-22.72,16.86,-8.99,3.38,-65.96,-22.71,-7.01,-6.77,-16.32,13.05,4.25,-8.97,-9.09,12.6,-10.06,-11.34,6.05,0.1,-11.73,2.62,1.28,6.56,-5.82,5.63
Power & Fuel,--,--,--,70.87,--,--,--,101.23,81.25,101.93,79.9,84.82,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Employees Cost,32.71,32.26,32.28,31.65,31.12,29.97,30.03,29.23,27.3,26.96,26.9,26.25,25.77,25.42,25.58,24.03,24.75,24.5,24.77,26.02,24.75,25.05,23.7,23.6,22.68,22.31,22.3,21.76,20.51,20.28,19.51,20.72,19.12,18.84,18.66,18.19,17.4,16.91,17.67,19.94,16.13,15.18,14.97,14.33,14.2,14.33,13.84,14.45,12.84,12.59
Depreciation,25.61,23.0,24.75,23.96,26.62,23.73,23.91,22.77,23.95,24.08,20.35,20.71,24.24,21.21,23.67,21.47,22.37,22.67,24.46,26.26,24.59,21.51,23.15,22.33,21.27,17.78,16.32,13.73,17.56,15.65,17.46,20.6,16.72,16.77,17.2,17.36,14.77,16.56,16.61,17.44,17.64,20.97,11.57,11.7,8.37,8.22,8.01,7.82,7.75,7.61
