Item,Mar '25,Dec '24,Sep '24,Jun '24,Mar '24,Dec '23,Sep '23,Jun '23,Mar '23,Dec '22,Sep '22,Jun '22,Mar '22,Dec '21,Sep '21,Jun '21,Mar '21,Dec '20,Sep '20,Jun '20,Mar '20,Dec '19,Sep '19,Jun '19,Mar '19,Dec '18,Sep '18,Jun '18,Mar '18,Dec '17,Sep '17,Jun '17,Mar '17,Dec '16,Sep '16,Jun '16,Mar '16,Dec '15,Sep '15,Jun '15,Mar '15,Dec '14,Sep '14,Jun '14,Mar '14,Dec '13,Sep '13,Jun '13,Mar '13,Dec '12
Net Sales/Income from operations,6008.52,5896.05,4607.98,5155.56,5398.11,4918.34,4434.67,5201.11,4790.77,4536.97,3910.49,4393.27,4321.86,4137.42,3653.3,3884.8,4291.88,4144.69,3467.5,2520.3,3433.02,3969.77,3464.43,4059.28,3849.63,3788.62,3363.96,3767.9,3556.99,3417.14,3054.49,3312.52,3099.66,2668.64,2470.55,2832.58,2872.71,2846.11,2740.0,2961.21,2885.44,2763.05,2741.87,3008.99,2967.14,2693.42,2508.65,2795.23,2911.11,3098.85
Other Operating Income,--,--,--,--,--,--,--,--,--,--,76.85,75.12,104.64,88.35,95.6,--,--,--,69.81,80.53,68.69,90.5,63.14,90.44,69.46,106.73,69.2,80.35,67.6,76.94,62.0,140.36,74.35,62.68,48.64,47.39,63.22,65.52,49.82,54.04,194.69,74.64,72.59,50.55,59.38,98.78,61.03,55.76,44.96,80.71
Total Income From Operations,6008.52,5896.05,4607.98,5155.56,5398.11,4918.34,4434.67,5201.11,4790.77,4536.97,3987.34,4468.39,4426.5,4225.77,3748.9,3884.8,4291.88,4144.69,3537.31,2600.83,3501.71,4060.27,3527.57,4149.72,3919.09,3895.35,3433.16,3848.25,3624.59,3494.08,3116.49,3452.88,3174.01,2731.32,2519.19,2879.97,2935.93,2911.63,2789.82,3015.25,3080.13,2837.69,2814.46,3059.54,3026.52,2792.2,2569.68,2850.99,2956.07,3179.56
EXPENDITURE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Consumption of Raw Materials,1099.6,1004.55,912.43,1004.33,866.6,764.45,719.18,822.47,729.16,608.68,634.7,693.9,680.75,506.21,479.11,506.88,628.08,541.26,383.98,217.86,529.99,523.06,522.51,576.57,635.96,676.9,538.26,583.76,571.31,541.42,476.87,503.78,460.45,379.68,361.47,409.73,436.38,401.51,417.67,456.9,463.7,460.48,430.31,436.0,461.52,409.2,386.12,411.15,431.89,638.14
Purchase of Traded Goods,1352.89,1125.41,802.11,799.32,792.85,654.7,510.96,657.3,691.77,560.84,437.37,333.34,277.63,268.96,264.22,207.75,180.26,201.32,229.32,156.09,110.16,103.82,87.94,103.89,66.04,37.57,24.85,24.77,2.07,0.09,0.27,0.27,0.21,26.05,19.5,1.43,0.37,21.7,22.48,28.1,36.01,51.08,57.26,51.97,34.02,60.73,60.55,61.29,50.29,55.85
Increase/Decrease in Stocks,40.08,55.79,91.77,-38.58,97.17,-76.78,64.31,-50.83,156.81,118.56,-222.61,-188.69,-57.26,219.21,-119.08,-212.03,-62.35,114.88,66.76,125.44,-164.67,324.57,-212.01,-21.28,9.53,30.81,-89.56,-59.49,-6.74,64.35,-31.64,-102.21,4.23,15.83,-71.22,64.07,8.31,100.49,-45.03,17.93,-73.34,5.58,-75.7,15.32,43.52,-2.08,50.93,5.51,-47.83,100.31
Power & Fuel,856.75,841.43,772.07,989.04,972.13,1013.64,885.67,1123.87,941.99,1129.2,1316.64,1310.99,1039.45,940.22,787.34,--,--,--,629.53,457.04,733.82,740.02,783.99,815.77,791.56,767.89,730.51,750.95,748.77,708.94,673.19,684.66,647.66,531.47,536.23,522.23,567.17,544.29,618.32,200.26,621.39,586.63,625.28,620.73,609.18,583.66,557.98,591.15,649.55,535.45
Employees Cost,172.97,194.93,178.97,160.11,163.6,178.29,194.75,151.95,212.05,204.81,210.7,216.16,192.48,203.03,216.52,208.66,205.81,249.25,205.16,176.2,208.46,232.47,228.99,202.99,199.52,214.36,211.99,256.48,198.23,204.76,200.77,218.22,195.2,208.84,192.93,185.9,182.26,232.64,166.01,165.66,170.96,192.35,191.52,193.63,169.09,155.65,172.39,172.2,161.44,208.4
Depreciation,253.33,249.75,231.69,221.44,231.07,234.28,211.83,199.09,174.1,171.56,172.58,163.8,153.05,159.57,149.69,145.63,142.39,156.48,159.95,161.79,157.08,159.95,150.35,145.98,146.69,154.26,149.85,148.12,147.41,157.86,155.13,162.11,165.02,167.85,152.94,141.0,143.37,155.87,160.7,165.66,169.83,143.99,139.33,137.7,136.56,152.57,144.37,138.72,138.29,157.5
Excise Duty,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Admin. And Selling Expenses,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
R & D Expenses,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Provisions And Contingencies,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Exp. Capitalised,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Other Expenses,1685.82,1564.54,1421.43,1564.14,1668.68,1480.89,1511.42,1727.33,1592.71,1536.59,1595.12,1677.36,1659.78,1533.09,1409.5,2298.83,2480.73,2466.82,1351.85,943.77,1498.1,1595.78,1559.84,1690.1,1685.57,1680.7,1574.56,1667.92,1619.85,1531.97,1382.02,1512.73,1450.12,1315.23,1206.91,1235.63,1300.82,1329.32,1296.75,1812.87,1253.07,1288.12,1207.24,1291.34,1284.48,1223.65,1055.33,1120.43,1218.97,1243.55
"P/L Before Other Inc. , Int., Excpt. Items & Tax",547.08,859.65,197.51,455.76,606.01,668.87,336.55,569.93,292.18,206.73,-157.16,261.53,480.62,395.48,561.6,729.08,716.96,414.68,510.76,362.64,428.77,380.6,405.96,635.7,384.22,332.86,292.7,475.74,343.69,284.69,259.88,473.32,251.12,86.37,120.43,319.98,297.25,125.81,152.92,167.87,438.51,109.46,239.22,312.85,288.15,208.82,142.01,350.54,353.47,240.36
Other Income,190.92,643.86,153.98,69.86,121.51,83.9,207.86,78.24,117.25,40.69,68.82,52.87,57.55,52.93,63.98,44.7,43.15,54.16,44.93,50.24,54.65,55.99,50.82,51.91,152.49,28.8,31.32,31.57,46.81,46.2,23.77,25.96,35.72,16.79,25.77,25.63,49.88,18.86,17.95,23.45,59.09,42.93,44.58,37.07,107.43,44.99,41.22,35.01,102.57,66.08
"P/L Before Int., Excpt. Items & Tax",738.0,1503.51,351.49,525.62,727.52,752.77,544.41,648.17,409.43,247.42,-88.34,314.4,538.17,448.41,625.58,773.78,760.11,468.84,555.69,412.88,483.42,436.59,456.78,687.61,536.71,361.66,324.02,507.31,390.5,330.89,283.65,499.28,286.84,103.16,146.2,345.61,347.13,144.67,170.87,191.32,497.6,152.39,283.8,349.92,395.58,253.81,183.23,385.55,456.04,306.44
Interest,13.37,28.19,33.29,33.11,66.0,33.88,28.83,25.08,15.24,18.83,17.69,14.86,10.56,12.93,17.12,13.36,11.22,17.38,16.0,13.07,10.59,29.24,16.25,19.88,20.85,22.31,20.05,27.53,19.31,33.38,21.25,22.5,25.17,18.48,19.7,20.77,18.8,15.43,14.99,14.27,22.63,13.1,11.46,11.11,10.82,11.96,11.04,17.86,10.81,27.27
P/L Before Exceptional Items & Tax,724.63,1475.32,318.2,492.51,661.52,718.89,515.58,623.09,394.19,228.59,-106.03,299.54,527.61,435.48,608.46,760.42,748.89,451.46,539.69,399.81,472.83,407.35,440.53,667.73,515.86,339.35,303.97,479.78,371.19,297.51,262.4,476.78,261.67,84.68,126.5,324.84,328.33,129.24,155.88,177.05,474.97,139.29,272.34,338.81,384.76,241.85,172.19,367.69,445.23,279.17
