Date,Net Sales/Income from operations,Other Operating Income,Total Income From Operations,Consumption of Raw Materials,Purchase of Traded Goods,Increase/Decrease in Stocks,Employees Cost,Depreciation,Other Expenses,"P/L Before Other Inc. , Int., Excpt. Items & Tax",Other Income,"P/L Before Int., Excpt. Items & Tax",Interest,P/L Before Exceptional Items & Tax,Exceptional Items,P/L Before Tax,Tax,P/L After Tax from Ordinary Activities,Net Profit/(Loss) For the Period,Equity Share Capital,Basic EPS,Diluted EPS,No Of Shares (Crores),Share Holding (%),- Number of shares (Crores),- Per. of shares (as a % of the total sh. of prom. and promoter group),- Per. of shares (as a % of the total Share Cap. of the company)
2012-12-31,760.97,4.0,764.97,437.4,29.78,1.87,67.43,19.58,167.8,41.11,3.24,44.35,30.22,14.13,-3.81,10.32,2.83,7.49,7.49,37.32,0.4,0.4,9.69,51.9,8.84,98.51,47.38
2013-03-31,789.53,8.71,798.24,438.23,9.64,36.98,70.81,22.03,181.89,38.66,21.86,60.52,29.11,31.41,0.0,31.41,10.56,20.85,20.85,37.33,1.12,1.12,9.66,51.74,8.87,98.51,47.54
2013-06-30,823.54,2.6,826.14,472.57,10.03,18.46,74.39,19.21,178.65,52.83,1.14,53.97,30.41,23.56,0.0,23.56,7.25,16.31,16.31,37.35,0.87,0.87,9.66,51.75,8.88,98.51,47.54
2013-09-30,861.39,2.68,864.07,507.01,17.52,-4.3,77.52,20.3,185.83,60.19,12.06,72.25,31.02,41.23,0.0,41.23,9.27,31.96,31.96,37.35,1.72,1.71,9.66,51.74,8.88,98.51,47.54
2013-12-31,825.07,8.59,833.66,502.63,14.47,-20.09,74.63,19.98,185.76,56.28,2.19,58.47,32.59,25.88,0.0,25.88,10.48,15.4,15.4,37.36,0.82,0.82,9.66,51.74,8.88,98.52,47.54
2014-03-31,841.69,48.73,890.42,534.63,14.61,0.66,72.98,24.75,194.85,47.94,31.8,79.74,29.25,50.49,0.06,50.55,20.15,30.4,30.4,37.38,1.63,1.63,9.67,51.77,8.88,98.52,47.52
2014-06-30,933.07,43.86,976.93,621.68,12.74,-19.25,79.43,21.19,202.82,58.32,1.49,59.81,33.09,26.72,0.0,26.72,7.74,18.98,18.98,37.39,1.02,1.01,9.68,51.78,8.88,98.52,47.5
2014-09-30,958.19,47.44,1005.63,605.42,20.58,-0.98,83.57,22.92,211.66,62.46,8.96,71.42,35.32,36.1,0.0,36.1,10.82,25.28,25.28,37.4,1.35,1.35,9.69,51.79,8.88,98.53,47.5
2014-12-31,898.33,43.47,941.8,573.2,17.89,-12.68,82.26,26.0,209.12,46.01,1.12,47.13,36.27,10.86,-11.73,-0.87,-0.43,-0.44,-0.44,37.41,-0.02,-0.02,9.69,51.81,8.88,98.53,47.48
2015-03-31,856.19,47.22,903.41,524.62,37.29,-16.3,76.75,26.9,198.63,55.52,25.57,81.09,33.62,47.47,45.73,93.2,16.16,77.04,77.04,37.43,4.12,4.11,9.57,51.14,9.0,98.46,48.11
2015-06-30,970.72,37.79,1008.51,615.92,30.91,-24.96,84.13,26.66,216.25,59.6,2.01,61.61,34.43,27.18,0.0,27.18,9.26,17.92,17.92,37.44,0.96,0.96,9.57,51.16,9.01,98.54,48.13
2015-09-30,931.35,35.72,967.07,526.26,7.81,41.37,86.72,27.19,214.76,62.96,8.97,71.93,34.9,37.03,0.0,37.03,12.07,24.96,24.96,37.44,1.33,1.33,9.58,51.16,9.01,98.54,48.13
2015-12-31,868.35,33.98,902.33,611.95,20.29,-110.6,89.41,27.55,211.15,52.58,0.36,52.94,33.5,19.44,1.25,20.69,4.8,15.89,15.89,37.46,0.85,0.85,0.0,0.0,0.0,0.0,0.0
2016-03-31,1012.31,46.69,1059.0,557.21,20.3,81.79,97.13,29.2,209.25,64.12,24.06,88.18,31.96,56.22,783.73,839.95,168.11,671.84,671.84,37.47,35.85,35.84,0.0,0.0,0.0,0.0,0.0
2016-06-30,1023.95,48.4,1072.35,610.7,27.48,10.79,96.68,27.89,220.96,77.85,10.3,88.15,24.53,63.62,0.0,63.62,21.22,42.4,42.4,37.47,2.26,2.26,0.0,0.0,0.0,0.0,0.0
2016-09-30,14.64,0.0,14.64,0.0,0.0,0.0,0.0,0.0,1.12,13.52,0.0,13.52,0.0,13.52,0.0,13.52,0.0,13.52,13.52,18.74,0.72,0.72,0.0,0.0,0.0,0.0,0.0
2016-12-31,917.24,48.83,966.07,633.11,24.44,-72.92,102.69,29.73,204.23,44.79,8.32,53.11,15.23,37.88,0.0,37.88,10.41,27.47,27.47,37.49,1.47,1.46,0.0,0.0,0.0,0.0,0.0
2017-03-31,1027.16,62.58,1089.74,628.69,47.08,10.46,96.85,34.23,224.13,48.3,32.71,81.01,15.56,65.45,0.0,65.45,-7.05,72.5,72.5,18.75,3.87,3.87,0.0,0.0,0.0,0.0,0.0
2017-06-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,-0.34,0.0,-0.34,0.0,-0.34,0.0,-0.34,0.0,-0.34,-0.34,18.75,-0.02,-0.02,0.0,0.0,0.0,0.0,0.0
2017-09-30,26.22,0.0,26.22,0.0,0.0,0.0,0.14,0.0,1.24,24.84,0.0,24.84,0.0,24.84,0.0,24.84,0.0,24.84,24.84,18.75,1.33,1.33,0.0,0.0,0.0,0.0,0.0
2017-12-31,2.79,0.0,2.79,0.0,0.0,0.0,0.24,0.0,0.44,2.11,0.0,2.11,0.0,2.11,0.0,2.11,0.87,1.24,1.24,18.75,0.07,0.07,0.0,0.0,0.0,0.0,0.0
2018-03-31,35.61,0.0,35.61,0.0,0.0,0.0,0.24,0.0,0.59,34.78,0.02,34.8,0.0,34.8,0.0,34.8,1.18,33.62,33.62,18.75,1.79,1.79,0.0,0.0,0.0,0.0,0.0
2018-06-30,3.89,0.0,3.89,0.0,0.0,0.0,0.19,0.0,0.14,3.56,0.0,3.56,0.0,3.56,0.0,3.56,1.13,2.43,2.43,18.76,0.13,0.13,0.0,0.0,0.0,0.0,0.0
