Item,Dec '24,Sep '24,Jun '24,Mar '24,Dec '23,Sep '23,Jun '23,Mar '23,Dec '22,Sep '22,Jun '22,Mar '22,Dec '21,Sep '21,Jun '21,Mar '21,Dec '20,Sep '20,Jun '20,Mar '20,Dec '19,Sep '19,Jun '19,Mar '19,Dec '18,Sep '18,Jun '18,Mar '18,Dec '17,Sep '17,Jun '17,Mar '17,Dec '16,Sep '16,Jun '16,Mar '16,Dec '15,Sep '15,Jun '15,Mar '15,Dec '14,Sep '14,Jun '14,Mar '14,Dec '13,Sep '13,Jun '13,Mar '13,Dec '12,Sep '12
Net Sales/Income from operations,1045.17,1079.47,1272.87,996.71,932.91,1033.84,1326.83,855.67,857.61,1021.34,1306.73,1038.53,807.62,960.76,1240.64,890.67,677.05,897.0,777.79,764.76,657.68,832.91,907.22,662.25,607.02,553.65,915.51,726.76,551.75,654.48,881.78,639.73,537.18,703.23,749.43,463.73,407.34,526.78,597.45,378.41,381.75,525.66,472.88,273.93,274.43,297.94,266.32,156.2,136.69,187.6
Other Operating Income,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,7.66,9.83,7.13,5.1,5.77,6.17,5.95,3.04,3.28,6.02,5.22,3.34,4.24,6.99,4.43,2.23,2.61,3.23
Total Income From Operations,1045.17,1079.47,1272.87,996.71,932.91,1033.84,1326.83,855.67,857.61,1021.34,1306.73,1038.53,807.62,960.76,1240.64,890.67,677.05,897.0,777.79,764.76,657.68,832.91,907.22,662.25,607.02,553.65,915.51,726.76,551.75,654.48,881.78,639.73,544.84,713.06,756.56,468.83,413.11,532.95,603.4,381.45,385.03,531.68,478.1,277.26,278.67,304.93,270.74,158.43,139.3,190.83
EXPENDITURE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Consumption of Raw Materials,794.55,863.53,1003.63,878.01,785.26,886.45,1105.6,706.21,699.29,873.92,1197.48,876.13,694.78,905.11,1071.0,746.4,541.05,696.12,632.36,646.48,569.85,655.08,732.43,560.11,484.42,448.12,728.05,606.48,365.95,447.8,584.03,375.5,423.74,592.94,617.99,373.62,292.99,404.89,471.48,294.72,289.68,428.89,370.29,229.56,220.13,223.73,202.94,127.8,102.24,156.66
Purchase of Traded Goods,--,--,--,0.45,--,--,--,--,0.95,--,--,--,--,--,--,--,0.36,--,--,--,--,--,--,--,--,--,--,0.82,0.53,1.37,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0.02,6.01,--,--,--
Increase/Decrease in Stocks,12.75,8.15,37.9,-68.22,6.1,-2.21,17.8,-21.22,16.74,23.72,-52.43,-0.86,10.92,-6.0,16.75,-23.66,15.67,20.97,-7.86,-31.47,4.02,13.54,-1.95,-14.74,-2.39,14.26,15.68,-38.35,1.9,5.16,25.45,56.14,-3.49,4.7,-25.39,-18.09,10.49,-0.56,-5.91,-2.98,-4.05,-18.32,10.35,-17.53,-11.59,13.4,3.09,-9.28,6.76,-8.77
Power & Fuel,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Employees Cost,48.71,46.71,47.34,41.04,35.59,36.16,42.0,33.44,32.7,33.03,31.57,26.49,24.51,20.63,28.46,24.83,23.78,30.04,24.94,23.37,19.32,24.58,26.13,20.79,20.67,17.22,24.15,21.59,22.78,24.27,28.93,20.03,15.5,14.24,18.22,12.85,14.66,15.09,15.18,10.69,12.66,12.97,11.32,9.66,8.99,8.19,8.38,5.59,4.8,5.41
Depreciation,6.67,6.59,6.36,8.23,8.4,7.94,7.81,7.45,5.72,4.92,4.93,4.86,5.28,5.47,5.49,5.68,5.23,5.19,5.23,5.34,4.91,5.58,5.15,5.13,5.08,5.11,4.97,4.04,3.66,3.49,3.48,3.26,3.32,2.71,2.22,2.0,2.22,2.53,2.6,2.24,2.34,2.19,2.03,1.43,1.45,1.27,1.39,1.4,1.26,1.13
Excise Duty,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Admin. And Selling Expenses,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
R & D Expenses,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Provisions And Contingencies,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Exp. Capitalised,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Other Expenses,47.26,47.71,49.98,43.89,46.27,49.18,52.37,41.59,52.04,52.28,52.22,41.87,33.58,36.45,41.67,55.75,32.65,39.26,28.2,37.91,32.61,34.62,38.09,23.27,28.02,30.29,33.08,30.94,23.31,22.62,29.42,63.58,49.57,53.55,68.9,52.81,39.46,51.08,58.5,42.13,36.09,54.23,46.21,32.75,27.15,29.23,26.94,20.08,17.23,22.15
"P/L Before Other Inc. , Int., Excpt. Items & Tax",135.22,106.79,127.65,93.31,51.29,56.32,101.26,88.2,50.18,33.47,72.96,90.04,38.54,-0.89,77.28,81.67,58.31,105.41,94.92,83.13,26.96,99.51,107.37,67.69,71.23,38.65,109.58,101.23,133.63,149.77,210.46,121.22,56.2,44.91,74.62,45.64,53.29,59.92,61.55,34.63,48.32,51.72,37.91,21.39,32.54,29.09,21.99,12.84,7.01,14.26
Other Income,31.5,38.25,25.79,25.53,25.21,30.29,24.34,18.98,20.25,18.84,4.68,11.82,11.3,21.16,16.17,9.39,19.53,17.81,17.64,13.38,15.84,16.91,14.5,13.26,13.32,10.11,7.91,11.37,9.87,8.05,6.82,3.53,2.68,6.85,4.58,5.37,3.96,5.49,3.21,1.52,3.68,2.57,1.24,1.55,1.58,0.24,0.31,0.35,0.29,1.57
