Item,Mar '25,Dec '24,Sep '24,Jun '24,Mar '24,Dec '23,Sep '23,Jun '23,Mar '23,Dec '22,Sep '22,Jun '22,Mar '22,Dec '21,Sep '21,Jun '21,Mar '21,Dec '20,Sep '20,Jun '20,Mar '20,Dec '19,Sep '19,Jun '19,Mar '19,Dec '18,Sep '18,Jun '18,Mar '18,Dec '17,Sep '17,Jun '17,Mar '17,Dec '16,Sep '16,Jun '16,Mar '16,Dec '15,Sep '15,Jun '15,Mar '15,Dec '14,Sep '14,Jun '14,Mar '14,Dec '13,Sep '13,Jun '13,Mar '13,Dec '12
Net Sales/Income from operations,5633.5,2408.9,2512.3,4035.4,3172.6,2371.3,2159.3,2955.7,2437.3,2086.9,2216.8,1980.9,1919.2,1830.3,2008.9,2123.4,2018.8,1822.2,2056.9,1795.9,1707.3,1627.7,1567.3,1268.7,1495.8,1608.9,1582.4,1420.1,1391.8,1504.6,1691.9,987.7,758.3,1055.7,1076.8,1212.8,1347.3,1584.0,1771.7,1752.0,1337.56,1243.67,1117.95,986.91,990.42,897.13,839.96,706.98,712.37,647.75
Other Operating Income,186.1,107.0,108.3,124.8,159.8,--,--,--,142.0,--,182.0,--,100.1,--,--,--,--,96.6,--,--,104.9,83.3,115.4,75.1,74.1,66.6,62.1,84.8,63.3,69.2,46.4,55.0,61.9,45.4,14.6,58.9,81.2,172.0,183.5,162.1,116.39,221.21,134.86,125.88,111.12,130.35,145.03,131.05,241.59,136.45
Total Income From Operations,5819.6,2515.9,2620.6,4160.2,3332.4,2371.3,2159.3,2955.7,2579.3,2086.9,2398.8,1980.9,2019.3,1830.3,2008.9,2123.4,2018.8,1918.8,2056.9,1795.9,1812.2,1711.0,1682.7,1343.8,1569.9,1675.5,1644.5,1504.9,1455.1,1573.8,1738.3,1042.7,820.2,1101.1,1091.4,1271.7,1428.5,1756.0,1955.2,1914.1,1453.95,1464.88,1252.81,1112.79,1101.54,1027.48,984.99,838.03,953.96,784.2
EXPENDITURE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Consumption of Raw Materials,720.8,635.8,704.8,725.7,737.2,681.6,705.9,876.7,806.7,626.1,721.6,549.1,707.2,566.1,654.2,701.5,592.0,630.2,603.7,520.5,477.8,486.5,480.3,409.8,468.9,454.9,468.5,429.3,408.3,433.3,419.1,303.3,276.7,290.2,278.2,282.7,301.8,362.5,355.2,359.9,296.78,313.01,359.72,316.55,266.73,264.0,288.77,236.55,250.39,231.88
Purchase of Traded Goods,93.0,112.1,87.1,58.7,71.1,68.7,99.5,43.9,77.5,78.3,85.6,121.3,97.3,81.1,89.3,20.4,40.5,16.3,65.9,30.6,-18.1,10.2,97.3,92.7,53.2,94.9,93.9,100.3,94.7,83.1,52.1,88.7,26.6,156.0,143.9,147.1,109.6,114.2,129.4,109.0,126.66,107.62,91.85,115.37,105.8,98.53,89.13,63.98,75.49,64.11
Increase/Decrease in Stocks,-123.6,187.8,-138.9,-46.4,-86.2,24.5,-98.1,28.1,-14.7,38.7,67.9,13.2,-41.9,22.6,27.0,-54.6,-4.4,-61.0,-16.6,-66.3,94.8,53.7,-84.1,-40.1,-21.9,-12.4,-45.3,5.5,-75.5,-61.8,36.5,-86.1,-30.5,-55.1,-81.9,-10.9,-31.0,-4.1,24.2,61.1,-5.36,-5.36,-13.37,-51.89,0.32,-8.14,-3.67,-21.5,-5.42,-23.31
Power & Fuel,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Employees Cost,476.3,425.0,436.5,424.4,405.1,373.0,377.7,351.7,353.1,326.1,323.2,319.5,288.9,293.3,304.7,318.0,294.7,281.8,278.0,292.8,267.4,277.3,267.3,265.2,249.0,239.9,243.3,238.3,233.1,194.8,198.1,177.5,156.5,219.7,211.1,209.8,195.4,162.5,175.3,162.6,150.09,162.09,143.19,151.76,133.03,127.17,130.85,123.69,108.24,123.97
Depreciation,128.0,131.6,133.7,130.6,130.6,127.7,124.9,121.2,119.9,121.6,124.0,123.1,122.8,120.0,119.2,116.7,115.0,113.1,112.1,110.9,112.3,109.8,92.4,90.0,95.2,89.8,88.0,83.6,78.7,77.8,70.2,66.4,54.5,69.8,67.2,64.8,60.1,54.8,54.5,51.8,55.39,51.27,52.24,52.95,32.17,32.37,32.47,29.64,28.28,31.27
Excise Duty,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Admin. And Selling Expenses,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
R & D Expenses,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Provisions And Contingencies,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Exp. Capitalised,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Other Expenses,880.4,506.7,588.9,624.9,636.0,524.4,424.9,514.3,584.2,559.1,521.5,433.5,510.2,508.6,449.4,520.5,491.8,553.4,498.3,429.1,470.7,531.9,456.2,433.1,440.2,442.0,374.8,348.0,405.8,515.2,382.5,360.9,330.0,405.5,418.9,409.5,392.5,502.3,500.6,494.2,422.82,404.15,347.49,317.15,320.79,359.52,309.85,289.74,287.3,306.94
"P/L Before Other Inc. , Int., Excpt. Items & Tax",3644.7,516.9,808.5,2242.3,1438.6,571.4,524.5,1019.8,652.6,337.0,555.0,421.2,334.8,238.6,365.1,500.9,489.2,385.0,515.5,478.3,407.3,241.6,373.3,93.1,285.3,366.4,421.3,299.9,310.0,331.4,579.8,132.0,6.4,15.0,54.0,168.7,400.1,563.8,716.0,675.5,407.57,432.1,271.69,210.9,242.7,154.03,137.59,115.93,209.68,49.34
Other Income,185.4,77.5,326.7,106.6,361.1,106.8,534.5,82.4,251.2,136.3,109.2,51.7,53.7,25.9,69.4,29.7,-26.9,25.0,60.8,20.0,400.2,29.7,408.0,27.0,36.3,49.6,409.8,106.1,30.5,58.0,67.4,52.0,404.6,52.1,83.9,43.8,59.5,31.7,64.9,18.8,14.9,10.18,143.79,16.34,20.35,60.0,8.7,217.55,11.21,15.02
"P/L Before Int., Excpt. Items & Tax",3830.1,594.4,1135.2,2348.9,1799.7,678.2,1059.0,1102.2,903.8,473.3,664.2,472.9,388.5,264.5,434.5,530.6,462.3,410.0,576.3,498.3,807.5,271.3,781.3,120.1,321.6,416.0,831.1,406.0,340.5,389.4,647.2,184.0,411.0,67.1,137.9,212.5,459.6,595.5,780.9,694.3,422.47,442.28,415.48,227.24,263.05,214.03,146.29,333.48,220.89,64.36
Interest,155.4,97.2,95.9,115.4,106.2,103.9,90.9,89.7,85.0,88.5,64.1,40.6,42.0,24.6,24.1,44.2,20.5,15.6,14.9,19.9,62.6,48.4,68.3,26.3,25.7,-15.5,40.5,38.0,25.3,2.7,24.0,11.9,-3.8,3.7,5.8,5.7,6.9,6.1,7.5,6.0,13.86,10.5,10.23,8.25,10.01,7.8,10.1,14.53,18.57,30.2
P/L Before Exceptional Items & Tax,3674.7,497.2,1039.3,2233.5,1693.5,574.3,968.1,1012.5,818.8,384.8,600.1,432.3,346.5,239.9,410.4,486.4,441.8,394.4,561.4,478.4,744.9,222.9,713.0,93.8,295.9,431.5,790.6,368.0,315.2,386.7,623.2,172.1,414.8,63.4,132.1,206.8,452.7,589.4,773.4,688.3,408.61,431.78,405.25,218.99,253.04,206.23,136.19,318.95,202.32,34.16
Exceptional Items,--,--,--,--,-8.6,--,--,--,-203.8,--,--,--,--,--,-319.3,--,--,-187.5,--,--,-52.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
P/L Before Tax,3674.7,497.2,1039.3,2233.5,1684.9,574.3,968.1,1012.5,615.0,384.8,600.1,432.3,346.5,239.9,91.1,486.4,441.8,206.9,561.4,478.4,692.9,222.9,713.0,93.8,295.9,431.5,790.6,368.0,315.2,386.7,623.2,172.1,414.8,63.4,132.1,206.8,452.7,589.4,773.4,688.3,408.61,431.78,405.25,218.99,253.04,206.23,136.19,318.95,202.32,34.16
Tax,861.0,26.6,249.5,532.7,279.7,123.9,163.1,231.6,124.3,128.9,149.0,100.8,99.6,42.9,77.0,86.5,-22.9,66.6,88.4,80.2,86.4,29.8,85.1,15.1,66.1,68.2,124.1,57.8,72.0,80.3,173.4,80.7,-56.6,9.5,23.1,41.7,98.8,105.5,138.7,123.3,61.55,70.62,39.64,21.7,36.36,11.3,-15.57,-0.72,-0.21,0.2
P/L After Tax from Ordinary Activities,2813.7,470.6,789.8,1700.8,1405.2,450.4,805.0,780.9,490.7,255.9,451.1,331.5,246.9,197.0,14.1,399.9,464.7,140.3,473.0,398.2,606.5,193.1,627.9,78.7,229.8,363.3,666.5,310.2,243.2,306.4,449.8,91.4,471.4,53.9,109.0,165.1,353.9,483.9,634.7,565.0,347.06,361.16,365.61,197.29,216.68,194.93,151.76,319.67,202.53,33.96
Prior Year Adjustments,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Extra Ordinary Items,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,12.8,20.5,--,--,12.4,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Net Profit/(Loss) For the Period,2813.7,470.6,789.8,1700.8,1405.2,450.4,805.0,780.9,490.7,255.9,451.1,331.5,246.9,197.0,14.1,399.9,464.7,140.3,473.0,398.2,619.3,213.6,627.9,78.7,242.2,363.3,666.5,310.2,243.2,306.4,449.8,91.4,471.4,53.9,109.0,165.1,353.9,483.9,634.7,565.0,347.06,361.16,365.61,197.29,216.68,194.93,151.76,319.67,202.53,33.96
Equity Share Capital,100.6,100.6,100.6,100.6,100.6,101.2,101.2,101.2,101.2,101.2,101.2,102.4,102.4,102.4,102.4,102.4,102.4,102.4,102.4,102.4,102.4,102.4,102.4,102.4,102.4,102.4,102.4,102.4,102.4,102.4,102.4,102.4,102.4,102.4,102.4,102.4,102.4,102.4,102.4,102.4,102.37,102.37,102.37,102.37,102.37,102.37,102.37,102.37,102.37,102.37
Reserves Excluding Revaluation Reserves,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Equity Dividend Rate (%),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
EPS Before Extra Ordinary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Basic EPS,27.96,4.68,7.85,16.9,13.89,4.45,7.96,7.71,4.85,2.53,4.45,3.24,2.41,1.92,0.14,3.91,4.54,1.37,4.62,3.89,6.05,2.09,6.13,0.77,2.37,3.55,6.51,3.03,2.38,2.99,4.39,0.89,4.61,0.53,1.06,1.61,3.46,4.73,6.2,5.52,16.95,17.64,17.86,9.64,10.58,9.52,7.41,15.61,9.89,1.66
Diluted EPS,27.96,4.68,7.85,16.9,13.89,4.45,7.96,7.71,4.85,2.53,4.45,3.24,2.41,1.92,0.14,3.91,4.54,1.37,4.62,3.89,6.05,2.09,6.13,0.77,2.37,3.55,6.51,3.03,2.38,2.99,4.39,0.89,4.61,0.53,1.06,1.61,3.46,4.73,6.2,5.52,16.95,17.64,17.86,9.64,10.58,9.52,7.41,15.61,9.89,1.66
EPS After Extra Ordinary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public Share Holding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
