Item,Mar '25,Dec '24,Sep '24,Jun '24,Mar '24,Dec '23,Sep '23,Jun '23,Mar '23,Dec '22,Sep '22,Jun '22,Mar '22,Dec '21,Sep '21,Jun '21,Mar '21,Dec '20,Sep '20,Jun '20,Mar '20,Dec '19,Sep '19,Jun '19,Mar '19,Dec '18,Sep '18,Jun '18,Mar '18,Dec '17,Sep '17,Jun '17,Mar '17,Dec '16,Sep '16,Jun '16,Mar '16,Dec '15,Sep '15,Jun '15,Mar '15,Dec '14,Sep '14,Jun '14,Mar '14,Dec '13,Sep '13,Jun '13,Mar '13,Dec '12
Net Sales/Income from operations,7157.14,7289.17,6868.37,7881.62,7443.89,7913.01,7342.22,8084.87,7589.24,7492.22,7315.86,7555.8,6754.64,7491.13,6151.85,4733.3,5670.78,5872.81,4526.71,2446.56,3879.01,4656.88,4278.04,4380.16,4235.32,4536.05,3914.17,3706.24,3775.35,3587.43,3602.2,3202.88,3320.28,3190.28,3054.14,2937.16,3034.56,3165.63,3179.59,3051.38,2846.2,2979.1,2953.5,2706.86,2686.6,2807.66,2504.89,2300.8,2216.9,2523.91
Other Operating Income,35.27,31.36,--,--,37.04,--,--,29.09,36.77,29.6,28.48,30.43,4.98,--,--,52.61,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,50.8,47.87,46.58,--,52.88,44.56,41.82,40.77,46.31,42.21,33.87,37.44,35.35,27.14,18.88,15.61,13.06
Total Income From Operations,7192.41,7320.53,6868.37,7881.62,7480.93,7913.01,7342.22,8113.96,7626.01,7521.82,7344.34,7586.23,6759.62,7491.13,6151.85,4785.91,5670.78,5872.81,4526.71,2446.56,3879.01,4656.88,4278.04,4380.16,4235.32,4536.05,3914.17,3706.24,3775.35,3587.43,3602.2,3202.88,3320.28,3241.08,3102.01,2983.74,3034.56,3218.51,3224.15,3093.2,2886.97,3025.41,2995.71,2740.73,2724.04,2843.01,2532.03,2319.68,2232.51,2536.97
EXPENDITURE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Consumption of Raw Materials,3208.04,3044.46,3439.05,3508.94,3392.47,3206.29,3337.61,3481.71,3366.88,3178.83,4285.3,3959.94,3534.8,3438.14,3993.61,2872.35,2847.28,2381.98,2195.33,1099.58,2015.73,1871.87,2350.46,2194.45,2244.32,2204.19,2182.94,2016.37,1952.97,1736.58,1637.61,1773.0,1795.12,1544.89,1802.57,1594.87,1369.17,1503.35,1583.28,1410.14,1442.59,1497.34,1827.56,1424.23,1554.92,1525.11,1487.94,1190.74,1279.97,1265.49
Purchase of Traded Goods,901.59,903.73,919.35,836.51,822.58,919.05,933.56,769.14,818.23,950.96,1083.93,983.21,868.87,839.13,685.67,585.02,604.14,506.76,368.88,169.28,332.71,350.98,322.89,277.3,271.7,297.96,229.5,211.5,215.81,176.76,173.35,176.65,156.75,191.95,135.44,162.39,137.51,137.34,134.9,114.67,90.55,76.27,101.16,112.58,72.03,63.2,57.01,64.34,51.79,44.12
Increase/Decrease in Stocks,-168.84,193.85,-331.64,138.88,-76.9,274.06,-167.6,327.42,144.47,464.48,-660.07,-248.62,-328.05,405.15,-720.9,-564.83,-315.81,274.08,-92.93,43.96,-292.43,387.0,-251.03,-53.75,-103.23,126.28,-95.55,-175.36,-80.33,112.83,269.95,-148.33,-108.44,64.68,-252.14,-219.68,129.6,155.7,-118.95,28.16,26.88,96.06,-274.79,19.42,-55.66,77.83,-137.27,39.76,-73.78,172.79
Power & Fuel,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Employees Cost,481.06,447.58,511.39,514.48,465.85,427.91,449.52,404.61,385.46,379.2,385.68,363.55,333.3,337.84,322.92,316.08,299.19,280.88,276.71,271.88,237.17,247.5,253.23,247.53,243.62,227.97,215.47,215.73,193.3,189.74,202.03,206.01,181.14,180.01,192.69,188.99,180.29,162.11,162.25,162.18,145.52,153.94,156.92,150.55,102.48,125.39,119.27,135.29,104.85,97.57
Depreciation,269.42,221.35,207.34,195.71,193.54,189.97,178.89,172.09,193.66,189.11,188.95,184.11,181.32,184.01,179.85,176.38,192.91,169.0,168.65,166.91,172.15,173.72,174.31,169.79,117.23,103.23,82.76,78.96,80.07,78.14,77.15,75.75,73.78,74.56,73.07,74.02,61.33,59.14,57.41,56.63,55.51,56.52,56.38,54.7,53.83,53.99,51.52,52.99,40.12,30.08
Excise Duty,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Admin. And Selling Expenses,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
R & D Expenses,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Provisions And Contingencies,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Exp. Capitalised,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Other Expenses,1446.33,1222.54,1208.01,1289.79,1328.14,1188.6,1204.39,1131.32,1163.38,1053.59,1133.95,1065.57,987.96,1002.69,995.63,695.34,1013.56,774.93,629.12,394.87,810.0,681.62,729.04,624.78,808.88,693.85,654.52,613.17,708.24,553.42,599.17,598.47,656.58,588.62,592.2,527.04,599.99,546.85,925.72,769.23,680.7,661.38,703.79,544.39,626.34,573.76,548.68,470.35,515.66,505.77
"P/L Before Other Inc. , Int., Excpt. Items & Tax",1054.81,1287.02,914.87,1397.31,1355.25,1707.13,1405.85,1827.67,1553.93,1305.65,926.6,1278.47,1181.42,1284.17,695.07,705.57,1029.51,1485.18,980.95,300.08,603.68,944.19,699.14,920.06,652.8,882.57,644.53,745.87,705.29,739.96,642.94,521.33,565.35,596.37,558.18,656.11,556.67,654.02,479.54,552.19,445.22,483.9,424.69,434.86,370.1,423.73,404.88,366.21,313.9,421.15
Other Income,138.04,226.45,181.56,225.55,197.42,238.07,172.3,216.77,124.99,162.07,117.11,113.84,89.12,104.74,152.53,105.5,98.6,121.41,94.48,51.83,65.12,92.78,114.14,85.5,71.97,66.32,71.66,68.86,59.16,68.36,63.84,86.14,84.99,52.37,84.77,78.77,60.47,55.58,66.29,67.09,49.39,36.76,50.5,48.92,39.03,34.71,47.83,52.12,43.71,34.12
"P/L Before Int., Excpt. Items & Tax",1192.85,1513.47,1096.43,1622.86,1552.67,1945.2,1578.15,2044.44,1678.92,1467.72,1043.71,1392.31,1270.54,1388.91,847.6,811.07,1128.11,1606.59,1075.43,351.91,668.8,1036.97,813.28,1005.56,724.77,948.89,716.19,814.73,764.45,808.32,706.78,607.47,650.34,648.74,642.95,734.88,617.14,709.6,545.83,619.28,494.61,520.66,475.19,483.78,409.13,458.44,452.71,418.33,357.61,455.27
