Item,Mar '25,Dec '24,Sep '24,Jun '24,Mar '24,Dec '23,Sep '23,Jun '23,Mar '23,Dec '22,Sep '22,Jun '22,Mar '22,Dec '21,Sep '21,Jun '21,Mar '21,Dec '20,Sep '20,Jun '20,Mar '20,Dec '19,Sep '19,Jun '19,Mar '19,Dec '18,Sep '18,Jun '18,Mar '18,Dec '17,Sep '17,Jun '17,Mar '17,Dec '16,Sep '16,Jun '16,Mar '16,Dec '15,Sep '15,Jun '15,Mar '15,Dec '14,Sep '14,Jun '14,Mar '14,Dec '13,Sep '13,Jun '13,Mar '13,Dec '12
Net Sales/Income from operations,8993.37,7277.09,6584.1,5484.92,8260.25,5503.81,5125.29,5003.43,8226.99,5263.38,5202.57,4672.0,8061.68,5135.9,5112.19,2901.32,7171.01,4203.04,3695.17,1990.9,5049.31,5457.77,6028.99,4410.29,9836.5,7115.73,6606.9,5790.08,9831.89,6494.44,6168.36,5380.6,9404.95,6182.99,6550.77,5522.76,9668.06,5231.86,5844.5,4280.02,12368.43,6078.37,6027.58,5067.59,14754.89,8462.38,8819.0,6352.55,18850.16,10041.65
Other Operating Income,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,248.32,--,--,--,221.58,196.73,121.39,460.66,220.69,172.98,145.41,315.06,131.91,128.69,125.03,283.23,137.96,113.68,99.7,309.09,95.38,96.15,87.68,317.6,119.59,116.44,87.38,276.62,172.47,165.35,105.57,354.22,178.06
Total Income From Operations,8993.37,7277.09,6584.1,5484.92,8260.25,5503.81,5125.29,5003.43,8226.99,5263.38,5202.57,4672.0,8061.68,5135.9,5112.19,2901.32,7171.01,4451.36,3695.17,1990.9,5049.31,5679.35,6225.72,4531.68,10297.16,7336.42,6779.88,5935.49,10146.95,6626.35,6297.05,5505.63,9688.18,6320.95,6664.45,5622.46,9977.15,5327.24,5940.65,4367.7,12686.03,6197.96,6144.02,5154.97,15031.51,8634.85,8984.35,6458.12,19204.38,10219.71
EXPENDITURE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Consumption of Raw Materials,6978.8,4894.91,4788.68,3725.08,5755.48,3939.48,3974.35,3316.63,5691.01,3537.18,3591.12,2340.81,3533.17,3167.11,3183.85,1927.93,4530.76,2870.08,2545.76,1124.43,3452.61,3729.3,4315.76,3229.42,5797.16,5071.33,4388.41,3580.4,4710.74,3994.43,3490.19,3212.0,4925.87,3867.44,4001.5,3320.69,5579.65,3349.35,4152.68,2826.64,6601.73,3703.14,3753.05,3200.36,7480.62,4939.59,5559.12,3482.1,9662.4,5587.83
Purchase of Traded Goods,--,--,--,--,--,--,--,--,--,--,--,793.57,2177.93,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Increase/Decrease in Stocks,-1025.53,-310.73,-358.55,152.49,-234.9,1.92,-347.8,144.04,-122.65,27.76,-34.74,72.48,123.34,205.56,194.36,9.15,415.34,71.03,-162.6,187.09,141.44,-128.98,-405.82,-622.17,42.8,-490.53,-412.7,-212.74,418.16,-100.43,334.98,83.42,388.43,91.21,288.63,226.21,804.52,100.06,-242.68,-451.41,958.91,-373.91,-319.27,-603.77,1192.16,-59.46,-227.25,151.95,966.64,148.57
Power & Fuel,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Employees Cost,1539.36,1482.03,1467.17,1434.86,1484.68,1442.01,1282.11,1420.04,1451.78,1429.39,1420.7,1398.76,1362.53,1405.34,1391.53,1357.44,1232.31,1379.6,1381.6,1378.75,1110.34,1370.87,1471.32,1450.94,1980.87,1301.51,1539.81,1418.02,1880.46,1338.46,1398.75,1408.8,1063.36,1420.8,1479.42,1436.34,1076.1,1415.12,1454.32,1434.21,915.15,1362.18,1595.6,1577.07,1320.42,1525.55,1612.86,1474.95,1439.09,1437.31
Depreciation,85.02,67.88,60.09,58.97,68.4,60.6,59.91,59.99,72.57,62.47,58.61,66.69,85.95,74.12,42.8,111.19,126.57,112.79,115.2,118.49,154.28,114.48,119.29,114.81,134.23,112.42,52.06,176.1,217.07,182.03,187.16,200.14,213.9,208.76,208.03,218.15,242.82,225.47,224.93,242.52,282.13,256.43,266.22,272.54,271.83,241.61,238.68,230.8,288.9,219.79
