Item,Dec '24,Sep '24,Jun '24,Mar '24,Dec '23,Sep '23,Jun '23,Mar '23,Dec '22,Sep '22,Jun '22,Mar '22,Dec '21,Sep '21,Jun '21,Mar '21,Dec '20,Sep '20,Jun '20,Mar '20,Dec '19,Sep '19,Jun '19,Mar '19,Dec '18,Sep '18,Jun '18,Mar '18,Dec '17,Sep '17,Jun '17,Mar '17,Dec '16,Sep '16,Jun '16,Mar '16,Dec '15,Sep '15,Jun '15,Mar '15,Dec '14,Sep '14,Jun '14,Mar '14,Dec '13,Sep '13,Jun '13,Mar '13,Dec '12,Sep '12
Net Sales/Income from operations,1648.06,1601.17,1467.82,1571.69,1345.76,1375.13,1187.43,1054.31,1008.76,1048.31,935.07,939.74,958.33,1021.82,950.14,967.37,1044.95,992.96,948.44,941.92,976.23,993.67,923.08,881.87,854.56,815.19,753.19,699.75,677.23,645.68,609.7,609.15,598.13,591.85,557.67,582.32,590.91,584.06,555.15,577.78,574.37,561.97,540.54,547.68,572.4,558.31,537.09,542.62,547.49,506.28
Other Operating Income,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Total Income From Operations,1648.06,1601.17,1467.82,1571.69,1345.76,1375.13,1187.43,1054.31,1008.76,1048.31,935.07,939.74,958.33,1021.82,950.14,967.37,1044.95,992.96,948.44,941.92,976.23,993.67,923.08,881.87,854.56,815.19,753.19,699.75,677.23,645.68,609.7,609.15,598.13,591.85,557.67,582.32,590.91,584.06,555.15,577.78,574.37,561.97,540.54,547.68,572.4,558.31,537.09,542.62,547.49,506.28
EXPENDITURE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Consumption of Raw Materials,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Purchase of Traded Goods,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Increase/Decrease in Stocks,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Power & Fuel,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Employees Cost,170.18,157.4,157.15,141.51,142.64,132.41,130.83,103.69,115.5,112.14,113.73,102.01,104.11,105.24,103.1,101.87,93.87,93.49,93.0,92.75,88.8,88.73,88.34,82.56,80.25,79.65,79.97,74.7,68.56,69.65,66.33,60.98,58.22,58.02,57.4,53.08,53.36,52.92,53.23,48.37,49.27,49.18,49.06,45.02,43.93,46.82,45.48,38.47,42.66,40.56
Depreciation,43.98,40.02,35.76,39.34,34.87,30.97,26.57,27.83,25.19,21.92,18.59,20.18,18.94,17.9,15.62,18.71,17.85,17.24,16.4,19.92,18.74,17.99,16.32,14.16,14.12,13.02,12.68,15.58,15.29,14.86,17.94,21.8,20.64,20.4,19.18,21.54,21.36,20.91,20.39,23.6,23.55,22.36,21.79,23.56,24.42,23.45,20.86,20.79,21.8,21.54
Excise Duty,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Admin. And Selling Expenses,55.86,60.59,50.9,61.65,69.22,75.4,64.43,61.8,56.68,66.15,55.68,65.77,57.12,--,--,--,--,--,--,--,--,--,--,--,--,--,--,63.89,47.07,51.79,52.88,50.73,50.5,46.92,47.28,47.15,49.17,53.55,46.33,43.05,42.57,39.88,40.11,40.61,38.47,38.59,38.63,46.44,--,--
R & D Expenses,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
