Item,Mar '25,Dec '24,Sep '24,Jun '24,Mar '24,Dec '23,Sep '23,Jun '23,Mar '23,Dec '22,Sep '22,Jun '22,Mar '22,Dec '21,Sep '21,Jun '21,Mar '21,Dec '20,Sep '20,Jun '20,Mar '20,Dec '19,Sep '19,Jun '19,Mar '19,Dec '18,Sep '18,Jun '18,Mar '18,Dec '17,Sep '17,Jun '17,Mar '17,Dec '16,Sep '16,Jun '16,Mar '16,Dec '15,Sep '15,Jun '15,Mar '15,Dec '14,Sep '14,Jun '14,Mar '14,Dec '13,Sep '13,Jun '13,Mar '13,Dec '12
Net Sales/Income from operations,289.2,287.33,284.83,280.57,270.27,265.05,260.61,246.98,232.53,221.37,205.26,185.6,166.67,158.89,155.98,165.41,175.68,169.54,167.53,162.43,234.95,235.42,242.57,240.17,232.26,226.78,221.03,211.43,200.47,196.79,194.47,190.04,181.72,180.27,180.32,176.29,179.61,171.33,171.27,166.03,156.28,154.42,147.4,135.03,124.21,119.86,112.66,104.56,98.27,95.2
Other Operating Income,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Total Income From Operations,289.2,287.33,284.83,280.57,270.27,265.05,260.61,246.98,232.53,221.37,205.26,185.6,166.67,158.89,155.98,165.41,175.68,169.54,167.53,162.43,234.95,235.42,242.57,240.17,232.26,226.78,221.03,211.43,200.47,196.79,194.47,190.04,181.72,180.27,180.32,176.29,179.61,171.33,171.27,166.03,156.28,154.42,147.4,135.03,124.21,119.86,112.66,104.56,98.27,95.2
EXPENDITURE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Consumption of Raw Materials,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Purchase of Traded Goods,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Increase/Decrease in Stocks,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Power & Fuel,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Employees Cost,174.83,173.17,174.52,172.87,173.33,178.51,185.38,182.55,172.26,167.32,162.47,148.95,143.55,129.61,118.77,112.1,117.63,111.67,106.11,107.78,129.09,133.31,136.53,134.01,129.6,125.82,124.11,117.61,118.88,107.59,108.14,106.97,108.83,111.86,111.67,108.51,97.76,95.36,96.18,88.61,87.07,78.64,75.78,67.33,62.54,59.59,57.73,48.72,49.29,46.78
Depreciation,11.81,12.01,11.73,11.71,11.8,12.12,12.21,10.04,9.0,8.47,7.71,6.98,6.93,7.27,7.16,8.51,9.42,10.48,10.79,11.64,12.66,12.82,12.96,13.63,8.27,8.55,8.44,8.39,8.43,9.02,9.33,9.64,10.28,10.69,10.2,8.96,8.41,8.08,7.89,6.73,5.97,6.11,6.31,5.71,4.36,4.25,4.44,4.24,4.21,4.05
Excise Duty,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Admin. And Selling Expenses,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
R & D Expenses,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
