Item,Mar '25,Dec '24,Sep '24,Jun '24,Mar '24,Dec '23,Sep '23,Jun '23,Mar '23,Dec '22,Sep '22,Jun '22,Mar '22,Dec '21,Sep '21,Jun '21,Mar '21,Dec '20,Sep '20,Jun '20,Mar '20,Dec '19,Sep '19,Jun '19,Mar '19,Dec '18,Sep '18,Jun '18,Mar '18,Dec '17,Sep '17,Jun '17,Mar '17,Dec '16,Sep '16,Jun '16,Mar '16,Dec '15,Sep '15,Jun '15,Mar '15,Dec '14,Sep '14,Jun '14,Mar '14,Dec '13,Sep '13,Jun '13,Mar '13,Dec '12
Net Sales/Income from operations,13121.36,13094.86,12384.69,10301.59,10490.24,11104.02,9928.25,9705.09,9711.66,9438.22,8579.92,7611.64,7778.89,7088.75,6791.33,5359.97,6352.35,7714.2,5221.14,3432.98,4403.1,5356.72,4796.92,4075.83,4691.93,4417.59,4171.14,3570.55,3847.41,4012.81,3874.11,3528.3,3962.89,4193.63,3576.71,3698.69,3616.41,3090.85,3060.6,2870.83,3007.74,3517.22,2815.66,2679.7,3166.09,2899.6,2637.3,2553.47,2744.74,2683.7
Other Operating Income,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0.02,--,0.01,0.01,0.02,--,--,0.01,--,--,0.05,0.06,0.03,0.02,0.03,0.03
Total Income From Operations,13121.36,13094.86,12384.69,10301.59,10490.24,11104.02,9928.25,9705.09,9711.66,9438.22,8579.92,7611.64,7778.89,7088.75,6791.33,5359.97,6352.35,7714.2,5221.14,3432.98,4403.1,5356.72,4796.92,4075.83,4691.93,4417.59,4171.14,3570.55,3847.41,4012.81,3874.11,3528.3,3962.89,4193.63,3576.73,3698.69,3616.42,3090.86,3060.62,2870.83,3007.74,3517.23,2815.66,2679.7,3166.14,2899.66,2637.33,2553.49,2744.77,2683.73
EXPENDITURE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Consumption of Raw Materials,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Purchase of Traded Goods,12632.84,12501.98,12109.62,10169.49,9035.27,10619.86,10317.54,9536.44,8906.12,9239.12,8897.43,7475.64,7943.3,6955.21,6619.46,5166.47,5855.5,7610.9,5199.83,3138.97,3873.63,5185.54,4613.85,3786.14,4048.41,4501.33,4517.11,3439.2,3342.9,4036.85,3258.84,3365.9,3686.58,4247.1,3303.81,3489.97,3434.3,3348.35,2829.88,2936.84,2742.92,3409.39,2512.9,2722.92,2904.66,2888.93,2442.59,2437.13,2380.18,2640.56
Increase/Decrease in Stocks,-2.4,91.9,-184.98,-291.71,1053.35,53.32,-822.3,-260.09,394.93,-180.39,-693.49,-191.82,-468.5,-182.33,-105.29,-34.47,243.05,-176.5,-163.98,155.13,335.77,-38.5,1.49,115.83,438.45,-319.63,-509.68,-52.63,315.98,-222.24,420.32,-37.6,67.78,-253.32,90.23,53.82,-4.57,-439.3,67.68,-214.1,91.16,-80.52,149.32,-165.58,76.86,-147.67,43.46,-31.27,200.32,-104.34
Power & Fuel,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Employees Cost,70.98,69.69,72.71,70.76,64.08,62.59,67.05,60.85,58.72,61.15,55.96,56.64,46.28,45.39,40.14,40.49,40.5,44.81,34.1,32.77,37.06,37.49,36.32,33.32,33.16,35.45,34.86,35.31,33.83,34.28,34.53,29.3,31.26,27.79,27.02,26.39,29.19,23.42,20.22,21.52,19.09,19.91,21.16,19.65,22.98,25.03,28.25,25.04,24.12,25.94
Depreciation,15.39,9.01,8.65,10.11,9.59,9.81,8.51,8.41,6.69,7.39,6.64,5.77,6.19,5.91,9.0,9.05,6.82,6.75,6.98,7.28,6.63,6.5,6.64,6.45,2.93,3.13,3.13,3.11,3.2,3.54,3.35,3.4,3.11,2.79,2.67,2.43,2.67,2.41,2.39,2.56,2.9,2.49,2.62,3.01,3.12,2.45,2.63,2.4,2.44,2.42
