Item,Mar '25,Dec '24,Sep '24,Jun '24,Mar '24,Dec '23,Sep '23,Jun '23,Mar '23,Dec '22,Sep '22,Jun '22,Mar '22,Dec '21,Sep '21,Jun '21,Mar '21,Dec '20,Sep '20,Jun '20,Mar '20,Dec '19,Sep '19,Jun '19,Mar '19,Dec '18,Sep '18,Jun '18,Mar '18,Dec '17,Sep '17,Jun '17,Mar '17,Dec '16,Sep '16,Jun '16,Mar '16,Dec '15,Sep '15,Jun '15,Mar '15,Dec '14,Sep '14,Jun '14,Mar '14,Dec '13,Sep '13,Jun '13,Mar '13,Dec '12
Net Sales/Income from operations,639.66,614.26,542.03,505.84,464.88,436.11,364.28,333.66,341.45,329.88,332.88,358.95,357.66,403.3,408.0,401.76,394.92,358.13,290.26,241.84,259.9,245.68,206.81,193.54,177.99,174.03,183.39,189.34,170.64,186.02,188.66,217.51,209.44,222.51,204.59,204.32,193.03,212.13,215.88,205.18,204.58,222.0,234.64,228.3,231.15,243.32,249.23,230.48,221.89,230.14
Other Operating Income,-11.98,9.69,--,7.07,0.89,-1.18,--,2.52,-3.03,-2.57,18.15,--,21.29,--,--,--,10.81,10.32,9.34,9.12,--,6.16,13.81,14.02,4.63,17.05,8.53,13.15,23.77,24.94,23.67,26.06,30.63,24.31,26.68,17.59,15.97,15.91,10.91,5.87,16.13,11.7,3.86,-7.07,-12.25,-7.53,-11.42,-5.64,-2.21,-7.47
Total Income From Operations,627.68,623.95,542.03,512.9,465.77,434.92,364.28,336.18,338.42,327.31,351.02,358.95,378.95,403.3,408.0,401.76,405.73,368.46,299.6,250.96,259.9,251.84,220.61,207.56,182.62,191.08,191.92,202.49,194.41,210.96,212.33,243.57,240.08,246.81,231.27,221.91,209.0,228.04,226.79,211.05,220.7,233.7,238.51,221.23,218.89,235.78,237.81,224.84,219.68,222.67
EXPENDITURE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Consumption of Raw Materials,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Purchase of Traded Goods,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Increase/Decrease in Stocks,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Power & Fuel,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Employees Cost,343.15,329.06,300.47,272.92,244.12,217.82,189.53,169.2,173.02,173.23,178.05,187.84,199.4,202.46,199.82,198.36,190.94,171.8,141.96,125.92,131.66,125.63,121.5,102.08,100.5,93.26,95.27,94.31,89.88,99.48,105.33,120.61,112.86,118.99,116.74,109.4,108.43,109.23,105.05,102.11,108.8,110.92,111.19,106.8,103.66,120.09,118.86,118.19,117.93,119.22
Depreciation,39.51,34.17,26.27,25.79,26.25,24.01,21.83,19.95,21.07,22.07,22.3,23.4,21.7,22.84,21.79,21.87,20.52,19.9,20.26,19.11,19.08,18.23,17.07,16.2,6.54,6.17,5.9,5.71,5.51,5.6,5.41,5.01,3.92,5.16,5.07,4.89,5.06,7.07,10.43,10.43,11.31,11.51,11.78,11.83,12.15,13.05,14.59,12.94,13.72,14.5
Excise Duty,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Admin. And Selling Expenses,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
R & D Expenses,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Provisions And Contingencies,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Exp. Capitalised,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Other Expenses,117.02,137.28,101.37,98.16,88.13,88.79,73.49,77.38,73.44,65.94,73.98,69.12,69.49,66.43,62.19,62.98,60.79,53.65,46.91,40.56,52.14,54.87,48.66,35.93,57.46,46.07,47.25,47.19,48.7,47.93,53.1,61.94,62.68,65.43,62.05,62.16,65.08,59.75,64.59,62.96,66.62,66.63,67.55,66.0,67.26,67.2,64.53,67.85,64.36,68.83
"P/L Before Other Inc. , Int., Excpt. Items & Tax",128.0,123.45,113.92,116.03,107.26,104.31,79.43,69.65,70.9,66.07,76.69,78.59,88.37,111.57,124.2,118.55,133.47,123.1,90.47,65.37,57.02,53.11,33.39,53.35,18.13,45.59,43.49,55.28,50.33,57.95,48.49,56.01,60.62,57.23,47.41,45.46,30.43,52.0,46.72,35.55,33.97,44.65,47.98,36.59,35.82,35.45,39.83,25.87,23.66,20.12
Other Income,10.65,10.89,8.36,10.38,9.03,10.08,9.31,8.16,12.31,9.07,5.54,6.82,7.97,7.25,8.19,7.34,8.56,7.28,7.11,5.27,7.83,13.63,4.6,4.74,53.15,3.9,2.56,2.31,1.17,2.05,4.76,4.73,2.57,6.63,0.49,5.1,6.11,4.14,6.88,8.53,-3.7,6.77,9.9,6.76,6.49,5.14,4.63,-1.05,12.47,23.02
"P/L Before Int., Excpt. Items & Tax",138.65,134.34,122.28,126.41,116.29,114.38,88.74,77.82,83.21,75.15,82.23,85.41,96.34,118.82,132.38,125.89,142.03,130.38,97.58,70.64,64.86,66.74,37.99,58.08,71.29,49.49,46.05,57.59,51.51,60.0,53.24,60.75,63.19,63.86,47.9,50.56,36.54,56.14,53.61,44.08,30.26,51.42,57.89,43.35,42.32,40.59,44.46,24.82,36.14,43.15
Interest,13.15,11.42,9.98,8.37,5.37,4.95,3.99,3.04,2.83,3.51,4.23,4.38,4.39,4.91,5.28,5.5,4.18,3.69,3.69,3.74,3.78,4.58,3.84,3.48,0.38,0.42,0.34,0.4,2.69,-0.61,2.21,1.94,-1.51,3.95,-0.21,4.55,3.17,3.79,4.59,4.68,3.64,6.43,5.14,5.02,5.0,4.3,5.26,3.15,3.58,17.28
P/L Before Exceptional Items & Tax,125.49,122.92,112.3,118.04,110.92,109.44,84.76,74.78,80.38,71.64,78.0,81.04,91.95,113.91,127.11,120.39,137.85,126.69,93.89,66.9,61.08,62.17,34.15,54.6,70.9,49.07,45.71,57.19,48.81,60.61,51.03,58.81,64.69,59.91,48.12,46.02,33.36,52.35,49.01,39.39,26.62,45.0,52.75,38.33,37.31,36.28,39.2,21.67,32.56,25.87
Exceptional Items,--,55.14,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
P/L Before Tax,125.49,178.06,112.3,118.04,110.92,109.44,84.76,74.78,80.38,71.64,78.0,81.04,91.95,113.91,127.11,120.39,137.85,126.69,93.89,66.9,61.08,62.17,34.15,54.6,70.9,49.07,45.71,57.19,48.81,60.61,51.03,58.81,64.69,59.91,48.12,46.02,33.36,52.35,49.01,39.39,26.62,45.0,52.75,38.33,37.31,36.28,39.2,21.67,32.56,25.87
Tax,33.14,30.08,20.44,23.19,17.74,19.89,12.67,9.91,21.02,14.78,15.28,11.63,11.44,18.57,16.84,18.92,23.04,19.52,9.98,6.13,10.08,9.73,4.13,6.04,4.92,3.47,5.42,10.05,2.39,9.52,7.18,8.25,10.03,7.28,5.67,7.3,5.67,9.04,2.4,7.28,-1.91,-0.89,-1.04,--,--,--,--,--,--,--
