,source,author,title,description,url,urlToImage,publishedAt,content
0,"{'id': None, 'name': 'Yahoo Entertainment'}",Josh Lipton,Is Apple hinting at new MacBook Air with M4 chip in new teaser?,"Apple's (AAPL) recent teaser on social media from CEO Tim Cook, with the cryptic message ""there's something in the air,"" has many speculating about new...",https://finance.yahoo.com/video/apple-hinting-macbook-air-m4-231500424.html,https://s.yimg.com/ny/api/res/1.2/mcONIvjsZplZZfGW8mkjkQ--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyMDA7aD02NzY-/https://s.yimg.com/os/creatr-uploaded-images/2025-03/f91669c0-f881-11ef-bbb7-2a6b6b43291a,2025-03-03T23:15:00Z,"Apple's (AAPL) recent teaser on social media from CEO Tim Cook, with the cryptic message ""there's something in the air,"" has many speculating about new products on the horizon.
To shed light on what… [+1265 chars]"
1,"{'id': None, 'name': 'Yahoo Entertainment'}",Julie Hyman,"Home Depot earnings, Fed, consumer confidence: What to Watch","Josh Lipton and Julie Hyman preview the biggest market stories, economic data, and earnings results for tomorrow, Tuesday, February 25. Home improvement...",https://finance.yahoo.com/video/home-depot-earnings-fed-consumer-000000556.html,https://s.yimg.com/ny/api/res/1.2/ON3nNX5O_qTdTiJngH0gtA--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyMDA7aD02NzU-/https://s.yimg.com/os/creatr-uploaded-images/2025-02/95522da0-f2e8-11ef-afbb-276947a03b07,2025-02-25T00:00:00Z,"Josh Lipton and Julie Hyman preview the biggest market stories, economic data, and earnings results for tomorrow, Tuesday, February 25.
Home improvement retailer Home Depot (HD) will be releasing it… [+660 chars]"
2,"{'id': None, 'name': 'AppleInsider'}",news@appleinsider.com (Mike Wuerthele),Morgan Stanley slashes AAPL price target to $252 on lower iPhone upgrade rate fears,"A noted analyst has slashed his expectation for Apple stock by about 10% given what he sees to be slower iPhone upgrade rates because of tariffs, and a delayed Siri with Apple Intelligence rollout.Improved Siri's late arrival will weigh on Apple stock, says M…",https://appleinsider.com/articles/25/03/12/morgan-stanley-slashes-aapl-price-target-to-252-on-lower-iphone-upgrade-rate-fears,https://photos5.appleinsider.com/gallery/61844-127992-61128-126129-60285-123907-000-lead-New-Siri-xl-xl-xl.jpg,2025-03-12T14:32:39Z,"A noted analyst has slashed his expectation for Apple stock by about 10% given what he sees to be slower iPhone upgrade rates because of tariffs, and a delayed Siri with Apple Intelligence rollout.
… [+2576 chars]"
3,"{'id': None, 'name': 'Quartz India'}",Ece Yildirim,Apple is delaying Siri’s AI upgrade,Apple (AAPL) is delaying a much-anticipated AI upgrade of its voice assistant Siri.Read more...,https://qz.com/apple-delay-llm-siri-ai-upgrade-1851768551,"https://i.kinja-img.com/image/upload/c_fill,h_675,pg_1,q_80,w_1200/68b31221c4a498227bf7cf13b16d9da5.jpg",2025-03-07T21:51:45Z,"In This Story
Apple (AAPL+1.22%
) is delaying a much-anticipated AI upgrade of its voice assistant Siri.
Reports about a new Siri one thats based on advanced large language models first emerged la… [+1318 chars]"
4,"{'id': None, 'name': 'Quartz India'}",Ece Yildirim and William Gavin,Trump to Apple: Ditch DEI,President Donald Trump took to social media Wednesday to demand that Apple (AAPL) to discontinue its diversity policies. Read more...,https://qz.com/apple-dei-shareholder-vote-trump-truth-social-1851766592,"https://i.kinja-img.com/image/upload/c_fill,h_675,pg_1,q_80,w_1200/b11a3b1ab5df6b15fe630479405d8c19.jpg",2025-02-26T17:19:00Z,"In This Story
President Donald Trump took to social media Wednesday to demand that Apple (AAPL-2.06%
) to discontinue its diversity policies. 
APPLE SHOULD GET RID OF DEI RULES, NOT JUST MAKE ADJU… [+1372 chars]"
5,"{'id': None, 'name': 'Quartz India'}",Harri Weber,Apple's next big iPhone software update may take inspiration from its least-popular product,"In lieu of a chattier Siri, Apple (AAPL) is seemingly back to leaning on its design bonafides to push its next big software updates.Read more...",https://qz.com/apple-design-revamp-ios-ipados-macos-1851768909,"https://i.kinja-img.com/image/upload/c_fill,h_675,pg_1,q_80,w_1200/d2019e816dd1aaa08368794e8fce0ab9.jpg",2025-03-10T20:45:00Z,"In This Story
In lieu of a chattier Siri, Apple (AAPL-4.67%
) is seemingly back to leaning on its design bonafides to push its next big software updates.
The iPhone maker is preparing significant … [+1868 chars]"
6,"{'id': None, 'name': 'Quartz India'}",William Gavin,Apple shareholders just rejected a proposal to end DEI efforts,"Apple (AAPL) shareholders on Tuesday voted to keep the iPhone maker’s diversity policies, shutting down a conservative think tank’s proposal.Read more...",https://qz.com/apple-dei-investors-diversity-annual-meeting-vote-1851766357,"https://i.kinja-img.com/image/upload/c_fill,h_675,pg_1,q_80,w_1200/711c620b65066b2a34b0a3ce4fef0496.jpg",2025-02-25T16:45:43Z,"In This Story
Apple (AAPL+0.86%
) shareholders on Tuesday voted to keep the iPhone makers diversity policies, shutting down a conservative think tanks proposal.
The technology giant had defended i… [+2355 chars]"
7,"{'id': None, 'name': 'Quartz India'}",Quartz Intelligence Newsroom,"Apple's DEI defense, Nvidia's earnings beat, and Amazon's quantum chip: Tech news roundup","Apple (AAPL) shareholders on Tuesday voted to keep the iPhone maker’s diversity policies, shutting down a conservative think tank’s proposal.Read more...",https://qz.com/apple-dei-nvidia-earnings-stock-amazon-quantum-chip-1851767060,"https://i.kinja-img.com/image/upload/c_fill,h_675,pg_1,q_80,w_1200/c876535fc43b88209bd5cca27d8a240c.jpg",2025-03-01T14:00:00Z,"Apple (AAPL) shareholders on Tuesday voted to keep the iPhone makers diversity policies, shutting down a conservative think tanks proposal.
The technology giant had defended its diversity, equity, a… [+225 chars]"
8,"{'id': None, 'name': 'Quartz India'}",William Gavin,"Apple's $500 billion plan to woo Trump shows that Tim Cook is '10% politician,' analyst says",Apple’s (AAPL) new $500 billion investment plan is winning over President Donald Trump — and proving that CEO Tim Cook knows how to play ball. Read more...,https://qz.com/apple-tim-cook-donald-trump-investment-tariff-analyst-1851766078,"https://i.kinja-img.com/image/upload/c_fill,h_675,pg_1,q_80,w_1200/b76b39240260397534188a74363d65f4.jpg",2025-02-24T14:21:26Z,"In This Story
Apples (AAPL-0.11%
) new $500 billion investment plan is winning over President Donald Trump and proving that CEO Tim Cook knows how to play ball. 
Cook continues to prove that he is… [+2465 chars]"
9,"{'id': None, 'name': 'Quartz India'}",Ece Yildirim,Tariffs can’t bring Apple down: A new M4-equipped MacBook Air comes with a price cut,"Apple (AAPL) debuted its much-anticipated new MacBook Airs equipped with the tech giant’s latest chip technology on Wednesday, with a surprise $100 price cut.Read more...",https://qz.com/tariffs-can-t-bring-apple-down-new-m4-equipped-macbook-1851767827,"https://i.kinja-img.com/image/upload/c_fill,h_675,pg_1,q_80,w_1200/5a41ed0fc63bb005e72fc08154a7021f.jpg",2025-03-05T18:22:57Z,"In This Story
Apple (AAPL-0.36%
) debuted its much-anticipated new MacBook Airs equipped with the tech giants latest chip technology on Wednesday, with a surprise $100 price cut.
The price cut com… [+1262 chars]"
