Item,Dec '24,Sep '24,Jun '24,Mar '24,Dec '23,Sep '23,Jun '23,Mar '23,Dec '22,Sep '22,Jun '22,Mar '22,Dec '21,Sep '21,Jun '21,Mar '21,Dec '20,Sep '20,Jun '20,Mar '20,Dec '19,Sep '19,Jun '19,Mar '19,Dec '18,Sep '18,Jun '18,Mar '18,Dec '17,Sep '17,Jun '17,Mar '17,Dec '16,Sep '16,Jun '16,Mar '16,Dec '15,Sep '15,Jun '15,Mar '15,Dec '14,Sep '14,Jun '14,Mar '14,Dec '13,Sep '13,Jun '13,Mar '13,Dec '12,Sep '12
Net Sales/Income from operations,3740.34,3269.83,2985.99,2852.48,3516.24,2995.28,2987.15,2651.29,3358.86,2952.76,2773.95,2181.38,2872.78,1996.02,774.02,1783.59,2059.0,1018.59,319.96,1817.43,2562.46,2297.18,2065.46,1915.31,2281.55,2007.34,1913.52,1753.59,1855.0,1804.0,1760.0,1614.93,1691.29,1866.21,1396.48,1430.99,1616.93,590.9,433.7,450.51,441.14,543.93,381.3,400.61,410.75,481.22,336.04,392.66,423.11,436.8
Other Operating Income,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,8.16,11.48,15.46,11.25,10.24,7.21,5.57,9.89,8.76,10.48,4.72,9.59,8.09,6.63,8.28,8.9,10.46,8.83
Total Income From Operations,3740.34,3269.83,2985.99,2852.48,3516.24,2995.28,2987.15,2651.29,3358.86,2952.76,2773.95,2181.38,2872.78,1996.02,774.02,1783.59,2059.0,1018.59,319.96,1817.43,2562.46,2297.18,2065.46,1915.31,2281.55,2007.34,1913.52,1753.59,1855.0,1804.0,1760.0,1614.93,1699.45,1877.69,1411.94,1442.24,1627.17,598.11,439.27,460.4,449.9,554.41,386.02,410.2,418.84,487.85,344.32,401.56,433.57,445.63
EXPENDITURE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Consumption of Raw Materials,321.4,230.75,227.89,244.96,281.93,322.73,313.75,277.22,261.05,246.39,314.93,294.48,235.53,177.17,102.58,163.21,114.22,80.85,60.95,222.6,169.87,207.58,182.98,227.95,161.56,191.87,143.84,158.31,174.0,165.0,167.0,142.37,153.15,170.18,141.17,214.13,136.8,--,--,--,--,--,--,--,--,--,--,--,--,--
Purchase of Traded Goods,1041.06,1395.13,857.36,994.65,1054.83,1469.92,964.49,1025.23,1306.23,1835.03,1234.62,1075.72,1096.45,1037.71,520.2,626.86,517.19,311.98,52.8,803.27,910.98,1360.46,706.81,851.74,752.95,1064.31,880.26,795.86,763.0,846.0,567.0,665.4,560.97,760.49,404.1,655.03,603.59,376.44,177.77,276.35,213.32,405.56,169.59,261.63,231.93,316.31,179.89,273.66,238.34,236.24
Increase/Decrease in Stocks,288.06,-159.5,251.1,70.8,265.73,-353.22,117.12,-71.1,-0.66,-722.18,-297.36,-379.74,-3.18,-268.6,-232.49,42.5,350.89,142.53,73.64,-140.28,149.27,-426.29,58.51,-179.92,228.12,-294.8,-102.91,-128.38,-72.0,-145.0,99.0,-75.89,67.19,-55.02,74.55,-220.03,-10.58,-32.59,47.61,-21.42,13.49,-86.52,30.03,-17.37,-14.89,-12.82,7.58,-25.38,4.05,44.81
Power & Fuel,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Employees Cost,447.84,412.42,342.85,338.77,345.7,329.98,351.39,343.33,364.19,328.42,302.12,267.32,288.13,259.26,228.72,220.44,204.41,169.07,240.7,274.87,275.74,247.66,260.13,235.14,236.13,224.14,217.61,173.07,209.0,197.0,193.0,162.28,184.12,189.41,165.03,132.38,166.59,55.39,52.47,48.49,43.85,46.52,44.83,41.98,37.85,38.93,30.95,34.27,30.81,25.94
Depreciation,410.83,399.7,342.99,349.47,347.9,343.06,323.26,309.8,287.52,265.36,251.78,250.51,237.79,231.06,227.49,246.97,227.09,237.54,233.4,232.47,220.78,221.33,202.24,72.92,68.04,69.07,72.3,87.04,67.0,67.0,59.0,65.81,65.12,59.92,51.62,161.93,54.91,40.78,43.57,48.84,43.58,45.48,45.55,48.22,23.61,20.42,16.75,18.03,18.46,17.94
Excise Duty,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Admin. And Selling Expenses,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
R & D Expenses,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Provisions And Contingencies,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Exp. Capitalised,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
