Item,Dec '24,Sep '24,Jun '24,Mar '24,Dec '23,Sep '23,Jun '23,Mar '23,Dec '22,Sep '22,Jun '22,Mar '22,Dec '21,Sep '21,Jun '21,Mar '21,Dec '20,Sep '20,Jun '20,Mar '20,Dec '19,Sep '19,Jun '19,Mar '19,Dec '18,Sep '18,Jun '18,Mar '18,Dec '17,Sep '17,Jun '17,Mar '17,Dec '16,Sep '16,Jun '16,Mar '16,Dec '15,Sep '15,Jun '15,Mar '15,Dec '14,Sep '14,Jun '14,Mar '14,Dec '13,Sep '13,Jun '13,Mar '13,Dec '12,Sep '12
Net Sales/Income from operations,1662.68,1810.94,1565.86,1510.62,1506.83,1662.67,1488.71,1401.63,1432.79,1484.88,1469.28,1168.45,1328.47,1423.84,1478.6,1040.92,1315.22,1297.77,1485.25,1004.79,1139.07,1212.56,1011.01,833.81,947.59,997.82,853.93,782.75,859.21,864.29,712.96,665.8,730.84,852.9,821.53,628.18,674.53,735.94,749.08,622.71,734.13,774.87,928.2,739.81,815.15,834.27,792.53,658.64,692.41,757.52
Other Operating Income,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,8.92,19.13,20.63,--,11.32,10.9,7.01,5.22,6.52,5.73,7.76,9.8,17.8,12.43,13.03,13.07,8.61,13.77
Total Income From Operations,1662.68,1810.94,1565.86,1510.62,1506.83,1662.67,1488.71,1401.63,1432.79,1484.88,1469.28,1168.45,1328.47,1423.84,1478.6,1040.92,1315.22,1297.77,1485.25,1004.79,1139.07,1212.56,1011.01,833.81,947.59,997.82,853.93,782.75,859.21,864.29,712.96,665.8,739.76,872.03,842.16,628.18,685.85,746.84,756.09,627.93,740.65,780.6,935.96,749.61,832.95,846.7,805.56,671.71,701.02,771.29
EXPENDITURE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Consumption of Raw Materials,352.01,378.93,335.03,363.37,411.25,485.72,428.02,412.05,351.07,465.89,439.73,394.69,397.79,404.42,404.08,409.3,377.72,405.78,362.73,371.06,350.63,387.77,321.64,266.14,294.18,284.43,253.27,223.54,227.33,218.99,253.34,231.67,227.04,255.91,232.69,179.61,221.58,228.47,256.35,207.05,241.9,320.86,317.99,257.39,257.46,306.46,276.2,252.53,267.95,273.73
Purchase of Traded Goods,81.08,94.76,92.34,78.14,75.25,100.13,91.69,71.25,65.6,83.07,60.92,91.31,81.8,57.65,52.14,69.93,61.6,32.78,33.37,50.85,53.98,53.91,45.91,44.04,40.8,47.35,35.68,43.08,53.45,44.15,27.62,40.98,41.32,45.58,33.96,36.13,29.05,37.81,35.34,34.88,31.06,29.16,28.02,25.86,18.83,25.56,20.24,27.22,24.49,30.41
Increase/Decrease in Stocks,26.17,62.25,25.22,42.2,-1.11,-50.96,-45.32,56.89,80.99,-49.41,15.91,-132.75,-44.06,14.08,41.97,-178.15,28.08,-32.0,11.34,-94.97,-23.08,-32.02,-4.98,-41.21,-35.27,-18.43,-11.23,-10.63,13.07,31.89,-13.35,-40.78,-25.65,18.15,46.55,1.97,0.34,14.37,5.58,14.92,-0.33,-79.06,-3.4,-41.14,1.76,-48.64,27.39,-21.62,-16.28,6.88
Power & Fuel,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Employees Cost,358.48,382.44,361.3,333.22,334.33,336.15,332.49,297.71,294.81,294.27,297.67,272.27,260.08,276.64,280.64,237.8,230.03,239.09,241.92,227.88,217.72,219.69,205.5,176.82,176.25,203.77,195.4,168.56,182.35,187.21,174.66,158.74,161.1,175.98,179.11,149.23,148.87,147.84,157.41,128.81,134.37,137.53,138.92,118.44,124.32,120.75,114.35,88.91,98.25,97.78
Depreciation,62.81,62.65,61.32,61.76,63.02,61.35,60.35,59.21,57.03,54.92,53.41,52.39,51.25,50.5,49.96,48.57,47.66,46.26,45.23,45.38,46.16,45.11,42.04,41.61,42.62,43.16,44.49,43.15,43.82,44.05,43.34,42.78,43.15,42.92,42.15,44.38,39.99,36.87,39.99,57.66,41.99,39.61,37.91,25.98,25.58,25.22,24.11,21.62,21.58,20.88
Excise Duty,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Admin. And Selling Expenses,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
R & D Expenses,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Provisions And Contingencies,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Exp. Capitalised,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Other Expenses,433.85,490.45,398.73,401.35,413.62,482.65,384.3,388.09,426.33,419.12,397.6,363.91,321.34,312.03,305.79,285.4,268.96,291.96,247.94,257.25,274.38,321.65,247.9,213.35,239.93,307.91,266.8,248.31,221.81,233.02,249.17,207.53,225.56,248.38,221.34,206.15,196.55,234.3,221.28,208.6,212.51,237.34,223.51,206.72,213.24,208.04,196.36,182.35,168.23,183.68
"P/L Before Other Inc. , Int., Excpt. Items & Tax",348.28,339.46,291.92,230.58,210.47,247.63,237.18,116.43,156.96,217.02,204.04,126.63,260.27,308.52,344.02,168.07,301.17,313.9,542.72,147.34,219.28,216.45,153.0,133.06,189.08,129.63,69.52,66.74,117.38,104.98,-21.82,24.88,67.24,85.11,86.36,10.71,49.47,47.18,40.14,-23.99,79.15,95.16,193.01,156.36,191.76,209.31,146.91,120.7,136.8,157.93
