Item,Dec '24,Sep '24,Jun '24,Mar '24,Dec '23,Sep '23,Jun '23,Mar '23,Dec '22,Sep '22,Jun '22,Mar '22,Dec '21,Sep '21,Jun '21,Mar '21,Dec '20,Sep '20,Jun '20,Mar '20,Dec '19,Sep '19,Jun '19,Mar '19,Dec '18,Sep '18,Jun '18,Mar '18,Dec '17,Sep '17,Jun '17,Mar '17,Dec '16,Sep '16,Jun '16,Mar '16,Dec '15,Sep '15,Jun '15,Mar '15,Dec '14,Sep '14,Jun '14,Mar '14,Dec '13,Sep '13,Jun '13,Mar '13,Dec '12,Sep '12
Net Sales/Income from operations,2054.8,2135.4,1936.6,1894.6,1824.3,1866.5,1688.4,1640.83,1638.74,1715.58,1529.69,1420.73,2846.17,2823.2,2994.71,2410.07,2367.01,2414.45,1961.52,2572.15,2529.5,2463.58,2229.2,2167.11,2169.04,2090.12,1910.39,1862.92,1896.14,1851.64,1684.46,1661.64,1680.61,1634.1,1465.43,1447.86,1425.0,1409.73,1305.73,1203.69,1182.53,1152.85,1053.72,998.18,993.34,975.07,895.04,848.29,855.79,836.32
Other Operating Income,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Total Income From Operations,2054.8,2135.4,1936.6,1894.6,1824.3,1866.5,1688.4,1640.83,1638.74,1715.58,1529.69,1420.73,2846.17,2823.2,2994.71,2410.07,2367.01,2414.45,1961.52,2572.15,2529.5,2463.58,2229.2,2167.11,2169.04,2090.12,1910.39,1862.92,1896.14,1851.64,1684.46,1661.64,1680.61,1634.1,1465.43,1447.86,1425.0,1409.73,1305.73,1203.69,1182.53,1152.85,1053.72,998.18,993.34,975.07,895.04,848.29,855.79,836.32
EXPENDITURE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Consumption of Raw Materials,569.3,580.9,536.2,526.6,496.5,514.2,461.7,437.93,464.33,494.56,464.29,415.31,459.85,676.47,377.7,357.71,375.42,360.75,235.99,371.8,397.6,398.02,364.7,354.6,357.47,355.4,324.22,320.37,320.02,319.87,307.74,668.84,299.78,282.74,295.53,270.47,258.6,267.26,302.14,258.45,254.94,266.54,289.15,239.17,246.38,235.02,231.03,214.46,260.62,213.38
Purchase of Traded Goods,--,--,--,--,--,--,--,--,--,--,--,--,1203.05,872.12,1589.82,1010.83,1025.44,1051.2,1067.74,1034.35,968.5,924.91,826.43,761.79,779.94,760.26,747.31,678.34,678.1,622.32,635.46,560.09,619.67,556.68,492.09,451.31,462.03,470.78,460.1,364.37,374.43,350.56,314.79,284.43,290.87,271.05,249.92,217.75,222.23,225.5
Increase/Decrease in Stocks,--,--,--,--,--,--,--,--,--,--,--,--,-16.23,78.93,-125.13,-1.15,-7.62,14.59,-133.45,-10.58,-34.4,-31.32,-28.03,9.77,-4.51,-14.93,-62.33,-18.96,-7.65,3.9,-58.22,-362.57,-30.25,6.63,-28.74,8.66,14.03,-8.19,-92.1,7.1,2.68,-8.32,-50.73,-10.33,-18.06,-0.34,-17.25,10.02,-40.24,-3.64
Power & Fuel,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Employees Cost,393.5,412.4,380.7,383.9,350.1,357.8,333.4,335.55,322.46,316.36,265.09,270.92,306.41,320.03,318.03,292.97,268.98,336.38,376.78,392.95,392.44,380.94,352.84,347.36,340.48,311.39,295.86,290.86,283.71,283.01,261.22,248.28,247.14,230.92,215.45,223.02,219.73,202.3,190.67,191.13,179.66,179.45,170.72,162.7,157.19,151.27,139.06,132.42,135.75,130.49
Depreciation,108.4,108.3,102.9,115.3,97.2,93.4,93.1,96.69,88.86,91.99,89.15,104.7,97.41,93.73,96.0,101.4,91.78,116.33,126.44,129.05,123.08,120.32,109.81,77.04,76.57,73.88,72.4,73.14,67.75,66.48,64.64,62.79,61.76,60.3,55.73,48.53,53.78,49.54,48.65,40.63,38.64,38.85,39.92,33.12,33.51,31.72,30.73,28.87,27.55,26.99
Excise Duty,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Admin. And Selling Expenses,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,61.34,58.1,49.41,--,48.65,44.87,43.62,34.03,38.98,35.91,29.77,30.75,26.59,24.23,21.31,21.99,22.12,23.06
