Item,Mar '25,Dec '24,Sep '24,Jun '24,Mar '24,Dec '23,Sep '23,Jun '23,Mar '23,Dec '22,Sep '22,Jun '22,Mar '22,Dec '21,Sep '21,Jun '21,Mar '21,Dec '20,Sep '20,Jun '20,Mar '20,Dec '19,Sep '19,Jun '19,Mar '19,Dec '18,Sep '18,Jun '18,Mar '18,Dec '17,Sep '17,Jun '17,Mar '17,Dec '16,Sep '16,Jun '16,Mar '16,Dec '15,Sep '15,Jun '15,Mar '15,Dec '14,Sep '14,Jun '14,Mar '14,Dec '13,Sep '13,Jun '13,Mar '13,Dec '12
Interest Earned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(a) Int. /Disc. on Adv/Bills,5257.81,5039.06,5054.88,4830.37,4759.93,4614.19,4288.12,3913.36,3631.65,3515.15,3139.01,2864.87,2687.74,2737.92,2616.93,2603.42,2446.15,2762.36,2847.28,2781.53,2847.59,2867.65,2839.76,2957.55,2930.0,2988.01,2905.08,2903.91,2809.43,2997.1,3335.57,2818.73,3166.21,3500.35,3649.26,3737.22,3794.26,4197.51,4283.88,4386.67,4343.54,4533.35,4504.08,4564.61,4422.84,4337.75,4368.61,4153.24,3999.82,4134.91
(b) Income on Investment,1816.03,1808.39,1753.77,1659.7,1539.46,1519.21,1460.53,1426.58,1445.33,1447.75,1489.47,1515.58,1463.69,1406.87,1401.38,1402.65,1438.9,1413.3,1437.13,1422.34,1398.46,1346.16,1264.38,1198.95,1215.44,1261.83,1237.29,1207.72,1175.86,1118.97,1214.46,1287.75,1359.96,1254.03,1221.18,1374.32,1594.27,1629.01,1619.26,1640.97,1456.6,1398.06,1324.1,1290.98,1297.25,1281.28,1239.23,1172.45,1122.04,1123.29
(c) Int. on balances With RBI,42.38,46.51,42.02,44.96,29.89,42.11,72.37,84.37,115.46,92.63,89.13,54.29,63.09,52.9,57.4,57.1,60.34,68.06,78.13,97.97,135.05,138.09,171.51,179.89,169.12,166.69,141.37,136.97,168.61,138.61,95.74,80.72,63.89,127.11,121.55,104.0,83.16,86.08,92.59,109.63,109.62,127.82,134.13,94.28,154.66,78.31,61.0,76.94,68.04,74.94
(d) Others,517.37,217.76,--,--,299.61,--,--,--,--,--,--,--,--,--,178.78,--,112.04,--,--,--,61.07,--,--,--,241.94,125.89,--,--,673.65,--,--,--,39.54,--,--,--,--,--,--,--,--,--,--,57.17,--,--,--,--,36.88,--
Other Income,1581.1,1297.53,1633.47,1032.97,2477.37,1261.66,1114.19,803.03,1429.98,950.48,1134.84,593.46,1504.16,1185.93,1121.07,1091.86,2016.37,1542.82,1068.04,931.79,1041.89,846.04,748.35,670.09,917.42,1146.17,1064.61,1078.11,986.87,807.7,964.58,987.3,1032.1,718.01,969.63,652.9,686.03,533.18,774.21,534.84,794.27,588.22,478.46,277.65,601.18,492.92,330.91,784.52,671.37,513.84
EXPENDITURE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Interest Expended,4510.64,4322.78,4313.43,4093.96,3865.81,3777.87,3475.15,3101.5,2916.33,2783.87,2764.25,2680.99,2604.99,2625.58,2621.55,2566.61,2654.23,2722.04,2801.24,2889.52,2910.4,3073.19,3071.76,3047.93,3077.49,3158.71,3075.43,3040.5,3094.53,3065.14,3125.39,3162.59,3305.64,3546.73,3706.18,3970.47,4163.83,4564.83,4597.67,4808.25,4653.99,4702.37,4617.85,4580.16,4464.09,4339.39,4217.02,4086.42,3930.87,3951.59
Employees Cost,1131.99,1069.05,1340.92,1124.44,2517.01,1269.21,1138.2,1215.47,1098.35,1107.13,1043.97,849.6,949.83,749.46,847.12,939.36,1165.99,849.62,803.19,883.98,874.46,888.5,741.81,735.95,705.51,651.96,520.81,768.56,744.57,749.19,709.33,791.04,687.53,807.29,729.78,820.08,782.34,891.52,769.13,947.39,402.72,851.2,711.27,684.34,401.11,587.56,668.48,705.47,517.53,606.39
Other Expenses,954.14,751.41,701.57,673.74,762.33,609.87,644.74,565.05,726.06,575.07,550.05,471.24,549.54,481.19,487.55,447.2,529.47,483.55,479.93,365.98,555.34,473.91,464.42,394.44,559.42,411.78,447.92,385.62,846.17,563.28,737.07,444.27,627.54,390.84,461.62,387.34,497.27,364.73,412.97,360.16,467.14,367.56,382.21,333.78,419.64,302.58,323.25,340.84,303.61,271.95
Depreciation,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Operating Profit before Provisions and contingencies,2617.92,2266.01,2128.22,1675.86,1961.11,1780.22,1677.12,1345.32,1881.68,1539.94,1494.18,1026.37,1614.32,1527.39,1419.34,1201.86,1724.11,1731.33,1346.22,1094.15,1143.86,762.34,746.01,828.16,1131.5,1466.14,1304.19,1132.03,1129.15,684.77,1038.56,776.6,1040.99,854.64,1064.04,690.55,714.28,624.7,990.17,556.31,1180.18,726.32,729.44,686.41,1191.09,960.73,791.0,1054.42,1146.14,1017.05
Provisions And Contingencies,1063.46,1028.64,1146.33,937.87,767.66,701.42,1044.2,837.96,995.8,979.5,988.23,630.4,1014.13,1065.35,1036.37,868.0,1380.46,1513.57,1192.55,969.52,1060.38,6663.94,2996.04,1157.82,4501.92,2075.28,2016.6,2400.6,6774.55,1640.25,2238.09,1607.88,1789.74,1406.03,1697.56,2137.81,2666.16,1896.06,1557.76,663.57,986.23,1183.04,892.38,299.27,1204.26,811.24,619.9,843.01,1186.56,810.97
Exceptional Items,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,170.0,--,150.0,--,--,--,324.2,--,--,--,--,--
P/L Before Tax,1554.46,1237.37,981.89,737.99,1193.45,1078.8,632.92,507.36,885.88,560.44,505.95,395.97,600.19,462.04,382.97,333.86,343.65,217.76,153.67,124.63,83.48,-5901.6,-2250.03,-329.66,-3370.42,-609.14,-712.41,-1268.57,-5645.4,-955.48,-1199.53,-831.28,-748.75,-551.39,-633.52,-1447.26,-1951.88,-1271.36,-397.59,-107.26,343.95,-456.72,-162.94,387.14,311.03,149.49,171.1,211.41,-40.42,206.08
Tax,503.39,363.71,204.73,105.18,385.35,356.22,8.34,7.01,235.81,5.25,4.61,3.79,47.81,7.93,6.56,7.22,-6.12,4.89,5.53,3.94,-7.0,173.89,3.61,12.42,-1385.26,-263.12,-225.15,-349.13,-2038.67,15.69,22.97,-332.19,-102.09,3.05,131.61,3.24,-1015.69,153.7,153.24,-122.02,308.45,59.31,82.57,115.42,42.7,74.42,38.55,85.61,-99.28,89.58
