Item,Mar '25,Dec '24,Sep '24,Jun '24,Mar '24,Dec '23,Sep '23,Jun '23,Mar '23,Dec '22,Sep '22,Jun '22,Mar '22,Dec '21,Sep '21,Jun '21,Mar '21,Dec '20,Sep '20,Jun '20,Mar '20,Dec '19,Sep '19,Jun '19,Mar '19,Dec '18,Sep '18,Jun '18,Mar '18,Dec '17,Sep '17,Jun '17,Mar '17,Dec '16,Sep '16,Jun '16,Mar '16,Dec '15,Sep '15,Jun '15,Mar '15,Dec '14,Sep '14,Jun '14,Mar '14,Dec '13,Sep '13,Jun '13,Mar '13,Dec '12
Net Sales/Income from operations,4240.8,4143.0,3897.48,3722.21,3654.01,3453.63,3211.94,3084.56,2994.15,2862.5,2585.84,2486.31,2442.44,2531.65,2507.9,2175.98,2600.03,2541.79,2612.88,2640.5,2636.88,2580.6,2486.37,2394.01,2455.19,2222.52,2103.27,1925.84,2059.99,1833.95,1660.79,1498.02,1825.45,1490.42,1491.61,1366.43,1672.1,1400.23,1420.0,1360.83,1520.7,1386.55,1353.67,1275.13,1360.21,1265.81,1203.14,1092.46,1110.29,995.61
Other Operating Income,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Total Income From Operations,4240.8,4143.0,3897.48,3722.21,3654.01,3453.63,3211.94,3084.56,2994.15,2862.5,2585.84,2486.31,2442.44,2531.65,2507.9,2175.98,2600.03,2541.79,2612.88,2640.5,2636.88,2580.6,2486.37,2394.01,2455.19,2222.52,2103.27,1925.84,2059.99,1833.95,1660.79,1498.02,1825.45,1490.42,1491.61,1366.43,1672.1,1400.23,1420.0,1360.83,1520.7,1386.55,1353.67,1275.13,1360.21,1265.81,1203.14,1092.46,1110.29,995.61
EXPENDITURE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Consumption of Raw Materials,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Purchase of Traded Goods,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Increase/Decrease in Stocks,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Power & Fuel,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Employees Cost,497.58,489.17,446.04,470.34,424.31,434.19,436.77,417.36,455.24,399.65,376.17,353.21,320.04,302.73,278.8,269.83,281.98,247.29,261.43,224.54,213.43,288.9,294.03,352.09,314.1,271.59,240.98,263.44,262.43,205.15,186.22,195.89,179.67,162.67,171.04,167.51,155.57,135.44,138.38,129.41,114.9,118.34,117.42,108.42,100.82,67.13,70.14,59.25,53.91,52.21
Depreciation,72.67,70.27,66.73,63.75,60.44,57.96,56.0,54.31,53.27,52.2,45.88,35.88,42.05,29.42,28.26,27.1,30.48,30.57,33.3,31.54,11.84,36.21,35.91,34.33,17.3,15.17,14.48,13.27,11.75,10.71,10.67,11.06,13.54,11.11,10.73,10.64,10.53,10.41,10.15,9.8,10.25,10.03,10.08,11.16,6.4,5.83,5.82,6.24,5.8,5.62
Excise Duty,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Admin. And Selling Expenses,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
R & D Expenses,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Provisions And Contingencies,457.1,9.14,703.46,448.16,341.47,328.36,626.55,526.41,0.38,155.13,198.45,645.27,63.85,-147.36,-366.78,2818.59,886.0,1386.72,619.39,842.7,674.13,400.09,360.63,619.62,-114.45,224.71,231.12,293.84,157.22,198.95,444.6,126.89,361.41,418.98,304.2,224.53,108.9,340.59,277.2,322.84,149.3,269.08,184.16,224.95,74.75,179.62,126.19,125.22,32.85,81.52
Exp. Capitalised,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Other Expenses,372.49,317.35,281.93,262.94,313.28,260.84,238.42,203.34,270.06,199.49,254.77,231.74,270.6,197.22,183.95,123.41,179.04,120.64,102.1,89.58,194.39,193.77,189.7,173.56,223.5,196.53,169.33,108.17,218.56,212.35,172.52,120.49,210.51,190.7,174.91,147.87,173.02,148.79,132.31,124.27,131.99,142.25,124.65,107.36,122.05,179.82,148.99,140.94,151.45,129.42
"P/L Before Other Inc. , Int., Excpt. Items & Tax",2840.96,3257.07,2399.32,2477.02,2514.51,2372.28,1854.2,1883.14,2215.2,2056.03,1710.57,1220.21,1745.9,2149.64,2383.67,-1062.95,1222.53,756.57,1596.67,1452.15,1543.08,1661.63,1606.1,1214.41,2014.73,1514.52,1447.36,1247.12,1410.02,1206.79,846.77,1043.69,1060.32,706.96,830.72,815.87,1224.08,764.99,861.96,774.5,1114.26,846.86,917.36,823.24,1056.18,833.41,851.99,760.83,866.28,726.84
Other Income,4.29,1.39,27.58,37.94,52.09,36.79,28.55,40.85,62.52,29.05,23.48,12.24,23.92,11.34,14.49,11.08,37.48,33.06,36.62,14.44,38.89,35.42,54.48,18.5,24.35,23.7,45.1,13.84,13.82,12.41,22.09,10.68,17.25,13.05,24.07,9.25,17.59,8.45,18.31,7.58,16.62,8.96,15.21,7.86,10.44,5.31,9.57,6.05,15.28,5.27
"P/L Before Int., Excpt. Items & Tax",2845.25,3258.46,2426.9,2514.96,2566.6,2409.07,1882.75,1923.99,2277.72,2085.08,1734.05,1232.45,1769.82,2160.98,2398.16,-1051.87,1260.01,789.63,1633.29,1466.59,1581.97,1697.05,1660.58,1232.91,2039.08,1538.22,1492.46,1260.96,1423.84,1219.2,868.86,1054.37,1077.57,720.01,854.79,825.12,1241.67,773.45,880.27,782.09,1130.88,855.83,932.57,831.1,1066.62,838.72,861.57,766.87,881.56,732.11
Interest,2089.59,2045.88,1934.25,1828.58,1735.06,1674.96,1566.47,1450.45,1333.99,1241.94,1068.83,931.96,935.74,951.41,1015.09,1017.94,1088.68,1158.33,1221.58,1264.6,1289.48,1208.86,1202.2,1128.21,1144.33,1018.52,936.66,848.76,755.0,762.89,749.82,755.3,713.74,744.14,708.56,690.98,671.06,669.57,654.2,644.47,637.26,647.8,616.76,594.91,597.48,589.15,525.26,476.13,447.13,434.37
