Item,Mar '25,Dec '24,Sep '24,Jun '24,Mar '24,Dec '23,Sep '23,Jun '23,Mar '23,Dec '22,Sep '22,Jun '22,Mar '22,Dec '21,Sep '21,Jun '21,Mar '21,Dec '20,Sep '20,Jun '20,Mar '20,Dec '19,Sep '19,Jun '19,Mar '19,Dec '18,Sep '18,Jun '18,Mar '18,Dec '17,Sep '17,Jun '17,Mar '17,Dec '16,Sep '16,Jun '16,Mar '16,Dec '15,Sep '15,Jun '15,Mar '15,Dec '14,Sep '14,Jun '14,Mar '14,Dec '13,Sep '13,Jun '13,Mar '13,Dec '12
Interest Earned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(a) Int. /Disc. on Adv/Bills,2384.14,2398.41,2357.76,2282.68,2236.64,2228.88,2134.77,2008.38,1860.09,1853.82,1747.17,1536.47,1497.34,1534.5,1503.79,1479.75,1429.33,1576.47,1544.7,1512.52,1655.98,1591.91,1699.88,1624.75,1595.28,1567.85,1444.92,1327.19,1220.02,1306.01,1244.5,1207.21,1154.87,1162.53,1226.09,1240.86,1224.65,1268.63,1259.48,1274.9,1278.74,1263.51,1339.04,1279.74,1327.35,1265.56,1243.96,1184.39,1139.08,1089.5
(b) Income on Investment,713.95,695.48,649.41,610.39,571.9,564.87,558.84,569.82,559.57,527.07,509.41,474.87,433.9,408.79,405.27,428.9,439.78,425.8,434.81,430.4,409.39,397.32,395.2,405.69,397.58,399.24,361.64,393.53,338.77,343.11,363.75,385.95,498.38,456.33,428.84,399.06,382.16,398.25,425.14,469.72,457.82,462.79,455.48,467.27,432.12,434.44,396.09,422.91,462.72,421.11
(c) Int. on balances With RBI,16.77,10.42,18.52,4.31,6.39,9.24,1.96,19.32,38.14,1.91,42.36,91.89,81.71,76.19,81.02,81.76,82.42,74.07,65.33,95.4,90.66,78.09,55.7,41.58,49.29,35.62,33.46,41.42,32.77,33.74,58.11,87.06,24.94,29.68,30.8,31.79,35.47,36.48,36.71,8.1,8.41,23.32,4.01,21.0,18.03,15.52,9.69,16.94,25.0,22.63
(d) Others,96.99,101.77,97.86,97.0,95.25,77.97,68.58,59.56,54.32,58.02,-0.09,0.09,--,0.29,0.21,0.06,0.03,0.03,--,--,0.06,0.04,--,0.04,27.75,--,0.04,0.75,0.12,0.11,0.07,0.1,--,0.99,--,0.64,23.88,--,--,--,--,--,--,--,--,--,--,--,--,--
Other Income,404.31,242.32,296.08,194.1,224.56,182.34,190.31,228.27,166.28,241.85,145.74,202.94,196.45,156.22,210.97,221.01,178.09,271.65,149.63,119.62,120.91,128.66,112.16,184.19,403.57,163.51,111.2,134.35,172.27,107.8,105.03,110.21,124.55,120.67,130.94,116.7,139.17,102.72,126.51,135.63,278.53,99.82,84.63,130.99,111.1,87.45,99.48,92.23,208.91,90.53
EXPENDITURE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Interest Expended,1731.86,1697.4,1687.62,1625.16,1604.06,1600.52,1430.32,1373.78,1262.57,1183.44,1094.73,1069.09,1037.45,1026.47,1017.16,1021.18,1034.14,1071.24,1100.96,1133.97,1168.85,1192.71,1208.17,1169.89,1138.64,1121.08,1048.21,983.7,935.91,902.78,943.81,968.11,1023.23,1066.55,1044.33,1039.75,1019.05,1029.69,1026.86,1057.88,1062.4,1110.92,1106.59,1130.31,1076.32,1068.93,967.92,969.35,993.25,939.04
Employees Cost,731.73,701.21,657.89,689.53,483.94,634.61,721.73,731.28,720.71,718.8,637.46,626.69,594.83,611.8,621.51,588.3,545.0,504.48,501.46,508.44,489.72,468.13,464.32,463.88,495.61,407.79,367.54,375.24,347.89,327.81,308.02,303.17,299.66,276.06,278.07,267.76,268.06,253.55,254.96,252.58,228.83,231.47,227.77,205.96,203.7,187.81,176.76,175.64,207.57,163.8
Other Expenses,352.55,301.68,287.13,279.12,382.91,277.64,267.94,252.24,245.52,236.32,229.07,229.03,259.42,222.52,235.08,203.82,236.16,208.83,188.86,185.31,236.29,199.62,193.95,211.63,238.62,212.43,192.86,188.57,213.69,177.44,155.45,150.76,203.49,134.55,118.64,132.23,137.33,131.83,128.31,119.58,156.81,126.52,116.48,115.21,127.14,105.39,108.06,90.49,96.75,86.16
Depreciation,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Operating Profit before Provisions and contingencies,800.02,748.11,786.99,594.67,663.83,550.53,534.47,528.05,449.6,544.11,483.33,381.45,317.7,315.2,327.51,398.18,314.35,563.47,403.19,330.22,382.14,335.56,396.5,410.85,600.6,424.92,342.65,349.73,266.46,382.74,364.18,368.49,276.36,293.04,375.63,349.31,380.89,391.01,437.71,458.31,575.46,380.53,432.32,447.52,481.44,440.84,496.48,480.99,538.14,434.77
Provisions And Contingencies,-9.16,-9.8,32.53,-17.48,-165.05,-9.43,-9.94,76.73,-175.21,27.05,76.9,145.39,-56.31,8.21,192.68,215.82,28.26,457.61,324.92,266.37,620.49,283.22,1428.17,293.21,377.95,252.82,172.38,255.01,251.11,250.11,242.87,278.65,768.25,726.28,992.08,313.7,397.11,239.67,126.58,212.87,380.76,220.39,167.6,246.77,60.57,-4.6,55.68,36.23,178.61,22.38
Exceptional Items,--,--,--,--,--,--,--,--,--,--,--,--,-255.49,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
P/L Before Tax,809.18,757.91,754.46,612.15,828.88,559.96,544.41,451.32,624.81,517.06,406.43,236.06,118.52,306.99,134.83,182.36,286.09,105.86,78.27,63.85,-238.35,52.34,-1031.67,117.64,222.65,172.1,170.27,94.72,15.35,132.63,121.31,89.84,-491.89,-433.24,-616.45,35.61,-16.22,151.34,311.13,245.44,194.7,160.14,264.72,200.75,420.87,445.44,440.8,444.76,359.53,412.39
Tax,224.64,226.4,203.54,196.66,190.21,138.88,163.34,124.87,148.48,205.47,162.94,70.09,6.32,133.04,23.74,78.04,-29.66,39.92,34.34,57.35,55.75,2.7,-114.86,95.77,7.85,68.35,76.52,42.13,-13.06,60.16,49.67,-178.53,62.41,65.23,-14.05,12.73,39.8,33.66,115.51,86.68,93.09,55.5,92.42,70.7,170.27,124.15,138.14,136.84,109.45,122.99
P/L After Tax from Ordinary Activities,584.54,531.51,550.92,415.49,638.67,421.08,381.07,326.45,476.33,311.59,243.49,165.97,112.2,173.95,111.09,104.32,315.75,65.94,43.93,6.5,-294.1,49.64,-916.81,21.87,214.8,103.75,93.75,52.59,28.41,72.47,71.64,268.37,-554.3,-498.47,-602.4,22.88,-56.02,117.68,195.62,158.76,101.61,104.64,172.3,130.05,250.6,321.29,302.66,307.92,250.08,289.4
Prior Year Adjustments,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Extra Ordinary Items,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,-238.18,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Net Profit/(Loss) For the Period,584.54,531.51,550.92,415.49,638.67,421.08,381.07,326.45,476.33,311.59,243.49,165.97,112.2,173.95,111.09,104.32,315.75,65.94,43.93,6.5,-294.1,49.64,-916.81,21.87,214.8,103.75,93.75,52.59,28.41,72.47,71.64,30.19,-554.3,-498.47,-602.4,22.88,-56.02,117.68,195.62,158.76,101.61,104.64,172.3,130.05,250.6,321.29,302.66,307.92,250.08,289.4
Equity Share Capital,110.13,110.13,110.13,110.13,110.13,110.13,103.16,103.16,103.16,96.16,96.16,96.16,93.3,93.3,93.3,71.36,71.36,71.36,71.36,71.36,71.36,55.7,55.7,55.7,55.7,55.7,55.7,55.7,55.7,55.7,55.7,55.7,52.15,48.49,48.49,48.49,48.49,48.49,48.49,48.49,48.49,48.49,48.49,48.49,48.49,48.49,48.49,48.49,48.49,48.49
Reserves Excluding Revaluation Reserves,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,6375.48,--,6061.56,6061.56,6061.56,6061.56,5675.12,5675.12,5675.12,5675.12,4816.2,4816.2,4816.2,4816.2,4044.69
Equity Dividend Rate (%),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
ANALYTICAL RATIOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a) % of Share by Govt.,59.4,59.4,59.4,59.4,59.4,59.4,63.41,63.41,63.41,68.03,68.03,68.03,70.12,70.12,70.12,66.18,68.18,68.18,68.18,68.18,68.18,59.23,59.23,59.23,59.23,59.23,59.23,59.23,59.23,59.23,59.23,59.23,56.45,53.17,53.17,53.17,53.17,53.17,53.17,53.17,53.17,53.17,53.17,53.17,53.17,53.17,53.17,53.17,53.17,53.17
b) Capital Adequacy Ratio - Basel -I,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,12.34,12.97
c) Capital Adequacy Ratio - Basel -II,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,11.86,--,12.62,13.07,13.11,12.67,13.14,13.09,13.28,12.91,13.44,13.54,13.85,12.83,13.82
EPS Before Extra Ordinary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Basic EPS,5.31,4.83,5.0,3.77,5.8,4.03,3.69,3.16,4.91,3.24,2.53,1.73,1.2,1.86,1.49,1.46,4.43,0.92,0.62,0.09,-4.12,0.89,-16.46,0.39,3.86,1.86,1.68,0.94,2.04,1.3,1.29,0.54,-11.41,-10.28,-12.43,0.47,-4.62,2.43,4.04,3.27,8.38,2.16,3.55,26.82,51.69,66.28,62.43,63.52,51.58,59.7
Diluted EPS,5.31,4.83,5.0,3.77,5.8,4.03,3.69,3.16,4.91,3.24,2.53,1.73,1.2,1.86,1.49,1.46,4.43,0.92,0.62,0.09,-4.12,0.89,-16.46,0.39,3.86,1.86,1.68,0.94,2.04,1.3,1.29,0.54,-11.41,-10.28,-12.43,0.47,-4.62,2.43,4.04,3.27,8.38,2.16,3.55,26.82,51.69,66.28,62.43,63.52,51.58,59.7
EPS After Extra Ordinary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPA Ratios :,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i) Gross NPA,3604.84,4041.04,3916.26,3857.59,3956.19,4526.48,4826.68,5103.68,5204.43,5945.97,6064.68,6982.02,6520.54,6508.8,6524.87,6963.73,6954.75,6196.06,6317.09,7607.32,7671.63,7711.6,7473.29,6030.84,6221.35,6859.73,6067.66,6241.67,6006.7,6232.08,5982.87,5640.62,600.0,5714.91,5882.96,4714.92,4368.62,3339.46,3081.68,2994.5,2764.08,2657.88,2186.94,1887.99,783.42,725.07,708.93,665.43,643.77,581.68
ii) Net NPA,818.07,898.08,813.39,727.58,736.85,740.83,917.36,1176.91,1334.24,1613.61,1566.77,2169.08,1750.1,2067.76,2063.85,1965.17,1969.33,1664.32,2023.32,1986.0,2243.82,2810.32,2942.04,2962.3,3239.61,3049.18,2488.82,2781.72,2791.12,2487.65,2442.59,2267.19,2425.37,2699.14,3236.39,3023.47,2163.95,1214.99,1269.69,1276.76,1236.32,1428.19,1108.53,968.49,101.99,96.9,77.58,56.12,55.27,49.51
i) % of Gross NPA,3.37,4.08,3.95,3.91,4.08,4.84,5.26,5.77,6.04,7.25,7.67,9.09,8.67,8.93,8.95,9.69,9.67,8.71,8.87,10.73,10.97,11.1,10.64,8.48,8.97,9.94,9.0,9.83,9.96,10.08,10.87,10.79,11.2,11.84,11.33,9.31,8.32,6.81,6.46,6.63,5.97,5.81,4.73,4.16,1.66,1.65,1.69,1.67,1.62,1.61
ii) % of Net NPA,0.79,0.94,0.85,0.76,0.79,0.83,1.04,1.39,1.62,2.08,2.1,3.02,2.49,3.02,3.02,2.94,2.95,2.5,3.03,3.05,3.48,4.36,4.48,4.36,4.89,4.69,3.91,4.65,4.9,4.29,4.76,4.65,4.87,5.99,6.81,6.19,4.31,2.6,2.78,2.95,2.77,3.22,2.46,2.18,0.22,0.22,0.19,0.14,0.14,0.14
Return on Assets %,1.44,1.34,1.41,1.06,1.69,1.15,1.08,0.94,1.37,0.92,0.71,0.52,0.36,0.57,0.38,0.35,1.08,0.23,0.16,0.02,-1.11,0.19,-3.59,0.09,0.83,0.43,0.4,0.24,0.13,0.36,0.36,0.15,-2.04,-2.43,-1.49,0.12,-0.3,0.65,1.1,0.88,0.56,0.57,0.96,0.72,1.37,1.88,1.86,1.89,1.49,1.87
Public Share Holding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No Of Shares (Crores),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,22.7,22.7,22.7,22.7,22.7,22.7,22.7,22.7,22.7,22.7,22.7,22.7,22.7,2.27,2.27,2.27,2.27,2.27,2.27,2.27
Share Holding (%),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,40.77,40.77,43.55,46.83,46.83,46.83,46.83,46.83,46.83,46.83,46.83,46.83,46.83,46.83,46.83,46.83,46.83,46.83,46.83,46.83
Promoters and Promoter Group Shareholding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a) Pledged/Encumbered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
- Number of shares (Crores),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,32.98,32.98,29.43,25.78,25.78,25.78,25.78,25.78,25.78,25.78,25.78,25.78,25.78,2.58,2.58,2.58,2.58,2.58,2.58,2.58
- Per. of shares (as a % of the total sh. of prom. and promoter group),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
- Per. of shares (as a % of the total Share Cap. of the company),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,59.23,59.23,56.45,53.17,53.17,53.17,53.17,53.17,53.17,53.17,53.17,53.17,53.17,53.17,53.17,53.17,53.17,53.17,53.17,53.17
b) Non-encumbered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Notes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
