Item,Dec '24,Sep '24,Jun '24,Mar '24,Dec '23,Sep '23,Jun '23,Mar '23,Dec '22,Sep '22,Jun '22,Mar '22,Dec '21,Sep '21,Jun '21,Mar '21,Dec '20,Sep '20,Jun '20,Mar '20,Dec '19,Sep '19,Jun '19,Mar '19,Dec '18,Sep '18,Jun '18,Mar '18,Dec '17,Sep '17,Jun '17,Mar '17,Dec '16,Sep '16,Jun '16,Mar '16,Dec '15,Sep '15,Jun '15,Mar '15,Dec '14,Sep '14,Jun '14,Mar '14,Dec '13,Sep '13,Jun '13,Mar '13,Dec '12,Sep '12
Net Sales/Income from operations,949.42,1448.63,599.58,1061.82,1097.33,1663.21,1232.57,1248.84,1721.94,1935.0,1292.37,1692.55,1208.46,781.65,742.14,821.16,839.04,1046.82,551.8,708.48,779.3,930.93,351.2,485.52,591.35,534.03,344.09,446.18,583.2,605.32,293.97,357.06,427.36,628.66,449.52,242.26,418.51,647.47,427.75,472.79,552.83,558.25,390.07,501.69,799.15,708.72,303.66,405.6,676.72,712.4
Other Operating Income,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,5.6,2.2,2.82,3.16,14.8,1.75,3.43,2.9,4.02,5.41,4.78,3.18,-3.51,7.51,4.04,3.31,3.34,0.76,6.74
Total Income From Operations,949.42,1448.63,599.58,1061.82,1097.33,1663.21,1232.57,1248.84,1721.94,1935.0,1292.37,1692.55,1208.46,781.65,742.14,821.16,839.04,1046.82,551.8,708.48,779.3,930.93,351.2,485.52,591.35,534.03,344.09,446.18,583.2,605.32,293.97,362.66,429.56,631.48,452.68,257.06,420.26,650.9,430.65,476.81,558.24,563.03,393.25,498.18,806.66,712.76,306.97,408.94,677.48,719.14
EXPENDITURE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Consumption of Raw Materials,523.67,582.27,447.91,749.0,743.78,715.79,784.88,920.11,1090.69,1184.57,983.61,954.57,909.45,551.75,355.09,379.52,400.32,344.34,266.3,365.42,413.15,411.91,333.19,439.74,422.03,319.87,187.39,203.67,320.7,347.81,208.06,54.31,294.09,397.32,314.9,126.61,290.67,400.24,262.28,417.38,413.03,314.52,250.32,319.92,504.95,507.58,192.45,178.87,399.63,504.23
Purchase of Traded Goods,186.91,305.76,1.24,-14.36,95.34,144.29,138.63,1.04,1.73,1.43,0.84,-0.09,0.59,1.05,1.43,92.56,91.39,106.54,50.43,1.55,6.22,62.83,1.54,0.31,0.79,0.63,0.67,-1.42,1.21,1.04,0.86,2.43,92.38,2.75,0.52,-0.17,1.15,1.29,0.45,-1.08,0.57,69.43,0.36,54.87,4.53,2.48,5.42,30.89,51.84,35.25
Increase/Decrease in Stocks,-53.07,240.95,-32.16,-26.75,-136.08,291.8,-179.63,-320.31,-28.3,122.92,-223.26,105.74,-137.42,-61.31,99.56,-31.18,-50.34,149.31,28.93,8.79,29.09,133.22,-162.5,-151.56,4.31,51.73,18.54,4.81,17.9,-10.17,-43.07,115.31,-149.27,-15.24,-32.0,23.07,37.49,56.16,62.33,-77.22,13.27,36.98,26.38,-37.01,-10.56,-20.36,34.26,167.82,33.09,-122.46
Power & Fuel,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,81.34,24.94,29.78,30.75,46.03,20.0,29.31,24.64,58.59,33.85,31.28,25.04,44.7,88.46,97.06,29.03,35.17,86.96,136.06
Employees Cost,73.47,76.08,71.58,53.95,71.42,82.4,76.17,81.05,71.55,76.95,58.64,61.17,59.76,47.73,63.1,39.82,68.57,60.84,59.99,60.27,58.44,53.59,60.72,89.52,51.42,27.35,61.86,64.61,63.34,63.17,59.18,36.3,61.57,58.34,62.06,65.48,61.48,60.06,62.63,66.01,65.95,66.89,63.92,66.82,66.24,63.29,61.15,46.16,70.25,65.85
Depreciation,12.05,6.44,5.32,10.75,5.25,5.32,5.25,9.15,7.12,6.94,6.9,8.73,7.02,3.76,7.63,7.88,4.91,4.93,4.97,4.54,4.45,4.49,4.45,9.76,4.2,4.39,4.17,4.88,3.82,3.76,4.69,3.87,4.31,4.31,4.34,3.74,5.41,5.01,3.96,5.77,3.9,-1.49,12.03,12.58,10.74,10.99,10.95,12.76,11.46,10.26
Excise Duty,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Admin. And Selling Expenses,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
R & D Expenses,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Provisions And Contingencies,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Exp. Capitalised,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
