Item,Mar '25,Dec '24,Sep '24,Jun '24,Mar '24,Dec '23,Sep '23,Jun '23,Mar '23,Dec '22,Sep '22,Jun '22,Mar '22,Dec '21,Sep '21,Jun '21,Mar '21,Dec '20,Sep '20,Jun '20,Mar '20,Dec '19,Sep '19,Jun '19,Mar '19,Dec '18,Sep '18,Jun '18,Mar '18,Dec '17,Sep '17,Jun '17,Mar '17,Dec '16,Sep '16,Jun '16,Mar '16,Dec '15,Sep '15,Jun '15,Mar '15,Dec '14,Sep '14,Jun '14,Mar '14,Dec '13,Sep '13,Jun '13,Mar '13,Dec '12
Net Sales/Income from operations,885.4,660.5,690.3,665.2,899.7,644.0,595.2,581.2,794.0,611.9,591.6,542.4,762.8,521.0,484.6,397.5,641.8,464.3,430.9,262.9,573.9,568.2,482.3,472.7,761.2,518.0,488.2,456.1,614.8,442.1,434.1,443.6,568.38,428.68,388.79,373.71,494.75,405.87,371.43,366.22,535.38,389.76,348.96,325.35,475.43,436.05,396.3,422.36,549.14,397.72
Other Operating Income,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,6.6,4.52,3.36,2.44,7.63,3.38,4.2,2.76,9.08,3.09,5.73,2.84,10.0,2.69,5.36,3.46,4.23,2.21
Total Income From Operations,885.4,660.5,690.3,665.2,899.7,644.0,595.2,581.2,794.0,611.9,591.6,542.4,762.8,521.0,484.6,397.5,641.8,464.3,430.9,262.9,573.9,568.2,482.3,472.7,761.2,518.0,488.2,456.1,614.8,442.1,434.1,443.6,574.99,433.2,392.15,376.15,502.37,409.25,375.63,368.98,544.46,392.85,354.69,328.18,485.42,438.74,401.66,425.82,553.37,399.93
EXPENDITURE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Consumption of Raw Materials,398.5,345.7,349.4,361.7,448.6,324.4,298.9,336.0,355.3,300.6,327.1,342.9,358.0,335.6,293.2,219.7,346.3,253.6,201.6,68.2,302.4,230.0,204.2,295.8,353.4,271.9,227.3,228.9,269.7,201.7,199.1,211.39,235.07,189.62,179.49,171.92,256.83,210.9,186.92,177.59,197.85,230.58,188.86,189.08,167.02,222.2,183.05,229.33,295.63,212.37
Purchase of Traded Goods,47.4,29.7,22.3,10.8,32.9,21.3,24.2,36.0,38.3,34.9,42.1,40.2,38.9,27.5,36.2,29.6,55.1,38.9,45.3,26.8,43.4,51.0,38.6,39.5,96.4,70.9,66.8,53.1,86.2,59.7,70.5,68.14,93.47,94.92,65.98,69.79,50.09,84.02,60.06,64.25,138.26,55.85,40.82,49.25,124.09,65.4,67.07,70.85,63.14,68.1
Increase/Decrease in Stocks,34.8,-28.4,-5.6,-13.8,-2.1,-3.8,4.1,-41.5,69.6,-6.6,-16.7,-53.5,69.5,-44.1,-32.1,-15.1,-17.8,-23.7,5.9,70.1,-29.2,9.1,29.7,-52.7,22.2,-39.6,-16.2,-14.6,4.3,0.8,-19.3,-18.95,-0.32,-4.12,-27.38,-5.67,11.36,-14.16,-7.59,-10.21,8.21,-24.72,-7.46,-19.5,38.35,0.45,14.35,-12.6,30.85,0.75
Power & Fuel,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Employees Cost,89.6,85.8,86.0,92.0,94.2,83.0,88.3,77.6,80.0,70.8,68.6,67.9,66.7,62.4,61.8,60.0,60.2,61.2,50.2,54.0,70.8,64.0,60.6,62.8,61.6,63.0,58.6,57.6,61.9,57.8,54.4,53.21,61.72,54.18,49.24,47.96,49.95,41.83,46.1,44.61,46.32,41.61,42.05,40.25,38.8,37.46,39.36,36.75,34.76,38.21
Depreciation,15.5,14.6,14.4,13.9,13.1,12.9,12.2,10.9,10.6,10.7,10.5,10.5,10.4,10.6,10.1,9.6,9.4,9.3,9.7,9.9,10.0,10.1,9.8,10.2,9.6,9.3,8.9,8.8,8.6,8.8,9.0,8.78,8.95,9.4,10.89,9.74,9.52,9.37,9.92,10.14,12.81,12.81,12.11,11.94,8.48,9.02,8.54,8.58,8.3,8.19
Excise Duty,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Admin. And Selling Expenses,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
R & D Expenses,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Provisions And Contingencies,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
