Item,Mar '25,Dec '24,Sep '24,Jun '24,Mar '24,Dec '23,Sep '23,Jun '23,Mar '23,Dec '22,Sep '22,Jun '22,Mar '22,Dec '21,Sep '21,Jun '21,Mar '21,Dec '20,Sep '20,Jun '20,Mar '20,Dec '19,Sep '19,Jun '19,Mar '19,Dec '18,Sep '18,Jun '18,Mar '18,Dec '17,Sep '17,Jun '17,Mar '17,Dec '16,Sep '16,Jun '16,Mar '16,Dec '15,Sep '15,Jun '15,Mar '15,Dec '14,Sep '14,Jun '14,Mar '14,Dec '13,Sep '13,Jun '13,Mar '13,Dec '12
Net Sales/Income from operations,2850.86,3099.08,2976.92,3145.84,2588.88,2834.47,2780.09,2963.53,2382.43,2709.7,2715.2,2789.74,2084.4,2416.31,2213.4,1626.06,1857.01,1956.7,1630.23,772.39,1318.55,1663.44,1571.72,1779.07,1378.66,1589.72,1517.97,1608.31,1273.63,1375.77,1363.83,1349.76,1132.47,1136.44,1212.54,1362.67,1085.96,1168.98,1157.04,1298.36,962.44,1075.73,1129.39,1207.24,902.31,958.68,985.15,1009.93,755.41,832.76
Other Operating Income,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,6.29,7.47,7.49,--,6.76,6.62,7.31,5.69,5.85,6.08,5.65,5.0,6.24,6.02,4.91,5.39,4.8
Total Income From Operations,2850.86,3099.08,2976.92,3145.84,2588.88,2834.47,2780.09,2963.53,2382.43,2709.7,2715.2,2789.74,2084.4,2416.31,2213.4,1626.06,1857.01,1956.7,1630.23,772.39,1318.55,1663.44,1571.72,1779.07,1378.66,1589.72,1517.97,1608.31,1273.63,1375.77,1363.83,1349.76,1132.47,1142.73,1220.01,1370.16,1085.96,1175.74,1163.66,1305.67,968.13,1081.58,1135.47,1212.89,907.31,964.92,991.17,1014.84,760.8,837.56
EXPENDITURE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Consumption of Raw Materials,1248.59,1213.83,1190.27,1197.41,1060.83,1081.29,1162.19,1215.89,1122.11,1344.47,1434.87,1444.52,1169.29,1197.7,1051.31,755.9,875.05,769.48,620.85,204.15,532.96,671.41,644.02,672.31,633.95,739.98,688.77,700.95,586.74,594.9,502.21,587.43,528.31,467.84,509.31,520.35,491.16,490.65,546.1,531.6,499.13,578.54,591.95,599.19,547.67,477.56,524.81,452.24,428.75,396.76
Purchase of Traded Goods,201.15,220.95,218.23,185.34,205.94,220.98,202.64,208.11,193.26,226.98,210.53,228.19,191.88,177.56,150.75,116.97,163.27,145.47,116.34,28.91,99.7,97.52,87.99,102.5,101.06,108.45,80.41,84.66,70.36,65.95,58.75,80.07,66.96,58.42,56.26,62.58,54.74,45.7,49.67,54.56,40.63,44.05,41.27,40.16,38.18,40.68,46.26,54.93,37.02,38.93
Increase/Decrease in Stocks,-159.47,-6.04,-38.27,79.09,-56.47,32.12,-8.12,90.12,-40.3,25.66,-24.63,-21.75,-167.55,-2.4,3.16,-47.23,-143.96,-35.9,-28.24,118.33,-51.39,-3.1,-4.35,86.82,-63.01,-17.19,-4.81,11.2,-57.37,-16.65,73.36,-7.82,-71.67,8.97,1.11,53.69,-52.51,25.33,-30.16,75.38,-33.08,-22.37,7.46,41.21,-64.97,10.34,-22.45,39.58,-69.47,24.87
Power & Fuel,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Employees Cost,405.46,384.18,386.61,369.22,324.14,319.4,309.7,301.08,265.42,260.97,253.27,265.17,225.06,227.76,223.03,229.34,215.68,205.01,195.35,171.71,164.33,187.33,186.57,198.66,170.81,164.64,161.98,166.11,139.77,139.32,147.28,144.49,124.62,129.88,123.15,129.8,114.89,114.12,111.91,116.24,97.59,103.57,104.53,103.7,92.88,86.22,88.22,90.94,75.6,73.87
Depreciation,83.89,76.7,75.43,72.39,98.63,66.52,62.46,61.5,61.38,57.49,52.68,50.42,45.89,44.44,44.34,40.45,39.32,37.06,35.93,34.79,35.67,31.76,30.31,28.05,29.82,23.43,23.65,22.93,22.83,22.71,23.1,22.84,22.68,22.69,22.64,22.23,23.0,21.73,21.82,21.27,28.33,27.77,28.84,22.78,18.41,18.07,16.84,15.31,13.92,14.13
