Item,Mar '25,Dec '24,Sep '24,Jun '24,Mar '24,Dec '23,Sep '23,Jun '23,Mar '23,Dec '22,Sep '22,Jun '22,Mar '22,Dec '21,Sep '21,Jun '21,Mar '21,Dec '20,Sep '20,Jun '20,Mar '20,Dec '19,Sep '19,Jun '19,Mar '19,Dec '18,Sep '18,Jun '18,Mar '18,Dec '17,Sep '17,Jun '17,Mar '17,Dec '16,Sep '16,Jun '16,Mar '16,Dec '15,Sep '15,Jun '15,Mar '15,Dec '14,Sep '14,Jun '14,Mar '14,Dec '13,Sep '13,Jun '13,Mar '13,Dec '12
Net Sales/Income from operations,3.69,161.7,2.06,181.87,2.55,2.06,7.43,6.65,249.79,174.52,36.95,10.65,102.01,4.01,6.5,140.29,41.51,35.51,8.82,3.8,51.01,33.81,271.49,83.57,160.07,121.39,71.58,132.99,145.29,144.7,75.76,109.25,299.45,197.21,95.03,88.86,109.55,166.81,121.99,104.62,131.49,83.68,105.71,303.13,86.18,57.53,96.34,67.02,102.15,61.41
Other Operating Income,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Total Income From Operations,3.69,161.7,2.06,181.87,2.55,2.06,7.43,6.65,249.79,174.52,36.95,10.65,102.01,4.01,6.5,140.29,41.51,35.51,8.82,3.8,51.01,33.81,271.49,83.57,160.07,121.39,71.58,132.99,145.29,144.7,75.76,109.25,299.45,197.21,95.03,88.86,109.55,166.81,121.99,104.62,131.49,83.68,105.71,303.13,86.18,57.53,96.34,67.02,102.15,61.41
EXPENDITURE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Consumption of Raw Materials,269.44,305.83,210.4,108.76,803.66,324.22,129.79,127.9,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Purchase of Traded Goods,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Increase/Decrease in Stocks,-270.78,-176.27,-207.92,59.57,-797.58,-323.94,-123.86,-115.4,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Power & Fuel,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Employees Cost,24.24,25.96,27.41,25.89,15.96,21.67,18.77,19.52,16.68,16.12,17.89,18.53,14.41,17.28,20.64,20.22,17.49,16.92,13.62,17.28,13.27,17.86,21.17,19.32,15.52,17.94,15.14,17.74,14.16,14.48,15.35,15.59,16.42,15.82,15.79,14.21,10.21,15.39,14.91,13.23,14.19,10.99,10.34,9.66,7.87,7.62,7.51,7.39,6.42,6.49
Depreciation,5.45,3.91,3.94,4.29,3.77,3.75,2.71,2.31,2.14,2.63,2.56,2.33,2.15,1.3,1.31,1.42,1.6,1.62,1.68,1.75,1.78,1.83,1.8,1.85,0.79,0.78,0.75,0.74,0.92,0.98,1.01,1.05,1.09,1.08,1.1,1.07,1.09,0.99,1.02,1.04,0.46,0.76,0.74,0.78,0.66,0.59,0.54,0.53,0.48,0.43
