Item,Mar '25,Dec '24,Sep '24,Jun '24,Mar '24,Dec '23,Sep '23,Jun '23,Mar '23,Dec '22,Sep '22,Jun '22,Mar '22,Dec '21,Sep '21,Jun '21,Mar '21,Dec '20,Sep '20,Jun '20,Mar '20,Dec '19,Sep '19,Jun '19,Mar '19,Dec '18,Sep '18,Jun '18,Mar '18,Dec '17,Sep '17,Jun '17,Mar '17,Dec '16,Sep '16,Jun '16,Mar '16,Dec '15,Sep '15,Jun '15,Mar '15,Dec '14,Sep '14,Jun '14,Mar '14,Dec '13,Sep '13,Jun '13,Mar '13,Dec '12
Net Sales/Income from operations,7025.05,6709.21,6226.6,5784.71,5420.24,4959.71,4434.95,4030.32,3700.83,3323.1,2988.01,2745.1,2580.34,2530.1,2470.56,2466.89,2461.15,2504.83,2436.4,2113.63,2151.33,2274.86,2196.96,2029.48,1885.08,1830.69,1629.41,1597.03,1511.37,1383.25,1295.91,1234.8,1206.91,1169.75,1155.76,1101.69,1132.38,1049.12,1013.82,982.11,935.86,958.19,910.27,859.97,838.96,827.15,781.72,747.88,711.3,653.8
Other Operating Income,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,46.32,--,--,--,--,--,6.37,5.92,6.38,6.78,3.05,4.71,3.55,3.73,1.91,6.41,8.67,9.18,8.14,15.99,22.85,13.16,14.28,11.56
Total Income From Operations,7025.05,6709.21,6226.6,5784.71,5420.24,4959.71,4434.95,4030.32,3700.83,3323.1,2988.01,2745.1,2580.34,2530.1,2470.56,2466.89,2461.15,2504.83,2436.4,2113.63,2151.33,2274.86,2196.96,2029.48,1885.08,1830.69,1675.73,1597.03,1511.37,1383.25,1295.91,1234.8,1213.28,1175.67,1162.14,1108.47,1135.43,1053.83,1017.37,985.84,937.77,964.6,918.94,869.15,847.1,843.14,804.57,761.04,725.58,665.36
EXPENDITURE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Consumption of Raw Materials,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Purchase of Traded Goods,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Increase/Decrease in Stocks,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Power & Fuel,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Employees Cost,921.76,880.65,794.65,683.45,765.8,666.65,570.24,327.86,379.27,349.37,290.95,246.09,294.96,219.2,228.77,152.3,268.99,154.14,170.05,156.18,159.95,177.1,172.13,145.82,173.4,141.66,134.25,141.27,154.95,128.1,129.72,114.89,121.48,99.95,109.42,71.8,68.16,59.52,69.08,57.19,58.14,60.52,55.1,47.98,43.74,51.38,46.62,45.76,45.9,38.17
Depreciation,63.43,58.43,61.92,58.34,74.55,45.24,37.97,38.01,34.95,29.49,27.47,26.97,27.41,23.37,22.66,23.91,24.73,24.32,24.5,24.75,26.64,31.38,26.23,23.29,14.99,15.07,12.76,12.66,14.92,13.46,11.63,9.67,11.34,10.43,9.0,7.34,6.24,4.94,4.98,5.17,8.13,7.7,6.88,6.47,8.13,5.41,5.22,4.87,7.03,4.98
Excise Duty,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Admin. And Selling Expenses,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
R & D Expenses,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Provisions And Contingencies,625.29,664.02,623.52,581.43,190.83,358.82,399.81,372.34,113.98,158.89,278.19,298.62,-17.4,248.26,58.42,551.92,503.53,444.55,317.6,56.15,556.68,135.97,95.17,--,--,95.34,61.16,98.25,73.67,90.21,83.16,98.05,52.85,100.26,77.15,80.37,98.63,106.96,114.74,106.91,58.11,99.72,86.33,80.56,84.21,69.91,70.9,58.31,54.71,30.91
Exp. Capitalised,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Other Expenses,441.7,473.89,458.95,441.61,444.64,352.1,337.92,420.79,372.79,373.17,342.69,306.65,326.21,289.09,266.5,194.33,220.04,190.33,160.5,164.91,214.97,215.94,203.25,290.41,249.19,159.09,144.27,104.44,209.39,182.1,167.52,153.17,690.16,148.44,703.71,147.21,134.23,150.62,134.47,150.44,124.13,628.08,127.84,593.23,120.01,108.07,101.52,117.49,115.61,95.32
"P/L Before Other Inc. , Int., Excpt. Items & Tax",4972.87,4632.22,4287.56,4019.88,3944.42,3536.9,3089.01,2871.32,2799.84,2412.18,2048.71,1866.77,1949.16,1750.18,1894.21,1544.43,1443.86,1691.49,1763.75,1711.64,1193.09,1714.47,1700.18,1569.96,1447.5,1419.53,1323.29,1240.41,1058.44,969.38,903.88,859.02,337.45,816.59,262.86,801.75,828.17,731.79,694.1,666.13,689.26,168.58,642.79,140.91,591.01,608.37,580.31,534.61,502.33,495.98
Other Income,95.64,103.14,66.15,44.26,71.84,58.98,136.94,103.3,93.43,51.91,49.77,25.83,51.41,0.12,0.13,0.12,0.18,0.03,3.38,0.02,0.12,0.04,0.05,0.05,0.26,0.11,0.1,0.2,0.23,0.08,0.06,0.07,0.15,0.09,0.5,0.05,1.0,0.07,0.11,0.17,0.22,0.11,0.28,0.12,0.85,1.24,4.12,0.78,0.05,0.46
"P/L Before Int., Excpt. Items & Tax",5068.51,4735.36,4353.71,4064.14,4016.26,3595.88,3225.95,2974.62,2893.27,2464.09,2098.48,1892.6,2000.57,1750.3,1894.34,1544.55,1444.04,1691.52,1767.13,1711.66,1193.21,1714.51,1700.23,1570.01,1447.76,1419.64,1323.39,1240.61,1058.67,969.46,903.94,859.09,337.6,816.68,263.36,801.8,829.17,731.86,694.21,666.3,689.48,168.69,643.07,141.03,591.86,609.61,584.43,535.39,502.38,496.44
Interest,3362.29,3271.78,3055.13,2795.65,2579.34,2438.98,2205.2,2007.09,1734.17,1543.29,1340.42,1130.87,1071.15,1046.04,1077.81,1103.82,1119.65,1140.44,1185.16,1130.66,1135.89,1192.41,1176.93,1087.0,986.41,956.14,863.87,801.83,619.88,590.26,556.75,540.96,118.05,565.76,--,548.1,533.01,510.92,511.06,495.78,486.1,--,498.95,--,454.28,470.05,449.5,397.26,379.91,374.02
P/L Before Exceptional Items & Tax,1706.22,1463.58,1298.58,1268.49,1436.92,1156.9,1020.75,967.53,1159.1,920.8,758.06,761.73,929.42,704.26,816.53,440.73,324.39,551.08,581.97,581.0,57.32,522.1,523.3,483.01,461.35,463.5,459.52,438.78,438.79,379.2,347.19,318.13,219.55,250.92,263.36,253.7,296.16,220.94,183.15,170.52,203.38,168.69,144.12,141.03,137.58,139.56,134.93,138.13,122.47,122.42
Exceptional Items,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
P/L Before Tax,1706.22,1463.58,1298.58,1268.49,1436.92,1156.9,1020.75,967.53,1159.1,920.8,758.06,761.73,929.42,704.26,816.53,440.73,324.39,551.08,581.97,581.0,57.32,522.1,523.3,483.01,461.35,463.5,459.52,438.78,438.79,379.2,347.19,318.13,219.55,250.92,263.36,253.7,296.16,220.94,183.15,170.52,203.38,168.69,144.12,141.03,137.58,139.56,134.93,138.13,122.47,122.42
Tax,439.5,377.05,335.53,326.26,378.82,280.74,258.26,241.52,306.26,236.51,194.65,196.07,239.84,180.47,209.99,113.93,81.18,142.22,150.06,150.07,14.66,133.59,216.33,168.78,169.49,159.13,154.85,153.53,147.7,130.0,119.94,111.55,--,88.4,92.42,87.97,104.13,75.24,62.68,60.27,67.74,57.4,48.99,47.93,46.85,47.4,44.99,46.95,36.71,40.98
P/L After Tax from Ordinary Activities,1266.72,1086.53,963.05,942.23,1058.1,876.16,762.49,726.01,852.84,684.29,563.41,565.66,689.58,523.79,606.54,326.8,243.21,408.86,431.91,430.93,42.66,388.51,306.97,314.23,291.86,304.37,304.67,285.25,291.09,249.2,227.25,206.58,219.55,162.52,170.94,165.73,192.03,145.7,120.47,110.25,135.64,111.29,95.13,93.1,90.73,92.16,89.94,91.18,85.76,81.44
Prior Year Adjustments,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
