Item,Dec '24,Sep '24,Jun '24,Mar '24,Dec '23,Sep '23,Jun '23,Mar '23,Dec '22,Sep '22,Jun '22,Mar '22,Dec '21,Sep '21,Jun '21,Mar '21,Dec '20,Sep '20,Jun '20,Mar '20,Dec '19,Sep '19,Jun '19,Mar '19,Dec '18,Sep '18,Jun '18,Mar '18,Dec '17,Sep '17,Jun '17,Mar '17,Dec '16,Sep '16,Jun '16,Mar '16,Dec '15,Sep '15,Jun '15,Mar '15,Dec '14,Sep '14,Jun '14,Mar '14,Dec '13,Sep '13,Jun '13,Mar '13,Dec '12,Sep '12
Net Sales/Income from operations,1073.65,1107.77,958.34,913.6,838.98,697.76,717.57,703.05,776.6,700.57,593.0,662.06,914.08,851.71,638.1,904.47,1034.21,870.9,642.79,664.17,939.8,821.07,733.66,895.29,1167.8,993.3,1162.43,813.93,1438.55,869.95,1209.28,1196.25,1162.27,834.02,854.56,942.71,743.62,903.08,795.26,1361.32,762.98,907.62,671.14,1308.17,847.17,802.25,559.56,1088.61,711.18,677.97
Other Operating Income,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,2.19,0.97,--,--,11.67,2.2,16.27,6.91,3.11,6.07,2.15,4.78,1.15,14.58,26.19,7.19,1.76,5.02
Total Income From Operations,1073.65,1107.77,958.34,913.6,838.98,697.76,717.57,703.05,776.6,700.57,593.0,662.06,914.08,851.71,638.1,904.47,1034.21,870.9,642.79,664.17,939.8,821.07,733.66,895.29,1167.8,993.3,1162.43,813.93,1438.55,869.95,1209.28,1196.25,1164.46,834.99,854.56,942.71,755.29,905.28,811.53,1368.23,766.09,913.69,673.29,1312.95,848.32,816.83,585.75,1095.8,712.94,682.99
EXPENDITURE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Consumption of Raw Materials,653.14,672.12,570.55,565.68,548.16,462.73,434.79,510.15,524.76,557.39,390.47,630.45,699.25,614.73,510.5,667.97,708.75,654.4,449.06,579.46,665.67,483.09,562.15,580.53,689.96,694.13,750.24,810.46,738.73,524.73,905.41,862.5,697.3,667.62,737.26,706.41,562.86,665.49,567.8,885.68,582.21,638.37,486.84,833.34,558.68,594.26,399.58,755.06,479.78,584.7
Purchase of Traded Goods,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Increase/Decrease in Stocks,15.17,-21.0,1.63,44.81,-13.44,-20.21,55.34,6.68,15.99,-33.4,-2.23,-61.27,47.33,12.03,-78.79,7.06,76.37,-31.25,6.12,-77.88,43.86,107.74,-83.37,3.83,95.96,-36.87,20.57,-250.36,326.16,16.11,-62.53,-32.85,147.01,-125.25,-114.66,-51.12,-54.27,-79.97,-15.53,123.24,-53.87,-41.97,-81.73,99.62,29.53,-67.02,-54.36,-4.75,-7.0,-147.68
Power & Fuel,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Employees Cost,99.78,120.15,90.19,94.37,94.0,99.12,86.32,76.45,89.98,94.1,93.26,90.98,101.46,116.37,100.94,99.84,98.64,106.67,96.77,104.52,106.38,112.25,97.3,83.64,96.98,99.71,102.58,101.02,101.24,98.79,86.72,91.1,105.15,96.97,110.1,85.31,92.86,95.85,90.21,93.7,86.3,81.49,84.23,91.48,82.92,84.27,84.72,80.95,81.45,79.83
Depreciation,11.71,12.05,12.07,12.32,12.38,12.61,12.84,14.56,13.88,13.93,13.01,10.15,16.2,15.52,15.99,16.46,16.06,16.52,16.7,17.48,17.89,21.07,21.95,19.83,20.21,21.5,21.68,22.85,21.78,22.81,22.42,22.43,22.14,21.97,21.66,21.61,21.51,21.46,21.15,21.39,22.04,19.05,19.38,22.25,22.5,21.6,20.67,19.73,20.59,19.71
Excise Duty,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Admin. And Selling Expenses,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
R & D Expenses,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Provisions And Contingencies,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
