Item,Dec '24,Sep '24,Jun '24,Mar '24,Dec '23,Sep '23,Jun '23,Mar '23,Dec '22,Sep '22,Jun '22,Mar '22,Dec '21,Sep '21,Jun '21,Mar '21,Dec '20,Sep '20,Jun '20,Mar '20,Dec '19,Sep '19,Jun '19,Mar '19,Dec '18,Sep '18,Jun '18,Mar '18,Dec '17,Sep '17,Jun '17,Mar '17,Dec '16,Sep '16,Jun '16,Mar '16,Dec '15,Sep '15,Jun '15,Mar '15,Dec '14,Sep '14,Jun '14,Mar '14,Dec '13,Sep '13,Jun '13,Mar '13,Dec '12,Sep '12
Net Sales/Income from operations,671.52,656.1,638.9,608.29,595.36,593.02,584.29,563.96,555.18,531.82,507.66,455.51,403.26,351.68,319.72,290.04,272.3,256.12,280.14,322.82,320.5,316.61,312.77,292.65,281.06,265.01,259.53,240.66,227.16,225.21,222.46,208.42,186.1,210.0,197.6,204.2,173.38,174.11,171.79,173.1,145.75,147.57,144.94,138.0,123.36,123.01,120.76,116.06,106.41,106.45
Other Operating Income,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0.24,--,--,--,0.18,--,0.56,--,--,--,1.35
Total Income From Operations,671.52,656.1,638.9,608.29,595.36,593.02,584.29,563.96,555.18,531.82,507.66,455.51,403.26,351.68,319.72,290.04,272.3,256.12,280.14,322.82,320.5,316.61,312.77,292.65,281.06,265.01,259.53,240.66,227.16,225.21,222.46,208.42,186.1,210.0,197.6,204.2,173.38,174.11,171.79,173.34,145.75,147.57,144.94,138.18,123.36,123.57,120.76,116.06,106.41,107.8
EXPENDITURE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Consumption of Raw Materials,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Purchase of Traded Goods,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Increase/Decrease in Stocks,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Power & Fuel,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Employees Cost,268.08,262.41,258.67,250.03,242.19,243.46,246.42,232.25,226.2,225.86,224.41,203.85,183.91,160.49,151.83,151.53,131.46,136.26,129.74,139.2,135.7,134.92,129.76,121.18,115.1,111.77,110.59,104.77,95.42,93.77,99.1,93.57,93.81,91.47,96.31,88.95,80.4,75.26,75.93,68.65,64.2,60.26,58.93,52.67,49.42,47.52,47.18,43.13,42.95,41.12
Depreciation,21.69,18.59,17.5,17.42,17.4,17.58,15.34,12.91,11.47,10.47,9.89,9.67,9.71,9.92,10.32,10.57,10.94,11.0,11.13,10.99,10.44,10.06,9.89,4.87,4.99,5.21,5.31,5.55,5.25,5.31,5.44,5.62,6.3,6.16,5.98,5.98,5.44,5.05,4.5,3.56,4.76,4.64,4.36,5.56,3.9,3.95,3.96,3.37,2.17,2.04
